name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
TotalRevenue,"63,794,917","13,731,530","20,312,797","16,124,951","13,625,639","11,229,211","16,426,301","10,519,191","8,783,230","7,584,602","7,379,782","5,002,767","7,006,291","5,209,434","6,579,269","5,415,384","5,099,474","4,112,237","4,006,920","3,102,607","2,865,823","2,152,073","2,292,518","1,786,137","1,913,299","1,759,528","2,020,259","2,007,409","1,705,457","1,487,553","2,111,187","1,620,215","1,454,214","1,317,347","1,810,610","1,373,029","1,104,087","669,290","750,719","453,154","515,423","329,403","325,910","191,593","200,174","393,843","12,386","40,676","16,720","1,283","15,095","6,908","3,449","1,271","15,369","1,111","16,679","50,527"
	OperatingRevenue,"63,794,917","13,731,530","20,312,797","16,124,951","13,625,639","11,229,211","16,426,301","10,519,191","8,783,230","7,584,602","7,379,782","5,002,767","7,006,291","5,209,434","6,579,269","5,415,384","5,099,474","4,112,237","4,006,920","3,102,607","2,865,823","2,152,073","2,292,518","1,786,137","1,913,299","1,759,528","2,020,259","2,007,409","1,705,457","1,487,553","2,111,187","1,620,215","1,454,214","1,317,347","1,810,610","1,373,029","1,104,087","669,290","750,719","453,154","515,423","329,403","325,910","191,593","200,174","393,843","12,386","40,676","16,720","1,283","15,095","6,908","3,449","1,271","15,369","1,111","16,679","50,527"
CostOfRevenue,"26,179,639","5,629,858","7,920,984","7,047,832","5,580,964","5,104,603","7,822,280","4,504,844","3,639,016","3,241,763","2,906,933","1,981,143","2,687,143","1,583,480","2,485,856","2,268,968","2,236,751","2,008,092","1,483,671","1,703,676","1,605,534","1,381,733","872,375","723,396","922,832","892,793","939,020","1,044,415","882,327","756,440","1,323,777","858,898","540,048","498,810","1,153,191","376,831","197,200","40,203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
GrossProfit,"37,615,278","8,101,672","12,391,813","9,077,119","8,044,675","6,124,608","8,604,021","6,014,347","5,144,214","4,342,839","4,472,849","3,021,624","4,319,148","3,625,954","4,093,413","3,146,416","2,862,723","2,104,145","2,523,249","1,398,931","1,260,289","770,340","1,420,143","1,062,741","990,467","866,735","1,081,239","962,994","823,130","731,113","787,410","761,317","914,166","818,537","657,419","996,198","906,887","629,087","750,719","453,154","515,423","329,403","325,910","191,593","200,174","393,843","12,386","40,676","16,720","1,283","15,095","6,908","3,449","1,271","15,369","1,111","16,679","50,527"
OperatingExpense,"40,376,971","11,862,773","11,770,733","9,038,929","7,704,536","6,762,916","7,247,553","6,191,069","6,200,027","6,602,091","6,315,095","4,685,528","3,839,105","3,493,790","3,611,190","2,923,238","2,589,126","2,304,343","2,763,552","2,028,589","1,630,853","1,660,778","1,898,073","1,311,959","1,432,982","1,228,564","1,497,187","875,425","980,659","842,609","712,795","1,155,933","967,070","1,071,958","701,751","985,504","552,766","733,969","631,787","559,305","591,628","630,322","1,120,427","482,635","493,154","469,281","216,229","545,889","892,083","263,094","407,951","534,065","355,462","1,376,304","953,453","162,519","218,927","266,109"
	SellingGeneralAndAdministration,"36,783,028","10,965,677","10,833,603","8,081,628","6,931,978","5,918,178","7,175,703","4,880,788","4,864,257","5,315,791","4,466,190","3,284,160","3,333,729","3,085,393","3,241,740","2,683,535","2,374,655","2,027,496","2,152,175","1,792,944","1,410,113","1,393,966","1,662,983","1,162,108","1,309,127","1,103,680","1,047,491","716,996","844,546","712,527","567,590",,"0","1,013,052","652,342","937,279","504,540","685,858","584,770","512,570","544,299","584,299","1,120,427","482,635","493,154","469,281","18,709","545,889","771,976",,,,,,,,,
		GeneralAndAdministrativeExpense,"35,647,065","10,730,037","10,526,738","7,743,850","6,676,298","5,789,293","7,071,385","4,779,493","4,633,346","5,136,392","4,249,173","3,146,884","3,169,826","2,888,813","3,167,433","2,576,615","2,276,678","2,006,745","2,134,759","1,747,538","1,372,936","1,286,903","1,596,493","1,080,734","1,230,759","1,032,915","1,036,714","716,996","844,546","669,377","577,840",,,"983,452","635,609","914,072","500,715","682,518","572,640","511,403","511,648","573,029","665,912","436,374","487,124","432,016","-46,073","513,743","714,816",,,,,,,,,
			SalariesAndWages,"27,855,781","8,541,839","8,760,281","5,688,577","4,865,084","4,349,220","5,858,055","4,060,825","3,957,130","4,112,024","3,323,331","2,506,927","2,678,689","2,359,630","2,763,327","2,135,275","1,856,764","1,741,669","1,727,159","1,470,921","1,063,827","927,472","1,167,918","808,753","876,350","676,090","732,546","518,696","681,045","487,290","433,585",,"0","770,673","380,063","626,904","330,190","385,073","310,981","329,143","395,405","434,443","297,729","186,585","206,627","173,714","297,504","193,188",,,,,,,,,,
			RentAndLandingFees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,148","15,148","15,148","15,148","15,148","15,148","15,148","15,148","16,918","15,262","7,606","7,500","7,500",,"7,500",,,,,,,,,,
			OtherGandA,"7,791,284","2,188,198","1,766,457","2,055,273","1,811,214","1,440,073","1,213,330","718,668","676,216","1,024,368","925,842","639,957","491,137","529,183","404,106","441,340","419,914","265,076","407,600","276,617","309,109","359,431","428,575","271,981","354,409","356,825","304,168","198,300","163,501","182,087","144,255",,,"197,631","240,398","272,020","155,377","282,297","246,511","167,112","101,095","121,668","352,921","242,183","272,997","250,802","-343,405","313,055","714,816",,,,,,,,,
