name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalAssets,"5,427,398,000","5,499,409,000","5,463,002,000","5,072,875,000","5,001,390,000","4,634,114,000","4,606,785,000","4,614,401,000","4,078,162,000","4,109,463,000","3,182,471,000","3,108,031,000","3,115,877,000","3,096,562,000","3,192,910,000","3,123,207,000","2,785,548,000","2,843,452,000","2,843,948,000","2,732,900,000","2,641,791,000","2,570,880,000","2,527,962,000","2,378,292,000","2,327,333,000","2,361,579,000","2,262,207,000","1,680,206,000","1,652,887,000","1,617,103,000","1,558,314,000","1,480,619,000","1,470,110,000","1,491,632,000","1,400,635,000","1,399,506,000","1,383,564,000","1,693,312,000","1,356,040,000","1,324,702,000","1,305,298,000","1,306,194,000","1,252,700,000","1,262,069,000","1,255,410,000","1,246,369,000","1,330,870,000","1,303,760,000","1,336,576,000","1,363,870,000","1,367,610,000","1,437,024,000","1,460,743,000","1,499,227,000","1,511,881,000","1,486,987,000","1,414,727,000","1,347,472,000","1,326,419,000","1,346,931,000","1,071,064,000","1,037,138,000","1,062,828,000","1,094,664,000","1,120,042,000","1,130,509,000","1,160,591,000","1,097,696,000","1,155,315,000","1,108,173,000","1,082,332,000","1,083,387,000","1,060,723,000","1,003,201,000","984,720,000","996,451,000","943,115,000","958,752,000","959,720,000","927,692,000","930,143,000","912,730,000","909,500,000","867,631,000","882,784,000","846,224,000","607,848,000","580,967,000","505,605,000","476,700,000","468,600,000","403,200,000","358,400,000","404,900,000","399,100,000","349,700,000","329,000,000"
TotalLiabilitiesNetMinorityInterest,"4,826,342,000","4,901,381,000","4,872,884,000","4,489,431,000","4,419,727,000","4,056,225,000","4,028,978,000","4,039,594,000","3,506,721,000","3,532,755,000","2,787,125,000","2,719,923,000","2,737,361,000","2,729,096,000","2,839,344,000","2,776,938,000","2,514,557,000","2,572,213,000","2,568,503,000","2,463,669,000","2,377,887,000","2,311,030,000","2,266,643,000","2,120,779,000","2,075,674,000","2,116,143,000","2,014,231,000","1,493,167,000","1,466,110,000","1,432,745,000","1,375,398,000","1,299,094,000","1,293,293,000","1,318,236,000","1,230,150,000","1,231,886,000","1,212,729,000","1,523,571,000","1,187,039,000","1,160,011,000","1,145,402,000","1,108,363,000","1,055,637,000","1,074,590,000","1,072,178,000","1,064,217,000","1,145,770,000","1,118,116,000","1,168,487,000","1,191,565,000","1,194,187,000","1,262,442,000","1,280,462,000","1,314,960,000","1,367,597,000","1,345,238,000","1,261,955,000","1,182,648,000","1,158,044,000","1,176,777,000","945,032,000","914,318,000","943,492,000","976,697,000","1,004,845,000","1,018,892,000","1,053,534,000","993,511,000","1,053,493,000","1,009,594,000","985,697,000","992,568,000","967,344,000","913,355,000","874,236,000","886,722,000","835,399,000","852,887,000","855,929,000","830,594,000","835,252,000","819,156,000","816,973,000","782,664,000","799,742,000","766,491,000","544,312,000","526,924,000","453,057,000","432,200,000","425,000,000","371,700,000","327,500,000","374,200,000","368,600,000","326,300,000","306,200,000"
TotalEquityGrossMinorityInterest,"601,056,000","598,028,000","590,118,000","583,444,000","581,663,000","577,889,000","577,807,000","574,807,000","571,441,000","576,708,000","395,346,000","388,108,000","378,516,000","367,466,000","353,566,000","346,269,000","270,991,000","271,239,000","275,445,000","269,231,000","263,904,000","259,850,000","261,319,000","257,513,000","251,659,000","245,436,000","247,976,000","187,039,000","186,777,000","184,358,000","182,916,000","181,525,000","176,817,000","173,396,000","170,485,000","167,620,000","170,835,000","169,741,000","169,001,000","164,691,000","159,896,000","197,831,000","197,063,000","187,479,000","183,232,000","182,152,000","185,100,000","185,644,000","168,089,000","172,305,000","173,423,000","174,582,000","180,281,000","184,267,000","144,284,000","141,749,000","152,772,000","164,824,000","168,375,000","170,154,000","126,032,000","122,820,000","119,336,000","117,967,000","115,197,000","111,617,000","107,057,000","104,185,000","101,822,000","98,579,000","96,635,000","90,819,000","93,379,000","89,846,000","110,484,000","109,729,000","107,716,000","105,865,000","103,791,000","97,098,000","94,891,000","93,574,000","92,527,000","84,967,000","83,042,000","79,733,000","63,536,000","54,043,000","52,548,000","44,500,000","43,600,000","31,500,000","30,900,000","30,700,000","30,500,000","23,400,000","22,800,000"
	StockholdersEquity,"601,056,000","598,028,000","590,118,000","583,444,000","581,663,000","577,889,000","577,807,000","574,807,000","571,441,000","576,708,000","395,346,000","388,108,000","378,516,000","367,466,000","353,566,000","346,269,000","270,991,000","271,239,000","275,445,000","269,231,000","263,904,000","259,850,000","261,319,000","257,513,000","251,659,000","245,436,000","247,976,000","187,039,000","186,777,000","184,358,000","182,916,000","181,525,000","176,817,000","173,396,000","170,485,000","167,620,000","170,835,000","169,741,000","169,001,000","164,691,000","159,896,000","197,831,000","197,063,000","187,479,000","183,232,000","182,152,000","185,100,000","185,644,000","168,089,000","172,305,000","173,423,000","174,582,000","180,281,000","184,267,000","144,284,000","141,749,000","152,772,000","164,824,000","168,375,000","170,154,000","126,032,000","122,820,000","119,336,000","117,967,000","115,197,000","111,617,000","107,057,000","104,185,000","101,822,000","98,579,000","96,635,000","90,819,000","93,379,000","89,846,000","87,484,000","86,729,000","84,716,000","82,865,000","80,791,000","78,098,000","75,891,000","74,574,000","73,527,000","70,967,000","69,042,000","65,733,000","49,536,000","47,043,000","45,548,000","44,500,000","43,600,000","31,500,000","30,900,000","30,700,000","30,500,000","23,400,000","22,800,000"
		CapitalStock,"498,763,000","497,695,000","496,622,000","495,665,000","494,617,000","493,707,000","493,126,000","492,333,000","491,347,000","489,745,000","302,983,000","302,305,000","301,550,000","300,844,000","300,208,000","299,224,000","219,208,000","218,355,000","217,906,000","216,788,000","216,039,000","215,237,000","214,601,000","214,284,000","213,672,000","212,883,000","212,589,000","153,826,000","153,511,000","153,195,000","152,714,000","152,430,000","152,150,000","152,080,000","151,817,000","151,616,000","151,517,000","151,339,000","19,519,000","19,519,000","19,519,000","58,532,000","58,431,000","58,332,000","59,365,000","58,138,000","59,384,000","109,830,000","39,846,000","39,846,000","39,846,000","39,846,000","39,846,000","37,900,000",,,,,,,,,,,"67,120,000","67,602,000","67,219,000","67,524,000","69,967,000","67,409,000","66,490,000","65,974,000","65,776,000","65,234,000","65,004,000","64,798,000","64,231,000","63,957,000","63,874,000","63,742,000","63,704,000","63,536,000","63,491,000","63,491,000","62,983,000","62,469,000","42,558,000","41,570,000","41,036,000","41,000,000","41,000,000",,,,,,
			PreferredStock,,,"0","0","0",,"0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","19,519,000","19,519,000","19,519,000","19,519,000","19,519,000","19,519,000","19,519,000","19,519,000","19,519,000","19,519,000","19,519,000","19,519,000","19,519,000","19,519,000","19,519,000","19,519,000","19,519,000","19,519,000","58,532,000","58,431,000","58,332,000","59,365,000","58,138,000","59,384,000","109,830,000","39,846,000","39,846,000","39,846,000","39,846,000","39,846,000","37,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"498,763,000","497,695,000","496,622,000","495,665,000","494,617,000","493,707,000","493,126,000","492,333,000","491,347,000","489,745,000","302,983,000","302,305,000","301,550,000","300,844,000","300,208,000","299,224,000","219,208,000","218,355,000","217,906,000","216,788,000","216,039,000","215,237,000","214,601,000","194,765,000","194,153,000","193,364,000","193,070,000","134,307,000","133,992,000","133,676,000","133,195,000","132,911,000","132,631,000","132,561,000","132,298,000","132,097,000","131,998,000","131,820,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"67,120,000","67,602,000","67,219,000","67,524,000","69,967,000","67,409,000","66,490,000","65,974,000","65,776,000","65,234,000","65,004,000","64,798,000","64,231,000","63,957,000","63,874,000","63,742,000","63,704,000","63,536,000","63,491,000","63,491,000","62,983,000","62,469,000","42,558,000","41,570,000","41,036,000","41,000,000","41,000,000",,,,,,
		AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"131,615,000","131,443,000","131,302,000","131,172,000","131,015,000","130,836,000","130,682,000","130,531,000","131,329,000","80,810,000","80,484,000","80,222,000","79,884,000","79,524,000","79,152,000","78,854,000","76,490,000","75,941,000","82,120,000","92,414,000","98,093,000","103,498,000","61,958,000","62,363,000","62,959,000","66,726,000",,,,,,,,,,,,,,,,,,,,,,,,"146,000",,,,,,,,,
		RetainedEarnings,"116,347,000","111,329,000","105,202,000","99,311,000","98,314,000","94,899,000","91,065,000","87,654,000","84,803,000","96,741,000","98,161,000","92,105,000","85,953,000","79,003,000","70,531,000","62,911,000","66,739,000","62,136,000","63,679,000","58,910,000","55,270,000","52,527,000","48,726,000","45,371,000","41,485,000","38,773,000","37,366,000","36,484,000","34,583,000","33,014,000","31,014,000","29,187,000","27,143,000","25,345,000","22,949,000","20,694,000","17,901,000","15,721,000","13,052,000","10,566,000","7,887,000","7,172,000","4,886,000","601,000","-881,000","-1,866,000","-2,965,000","-3,012,000","51,678,000","56,389,000","57,563,000","57,056,000","63,028,000","67,804,000","68,306,000","66,738,000","70,797,000","73,298,000","71,540,000","69,102,000","65,786,000","62,452,000","58,683,000","54,922,000","51,324,000","47,539,000","43,282,000","39,087,000","35,747,000","33,093,000","30,671,000","27,783,000","26,983,000","24,976,000","22,934,000","20,994,000","19,123,000","17,194,000","14,902,000","13,091,000","11,531,000","10,017,000","8,643,000","6,820,000","4,930,000","2,749,000","6,905,000","5,494,000","4,686,000","3,600,000","2,700,000","1,900,000","1,200,000","600,000",,"-500,000","-1,100,000"
		GainsLossesNotAffectingRetainedEarnings,"-14,054,000","-10,996,000","-11,706,000","-11,532,000","-11,268,000","-10,717,000","-6,384,000","-5,180,000","-4,709,000","-9,778,000","-5,798,000","-6,302,000","-8,987,000","-12,381,000","-17,173,000","-15,866,000","-14,956,000","-9,252,000","-6,140,000","-6,467,000","-7,405,000","-7,914,000","-2,008,000","-2,142,000","-3,498,000","-6,220,000","-1,979,000","-3,271,000","-1,317,000","-1,851,000","-812,000","-92,000","-2,476,000","-4,029,000","-4,281,000","-4,690,000","1,417,000","2,681,000","4,815,000","3,163,000","1,188,000","955,000","2,731,000","-2,290,000","-4,803,000","-4,651,000","-1,326,000","-569,000","-2,412,000","-2,554,000","-2,183,000","-68,000","116,000","-291,000","-512,000","-930,000","-145,000","-888,000","-1,258,000","-2,446,000","-1,712,000","-1,995,000","-2,306,000","-3,681,000","-3,247,000","-3,524,000","-3,444,000","-2,426,000","-3,892,000","-1,923,000","-526,000","-2,938,000","620,000","-364,000","-454,000","937,000","1,362,000","1,714,000","2,015,000","1,265,000","656,000","1,021,000","1,393,000","656,000","1,129,000","515,000","73,000","-167,000","-174,000","-100,000","-100,000","-100,000","200,000","700,000",,,
