name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990
TotalAssets,"46,308,000,000","44,358,000,000","45,320,000,000","38,070,000,000","37,415,000,000","34,969,000,000","38,477,000,000","38,455,000,000","34,633,000,000","29,074,000,000","29,180,000,000","28,913,000,000","28,349,000,000","25,413,000,000","27,490,000,000","34,270,000,000","33,453,000,000","27,178,000,000","32,956,000,000","32,253,000,000","31,712,000,000","25,396,000,000","29,466,000,000","27,236,000,000","26,934,000,000","24,705,000,000","24,296,000,000","25,384,000,000","25,624,000,000","23,466,000,000","24,331,000,000","23,121,000,000","22,566,000,000","20,735,000,000","20,903,000,000","20,848,000,000","20,974,000,000","19,979,000,000","18,797,000,000","20,855,000,000","20,700,000,000","17,708,000,000","19,899,729,000","17,594,905,000","17,160,060,000","16,103,253,000","16,390,352,000","15,690,570,000","15,209,136,000","14,153,494,000","14,201,787,000","13,684,389,000","13,606,610,000","13,041,760,000","12,563,870,000","12,939,983,000","12,762,028,000","12,879,074,000","12,072,506,000","13,334,965,000","12,706,125,000","10,127,496,000","9,957,165,000","9,836,600,000","8,698,020,000","6,869,614,000","6,832,421,000","6,277,907,000","6,149,593,000","5,657,617,000","5,411,610,000","5,342,909,000","5,275,745,000","5,293,323,000","4,749,724,000","4,493,854,000","4,429,187,000","4,600,030,000","4,379,330,000","4,361,503,000","4,303,907,000","4,403,638,000","4,174,000,000","4,160,000,000","4,077,000,000","4,167,000,000","3,916,000,000","4,347,000,000","4,421,000,000","4,900,000,000","4,951,000,000","5,007,000,000","5,190,000,000","5,496,000,000","5,011,000,000","5,042,000,000","5,046,000,000","5,418,000,000","4,734,000,000","2,958,000,000","3,185,000,000","3,153,000,000","3,038,000,000","2,909,000,000","3,014,000,000","2,878,000,000","2,212,000,000","2,163,000,000","2,147,000,000","1,957,000,000","2,009,000,000","1,821,000,000","1,919,000,000","1,731,000,000","1,638,000,000","1,302,000,000","1,273,000,000","3,783,000,000","3,764,000,000","4,503,000,000","4,484,000,000","4,484,000,000","4,427,000,000","4,159,000,000","3,935,900,000","4,000,100,000","3,915,900,000"
TotalLiabilitiesNetMinorityInterest,"30,966,000,000","28,255,000,000","29,038,000,000","23,227,000,000","23,225,000,000","21,241,000,000","22,709,000,000","24,039,000,000","22,278,000,000","17,037,000,000","17,579,000,000","17,041,000,000","17,508,000,000","15,252,000,000","16,897,000,000","24,059,000,000","23,372,000,000","17,336,000,000","21,745,000,000","21,300,000,000","21,478,000,000","14,711,000,000","18,181,000,000","16,362,000,000","16,409,000,000","14,359,000,000","13,943,000,000","15,301,000,000","15,580,000,000","13,820,000,000","14,206,000,000","13,121,000,000","12,841,000,000","11,419,000,000","11,297,000,000","11,513,000,000","11,810,000,000","11,132,000,000","10,106,000,000","12,400,000,000","12,466,000,000","9,645,000,000","12,041,759,000","10,008,188,000","9,933,082,000","9,179,197,000","9,451,383,000","9,211,745,000","9,123,899,000","8,377,491,000","8,653,584,000","8,626,111,000","8,936,297,000","8,584,570,000","8,293,338,000","8,736,255,000","8,709,554,000","8,850,137,000","8,333,629,000","9,959,467,000","9,546,598,000","7,073,610,000","7,064,702,000","7,177,805,000","6,130,261,000","4,395,509,000","4,466,451,000","3,961,719,000","3,949,788,000","3,567,493,000","3,389,615,000","3,429,526,000","3,366,799,000","3,457,374,000","2,990,600,000","2,787,594,000","2,808,408,000","2,993,556,000","2,711,886,000","2,740,365,000","2,754,255,000","2,895,689,000","2,710,000,000","2,740,000,000","2,682,000,000","2,807,000,000","2,595,000,000","3,036,000,000","3,122,000,000","3,632,000,000","3,260,000,000","3,330,000,000","3,522,000,000","3,808,000,000","3,382,000,000","3,394,000,000","3,458,000,000","3,917,000,000","3,280,000,000","1,574,000,000","1,861,000,000","1,861,000,000","1,770,000,000","1,675,000,000","1,682,000,000","1,591,000,000","988,000,000","987,000,000","1,024,000,000","899,000,000","992,000,000","849,000,000","1,001,000,000","842,000,000","788,000,000","726,000,000","718,000,000","1,795,000,000","1,748,000,000","2,387,000,000","2,377,000,000","2,466,000,000","2,418,000,000","2,390,000,000","2,186,300,000","2,542,000,000","2,492,800,000"
TotalEquityGrossMinorityInterest,"15,342,000,000","16,103,000,000","16,282,000,000","14,843,000,000","14,190,000,000","13,728,000,000","15,768,000,000","14,416,000,000","12,355,000,000","12,037,000,000","11,601,000,000","11,872,000,000","10,841,000,000","10,161,000,000","10,593,000,000","10,211,000,000","10,081,000,000","9,842,000,000","11,211,000,000","10,953,000,000","10,234,000,000","10,685,000,000","11,285,000,000","10,874,000,000","10,525,000,000","10,346,000,000","10,353,000,000","10,083,000,000","10,044,000,000","9,646,000,000","10,125,000,000","10,000,000,000","9,725,000,000","9,316,000,000","9,606,000,000","9,335,000,000","9,164,000,000","8,847,000,000","8,691,000,000","8,455,000,000","8,234,000,000","8,063,000,000","7,857,970,000","7,586,717,000","7,226,978,000","6,924,056,000","6,938,969,000","6,478,825,000","6,085,237,000","5,776,003,000","5,548,203,000","5,058,278,000","4,670,313,000","4,457,190,000","4,270,532,000","4,203,728,000","4,052,474,000","4,028,937,000","3,738,877,000","3,375,498,000","3,159,527,000","3,053,886,000","2,892,463,000","2,658,795,000","2,567,759,000","2,474,105,000","2,365,970,000","2,316,188,000","2,199,805,000","2,090,124,000","2,021,995,000","1,913,383,000","1,908,946,000","1,835,949,000","1,759,124,000","1,706,260,000","1,620,779,000","1,606,474,000","1,667,444,000","1,621,138,000","1,549,652,000","1,507,949,000","1,464,000,000","1,420,000,000","1,395,000,000","1,360,000,000","1,321,000,000","1,311,000,000","1,299,000,000","1,268,000,000","1,691,000,000","1,677,000,000","1,668,000,000","1,688,000,000","1,629,000,000","1,648,000,000","1,588,000,000","1,501,000,000","1,454,000,000","1,384,000,000","1,324,000,000","1,292,000,000","1,268,000,000","1,234,000,000","1,332,000,000","1,287,000,000","1,224,000,000","1,176,000,000","1,123,000,000","1,058,000,000","1,017,000,000","972,000,000","918,000,000","889,000,000","850,000,000","576,000,000","555,000,000","1,988,000,000","2,016,000,000","2,116,000,000","2,107,000,000","2,018,000,000","2,009,000,000","1,769,000,000","1,749,600,000","1,458,100,000","1,423,100,000"
	StockholdersEquity,"15,319,000,000","16,080,000,000","16,260,000,000","14,843,000,000","14,190,000,000","13,728,000,000","15,768,000,000","14,416,000,000","12,355,000,000","12,037,000,000","11,601,000,000","11,872,000,000","10,841,000,000","10,161,000,000","10,593,000,000","10,211,000,000","10,081,000,000","9,842,000,000","11,211,000,000","10,953,000,000","10,234,000,000","10,685,000,000","11,285,000,000","10,874,000,000","10,525,000,000","10,346,000,000","10,353,000,000","10,083,000,000","10,044,000,000","9,646,000,000","10,125,000,000","10,000,000,000","9,725,000,000","9,316,000,000","9,606,000,000","9,335,000,000","9,164,000,000","8,847,000,000","8,691,000,000","8,455,000,000","8,234,000,000","8,063,000,000","7,857,970,000","7,586,717,000","7,226,978,000","6,924,056,000","6,938,969,000","6,478,825,000","6,085,237,000","5,776,003,000","5,548,203,000","5,058,278,000","4,670,313,000","4,457,190,000","4,270,532,000","4,203,728,000","4,052,474,000","4,028,937,000","3,738,877,000","3,375,498,000","3,159,527,000","3,053,886,000","2,892,463,000","2,658,795,000","2,567,759,000","2,474,105,000","2,365,970,000","2,316,188,000","2,199,805,000","2,090,124,000","2,021,995,000","1,913,383,000","1,908,946,000","1,835,949,000","1,759,124,000","1,706,260,000","1,620,779,000","1,606,474,000","1,667,444,000","1,621,138,000","1,549,652,000","1,507,949,000","1,464,000,000","1,420,000,000","1,395,000,000","1,360,000,000","1,321,000,000","1,311,000,000","1,299,000,000","1,268,000,000","1,691,000,000","1,677,000,000","1,668,000,000","1,688,000,000","1,629,000,000","1,648,000,000","1,588,000,000","1,501,000,000","1,454,000,000","1,384,000,000","1,324,000,000","1,292,000,000","1,268,000,000","1,234,000,000","1,332,000,000","1,287,000,000","1,224,000,000","1,176,000,000","1,123,000,000","1,058,000,000","1,017,000,000","972,000,000","918,000,000","889,000,000","850,000,000","576,000,000","555,000,000","1,988,000,000","2,016,000,000","2,116,000,000","2,107,000,000","2,018,000,000","2,009,000,000","1,769,000,000","1,749,600,000","1,458,100,000","1,423,100,000"
		CapitalStock,"33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","32,000,000","32,000,000","32,000,000","32,000,000","32,000,000","32,000,000","32,000,000","32,000,000","32,133,000","32,123,000","31,935,000","31,707,000","31,685,000","31,674,000","31,664,000","31,634,000","31,517,000","31,478,000","31,472,000","31,309,000","31,289,000","31,275,000","31,165,000","31,123,000","30,995,000","30,833,000","30,746,000","30,491,000","30,391,000","30,170,000","30,085,000","29,843,000","29,768,000","29,677,000","29,592,000","29,340,000","29,177,000","29,106,000","29,093,000","28,984,000","28,854,000","28,708,000","28,562,000","28,556,000","28,551,000","28,579,000","28,473,000","28,449,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000",,,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","33,000,000","32,000,000","32,000,000","32,000,000","32,000,000","32,000,000","32,000,000","32,000,000","32,000,000","32,133,000","32,123,000","31,935,000","31,707,000","31,685,000","31,674,000","31,664,000","31,634,000","31,517,000","31,478,000","31,472,000","31,309,000","31,289,000","31,275,000","31,165,000","31,123,000","30,995,000","30,833,000","30,746,000","30,491,000","30,391,000","30,170,000","30,085,000","29,843,000","29,768,000","29,677,000","29,592,000","29,340,000","29,177,000","29,106,000","29,093,000","28,984,000","28,854,000","28,708,000","28,562,000","28,556,000","28,551,000","28,579,000","28,473,000","28,449,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","28,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000","27,000,000",,,,,,,,,,,,,,
		AdditionalPaidInCapital,"3,103,000,000","3,082,000,000","3,064,000,000","3,018,000,000","2,712,000,000","2,705,000,000","2,940,000,000","2,898,000,000","2,857,000,000","2,820,000,000","2,608,000,000","2,763,000,000","2,722,000,000","2,535,000,000","2,707,000,000","2,672,000,000","2,626,000,000","2,445,000,000","2,641,000,000","2,306,000,000","2,246,000,000","2,562,000,000","2,527,000,000","2,502,000,000","2,498,000,000","2,530,000,000","2,515,000,000","2,495,000,000","2,465,000,000","2,330,000,000","2,400,000,000","2,376,000,000","2,333,000,000","2,267,000,000","2,242,000,000","2,190,000,000","2,140,000,000","2,101,000,000","2,079,000,000","2,063,000,000","2,043,000,000","1,938,000,000","1,913,665,000","1,897,852,000","1,825,405,000","1,737,207,000","1,720,651,000","1,704,035,000","1,688,768,000","1,658,521,000","1,625,525,000","1,604,979,000","1,587,168,000","1,574,245,000","1,558,625,000","1,542,378,000","1,527,979,000","1,497,998,000","1,462,953,000","1,422,370,000","1,393,582,000","1,357,077,000","1,333,503,000","1,285,399,000","1,264,161,000","1,098,117,000","1,083,631,000","1,068,406,000","1,055,491,000","1,017,156,000","994,975,000","987,495,000","986,369,000","974,975,000","961,015,000","938,648,000","931,460,000","931,089,000","930,942,000","931,834,000","923,978,000","922,439,000","923,000,000","921,000,000","922,000,000","923,000,000","922,000,000","899,000,000","901,000,000","899,000,000","897,000,000","897,000,000",,"894,000,000",,,,"841,000,000",,,,"822,000,000",,,,"815,000,000",,,,"803,000,000",,,,,,,,,,,,,,,,,
		RetainedEarnings,"23,915,000,000","23,086,000,000","23,191,000,000","21,751,000,000","21,252,000,000","20,517,000,000","20,872,000,000","19,616,000,000","17,871,000,000","17,483,000,000","17,045,000,000","16,429,000,000","15,563,000,000","15,072,000,000","14,786,000,000","14,211,000,000","14,086,000,000","13,670,000,000","13,542,000,000","13,101,000,000","12,509,000,000","11,454,000,000","11,899,000,000","11,492,000,000","11,205,000,000","11,017,000,000","10,960,000,000","10,689,000,000","10,302,000,000","9,916,000,000","9,813,000,000","9,567,000,000","9,266,000,000","8,942,000,000","9,014,000,000","8,688,000,000","8,311,000,000","7,881,000,000","7,731,000,000","7,346,000,000","7,032,000,000","6,825,000,000","6,667,005,000","6,262,943,000","5,844,177,000","5,529,001,000","5,421,676,000","5,028,455,000","4,688,379,000","4,429,611,000","4,178,952,000","3,877,433,000","3,595,653,000","3,389,936,000","3,215,856,000","3,032,848,000","2,822,952,000","2,742,782,000","2,499,563,000","2,197,185,000","1,980,339,000","1,909,098,000","1,754,077,000","1,594,879,000","1,505,390,000","1,538,306,000","1,473,699,000","1,423,755,000","1,339,618,000","1,229,823,000","1,182,697,000","1,098,394,000","1,017,641,000","949,811,000","883,502,000","821,383,000","752,107,000","720,877,000","722,583,000","670,252,000","624,893,000","578,122,000","543,000,000","513,000,000","488,000,000","461,000,000","434,000,000","411,000,000","392,000,000","371,000,000","787,000,000","765,000,000",,"753,000,000",,,,"624,000,000",,,,"451,000,000",,,,"439,000,000",,,,"249,000,000",,,,"73,000,000",,"549,000,000","529,000,000",,"1,484,000,000",,,,"1,505,000,000",,"1,279,600,000",,
		TreasuryStock,"11,160,000,000","10,163,000,000","10,173,000,000","10,175,000,000","9,915,000,000","9,918,000,000","8,447,000,000","8,448,000,000","8,454,000,000","8,455,000,000","8,262,000,000","7,465,000,000","7,467,000,000","7,320,000,000","6,727,000,000","6,529,000,000","6,510,000,000","6,325,000,000","5,017,000,000","4,482,000,000","4,496,000,000","3,298,000,000","3,286,000,000","3,287,000,000","3,287,000,000","3,292,000,000","3,292,000,000","3,287,000,000","2,983,000,000","2,856,000,000","2,354,000,000","2,236,000,000","2,133,000,000","2,084,000,000","1,878,000,000","1,784,000,000","1,647,000,000","1,553,000,000","1,548,000,000","1,313,000,000","1,186,000,000","1,035,000,000","1,034,677,000","795,231,000","583,347,000","494,443,000","494,068,000","443,767,000","393,568,000","385,898,000","371,327,000","369,056,000","369,056,000","363,057,000","362,754,000","351,648,000","336,934,000","256,987,000","243,592,000","236,778,000","236,762,000","229,575,000","218,934,000","208,301,000","203,469,000","203,364,000","203,071,000","202,691,000","202,376,000","201,000,000","198,448,000","184,847,000","148,720,000","133,976,000","133,976,000","110,849,000","110,646,000","89,987,000","41,392,000","15,953,000","15,953,000","14,849,000","15,000,000","13,000,000","13,000,000","14,000,000","13,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
