name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
MarketCap,"8,812,504,019","8,681,279,285","8,329,553,820","7,979,627,561","6,944,454,568","6,130,702,925","5,775,386,848","5,281,833,449","5,551,204,542","3,644,565,834","2,816,708,538","3,651,833,493","3,221,225,214","3,938,644,209","3,600,219,172","2,999,859,201","3,131,171,824"
EnterpriseValue,"11,880,494,019","11,600,440,285","11,212,334,820","10,888,512,561","10,022,630,568","9,327,830,925","8,927,312,848","8,414,875,449","8,910,643,542","7,420,817,834","6,678,225,538","7,434,689,493","7,069,828,214","5,754,813,209","5,507,500,172","4,924,875,201","5,787,910,824"
PeRatio,"19.636","20.825","20.49","19.743","17.283","14.743","15.875","17.727","22.5","19.489","13.325","16.584","21.986","27","27.107","28.045","25.388"
ForwardPeRatio,"19.763","19.608","18.692","19.231","19.305","17.007","15.576","14.793","17.637","14.62","12.658","16.051","16.129","19.268","18.149","14.389","17.575"
PegRatio,"1.976","1.962","1.438","1.48","1.484","1.309","1.199","1.137","1.763","1.462","1.266","1.606","1.614","1.929","1.815","0.782","0.656"
PsRatio,"0.518","0.533","0.523","0.516","0.454","0.402","0.39","0.369","0.401","0.277","0.218","0.284","0.25","0.264","0.274","0.231","0.243"
PbRatio,"12.217","13.395","14.672","16.284","16.697","19.199","26.551","44.129","170.822",,,,,,,,
EnterprisesValueRevenueRatio,"0.687","2.58","2.573","2.554","2.399","2.411","2.262","2.255","2.254","1.954","1.923","2.302","2.113","1.831","1.612","1.529","1.75"
EnterprisesValueEBITDARatio,"14.569","58.758","55.431","50.352","48.785","56.631","48.146","37.567","43.896","40.345","55.895","54.089","51.587","52.964","36.969","39.935","96.991"
