name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990
MarketCap,"1,713,140,203","1,809,485,410","2,338,434,785","2,006,730,264","2,444,794,323","2,835,246,677","2,687,612,839","2,097,598,239","2,200,967,964","1,972,827,191","2,403,271,452","2,067,073,262","2,146,276,499","1,737,361,227","1,708,819,106","1,763,231,845","1,494,886,118","1,513,216,904","1,556,613,095","1,548,700,459","1,540,789,444","1,494,515,654","1,457,064,115","1,193,776,687","1,026,775,203","1,003,203,585","933,143,835","926,817,735","976,035,915","1,014,174,038","963,637,042","911,478,764","916,128,340","932,321,713","907,559,014","878,604,423","856,013,772","1,079,076,398","987,385,847","1,038,728,254","973,870,806","982,874,013","767,743,453","679,217,439","979,153,092","1,014,841,616","1,004,809,452","881,401,873","681,325,636","841,127,908","947,611,864","1,040,713,845","1,177,341,132","1,013,032,794","1,071,930,050","1,256,757,612","1,221,598,187","1,030,372,587","1,030,152,330","855,686,118","932,933,358","1,162,825,946","1,176,017,144","1,190,823,172","1,379,992,090","1,301,935,102","1,138,192,163","1,279,956,033","1,283,539,118","1,017,617,162","965,265,560","873,531,428","694,686,545","594,377,080","560,823,668","580,729,943","562,425,292","414,859,156","466,077,419","404,849,782","441,474,040","483,064,265","428,495,758","309,369,178","376,200,031","308,268,554","254,446,015","214,695,372","209,330,724","205,825,323","142,639,394","137,717,628","158,534,808","110,502,000","111,188,088","127,171,750","228,076,000","193,547,812","199,710,584","207,775,288","148,683,776","125,567,442","119,476,674","111,096,224","129,060,720","151,456,500","104,232,992","97,671,504","100,340,370","87,760,000","80,804,080","105,345,625","91,014,000","118,314,500","140,801,000","105,008,750","106,138,500","86,640,750","91,261,500","69,972,000","77,192,500","70,106,250","82,563,125","67,002,000","72,585,500","86,544,250","57,230,875"
EnterpriseValue,"1,881,118,203","1,978,479,410","2,464,234,785","2,002,829,264","2,435,642,323","2,849,472,677","2,697,420,839","2,158,793,239","2,265,782,964","2,042,144,191","2,627,724,452","2,246,038,262","2,328,321,499","1,916,004,227","1,898,342,106","1,981,972,845","1,716,981,118","1,731,616,904","1,786,097,095","1,765,179,459","1,657,289,444","1,622,760,654","1,513,239,115","1,239,692,687","1,086,906,203","1,033,378,585","943,732,835","955,345,735","1,014,316,915","1,035,565,038","968,506,042","919,263,764","919,766,340","1,075,461,713","1,036,709,014","1,033,957,423","997,831,772","1,210,217,398","1,118,526,847","1,126,571,254","1,073,164,806","1,083,894,013","858,585,453","770,059,439","1,086,725,092","1,125,745,616","1,120,494,452","1,008,893,873","824,991,636","988,565,908","1,088,649,864","1,179,390,845","1,350,376,132","1,208,058,794","1,259,070,050","1,461,740,612","1,429,255,187","1,249,873,587","1,271,458,330","834,478,118","904,888,358","1,134,827,946","1,139,198,144","1,155,565,172","1,344,734,090","1,280,992,102","1,033,708,163","1,175,472,033","1,198,171,118","943,515,162","905,441,560","801,769,428","637,688,545","554,658,080","530,846,668","560,077,943","526,387,292","393,355,156","449,371,419","388,317,782","437,078,040","473,243,265","418,674,758","308,938,178","366,339,031","303,776,554","253,572,015","223,015,372","217,650,724","194,746,323","131,839,394","112,517,628","235,034,808","189,102,000","200,588,088","203,171,750","319,376,000","281,647,812","291,010,584","277,475,288","233,683,776","217,767,442","112,976,674","101,596,224","201,860,720","222,256,500","166,432,992","168,871,504","171,540,370","149,660,000","122,804,080","147,345,625","145,514,000","169,314,500","184,001,000","117,608,750","148,938,500","112,240,750","110,261,500","80,072,000","74,992,500","63,906,250","79,163,125","42,102,000","105,385,500","116,944,250","87,630,875"
PeRatio,"27.384","29.502","37.186","95.062","91.078","100.824","106.412","28.366","29.66","26.635","29.839","24.556","25.819","23.355","18.63","21.332","19.559","19.582","29.106","30.278","30.747","31.576","32.006","28.654","25.278","25.148","22.73","21.89","22.401","23.065","22.919","21.337","24.056","27.069","29.282","23.076","26.325","26.361","24.135","23.545","22.494","21.132","14.759","13.077","16.211","16.303","18.369","19.798","15.994","21.493","21.596","21.183","25.028","20.476","23.808","26.761","26.966","26.132","24.503","31.358","31.807","42.283","38.185","39.35","45.684","41.516","26.801","30.163","29.049","23.772","24.411","23.859","22.321","21.253","23.468","22.191","26.994","17.73","20.556","19.341","14.17","16.116","14.311","18.309","23.192","20.129","15.555","4.014","3.899","3.807","2.716","2.782","17.553","12.676","11.19","11.389","18.095","16.151","17.22","18.554","2.95","4.64","4.481","4.167",,,,,,,"10.244","13.368","11","14.333","21.458","20.924","29.545","35.795","58.929","53.125",,,,,"54.167",,
ForwardPeRatio,,,,,,,,,,,,,,,,,,,,,,,,"20.877","17.544","17.123","20.08","18.416","18.939","19.011","21.413","19.608","18.018","18.45","20.492","16.556","14.144","14.577","13.333","16.051","13.717","13.661","10.65","11.161","15.385","15.924","16.103",,,"15.974",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,"1.739","1.463","1.428","1.673","1.534","1.579","1.902","2.139","1.959","1.802","1.846","2.049","1.655","1.414","0.971","0.889","1.07","0.915","0.911","0.71","0.744","1.026","2.513","2.415",,,"0.456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.256","2.512","3.299","2.808","3.456","3.931","3.681","2.551","2.658","2.413","2.969","2.571","2.694","2.238","2.227","2.371","2.068","2.137","2.284","2.44","2.549","2.577","2.574","2.138","1.863","1.857","1.767","1.755","1.855","1.95","1.837","1.776","1.808","1.872","1.874","1.315","1.296","1.62","1.483","1.526","1.415","1.441","1.116","0.989","1.391","1.479","1.547","1.464","1.209","1.517","1.634","1.69","1.818","1.562","1.703","2.032","1.893","1.71","1.776","1.787","2.023","2.543","2.613","2.733","3.173","3.104","2.727","3.069","3.057","2.453","2.365","2.139","1.73","1.628","1.461","1.498","1.358","1.015","1.225","1.144","1.3","1.438","1.277","0.929","1.148","0.999","0.873","0.676","0.656","0.582","0.376","0.337","0.399","0.29","0.303","0.353","0.64","0.539","0.542","0.578","0.426","0.341","0.304","0.248","0.278","0.328","0.233","0.219","0.225","0.195","0.179","0.234","0.202","0.262","0.314","0.237","0.252","0.212","0.239","0.183","0.2","0.165","0.172","0.139","0.135","0.163","0.108"
PbRatio,"1.678","1.782","2.293","1.997","2.457","2.894","2.795","2.223","2.376","2.155","2.909","2.546","2.702","2.245","2.25","2.425","2.078","2.14","2.317","2.403","2.432","2.408","2.369","1.976","1.719","1.697","1.597","1.565","1.677","1.743","1.661","1.566","1.59","1.525","1.508","1.405","1.378","1.739","1.589","1.658","1.59","1.631","1.278","1.131","1.651","1.752","1.778","1.585","1.283","1.617","1.825","2.012","2.352","2.099","2.269","2.684","2.729","2.401","2.443","2.154","2.396","3.082","3.124","3.319","3.846","3.766","3.438","3.867","3.995","3.286","3.237","2.84","2.293","2.042","1.969","2.109","1.709","1.286","1.475","1.322","1.483","1.658","1.471","1.141","1.406","1.169","0.981","0.838","0.817","0.814","0.569","0.554","0.778","0.553","0.558","0.567","1.062","0.916","0.96","1.014","0.745","0.639","0.618","0.581","0.678","0.813","0.572","0.546","0.561","0.476","0.431","0.562","0.49","0.646","0.795","0.603","0.27","0.221","0.233","0.179","0.197","0.179","0.211","0.172","0.15","0.179","0.118"
EnterprisesValueRevenueRatio,"2.447","9.655","13.921","9.747","13.427","17.099","16.554","10.377","13.122","11.314","15.302","9.491","11.655","9.879","10.396","8.577","8.932","9.908","10.295","8.527","9.681","10.068","10.339","7.772","7.753","7.438","7.105","6.219","7.559","8.031","8.034","6.071","7.048","8.62","8.33","7.15","8.534","7.283","7.7","5.862","6.333","6.234","5.614","4.038","6.163","6.751","7.006","4.852","5.235","7.647","9.659","6.96","9.118","7.837","8.44","7.457","9.065","9.247","9.421","5.147","6.58","8.792","11.529","9.49","10.877","10.424","11.411","10.708","11.013","8.888","8.675","6.935","5.909","5.429","5.507","7.687","5.143","3.506","4.019","3.873","4.615","5.364","4.964","3.54","4.169","3.496","3.06","2.624","2.747","2.78","2.001","0.956","2.062","1.966","2.274","1.978","3.252","3.275","3.726","2.491","2.138","2.452","1.64","1.023","1.85","1.893","1.478","1.35","1.59","1.363","1.251","1.145","1.228","1.493","1.624","0.93","1.223","1.048","1.057","0.64","0.815","0.689","0.821","0.448","0.775","0.922","0.704"
EnterprisesValueEBITDARatio,"14.498","56.84","88.827","53.223","82.377","89.398","95.609","-457.081","67.005","65.061","96.144","48.191","63.185","58.854","54.785","39.631","48.902","68.737","73.769","43.244","61.449","64.207","63.323","39.904","45.647","52.031","50.856","42.509","49.375","55.616","50.304","38.03","47.044","59.944","56.123","42.412","77.249","104.899","152.554","32.72","41.053","46.346","57.829","28.867","40.542","41.114","50.678","23.372","28.057","63.816","141.053","35.892","57.217","46.598","68.592","35.291","51.311","63.141","65.07","30.835","42.425","65.34","1,329.286","66.286","64.891","70.107","171.769","65.351","65.295","50.019","47.227","35.712","30.091","37.213","36.272","20.39","69.089","24.728","30.066","31.09","32.659","40.116","36.755","24.422","27.3","22.432","20.565","17.549","18.539","18.842","13.878","46.882","17.282","17.349","19.665","24.777","24.38","24.072","25.753","22.559","18.257","21.35","17.118","14.941","-16.546","22.006","16.643","19.19","19.274","16.092","13.348","17.335","15.001","15.973","19.575","11.418","13.919","12.901","11.138","9.885","8.72","7.262","8.605","-0.861","12.113","9.281","6.9"
