name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998
TotalAssets,"8,633,736,000","8,602,622,000","8,312,649,000","8,461,964,000","8,559,810,000","8,942,424,000","9,000,192,000","9,069,667,000","8,461,591,000","7,856,853,000","7,878,436,000","7,636,980,000","7,519,130,000","7,392,805,000","7,320,596,000","7,285,710,000","7,248,114,000","6,780,249,000","6,686,284,000","6,658,067,000","6,497,721,000","6,438,129,000","6,380,312,000","6,296,502,000","6,181,030,000","6,042,338,000","5,839,529,000","5,782,934,000","5,755,146,000","5,799,880,000","5,717,965,000","5,587,486,000","5,418,785,000","5,325,106,000","5,236,229,000","5,150,480,000","5,110,378,000","5,147,534,000","5,061,444,000","4,972,381,000","4,877,124,000","3,299,013,000","3,157,498,000","3,114,582,000","3,057,772,000","2,720,542,000","2,660,396,000","2,659,418,000","2,639,062,000","2,615,884,000","2,638,914,000","2,641,113,000","2,623,913,000","2,613,005,000","2,572,986,000","2,494,616,000","2,454,340,000","2,418,510,000","2,391,906,000","2,371,609,000","2,351,494,000","2,373,040,000","2,375,472,000","2,381,365,000","2,243,080,000","2,214,704,000","2,207,088,000","2,216,146,000","2,184,994,000","1,694,499,000","1,643,274,000","1,610,218,000","1,591,208,000","1,524,034,000","1,458,459,000","1,414,208,000","1,424,046,000","1,423,357,000","1,451,318,000","1,515,442,000","1,129,794,000","1,099,596,000","1,096,691,000","1,079,058,000","1,062,298,000","1,036,150,000","969,772,000","923,020,000","914,451,000","907,300,000","908,600,000","907,300,000","890,500,000","879,000,000","838,500,000","835,300,000"
TotalLiabilitiesNetMinorityInterest,"7,651,801,000","7,607,280,000","7,334,197,000","7,489,712,000","7,614,411,000","8,000,646,000","8,064,634,000","8,143,254,000","7,549,023,000","6,911,247,000","6,946,125,000","6,718,512,000","6,618,558,000","6,482,186,000","6,420,771,000","6,399,342,000","6,373,368,000","5,967,666,000","5,873,748,000","5,855,008,000","5,786,472,000","5,735,380,000","5,677,395,000","5,600,553,000","5,494,236,000","5,368,852,000","5,170,789,000","5,124,342,000","5,099,180,000","5,154,343,000","5,081,256,000","4,955,921,000","4,794,065,000","4,706,935,000","4,617,608,000","4,535,609,000","4,493,128,000","4,531,725,000","4,451,227,000","4,369,577,000","4,275,908,000","2,792,011,000","2,652,511,000","2,610,866,000","2,557,402,000","2,222,594,000","2,162,842,000","2,164,940,000","2,147,015,000","2,126,461,000","2,149,480,000","2,153,738,000","2,137,734,000","2,117,338,000","2,081,245,000","1,987,559,000","1,944,957,000","1,898,431,000","1,859,102,000","1,823,331,000","1,782,481,000","1,788,772,000","1,793,259,000","1,788,816,000","1,652,540,000","1,612,254,000","1,605,582,000","1,603,024,000","1,572,686,000","1,109,486,000","1,058,231,000","1,013,976,000","995,055,000","917,350,000","854,139,000","799,365,000","810,535,000","790,976,000","813,772,000","1,218,995,000","840,159,000","814,151,000","808,675,000","792,680,000","776,159,000","753,565,000","690,365,000","649,442,000","642,684,000","632,500,000","632,400,000","627,800,000","614,100,000","600,800,000","562,700,000","559,800,000"
TotalEquityGrossMinorityInterest,"981,935,000","995,342,000","978,452,000","972,252,000","945,399,000","941,778,000","935,558,000","926,413,000","912,568,000","945,606,000","932,311,000","918,468,000","900,572,000","910,619,000","899,825,000","886,368,000","874,746,000","812,583,000","812,536,000","803,059,000","711,249,000","702,749,000","702,917,000","695,949,000","686,794,000","673,486,000","668,740,000","658,592,000","655,966,000","645,537,000","636,709,000","631,565,000","624,720,000","618,171,000","618,621,000","614,871,000","617,250,000","615,809,000","610,217,000","602,804,000","601,216,000","507,002,000","504,987,000","503,716,000","500,370,000","497,948,000","497,554,000","494,478,000","492,047,000","489,423,000","489,434,000","487,375,000","486,179,000","495,667,000","491,741,000","507,057,000","509,383,000","520,079,000","532,804,000","548,278,000","569,013,000","584,268,000","582,213,000","592,549,000","590,540,000","602,450,000","601,506,000","613,122,000","612,308,000","585,013,000","585,043,000","596,242,000","596,153,000","606,684,000","604,320,000","614,843,000","613,511,000","632,381,000","637,546,000","296,447,000","289,635,000","285,445,000","288,016,000","286,378,000","286,139,000","282,585,000","279,407,000","273,578,000","271,767,000","274,800,000","276,200,000","279,500,000","276,400,000","278,200,000","275,800,000","275,500,000"
	StockholdersEquity,"981,935,000","995,342,000","978,452,000","972,252,000","945,399,000","941,778,000","935,558,000","926,413,000","912,568,000","945,606,000","932,311,000","918,468,000","900,572,000","900,140,000","890,368,000","877,283,000","865,777,000","803,830,000","804,762,000","795,618,000","703,873,000","695,544,000","696,371,000","689,656,000","680,417,000","667,485,000","663,468,000","653,516,000","651,319,000","640,750,000","632,400,000","627,663,000","620,799,000","613,867,000","614,811,000","611,284,000","614,039,000","612,097,000","605,962,000","598,865,000","597,531,000","503,602,000","501,890,000","501,077,000","497,582,000","495,443,000","495,257,000","492,416,000","489,779,000","487,317,000","487,511,000","485,641,000","484,309,000","493,869,000","490,466,000","505,845,000","507,966,000","518,708,000","531,483,000","547,023,000","567,594,000","582,893,000","580,882,000","591,292,000","590,540,000","602,450,000","601,506,000","613,122,000","612,308,000","585,013,000","585,043,000","596,242,000","596,153,000","606,684,000","604,320,000","614,843,000","613,511,000","632,381,000","637,546,000","296,447,000","289,635,000","285,445,000","288,016,000","286,378,000","286,139,000","282,585,000","279,407,000","273,578,000","271,767,000","274,800,000","276,200,000","279,500,000","276,400,000","278,200,000","275,800,000","275,500,000"
		CapitalStock,"852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","817,000","817,000","817,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","754,000","754,000","754,000","754,000","754,000","754,000","644,000","644,000","644,000","644,000","644,000","644,000","0","0","644,000","644,000","644,000","643,000","637,000","637,000","637,000","636,000","633,000","633,000","631,000","631,000","630,000","630,000","630,000","630,000","630,000","630,000","630,000","630,000","605,000","605,000","604,000","603,000","602,000","590,000","589,000","589,000","587,000","587,000","297,000","297,000","297,000","297,000","296,000","296,000","296,000","296,000","296,000","296,000","300,000",,,,,,
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","852,000","817,000","817,000","817,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","757,000","754,000","754,000","754,000","754,000","754,000","754,000","644,000","644,000","644,000","644,000","644,000","644,000","644,000","644,000","644,000","644,000","644,000","643,000","637,000","637,000","637,000","636,000","633,000","633,000","631,000","631,000","630,000","630,000","630,000","630,000","630,000","630,000","630,000","630,000","605,000","605,000","604,000","603,000","602,000","590,000","589,000","589,000","587,000","587,000","297,000","297,000","297,000","297,000","296,000","296,000","296,000","296,000","296,000","296,000","300,000",,,,,,
		AdditionalPaidInCapital,"737,658,000","736,826,000","735,990,000","738,557,000","737,882,000","737,178,000","736,294,000","738,155,000","737,422,000","736,601,000","735,928,000","737,584,000","736,872,000","755,629,000","753,941,000","756,254,000","755,843,000","699,976,000","697,888,000","699,923,000","617,364,000","616,734,000","616,142,000","617,738,000","617,477,000","616,899,000","616,252,000","618,044,000","617,845,000","617,475,000","616,997,000","617,709,000","617,978,000","617,538,000","616,968,000","619,036,000","618,711,000","618,429,000","618,176,000","618,184,000","618,031,000","525,171,000","525,012,000","524,841,000","524,671,000","524,515,000","524,336,000","524,191,000","524,058,000","523,736,000","523,298,000","523,140,000","522,114,000","518,712,000","517,865,000","517,268,000","515,826,000","513,949,000","511,758,000","510,511,000","509,428,000","508,248,000","507,056,000","506,293,000","505,267,000","512,338,000","512,163,000","511,918,000","511,768,000","471,799,000","471,580,000","471,100,000","470,248,000","469,493,000","451,512,000","451,151,000","450,893,000","449,254,000","448,734,000","141,412,000","141,276,000","141,021,000","140,944,000","140,356,000","140,339,000","140,327,000","140,329,000","140,332,000","140,341,000","140,400,000",,,,,,
		RetainedEarnings,"357,576,000","342,639,000","323,862,000","304,466,000","282,301,000","264,892,000","247,336,000","237,808,000","227,359,000","265,376,000","252,435,000","238,625,000","226,929,000","212,838,000","200,151,000","185,734,000","172,934,000","161,217,000","160,225,000","151,759,000","143,766,000","136,671,000","129,740,000","122,469,000","116,151,000","109,675,000","102,684,000","96,128,000","90,589,000","83,792,000","78,980,000","73,373,000","69,361,000","64,903,000","63,210,000","59,747,000","56,211,000","53,358,000","47,451,000","42,006,000","40,398,000","39,993,000","37,926,000","36,633,000","34,618,000","32,357,000","30,937,000","28,876,000","26,756,000","25,420,000","24,519,000","24,299,000","24,634,000","38,092,000","38,356,000","53,433,000","54,701,000","68,875,000","70,109,000","83,133,000","83,388,000","96,229,000","95,938,000","108,645,000","108,845,000","121,042,000","120,620,000","132,497,000","132,196,000","144,081,000","144,977,000","157,174,000","157,439,000","169,417,000","170,824,000","182,584,000","180,720,000","185,788,000","184,829,000","184,275,000","180,896,000","177,167,000","173,549,000","170,496,000","168,949,000","165,210,000","161,647,000","157,900,000","154,067,000","150,100,000","146,600,000","142,800,000","139,000,000","135,300,000","131,600,000","127,900,000"
		TreasuryStock,"84,718,000","84,718,000","84,684,000","77,493,000","77,463,000","77,343,000","67,376,000","69,572,000","69,617,000","59,073,000","59,176,000","59,199,000","59,121,000","59,120,000","48,334,000","51,454,000","51,454,000","51,454,000","51,452,000","53,837,000","53,837,000","53,837,000","54,151,000","56,215,000","56,208,000","56,208,000","56,202,000","58,372,000","58,301,000","58,282,000","58,228,000","59,487,000","59,826,000","59,826,000","59,576,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","62,107,000","61,735,000","47,815,000","42,984,000","22,297,000","18,144,000","18,144,000","18,144,000","18,144,000","18,144,000","18,144,000","18,144,000","17,040,000","17,017,000","17,017,000","17,017,000","17,017,000","17,017,000","17,017,000","17,017,000","16,635,000","1,944,000",,"33,813,000","33,813,000","33,813,000","27,031,000","25,248,000","23,052,000","22,987,000","22,498,000","22,498,000","20,827,000","16,300,000",,,,,,
