name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012
MarketCap,"6,269,830,918","8,720,989,242","9,128,633,600","11,053,099,561","10,886,230,606","11,269,598,197","9,818,328,920","7,445,918,677","6,072,381,712","5,025,000,430","6,303,300,683","6,964,532,274","6,573,162,145","8,188,768,065","6,899,164,260","6,342,833,253","5,405,023,722","3,927,214,306","3,586,417,705","3,051,735,462","2,666,582,239","2,706,613,727","2,187,962,416","2,062,364,319","2,791,529,187","2,281,596,484","1,921,716,598","1,872,439,975","2,008,625,502","1,836,937,632","1,811,779,331","2,165,092,984","1,987,270,576","2,184,556,149","1,985,023,043","2,607,983,430","2,099,453,663","1,942,848,601","1,996,961,410","1,788,632,278","1,583,538,656"
EnterpriseValue,"7,344,374,918","9,677,868,242","10,117,784,600","11,871,571,561","11,664,715,606","11,970,216,197","10,663,831,920","8,287,401,677","6,937,564,712","5,711,374,430","7,066,873,683","7,495,535,274","7,029,250,145","7,851,608,065","6,710,873,260","6,078,136,253","5,130,820,722","3,682,587,306","3,474,822,705","2,884,255,462","2,487,570,239","2,552,734,727","2,124,513,416","1,966,322,319","2,709,904,187","2,182,180,484","1,891,032,598","1,841,755,975","1,977,941,502","1,806,253,632","1,781,095,331","2,134,408,984","1,956,586,576","2,153,872,149","1,998,973,043","2,606,395,430","2,097,231,663","1,921,267,601","2,024,216,410","1,815,887,278","1,600,612,656"
PeRatio,"24.247","31.737","35.118","42.798","48.727","91.486","89.658","75.333","62.234","28.897","41.321","44.842","43.026","55.034","54.268","51.04","46.712","38.375","42.438","38.103","36.323","37.785","34.353","32.965","46.798","39.714","39.144","39.023","40.967","38.318","46.278","56.957","59.065","68.322","34.575","19.075",,,,,
ForwardPeRatio,"22.883","28.249","27.322","34.602","43.103","47.393","43.86","33.784","51.546","29.586","30.96","33.223","38.61","47.619","39.526","36.9","39.37","29.155","25.773","28.49","36.765","30.864","24.631","22.989","38.911","32.051","26.738","32.68","34.965","31.447","30.303","43.86","40.486","50","44.444","69.444","59.172","57.804","60.976","49.505",
PegRatio,"1.003","0.901","0.867","1.145","1.43","1.61","1.984","1.567","2.425","1.419","1.363","1.42","1.661","1.898","1.563","1.482","1.765","1.113",,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.197","3.105","3.406","4.305","4.632","5.75","5.497","4.41","3.626","2.742","3.613","4.15","4.061","5.277","4.747","4.525","4.036","3.069","3.098","2.769","2.563","2.707","2.335","2.272","3.213","2.746","2.508","2.547","2.848","2.705","2.884","3.593","3.493","4.046","3.962","5.453","4.743","3.046","5.965","5.342","4.29"
PbRatio,"5.623","7.782","8.835","11.027","11.704","12.779","13.114","10.29","8.804","6.614","9.767","10.683","10.335","13.313","13.139","12.487","11.31","8.564","9.405","8.326","7.748","8.167","7.866","7.647","11.005","9.334","9.641","9.734","11.052","10.541","13.059","16.313","16.125","18.692","22.282","31.816","27.936","27.463","40.424","36.207","33.861"
EnterprisesValueRevenueRatio,"2.541","15.131","10.155","19.537","18.041","20.023","12.421","17.388","16.281","28.429","10.285","19.859","16.841","21.525","11.135","19.43","14.755","12.428","6.883","11.215","8.78","10.962","5.474","9.857","12.31","11.323","5.794","10.854","10.856","11.75","6.753","15.469","12.832","17.094","9.431","23.535","17.912","20.096","11.661","20.972","18.436"
EnterprisesValueEBITDARatio,"16.39","145.958","48.224","181.06","109.619","144.352","56.712","197.47","138.325","-101.974","44.394","276.384","141.642","216.119","52.555","229.815","126.734","108.28","30.876","122.593","72.124","127.179","24.69","127.683","121.69","129.299","25.74","142.871","116.015","153.58","30.956","212.527","111.754","235.886","45.482","389.421","200.884","313.83","56.541","418.407","229.643"
