name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
OperatingCashFlow,"-5,020,077,000","-291,676,000","-1,914,294,000","-1,128,176,000","-1,685,931,000","-966,164,000","-329,535,000","-231,550,000","297,023,000","-241,405,000","35,729,000","-642,844,000","-351,951,000","-206,511,000","-248,716,000","-688,640,000","-531,130,000","-143,247,000","-1,084,087,000","-362,168,000","-520,546,000","253,638,000","210,471,000","-395,459,000","-466,641,000","105,976,000","-200,292,000","-763,656,000","-167,187,000","-119,075,000","-257,830,000","-747,094,000","-384,551,000","-401,658,000","272,246,000","248,090,000","-455,133,000","-287,032,000","-108,050,000","-122,601,000","14,090,000","-233,666,000","2,318,000","-17,459,000","15,742,000","17,209,000","42,845,000","10,655,000","-85,249,000","61,642,000","42,049,000","59,111,000","71,803,000","37,118,000","42,249,000","40,234,000","28,407,000","34,134,000","11,701,000","32,080,000","3,924,000","-13,937,000","11,098,000","10,663,000","30,978,000","16,212,000","-178,798,000","220,211,000","32,773,000","21,217,000","12,689,000","31,977,000","21,042,000","30,142,000","6,126,000","25,773,000","17,465,000","19,874,000","293,001,000","44,623,000","-1,042,179,000","-352,858,000","-171,943,000","-202,023,000","210,542,000","-208,542,000","115,038,000","-5,079,000","135,574,000","338,546,000","-407,400,000","71,800,000","156,400,000","257,200,000","1,126,400,000","4,300,000","16,200,000","10,000,000","9,300,000","19,000,000","10,600,000","10,900,000","6,700,000","8,900,000","2,800,000","2,100,000","1,200,000","600,000","-400,000","200,000"
	CashFlowFromContinuingOperatingActivities,"-5,020,077,000","-291,676,000","-1,914,294,000","-1,128,176,000","-1,685,931,000","-966,164,000","-329,535,000","-231,550,000","297,023,000","-241,405,000","35,729,000","-642,844,000","-351,951,000","-206,511,000","-248,716,000","-688,640,000","-531,130,000","-143,247,000","-1,084,087,000","-362,168,000","-520,546,000","253,638,000","210,471,000","-395,459,000","-466,641,000","105,976,000","-200,292,000","-763,656,000","-167,187,000","-119,075,000","-257,830,000","-747,094,000","-384,551,000","-401,658,000","272,246,000","248,090,000","-455,133,000","-287,032,000","-108,050,000","-122,601,000","14,090,000","-233,666,000","2,318,000","-17,459,000","15,742,000","17,209,000","42,845,000","10,655,000","-85,249,000","61,642,000","42,049,000","59,111,000","71,803,000","37,118,000","42,249,000","40,234,000","28,407,000","34,134,000","11,701,000","32,080,000","3,924,000","-13,937,000","11,098,000","10,663,000","30,978,000","16,212,000","-178,798,000","220,211,000","32,773,000","21,217,000","12,689,000","31,977,000","21,042,000","30,142,000","6,126,000","25,773,000","17,465,000","19,874,000","293,001,000","44,623,000","-1,042,179,000","-352,858,000","-171,943,000","-202,023,000","210,542,000","-208,542,000","115,038,000","-5,079,000","135,574,000","338,546,000","-407,400,000","71,800,000","156,400,000","257,200,000","1,126,400,000","4,300,000","16,200,000","10,000,000","9,300,000","19,000,000","10,600,000","10,900,000","6,700,000","8,900,000","2,800,000","2,100,000","1,200,000","600,000","-400,000","200,000"
		NetIncomeFromContinuingOperations,"253,271,000","30,915,000","44,045,000","88,286,000","90,025,000","97,257,000","54,295,000","141,812,000","165,444,000","-943,398,000","49,143,000","34,310,000","31,266,000","54,464,000","-913,000","40,921,000","32,747,000","46,845,000","30,933,000","36,180,000","36,324,000","36,969,000","25,355,000","52,553,000","41,281,000","12,063,000","41,059,000","19,164,000","27,064,000","14,801,000","27,122,000","45,097,000","16,017,000","12,333,000","25,134,000","21,929,000","65,573,000","60,610,000","42,078,000","39,701,000","19,527,000","30,463,000","-2,558,000","1,297,000","9,439,000","18,165,000","14,709,000","19,899,000","28,601,000","46,843,000","40,290,000","27,127,000","6,722,000","-34,944,000","-115,586,000","-111,304,000","-45,909,000","-171,587,000","-1,077,445,000","-60,917,000","11,416,000","18,309,000","35,691,000","32,416,000","31,410,000","28,015,000","42,496,000","55,899,000","40,915,000","60,562,000","54,414,000","72,342,000","55,088,000","50,791,000","69,933,000","24,636,000","22,212,000","15,613,000","15,247,000","14,987,000","14,483,000","11,900,000","9,636,000","8,746,000","7,144,000","7,361,000","5,642,000","5,561,000","3,767,000","3,964,000","-5,000,000","-3,000,000","3,200,000","6,500,000","-34,500,000","3,900,000","200,000","3,100,000","5,100,000","7,600,000","7,700,000","7,200,000","4,900,000","3,300,000","2,500,000","2,000,000","1,400,000","1,000,000","400,000","400,000"
		OperatingGainsLosses,"69,248,000","64,619,000","17,153,000","-18,988,000","6,464,000","22,133,000","-13,911,000","-4,359,000","-45,896,000","-167,294,000","-38,751,000","-11,865,000","-19,273,000","-19,991,000","8,705,000","-10,980,000","16,416,000","9,933,000","-3,926,000","-13,080,000","-10,834,000","4,535,000","4,641,000","-11,102,000","-18,157,000","-10,692,000","-32,603,000","-15,928,000","-23,565,000","-23,679,000","-15,235,000","-16,435,000","-7,542,000","-9,486,000","-12,215,000","35,442,000","3,980,000","-18,050,000","-1,231,164,000","365,587,000","374,673,000","392,461,000","9,682,000","13,448,000","11,147,000","5,740,000","81,539,000","-1,568,000","-16,079,000","-44,338,000","-19,618,000","-17,560,000","-25,526,000","-462,000",,,,,,,"26,692,000","9,118,000","-5,415,000","-433,000","-5,993,000","1,870,000","-17,875,000","-24,916,000","-3,045,000","-15,012,000","-8,846,000","-20,586,000","-12,258,000","-17,437,000","-42,149,000","-668,000","-2,941,000","-918,000","-1,462,000","-730,000","-2,044,000","-875,000",,"172,255,000","273,566,000","-223,218,000","134,193,000","-391,572,000","521,505,000","-58,654,000",,"107,800,000","214,200,000","179,400,000",,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-17,858,000","-2,581,000","-190,000","-6,703,000","-8,384,000","-2,716,000","-5,000","-602,000","-25,965,000","-3,852,000","-5,594,000","-4,714,000","-2,827,000","-10,686,000","-5,689,000","-7,275,000","-4,714,000","-9,363,000","-4,546,000","-1,734,000","-1,372,000","-5,703,000","-1,972,000","-6,615,000","-9,884,000","-9,538,000","-20,199,000","-5,548,000","-6,316,000","-4,306,000","-4,791,000","-8,532,000","-1,063,000","-1,092,000","-1,968,000","-10,468,000","-4,301,000","-19,553,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172,359,000","275,794,000","-223,218,000","135,849,000","13,345,000","116,156,000","-59,878,000",,"33,900,000","287,400,000","181,600,000",,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"16,581,000","3,969,000","4,110,000","4,269,000","4,233,000","4,172,000","4,199,000","4,204,000","4,285,000","4,677,000","4,460,000","4,977,000","353,000","343,000","386,000","340,000","283,000","299,000","304,000","304,000","299,000","306,000","291,000","274,000","298,000","277,000","314,000","195,000","172,000","143,000","144,000","137,000","126,000","106,000","78,000","86,000","77,000","147,000","146,000","115,000","668,000","944,000","945,000","253,000","258,000","257,000","261,000","185,000","199,000","240,000","369,000","374,000","266,000","273,000","9,706,000","-3,668,000","2,529,000","-7,398,000","-13,105,000","-15,165,000","-18,072,000","-13,847,000","-12,723,000","-17,240,000","-14,700,000","-15,835,000","-14,207,000","-16,663,000","-19,133,000","-24,627,000","-23,857,000","-31,602,000","-14,324,000","-17,231,000","-11,634,000","-334,000","-2,590,000","2,183,000","3,232,000","2,276,000","1,121,000","3,331,000","5,352,000","2,264,000","2,319,000","1,291,000","1,137,000","1,445,000","457,000","1,131,000","1,200,000","1,200,000","1,900,000","2,500,000","2,300,000","7,300,000","12,700,000","9,700,000","9,300,000","7,800,000","5,800,000","4,200,000","2,500,000","1,600,000","1,200,000","700,000","500,000","-100,000","-100,000","-200,000"
			DepreciationAndAmortization,"16,581,000","3,969,000","4,110,000","4,269,000","4,233,000","4,172,000","4,199,000","4,204,000","4,285,000","4,677,000","4,460,000","4,977,000","353,000","343,000","386,000","340,000","283,000","299,000","304,000","304,000","299,000","306,000","291,000","274,000","298,000","277,000","314,000","195,000","172,000","143,000","144,000","137,000","126,000","106,000","78,000","86,000","77,000","147,000","146,000","115,000","668,000","944,000","945,000","253,000","258,000","257,000","261,000","185,000","199,000","240,000","369,000","374,000","266,000","273,000","9,706,000","-3,668,000","2,529,000","-7,398,000","-13,105,000","-15,165,000","-18,072,000","-13,847,000","-12,723,000","-17,240,000","-14,700,000","-15,835,000","-14,207,000","-16,663,000","-19,133,000","-24,627,000","-23,857,000","-31,602,000","-14,324,000","-17,231,000","-11,634,000","-334,000","-2,590,000","2,183,000","3,232,000","2,276,000","1,121,000","3,331,000","5,352,000","2,264,000","2,319,000","1,291,000","1,137,000","1,445,000","457,000","1,131,000","1,200,000","1,200,000","1,900,000","2,500,000","2,300,000","7,300,000","12,700,000","9,700,000","9,300,000","7,800,000","5,800,000","4,200,000","2,500,000","1,600,000","1,200,000","700,000","500,000","-100,000","-100,000","-200,000"
				Depreciation,"16,581,000","3,969,000","4,110,000","4,269,000","4,233,000","4,172,000","4,199,000","4,204,000","4,285,000","4,677,000","4,460,000","4,977,000","353,000","343,000","386,000","340,000","283,000","299,000","304,000","304,000","299,000","306,000","291,000","274,000","298,000","277,000","314,000","195,000","172,000","143,000","144,000","137,000","126,000","106,000","78,000","86,000","77,000","147,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"494,000","394,000","394,000","-2,681,000","-1,284,000","883,000","-315,000","-306,000","-69,000",,,"2,295,000","-858,000",,,"-1,460,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"494,000","394,000","394,000","-2,681,000","-1,284,000","883,000","-315,000","-306,000","-69,000",,,"2,295,000","-858,000",,,"-1,460,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
