name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
TotalAssets,"343,924,000","314,018,428","294,978,175","241,548,125","148,177,671","131,289,773","128,099,196","98,899,097","94,927,954","90,382,236","74,422,394","43,636,765","43,967,913","34,627,507","28,458,036","24,146,597","28,954,798","27,110,873","33,925,315","30,110,002","28,597,662","17,717,122","14,248,350","14,110,037","14,504,172","15,265,870","3,742,420","4,316,762","7,814,764","12,244,176","14,616,906","5,473,736","3,251,675","2,371,265","4,044,073","2,202,769","1,804,544","2,197,829","2,948,198","2,533,130","1,154,807","1,146,220","779,665","344,684","98,422","100,982","102,230","6,419"
	CurrentAssets,"298,208,000","262,360,550","252,561,960","205,305,787","112,217,555","93,150,665","90,941,321","61,900,613","56,661,754","51,508,901","48,942,137","32,562,580","32,620,063","34,505,653","28,336,532","24,025,540","28,888,392","27,048,231","33,875,357","30,072,797","28,562,031","17,683,589","14,211,842","14,083,756","14,479,839","15,244,551","3,647,637","4,214,867","7,672,106","12,088,239","14,474,395","5,275,064","3,042,016","1,930,209","3,601,359","1,750,576","1,315,146","1,031,000","1,558,421","1,158,093","1,048,102","1,066,351","744,897","344,684","98,422","100,982","102,230","6,419"
		CashCashEquivalentsAndShortTermInvestments,"25,532,000","16,254,708","61,377,202","83,789,981","31,634,675","43,248,021","52,158,098","20,110,815","19,094,101","23,090,682","20,531,891","4,831,691","2,762,813","7,743,181","5,314,112","8,495,911","9,987,713","14,186,624","19,418,583","19,997,743","20,904,487","11,747,138","7,765,707","7,347,403","9,234,675","10,128,320","658,091","1,320,665","3,384,912","6,476,915","10,179,198","606,737","647,598","311,032","123,882","1,040,633","294,367","96,790","148,573","257,482","90,116","261,056","10,241","36,684","95,422","97,982","102,230","6,419"
			CashAndCashEquivalents,"25,532,000","16,254,708","61,377,202","83,789,981","31,634,675","43,248,021","52,158,098","20,110,815","19,094,101","23,090,682","20,531,891","4,831,691","2,762,813","7,743,181","5,314,112","8,495,911","9,987,713","14,186,624","19,418,583","19,997,743","20,904,487","11,747,138","7,765,707","7,347,403","9,234,675","10,128,320","658,091","1,320,665","3,384,912","6,476,915","10,179,198","606,737","647,598","311,032","123,882","1,040,633","294,367","96,790","148,573","257,482","90,116","261,056","10,241","36,684","95,422","97,982","102,230","6,419"
				CashFinancial,"25,532,000","16,254,708",,"83,789,981","31,634,675","43,248,021","52,158,098","20,110,815","19,094,101","23,090,682","20,531,891","4,831,691","2,762,813","7,743,181","5,314,112","8,495,911","9,987,713","14,186,624","19,418,583","19,997,743","20,904,487","11,747,138","7,765,707","7,347,403","9,234,675","10,128,320",,,,,,,,,,,,,,,,,,,,,,
		Receivables,"78,540,000","41,328,954","46,043,803","34,944,568","26,507,092","16,872,100","18,372,144","13,964,826","11,857,565","8,955,734","15,411,091","13,531,066","13,468,564","12,980,396","12,836,991","6,624,534","9,073,880","6,375,658","7,071,888","4,853,958","3,273,941","2,787,732","3,402,272","3,059,167","1,698,357","2,127,060","1,728,182","1,192,139","1,610,669","2,099,559","1,740,957","2,124,788","627,450","465,793","2,577,877","192,779","238,020","340,939","702,548","276,877","378,110","234,206","103,406","250,000",,,,
			AccountsReceivable,"72,707,000","38,741,049","43,500,578","32,398,823","23,997,680","14,986,213","16,561,371","12,221,985","10,699,811","7,774,618","14,008,998","12,158,648","12,154,448","12,980,396","12,836,991","6,624,534","9,073,880","6,375,658","7,071,888","4,853,958","3,273,941","2,787,732","3,402,272","3,059,167","1,698,357","2,127,060","1,728,182","1,192,139","1,610,669","2,099,559","1,740,957","2,124,788","627,450","465,793","577,877","192,779","238,020","340,939","302,448","276,877","378,110","234,206","103,406",,,,,
				GrossAccountsReceivable,"73,907,000","39,541,049","43,842,890","33,803,002","24,770,287","15,535,786","17,098,371","12,735,985","11,213,811","8,067,018","14,254,680",,,"13,163,396","12,860,496","6,648,038","9,097,384",,"7,120,688","4,893,358","3,310,741","2,860,032","3,481,604","3,138,499","1,701,857","2,130,560",,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,200,000","-800,000","-342,312","-1,404,179","-772,607","-549,573","-537,000","-514,000","-514,000","-292,400","-245,682",,,"-183,000","-23,505","-23,504","-23,504",,"-48,800","-39,400","-36,800","-72,300","-79,332","-79,332","-3,500","-3,500",,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"250,000",,,,
