name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalRevenue,"788,002,000","203,391,000","203,256,000","193,895,000","187,460,000","155,282,000","157,510,000","130,401,000","91,786,000","143,170,000","151,435,000","157,762,000","152,713,000","132,609,000","124,265,000","119,647,000","116,282,000","99,116,000","96,136,000","94,609,000","91,316,000","76,749,000","73,271,000","74,567,000","66,472,000","54,165,000","51,061,000","53,273,000","48,450,000","37,808,000","34,772,000","31,825,000","27,737,000","24,196,000","22,952,000"
	OperatingRevenue,"788,002,000","203,391,000","203,256,000","193,895,000","187,460,000","155,282,000","157,510,000","130,401,000","91,786,000","143,170,000","151,435,000","157,762,000","152,713,000","132,609,000","124,265,000","119,647,000","116,282,000","99,116,000","96,136,000","94,609,000","91,316,000","76,749,000","73,271,000","74,567,000","66,472,000","54,165,000","51,061,000","53,273,000","48,450,000","37,808,000","34,772,000","31,825,000","27,737,000","24,196,000","22,952,000"
CostOfRevenue,"462,713,000","120,349,000","118,683,000","116,133,000","107,548,000","91,012,000","92,058,000","75,801,000","60,960,000","81,330,000","85,047,000","85,760,000","83,096,000","75,084,000","69,203,000","63,935,000","61,410,000","53,642,000","51,739,000","49,566,000","47,138,000","41,634,000","39,123,000","38,609,000","33,366,000","28,194,000","26,736,000","27,105,000","24,885,000","20,105,000","19,384,000","17,008,000","14,679,000","13,166,000","12,589,000"
GrossProfit,"325,289,000","83,042,000","84,573,000","77,762,000","79,912,000","64,270,000","65,452,000","54,600,000","30,826,000","61,840,000","66,388,000","72,002,000","69,617,000","57,525,000","55,062,000","55,712,000","54,872,000","45,474,000","44,397,000","45,043,000","44,178,000","35,115,000","34,148,000","35,958,000","33,106,000","25,971,000","24,325,000","26,168,000","23,565,000","17,703,000","15,388,000","14,817,000","13,058,000","11,030,000","10,363,000"
OperatingExpense,"344,216,000","97,400,000","90,696,000","79,873,000","76,247,000","73,922,000","70,441,000","60,996,000","54,467,000","60,539,000","65,579,000","63,535,000","57,369,000","52,012,000","51,852,000","46,212,000","41,658,000","38,770,000","38,268,000","34,229,000","32,341,000","29,474,000","29,126,000","26,788,000","24,173,000","21,257,000","20,671,000","18,347,000","17,321,000","28,652,000","16,298,000","14,048,000","10,903,000","9,796,000","9,251,000"
	SellingGeneralAndAdministration,"159,344,000","47,596,000","41,362,000","35,144,000","35,242,000","33,476,000","32,698,000","28,055,000","26,340,000","28,749,000","32,371,000","29,627,000","27,266,000","24,836,000","24,262,000","21,696,000","19,988,000","19,484,000","19,107,000","16,726,000","16,721,000","14,646,000","14,570,000","13,894,000","12,705,000","11,207,000","11,619,000","9,934,000","9,911,000","21,568,000","8,954,000","7,875,000","5,855,000","5,256,000","5,310,000"
		GeneralAndAdministrativeExpense,"159,344,000","47,596,000","41,362,000","35,144,000","35,242,000","33,476,000","32,698,000","28,055,000","26,340,000","28,749,000","32,371,000","29,627,000","27,266,000","24,836,000","24,262,000","21,696,000","19,988,000","19,484,000","19,107,000","16,726,000","16,721,000","14,646,000","14,570,000","13,894,000","12,705,000","11,207,000","11,619,000","9,934,000","9,911,000","21,568,000","8,954,000","7,875,000","5,855,000","5,256,000","5,310,000"
			RentAndLandingFees,"61,593,000","16,276,000","15,801,000","14,640,000","14,876,000","13,911,000","13,618,000","13,093,000","12,323,000","12,558,000","13,142,000","12,537,000","11,873,000","10,899,000","9,089,000","8,545,000","7,401,000","7,675,000","7,456,000","7,522,000","7,043,000","6,176,000","6,279,000","6,009,000","5,209,000","4,323,000","3,959,000","4,206,000","3,859,000","3,183,000","2,959,000","2,675,000","2,226,000","1,893,000","2,021,000"
			OtherGandA,"97,751,000","31,320,000","25,561,000","20,504,000","20,366,000","19,565,000","19,080,000","14,962,000","14,017,000","16,191,000","19,229,000","17,090,000","15,393,000","13,937,000","15,173,000","13,151,000","12,587,000","11,809,000","11,651,000","9,204,000","9,678,000","8,470,000","8,291,000","7,885,000","7,496,000","6,884,000","7,660,000","5,728,000","6,052,000","18,385,000","5,995,000","5,200,000","3,629,000","3,363,000","3,289,000"
	DepreciationAmortizationDepletionIncomeStatement,"62,120,000","16,855,000","15,610,000","15,183,000","14,472,000","13,726,000","12,568,000","12,376,000","12,089,000","11,768,000","11,153,000","10,474,000","9,799,000","8,966,000","8,095,000","7,439,000","6,968,000","6,498,000","6,094,000","5,604,000","5,258,000","4,748,000","4,273,000","3,719,000","3,404,000","3,106,000","2,948,000","2,636,000","2,447,000","2,191,000","1,742,000","1,502,000","1,334,000","1,231,000","1,069,000"
		DepreciationAndAmortizationInIncomeStatement,"62,120,000","16,855,000","15,610,000","15,183,000","14,472,000","13,726,000","12,568,000","12,376,000","12,089,000","11,768,000","11,153,000","10,474,000","9,799,000","8,966,000","8,095,000","7,439,000","6,968,000","6,498,000","6,094,000","5,604,000","5,258,000","4,748,000","4,273,000","3,719,000","3,404,000","3,106,000","2,948,000","2,636,000","2,447,000","2,191,000","1,742,000","1,502,000","1,334,000","1,231,000","1,069,000"
