name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,01/31/2006
TotalAssets,"13,030,000,000","13,261,000,000","13,281,000,000","13,035,000,000","12,638,000,000","12,511,000,000","12,285,000,000","12,143,000,000","10,988,000,000","9,367,000,000","9,410,000,000","9,327,000,000","9,360,000,000","8,770,000,000","8,908,000,000","8,770,000,000","8,913,000,000","8,990,000,000","8,923,000,000","8,882,000,000","9,140,000,000","9,132,000,000","9,579,000,000","3,401,000,000","3,391,000,000","3,377,000,000","3,302,000,000","3,211,000,000","3,309,000,000","3,281,000,000","3,398,000,000","3,481,000,000","3,969,000,000","4,162,000,000","4,635,000,000","5,521,000,000","5,790,000,000","5,875,000,000","5,866,000,000","5,580,000,000","6,220,000,000","6,667,000,000","6,463,000,000","6,113,000,000","6,183,000,000","6,223,000,000","5,538,000,000","5,174,000,000","5,190,000,000","5,295,000,000","5,408,000,000","5,104,000,000","5,082,000,000","5,048,000,000","5,039,000,000","4,800,000,000","4,749,000,000","4,981,000,000","4,830,000,000","4,548,000,000","4,427,000,000","4,558,000,000","6,723,000,000","5,655,000,000"
	CurrentAssets,"3,487,000,000","3,619,000,000","3,569,000,000","3,263,000,000","3,257,000,000","3,339,000,000","3,199,000,000","3,052,000,000","2,868,000,000","2,812,000,000","2,924,000,000","2,914,000,000","2,860,000,000","2,839,000,000","2,881,000,000","2,639,000,000","2,635,000,000","2,674,000,000","2,571,000,000","2,434,000,000","2,395,000,000","2,381,000,000","2,556,000,000","1,817,000,000","1,803,000,000","1,793,000,000","1,729,000,000","1,692,000,000","1,651,000,000","1,618,000,000","1,675,000,000","1,713,000,000","1,571,000,000","1,794,000,000","2,286,000,000","2,826,000,000","3,019,000,000","3,079,000,000","3,062,000,000","3,178,000,000","3,791,000,000","4,205,000,000","3,991,000,000","3,767,000,000","3,845,000,000","3,849,000,000","3,171,000,000","2,956,000,000","2,947,000,000","3,193,000,000","3,428,000,000","3,242,000,000","3,260,000,000","3,217,000,000","3,125,000,000","2,873,000,000","2,878,000,000","3,237,000,000","3,072,000,000","2,943,000,000","2,797,000,000","2,945,000,000","5,349,000,000","4,403,000,000"
		CashCashEquivalentsAndShortTermInvestments,"297,000,000","727,000,000","587,000,000","338,000,000","377,000,000","524,000,000","512,000,000","588,000,000","445,000,000","668,000,000","635,000,000","660,000,000","536,000,000","327,000,000","515,000,000","303,000,000","215,000,000","390,000,000","287,000,000","262,000,000","206,000,000","376,000,000","449,000,000","670,000,000","609,000,000","656,000,000","635,000,000","365,000,000","377,000,000","443,000,000","418,000,000","358,000,000","183,000,000","430,000,000","814,000,000","462,000,000","563,000,000","736,000,000","531,000,000","756,000,000","1,167,000,000","1,592,000,000","1,463,000,000","1,336,000,000","1,282,000,000","1,367,000,000","644,000,000","604,000,000","568,000,000","861,000,000","991,000,000","951,000,000","898,000,000","936,000,000","812,000,000","692,000,000","662,000,000","1,096,000,000","1,011,000,000","1,131,000,000","943,000,000","1,113,000,000","3,636,000,000","2,694,000,000"
			CashAndCashEquivalents,"297,000,000","727,000,000","587,000,000","338,000,000","377,000,000","524,000,000","512,000,000","588,000,000","445,000,000","668,000,000","635,000,000","660,000,000","536,000,000","327,000,000","515,000,000","303,000,000","215,000,000","390,000,000","287,000,000","262,000,000","206,000,000","376,000,000","449,000,000","670,000,000","609,000,000","656,000,000","635,000,000","365,000,000","377,000,000","443,000,000","418,000,000","358,000,000","183,000,000","430,000,000","814,000,000","462,000,000","563,000,000","736,000,000","531,000,000","756,000,000","1,167,000,000","1,592,000,000","1,463,000,000","1,336,000,000","1,282,000,000","1,367,000,000","644,000,000","604,000,000","568,000,000","861,000,000","991,000,000","951,000,000","898,000,000","936,000,000","812,000,000","692,000,000","662,000,000","1,096,000,000","1,011,000,000","1,131,000,000","943,000,000","1,113,000,000","3,636,000,000","1,035,000,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,659,000,000"
		Receivables,"2,419,000,000","2,189,000,000","2,288,000,000","2,271,000,000","2,160,000,000","2,137,000,000","1,872,000,000","1,789,000,000","1,793,000,000","1,734,000,000","1,775,000,000","1,842,000,000","1,894,000,000","1,877,000,000","1,812,000,000","1,779,000,000","1,914,000,000","1,871,000,000","1,797,000,000","1,832,000,000","1,841,000,000","1,660,000,000","1,677,000,000","924,000,000","874,000,000","921,000,000","844,000,000","929,000,000","977,000,000","896,000,000","1,021,000,000","1,094,000,000","1,098,000,000","1,088,000,000","1,161,000,000","1,999,000,000","2,063,000,000","1,889,000,000","1,943,000,000","1,992,000,000","2,171,000,000","2,174,000,000","2,219,000,000","2,124,000,000","2,150,000,000","2,095,000,000","2,203,000,000","2,032,000,000","2,073,000,000","2,044,000,000","2,156,000,000","1,964,000,000","2,016,000,000","1,889,000,000","2,010,000,000","1,885,000,000","1,927,000,000","1,886,000,000","1,844,000,000","1,583,000,000","1,671,000,000","1,641,000,000","1,562,000,000","1,517,000,000"
			AccountsReceivable,"2,419,000,000","1,194,000,000","2,288,000,000","2,271,000,000","2,160,000,000","1,270,000,000","1,872,000,000","1,789,000,000","1,793,000,000","1,023,000,000","1,775,000,000","1,842,000,000","1,894,000,000","1,067,000,000","1,812,000,000","1,779,000,000","1,914,000,000","771,000,000","1,797,000,000","1,832,000,000","1,841,000,000","847,000,000","1,677,000,000","924,000,000","874,000,000","921,000,000","844,000,000","929,000,000","977,000,000","655,000,000","1,021,000,000","1,094,000,000","1,098,000,000","799,000,000","1,161,000,000","1,999,000,000","2,063,000,000","1,272,000,000",,,"2,171,000,000","2,174,000,000",,,,,,,,,,,,"1,889,000,000","2,010,000,000","1,885,000,000","1,927,000,000","1,886,000,000","1,844,000,000","1,583,000,000","1,671,000,000","1,641,000,000","1,562,000,000",
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,180,000,000",,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,000,000",,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,"40,000,000",,,,"3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
