name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalAssets,"6,001,123,000","5,990,180,000","5,936,500,000","5,864,890,000","5,808,934,000","5,679,850,000","5,537,353,000","5,463,881,000","5,184,716,000","5,095,334,000","5,622,680,000","5,072,347,000","4,881,585,000","4,997,139,000"
	CurrentAssets,"1,120,580,000","1,123,508,000","1,014,602,000","886,164,000","994,104,000","909,716,000","843,680,000","741,659,000","667,546,000","597,415,000","1,249,804,000","679,133,000","557,412,000",
		CashCashEquivalentsAndShortTermInvestments,"828,061,000","972,048,000","821,905,000","681,225,000","809,938,000","791,280,000","677,352,000","559,889,000","424,357,000","460,711,000","389,930,000","313,582,000","361,608,000",
			CashAndCashEquivalents,"828,061,000","972,048,000","821,905,000","681,225,000","809,938,000","791,280,000","677,352,000","559,889,000","424,357,000","460,711,000","389,930,000","313,582,000","361,608,000","421,531,000"
		Receivables,"256,053,000","129,937,000","167,301,000","182,140,000","172,383,000","105,765,000","155,165,000","169,815,000","230,882,000","125,980,000","846,573,000","350,953,000","185,732,000","265,026,000"
			AccountsReceivable,"256,053,000","129,937,000","167,301,000","182,140,000","172,383,000","105,765,000","155,165,000","169,815,000","230,882,000","125,980,000","846,573,000","350,953,000","185,732,000","87,192,000"
				GrossAccountsReceivable,"256,126,000","130,210,000","167,566,000","182,298,000","172,560,000","106,008,000","155,285,000","169,930,000","231,032,000","125,980,000","846,573,000","350,953,000","232,679,000",
				AllowanceForDoubtfulAccountsReceivable,"-73,000","-273,000","-265,000","-158,000","-177,000","-243,000","-120,000","-115,000","-150,000","-195,000",,,"-46,947,000",
			DuefromRelatedPartiesCurrent,,,,,"2,527,000","111,000","36,000","1,482,000","1,506,000","2,525,000","3,515,000","2,849,000","3,026,000",
			OtherReceivables,,,,,,"368,000","57,346,000","66,821,000","95,908,000","30,641,000","747,660,000","255,250,000","88,422,000","174,591,000"
		PrepaidAssets,"35,466,000","20,523,000","24,396,000","21,799,000","10,783,000","11,671,000","10,163,000","10,955,000","11,307,000","9,724,000","12,101,000","13,398,000","8,872,000",
