name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalAssets,"790,245,000","833,094,000","667,618,000","681,516,000","625,229,000","602,726,000","602,338,000","611,381,000","319,947,000","331,838,000"
	CurrentAssets,"238,858,000","293,858,000","138,586,000","175,279,000","146,878,000","134,268,000","127,188,000","121,038,000","64,561,000","73,239,000"
		CashCashEquivalentsAndShortTermInvestments,"93,791,000","146,254,000","16,006,000","40,189,000","10,641,000","34,386,000","38,377,000","44,814,000","1,520,000","6,411,000"
			CashAndCashEquivalents,"93,791,000","146,254,000","16,006,000","40,189,000","10,641,000","34,386,000","38,377,000","44,814,000","1,520,000","6,411,000"
				CashFinancial,"93,791,000","146,254,000","16,006,000","40,189,000","10,641,000","34,386,000","38,377,000","44,814,000","1,520,000","6,411,000"
		Receivables,"133,868,000","139,160,000","112,741,000","127,384,000","127,407,000","92,678,000","81,408,000","67,019,000","55,021,000","60,737,000"
			AccountsReceivable,"81,650,000","98,513,000","66,471,000","72,351,000","65,771,000","54,102,000","44,785,000","43,255,000","39,715,000","45,927,000"
				GrossAccountsReceivable,"85,300,000","103,094,000","70,850,000","76,574,000","70,080,000","58,367,000","53,301,000","51,761,000","47,231,000","47,254,000"
				AllowanceForDoubtfulAccountsReceivable,"-3,650,000","-4,581,000","-4,379,000","-4,223,000","-4,309,000","-4,265,000","-8,516,000","-8,506,000","-7,516,000","-1,327,000"
			TaxesReceivable,"502,000","508,000",,,,"0","1,182,000","989,000","908,000","1,205,000"
			OtherReceivables,"51,716,000","40,139,000","46,270,000","55,033,000","61,636,000","38,576,000","35,441,000","22,775,000","14,398,000","13,605,000"
		Inventory,"2,515,000","2,439,000","2,470,000","2,347,000","2,421,000","2,491,000","2,428,000","2,313,000","2,365,000","2,368,000"
			RawMaterials,"2,515,000","2,439,000","2,470,000","2,347,000","2,421,000","2,491,000","2,428,000","2,313,000","2,365,000","2,368,000"
		PrepaidAssets,"8,684,000","5,518,000","7,369,000","5,359,000","6,409,000","4,218,000","4,975,000","4,489,000","4,249,000","2,010,000"
		RestrictedCash,,"487,000",,,,"495,000",,,,"473,000"
		CurrentDeferredAssets,,,,,,"0","0","2,403,000","1,406,000","1,240,000"
		OtherCurrentAssets,,,,,,,,"4,716,000","3,771,000",
	TotalNonCurrentAssets,"551,387,000","539,236,000","529,032,000","506,237,000","478,351,000","468,458,000","475,150,000","490,343,000","255,386,000","258,599,000"
		NetPPE,"71,104,000","63,997,000","61,682,000","62,814,000","34,941,000","34,399,000","34,559,000","34,771,000","28,729,000","27,036,000"
			GrossPPE,"117,530,000","108,704,000","104,827,000","104,685,000","81,257,000","78,586,000","76,465,000","74,589,000",,"63,674,000"
				Properties,"0","0","0","0","0","0","0","0",,"0"
				LandAndImprovements,"725,000","725,000","725,000","725,000","725,000","725,000","725,000","725,000",,
				BuildingsAndImprovements,"2,975,000","2,975,000","2,975,000","2,975,000","2,975,000","2,975,000","2,975,000","2,975,000",,
				MachineryFurnitureEquipment,"9,464,000","9,189,000","8,774,000","8,891,000","17,904,000","17,092,000","16,557,000","16,290,000",,"12,192,000"
				OtherProperties,"93,910,000","86,205,000","83,886,000","83,978,000","52,280,000","50,808,000","49,294,000","47,966,000",,"44,732,000"
				ConstructionInProgress,"3,172,000","2,342,000","1,660,000","1,292,000","489,000","219,000","156,000","0",,"796,000"
