name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
OperatingCashFlow,"-66,791,000","-18,600,000","-15,153,000","-12,982,000","-20,056,000","-17,359,000","-6,246,000","-13,658,000","-14,796,000","-18,854,000","-19,467,000","-19,544,000","-19,181,000","-19,386,000","-13,648,000","-10,873,000","-12,233,000","-12,473,000","-10,383,000","-14,382,000","-11,131,000","-14,577,000","-7,612,000","-7,331,000","-9,802,000","-9,256,000","-8,636,000","-9,700,000","-8,528,000","-6,879,000","-5,626,000","-6,333,000","-4,512,000","-4,025,000","-3,457,000","-2,850,000","-2,961,000","-3,377,000"
	CashFlowFromContinuingOperatingActivities,"-66,791,000","-18,600,000","-15,153,000","-12,982,000","-20,056,000","-17,359,000","-6,245,000","-13,658,000","-14,796,000","-18,854,000","-19,467,000","-19,544,000","-19,181,000","-19,386,000","-13,648,000","-10,873,000","-12,233,000","-12,473,000","-10,383,000","-14,382,000","-11,131,000","-14,577,000","-7,612,000","-7,331,000","-9,802,000","-9,256,000","-8,636,000","-9,700,000","-8,528,000","-6,879,000","-5,626,000","-6,333,000","-4,512,000","-4,025,000","-3,457,000","-2,850,000","-2,961,000","-3,377,000"
		NetIncomeFromContinuingOperations,"-22,216,000","-12,542,000","-3,850,000","2,657,000","-8,481,000","3,121,000","-85,612,000","-11,944,000","-36,568,000","-21,512,000","-26,017,000","-18,778,000","-24,453,000","-17,124,000","-17,399,000","-15,010,000","-13,804,000","-13,765,000","-13,102,000","-15,567,000","-18,694,000","-16,023,000","-12,822,000","-9,596,000","-11,445,000","-10,840,000","-10,637,000","-11,524,000","-10,009,000","-7,578,000","-7,954,000","-7,294,000","-6,392,000","-7,008,000","-3,505,000","-3,522,000","-3,090,000","-3,200,000"
		OperatingGainsLosses,"-60,062,000","-6,956,000","-15,872,000","-23,838,000","-13,396,000","-25,016,000","69,549,000","-3,771,000","17,007,000","3,404,000","3,024,000","-5,710,000","1,606,000","-3,223,000",,,,,"0","-5,000","0","-3,000","1,248,000","-4,000",,,"-313,000","-50,000","5,000","17,000","-133,000","108,000","192,000","141,000","-4,000","-3,000","-4,000","-3,000"
			GainLossOnSaleOfPPE,"1,000","2,000","0",,,,,,,,"0",,,,"0",,,,"0",,,,"1,268,000","1,000",,,"0","0",,,"0","0",,,,"0",,
			GainLossOnInvestmentSecurities,"-60,063,000","-6,958,000","-15,872,000","-23,837,000","-13,396,000","-25,016,000","69,549,000","-3,771,000","17,007,000","3,404,000","3,024,000","-5,717,000","1,606,000","-3,223,000",,,,,"0","0","0","-3,000","-20,000","-5,000",,,"-313,000","-50,000","8,000","17,000","-133,000","108,000","131,000","141,000","-4,000","-3,000","-4,000","-3,000"
		DepreciationAmortizationDepletion,"2,332,000","557,000","570,000","594,000","611,000","646,000","667,000","665,000","707,000","734,000","674,000","669,000","411,000","776,000","582,000","573,000","566,000","565,000","528,000","482,000","354,000","261,000","253,000","216,000","207,000","205,000","200,000","194,000","187,000","173,000","164,000","139,000","151,000","93,000","125,000","92,000","94,000","93,000"
			DepreciationAndAmortization,"2,332,000","557,000","570,000","594,000","611,000","646,000","667,000","665,000","707,000","734,000","674,000","669,000","411,000","776,000","582,000","573,000","566,000","565,000","528,000","482,000","354,000","261,000","253,000","216,000","207,000","205,000","200,000","194,000","187,000","173,000","164,000","139,000","151,000","93,000","125,000","92,000","94,000","93,000"
				Depreciation,,,,,,,,,"707,000","734,000",,,,"776,000",,,,,,,,,,,,,,,,,,"139,000","151,000","93,000","125,000","92,000","94,000","93,000"
				AmortizationCashFlow,,,,,,,,,,,,,,"187,000",,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,"187,000",,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,"0","0","0","0","0","0","6,000","11,000","13,000","20,000","49,000","104,000","96,000","148,000","21,000","18,000",,,,,,,,
		StockBasedCompensation,"16,100,000","4,209,000","3,841,000","3,758,000","4,292,000","3,086,000","2,104,000","1,936,000","1,826,000","1,665,000","1,953,000","3,169,000","1,695,000","1,942,000","1,949,000","1,873,000","1,830,000","1,831,000","2,109,000","1,750,000","1,757,000","1,705,000","1,723,000","1,369,000","1,515,000","1,349,000","1,336,000","1,231,000","1,152,000","921,000","977,000","607,000","557,000","503,000","125,000","121,000","120,000","110,000"
		OtherNonCashItems,"4,682,000","1,186,000","1,188,000","1,158,000","1,150,000","1,132,000","1,135,000","1,123,000","1,108,000","1,048,000","1,214,000","721,000","1,339,000","409,000","132,000","80,000","87,000","98,000","99,000","99,000","100,000","110,000","265,000","35,000","36,000","35,000","54,000","38,000","37,000","37,000","37,000","41,000","19,000","2,370,000","18,000","10,000","9,000","9,000"
		ChangeInWorkingCapital,"-7,627,000","-5,054,000","-1,030,000","2,689,000","-4,232,000","-328,000","5,911,000","-1,667,000","1,124,000","-4,193,000","-315,000","385,000","221,000","-2,166,000","1,088,000","1,611,000","-912,000","-1,202,000","-17,000","-1,141,000","5,346,000","-638,000","1,708,000","629,000","-152,000","-109,000","628,000","263,000","79,000","-467,000","1,259,000","66,000","961,000","-124,000","-216,000","452,000","-90,000","-386,000"
			ChangeInReceivables,"-9,576,000","-2,072,000","-1,583,000","-818,000","-5,103,000","-1,379,000","-4,473,000","-4,905,000","555,000","-881,000","-1,434,000","-499,000","-339,000","-75,000","39,000","45,000","-115,000","56,000","52,000","-67,000","33,000","6,000","-7,000","-20,000","4,000","-34,000","-4,000","-25,000","188,000","-23,000","-275,000","7,000","245,000","-37,000","-236,000","-15,000","26,000","1,000"
				ChangesInAccountReceivables,"-9,576,000","-2,072,000","-1,583,000","-818,000","-5,103,000","-1,379,000","-4,473,000","-4,905,000","555,000","-881,000","-1,434,000","-499,000","-339,000","-75,000","39,000","45,000","-115,000","56,000","52,000","-67,000","33,000","6,000","-7,000","-20,000","4,000","-34,000","-4,000","-25,000","188,000","-23,000","-275,000","7,000","245,000","-37,000","-236,000","-15,000","26,000","1,000"
			ChangeInInventory,"-235,000","-108,000","-28,000","-110,000","11,000","78,000","-47,000","-87,000","40,000","-153,000","-59,000","-133,000","-497,000","-48,000","-115,000","29,000","8,000","-17,000","5,000","-37,000","6,000","17,000","13,000","23,000","-22,000","7,000","13,000","-2,000","13,000","-25,000","-16,000","-8,000","-22,000","-87,000","0","0","0","0"
			ChangeInPrepaidAssets,"-670,000","81,000","-874,000","940,000","-817,000","650,000","-2,322,000","-270,000","407,000","-234,000","-18,000","81,000","86,000","-667,000","-642,000","151,000","34,000","197,000","-462,000","1,095,000","579,000","-1,167,000","40,000","7,000","572,000","305,000","267,000","429,000","-919,000","170,000","318,000","-305,000","59,000","-108,000","-2,000","19,000","-46,000","147,000"
			ChangeInPayablesAndAccruedExpense,"940,000","-4,161,000","554,000","2,776,000","1,771,000","412,000","835,000","3,676,000","201,000","-2,853,000","1,263,000","670,000","1,035,000","-1,130,000","1,806,000","1,386,000","-839,000","-1,438,000","388,000","-2,132,000","4,728,000","506,000","1,662,000","619,000","-706,000","-345,000","393,000","-97,000","922,000","-651,000","1,294,000","372,000","679,000","108,000","-228,000","448,000","-70,000","-534,000"
				ChangeInPayable,"-840,000","-1,113,000","366,000","175,000","-268,000","1,523,000","-565,000","899,000","-550,000","-236,000","92,000","-742,000","13,000","761,000","207,000","536,000","-877,000","-662,000","769,000","-2,759,000","2,263,000","659,000","130,000","173,000","-541,000","79,000","708,000","-1,011,000","498,000","153,000","444,000","-282,000","41,000","304,000","-257,000","179,000","87,000","-183,000"
					ChangeInAccountPayable,"-840,000","-1,113,000","366,000","175,000","-268,000","1,523,000","-565,000","899,000","-550,000","-236,000","92,000","-742,000","13,000","761,000","207,000","536,000","-877,000","-662,000","769,000","-2,759,000","2,263,000","659,000","130,000","173,000","-541,000","79,000","708,000","-1,011,000","498,000","153,000","444,000","-282,000","41,000","304,000","-257,000","179,000","87,000","-183,000"
				ChangeInAccruedExpense,"1,780,000","-3,048,000","188,000","2,601,000","2,039,000","-1,111,000","1,400,000","2,777,000","751,000","-2,617,000","1,171,000","1,412,000","1,022,000","-1,891,000","1,599,000","850,000","38,000","-776,000","-381,000","627,000","2,465,000","-153,000","1,532,000","446,000","-165,000","-424,000","-315,000","914,000","424,000","-804,000","850,000","654,000","638,000","-196,000","29,000","269,000","-157,000","-351,000"
			ChangeInOtherCurrentAssets,"1,025,000","275,000","262,000","249,000","239,000","227,000","218,000","207,000","198,000","188,000","181,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"-1,422,000","-380,000","-361,000","-348,000","-333,000","-316,000","-300,000","-288,000","-277,000","-260,000","-248,000","-286,000","-64,000","-246,000",,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,,"1,311,000",,,,,"12,218,000","207,000","198,000","188,000","181,000",,,"-246,000",,,,,,,,,"0","0","0","-42,000","-41,000","-42,000","-125,000","62,000",,,,"0",,,,"0"
InvestingCashFlow,"-1,312,000","-276,000","-631,000","-276,000","-129,000","-158,000","-253,000","-214,000","-125,000","-249,000","-601,000","-419,000","-493,000","-725,000","-479,000","-473,000","-556,000","-381,000","-450,000","969,000","18,702,000","7,846,000","-12,379,000","11,317,000","11,757,000","24,873,000","-2,086,000","-27,587,000","8,958,000","-17,854,000","-37,767,000","-274,000","-248,000","-297,000","-206,000","-109,000","-51,000","-21,000"
	CashFlowFromContinuingInvestingActivities,"-1,312,000","-276,000","-631,000","-276,000","-129,000","-158,000","-253,000","-214,000","-125,000","-249,000","-601,000","-419,000","-493,000","-725,000","-479,000","-473,000","-556,000","-381,000","-450,000","969,000","18,702,000","7,846,000","-12,379,000","11,317,000","11,757,000","24,873,000","-2,086,000","-27,587,000","8,958,000","-17,854,000","-37,767,000","-274,000","-248,000","-297,000","-206,000","-109,000","-51,000","-21,000"
		NetPPEPurchaseAndSale,"-1,312,000","-276,000","-631,000","-276,000","-129,000","-158,000","-253,000","-214,000","-125,000","-249,000","-601,000","-419,000","-493,000","-725,000","-479,000","-473,000","-556,000","-381,000","-564,000","-2,031,000","-3,998,000","-1,654,000","-680,000","-867,000","-243,000","-127,000","-473,000","-76,000","-868,000","-354,000","-441,000","-274,000","-248,000","-297,000","-206,000","-109,000","-51,000","-21,000"
			PurchaseOfPPE,"-1,312,000","-276,000","-631,000","-276,000","-129,000","-158,000","-253,000","-214,000","-125,000","-249,000","-601,000","-419,000","-493,000","-725,000","-479,000","-473,000","-556,000","-381,000","-564,000","-2,036,000","-3,998,000","-1,654,000","-680,000","-869,000","-243,000","-127,000","-473,000","-76,000","-875,000","-354,000","-441,000","-274,000","-248,000","-297,000","-206,000","-109,000","-51,000","-21,000"
			SaleOfPPE,,,,,,,,,,,,,,,"0",,,,"0",,,,"0","2,000",,,"0","0",,,,,,"0",,,,"0"
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,,,"0","0","0","0","0","3,000,000","22,700,000","9,500,000","-11,699,000","12,184,000","13,500,000","25,000,000","-1,673,000","-27,511,000","9,826,000","-17,500,000",,,,"0",,,,"0"
			PurchaseOfInvestment,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-3,000,000","-27,699,000","-2,500,000","-11,500,000","0","-16,673,000","-57,511,000","0","-17,500,000",,,,"0",,,,"0"
			SaleOfInvestment,,,,,,,,,,,,,,,,,,,"0","3,000,000","22,700,000","12,500,000","16,000,000","14,684,000","25,000,000","25,000,000","15,000,000","30,000,000",,,,,,,,,,
		NetOtherInvestingChanges,,,,,,,,,,,,,,,,,,,"114,000","0","0","0","0","0","-1,500,000","0","60,000","0","0","0","-37,326,000",,"0","0","0","0","0","0"
FinancingCashFlow,"4,142,000","129,000","667,000","679,000","2,667,000","-1,162,000","163,913,000","220,000","51,063,000","12,818,000","9,091,000","18,612,000","5,338,000","42,300,000","16,328,000","11,373,000","6,712,000","34,227,000","1,206,000","1,529,000","796,000","28,477,000","693,000","78,000","3,000","-189,000","308,000","-201,000","65,733,000","-137,000","-106,000","67,555,000","11,954,000","-433,000","-449,000","-454,000","8,041,000","-455,000"
	CashFlowFromContinuingFinancingActivities,"4,141,000","129,000","667,000","679,000","2,666,000","-1,161,000","163,913,000","220,000","51,063,000","12,818,000","9,091,000","18,612,000","5,338,000","42,300,000","16,328,000","11,373,000","6,712,000","34,227,000","1,206,000","1,529,000","796,000","28,477,000","693,000","78,000","3,000","-189,000","308,000","-201,000","65,733,000","-137,000","-106,000","67,555,000","11,954,000","-433,000","-449,000","-454,000","8,041,000","-455,000"
		NetIssuancePaymentsOfDebt,"1,638,000","0","0","0","1,638,000","-2,083,000","0","0",,,"0","0","-70,000","37,345,000","10,489,000","-1,543,000","-1,542,000","-1,029,000","0","0","0","2,400,000",,,,,"397,000","0","0","0","0","0","13,058,000","-454,000","-454,000","-454,000","-455,000","-455,000"
