name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013
TotalAssets,"1,062,761,000","1,029,007,000","1,021,711,000","1,046,399,000","1,035,117,000","1,011,220,000","994,320,000","859,383,000","883,533,000","896,828,000","683,412,000","657,580,000","475,930,000","483,198,000","327,493,000","332,897,000","338,633,000","281,259,000","250,847,000","224,862,000","158,710,000","150,588,000","141,878,000","144,563,000","136,524,000","122,414,000","121,017,000","127,815,000","128,658,000","135,766,000","94,985,000","94,326,000","94,847,000"
	CurrentAssets,"209,710,000","262,991,000","239,788,000","242,584,000","250,823,000","317,540,000","293,832,000","152,828,000","170,872,000","238,880,000","165,826,000","157,014,000","59,439,000","67,288,000","48,793,000","51,422,000","66,037,000","51,686,000","75,075,000","74,464,000","35,163,000","47,299,000","34,441,000","34,454,000","29,742,000","35,048,000","40,905,000","44,028,000","43,792,000","47,616,000","23,558,000","19,637,000","18,291,000"
		CashCashEquivalentsAndShortTermInvestments,"130,443,000","189,158,000","179,584,000","176,539,000","186,672,000","250,029,000","232,972,000","87,910,000","98,688,000","175,024,000","113,306,000","108,361,000","14,022,000","16,738,000","16,089,000","19,037,000","32,505,000","22,326,000","52,976,000","57,420,000","19,417,000","28,758,000","17,480,000","18,187,000","13,585,000","18,473,000","28,694,000","29,052,000","26,588,000","30,988,000","3,190,000","3,059,000","4,703,000"
			CashAndCashEquivalents,"130,443,000","189,158,000","179,584,000","176,539,000","186,672,000","250,029,000","232,972,000","87,910,000","98,688,000","175,024,000","113,306,000","108,361,000","14,022,000","16,738,000","16,089,000","19,037,000","32,505,000","22,326,000","52,976,000","57,420,000","19,417,000","28,758,000","17,480,000","18,187,000","13,585,000","18,473,000","28,694,000","29,052,000","26,588,000","30,988,000","3,190,000","3,059,000","4,703,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,988,000","3,190,000",,
		Receivables,"54,081,000","55,300,000","42,923,000","44,588,000","48,635,000","49,033,000","48,038,000","54,164,000","61,087,000","56,049,000","44,259,000","40,753,000","38,362,000","44,535,000","26,440,000","26,831,000","27,578,000","26,504,000","19,129,000","14,278,000","12,157,000","15,254,000","14,679,000","13,646,000","13,161,000","13,972,000","10,433,000","12,906,000","14,807,000","14,559,000","14,493,000","14,179,000","11,026,000"
			AccountsReceivable,"48,725,000","50,499,000","37,076,000","38,936,000","43,547,000","44,472,000","41,126,000","48,656,000","55,398,000","50,938,000","39,432,000","36,758,000","34,989,000","40,841,000","26,440,000","26,831,000","27,578,000","26,504,000","19,129,000","14,278,000","12,157,000","15,254,000","14,679,000","13,646,000","13,161,000","13,972,000","10,433,000","12,906,000","14,807,000","14,559,000","14,493,000","14,179,000","11,026,000"
				GrossAccountsReceivable,"49,814,000","51,606,000","38,157,000","40,124,000","44,750,000","45,937,000","42,705,000","50,427,000","56,917,000","52,176,000","40,910,000","38,500,000","36,343,000","42,246,000","27,709,000","28,014,000","28,563,000","27,573,000","20,323,000","15,218,000","12,779,000","15,912,000","15,490,000","14,341,000","13,560,000","14,553,000","11,329,000","13,734,000","15,701,000","15,449,000","15,098,000","14,179,000","11,480,000"
				AllowanceForDoubtfulAccountsReceivable,"-1,089,000","-1,107,000","-1,081,000","-1,188,000","-1,203,000","-1,465,000","-1,579,000","-1,771,000","-1,519,000","-1,238,000","-1,478,000","-1,742,000","-1,354,000","-1,405,000","-1,269,000","-1,183,000","-985,000","-1,069,000","-1,194,000","-940,000","-622,000","-658,000","-811,000","-695,000","-399,000","-581,000","-896,000","-828,000","-894,000","-890,000","-605,000","0","-454,000"
			OtherReceivables,"5,356,000","4,801,000","5,847,000","5,652,000","5,088,000","4,561,000","6,912,000","5,508,000","5,689,000","5,111,000","4,827,000","3,995,000","3,373,000","3,694,000",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0"
