name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,03/31/2017,09/30/2016,06/30/2016,04/30/2016
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,"403,907","40,500"
		OtherNonCurrentAssets,"59,736,000","59,398,000","60,081,000","54,792,000","30,792,000","32,119,000","31,892,000","32,790,000","33,914,000","33,580,000","29,720,000","4,021,000","3,768,000","2,890,000","3,402,000","2,230,000","2,294,000","2,294,000","2,294,000",,"402,593,223",,
TotalLiabilitiesNetMinorityInterest,"677,335,000","686,843,000","833,729,000","863,413,000","870,717,000","742,860,000","758,726,000","775,474,000","824,495,000","804,315,000","832,380,000","304,206,000","294,623,000","289,005,000","282,773,000","302,004,000","300,393,000","301,691,000","329,919,000","14,537,115","14,208,496","405,000","142,500"
	CurrentLiabilities,"120,287,000","107,655,000","80,765,000","113,664,000","97,960,000","80,560,000","75,376,000","71,478,000","87,770,000","74,289,000","94,731,000","48,032,000","39,300,000","34,814,000","32,341,000","30,583,000","28,951,000","33,379,000","35,832,000","449,615","120,996","230,000","42,500"
		PayablesAndAccruedExpenses,"120,009,000","107,368,000","80,476,000","109,591,000","97,678,000","80,282,000","75,101,000","66,878,000","62,502,000","74,025,000","89,440,000","45,062,000","38,645,000","34,161,000","31,691,000","26,630,000","25,708,000","29,648,000","32,510,000","449,615","120,996","230,000","42,500"
			Payables,"64,729,000","65,209,000","44,811,000","73,119,000","46,788,000","43,585,000","41,409,000","35,446,000","29,301,000","38,018,000","34,413,000","17,899,000","17,326,000","17,247,000","16,875,000","13,025,000","10,127,000","12,322,000","17,455,000","449,615","120,996",,
				AccountsPayable,"64,729,000","65,209,000","44,811,000","59,713,000","46,788,000","43,585,000","41,409,000","32,240,000","29,301,000","38,018,000","34,413,000","15,730,000","17,326,000","17,247,000","16,875,000","11,158,000","10,127,000","12,322,000","17,455,000","343,215","120,996",,
				TotalTaxPayable,,,,"13,406,000",,,,"3,206,000",,,,"2,169,000",,,,"1,867,000",,,,"106,400",,,
					IncomeTaxPayable,,,,"9,020,000",,,,"839,000",,,,"382,000",,,,"386,000",,,,,,,
			CurrentAccruedExpenses,"55,280,000","42,159,000","35,665,000","36,472,000","50,890,000","36,697,000","33,692,000","31,432,000","33,201,000","36,007,000","55,027,000","27,163,000","21,319,000","16,914,000","14,816,000","13,605,000","15,581,000","17,326,000","15,055,000",,,"230,000","42,500"
				InterestPayable,"214,000","180,000","0","60,000","334,000","384,000","720,000","960,000","1,287,000","1,868,000","3,229,000","1,693,000","1,478,000","2,531,000","546,000","582,000","527,000","547,000","531,000",,,,
		CurrentDebtAndCapitalLeaseObligation,"278,000","287,000","289,000","4,073,000","282,000","278,000","275,000","4,600,000","25,268,000","264,000","5,291,000","676,000","655,000","653,000","650,000","648,000","664,000","714,000","711,000",,,,
			CurrentDebt,,"287,000","289,000","285,000","282,000","278,000","275,000","271,000","25,000,000",,"5,291,000","676,000","655,000","653,000","650,000","648,000","664,000","714,000","711,000",,,,
				OtherCurrentBorrowings,,,,,,,,"271,000","25,000,000",,"5,291,000","676,000","655,000","653,000","650,000","648,000","664,000","714,000","711,000",,,,
			CurrentCapitalLeaseObligation,"278,000","287,000","289,000","4,073,000","282,000","278,000","275,000","4,329,000","268,000","264,000",,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,"2,294,000",,,,"3,305,000","2,579,000","3,017,000","2,611,000",,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"557,048,000","579,188,000","752,964,000","749,749,000","772,757,000","662,300,000","683,350,000","703,996,000","736,725,000","730,026,000","737,649,000","256,174,000","255,323,000","254,191,000","250,432,000","271,421,000","271,442,000","268,312,000","294,087,000","14,087,500","14,087,500","175,000","100,000"
		LongTermDebtAndCapitalLeaseObligation,"402,594,000","426,916,000","427,017,000","451,269,000","500,154,000","548,884,000","572,923,000","596,879,000","624,752,000","624,076,000","638,034,000","190,259,000","190,429,000","190,598,000","190,767,000","190,935,000","191,084,000","191,522,000","191,701,000",,,"175,000","100,000"
			LongTermDebt,"402,393,000","426,653,000","426,686,000","451,269,000","499,678,000","548,336,000","572,306,000","596,879,000","624,033,000","623,290,000","638,034,000","190,259,000","190,429,000","190,598,000","190,767,000","190,935,000","191,084,000","191,522,000","191,701,000",,,"175,000","100,000"
			LongTermCapitalLeaseObligation,"201,000","263,000","331,000",,"476,000","548,000","617,000",,"719,000","786,000",,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"108,078,000","105,645,000","100,499,000","93,755,000","98,100,000","92,536,000","88,543,000","84,352,000","87,758,000","77,683,000","77,512,000","65,383,000","64,301,000","62,930,000","58,937,000","54,475,000","55,033,000","52,517,000","78,680,000","14,087,500","14,087,500",,
			NonCurrentDeferredTaxesLiabilities,"108,078,000","105,645,000","100,499,000","93,755,000","98,100,000","92,536,000","88,543,000","84,352,000","87,758,000","77,683,000","77,512,000","65,383,000","64,301,000","62,930,000","58,937,000","54,475,000","55,033,000","52,517,000","78,680,000",,,,
		DerivativeProductLiabilities,"0","0","177,152,000","159,835,000","154,352,000",,,,,"28,267,000","22,103,000","532,000","593,000","663,000","728,000","863,000",,,,,,,
		OtherNonCurrentLiabilities,"46,376,000","46,627,000","48,296,000","44,890,000","20,151,000","20,880,000","21,884,000","22,765,000","24,215,000",,,,,,,"25,148,000","25,325,000","24,273,000","23,706,000",,,,
TotalEquityGrossMinorityInterest,"1,437,322,000","1,401,054,000","1,209,607,000","1,188,804,000","1,168,406,000","1,278,658,000","1,256,492,000","1,232,971,000","1,215,649,000","1,197,033,000","1,183,681,000","837,444,000","829,986,000","816,714,000","802,578,000","672,601,000","660,162,000","651,712,000","609,520,000","389,594,397","389,812,132","23,000","23,000"
	StockholdersEquity,"1,437,322,000","1,401,054,000","1,209,607,000","1,188,804,000","1,168,406,000","1,278,658,000","1,256,492,000","1,232,971,000","1,215,649,000","1,197,033,000","1,183,681,000","837,444,000","829,986,000","816,714,000","802,578,000","672,601,000","660,162,000","651,712,000","609,520,000","389,594,397","389,812,132","23,000","23,000"
		CapitalStock,"1,013,000","1,011,000","961,000","959,000","959,000","959,000","958,000","958,000","955,000","955,000","954,000","820,000","819,000","692,000","819,000","706,000","706,000","706,000","706,000","384,595,572","384,813,305","1,006","1,006"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,,
			CommonStock,"1,013,000","1,011,000","961,000","959,000","959,000","959,000","958,000","958,000","955,000","955,000","954,000","820,000","819,000","692,000","819,000","706,000","706,000","706,000","706,000","384,595,572","384,813,305","1,006","1,006"
		AdditionalPaidInCapital,"1,284,342,000","1,278,728,000","1,084,690,000","1,085,001,000","1,082,617,000","1,098,375,000","1,095,573,000","1,094,507,000","1,089,652,000","1,087,506,000","1,084,671,000","733,775,000","732,181,000","730,584,000","728,864,000","614,399,000","613,350,000","612,336,000","611,437,000","5,281,750","5,064,017","23,994","23,994"
		RetainedEarnings,"184,254,000","145,420,000","126,959,000","105,807,000","87,561,000","182,150,000","163,030,000","140,530,000","128,103,000","111,694,000","101,037,000","105,830,000","99,739,000","86,273,000","73,551,000","58,294,000","46,588,000","39,451,000","-1,943,000","-282,925","-65,190","-2,000","-2,000"
		TreasuryStock,"30,649,000","22,539,000","2,145,000","2,145,000","2,145,000","2,145,000","2,145,000","2,145,000","2,145,000","2,145,000","2,145,000","2,145,000","1,664,000",,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-1,638,000","-1,566,000","-858,000","-818,000","-586,000","-681,000","-924,000","-879,000","-916,000","-977,000","-836,000","-836,000","-1,089,000","-835,000","-656,000","-798,000","-482,000","-781,000","-680,000",,,,
TotalCapitalization,"1,839,715,000","1,827,707,000","1,636,293,000","1,640,073,000","1,668,084,000","1,826,994,000","1,828,798,000","1,829,850,000","1,839,682,000","1,820,323,000","1,821,715,000","1,027,703,000","1,020,415,000","1,007,312,000","993,345,000","863,536,000","851,246,000","843,234,000","801,221,000","389,594,397","389,812,132","198,000","123,000"
CommonStockEquity,"1,437,322,000","1,401,054,000","1,209,607,000","1,188,804,000","1,168,406,000","1,278,658,000","1,256,492,000","1,232,971,000","1,215,649,000","1,197,033,000","1,183,681,000","837,444,000","829,986,000","816,714,000","802,578,000","672,601,000","660,162,000","651,712,000","609,520,000","389,594,397","389,812,132","23,000","23,000"
CapitalLeaseObligations,"479,000","550,000","620,000","4,073,000","758,000","826,000","892,000","4,329,000","987,000","1,050,000",,,,,,,,,,,,,
NetTangibleAssets,"-232,948,000","-273,177,000","-468,595,000","-493,371,000","-516,927,000","-410,515,000","-436,537,000","-470,571,000","-497,525,000","-523,093,000","-536,940,000","59,878,000","50,794,000","35,896,000","20,134,000","-111,469,000","-125,535,000","-135,611,000","-174,789,000","389,594,397","389,812,132","23,000","23,000"
WorkingCapital,"246,437,000","228,334,000","206,872,000","185,002,000","211,661,000","208,574,000","203,577,000","188,785,000","193,370,000","161,345,000","157,909,000","309,575,000","299,889,000","284,323,000","264,365,000","155,157,000","141,153,000","128,118,000","114,547,000","535,240","1,306,409","-205,907","82,500"
InvestedCapital,"1,839,715,000","1,827,707,000","1,636,293,000","1,640,073,000","1,668,084,000","1,826,994,000","1,828,798,000","1,830,121,000","1,864,682,000","1,820,323,000","1,827,006,000","1,028,379,000","1,021,070,000","1,007,965,000","993,995,000","864,184,000","851,910,000","843,948,000","801,932,000","389,594,397","389,812,132","198,000","123,000"
TangibleBookValue,"-232,948,000","-273,177,000","-468,595,000","-493,371,000","-516,927,000","-410,515,000","-436,537,000","-470,571,000","-497,525,000","-523,093,000","-536,940,000","59,878,000","50,794,000","35,896,000","20,134,000","-111,469,000","-125,535,000","-135,611,000","-174,789,000","389,594,397","389,812,132","23,000","23,000"
TotalDebt,"402,872,000","427,203,000","427,306,000","455,342,000","500,436,000","549,162,000","573,198,000","601,479,000","650,020,000","624,340,000","643,325,000","190,935,000","191,084,000","191,251,000","191,417,000","191,583,000","191,748,000","192,236,000","192,412,000",,,"175,000","100,000"
NetDebt,"345,673,000","375,184,000","391,239,000","375,924,000","409,505,000","457,029,000","480,830,000","501,303,000","537,899,000","577,175,000","570,614,000",,,,,"79,612,000","103,387,000","113,226,000","129,537,000",,,"150,907",
ShareIssued,"101,315,226","101,070,881","96,130,441","95,882,908","95,875,778","95,856,715","95,818,871","95,751,845","95,476,860","95,476,537","95,416,772","81,973,284","81,928,540","81,921,942","81,877,918","70,605,675","70,582,573","70,582,573","70,582,573","50,312,500","50,312,500","10,062,500","10,062,500"
OrdinarySharesNumber,"100,427,250","100,401,126","96,032,207","95,784,674","95,777,544","95,758,481","95,720,637","95,653,611","95,378,626","95,378,303","95,318,538","81,875,050","81,852,551","81,915,213","81,877,918","70,605,675","70,582,573","70,582,573","70,582,573","50,312,500","50,312,500","10,062,500","10,062,500"
TreasurySharesNumber,"887,976","669,755","98,234","98,234","98,234","98,234","98,234","98,234","98,234","98,234","98,234","98,234","75,989","6,729",,,,,,,,,
