name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,03/31/2017,09/30/2016,06/30/2016,04/30/2016
TotalAssets,"2,114,657,000","2,087,897,000","2,043,336,000","2,052,217,000","2,039,123,000","2,021,518,000","2,015,218,000","2,008,445,000","2,040,144,000","2,001,348,000","2,016,061,000","1,141,650,000","1,124,609,000","1,105,719,000","1,085,351,000","974,605,000","960,555,000","953,403,000","939,439,000","404,131,512","404,020,628","428,000","165,500"
	CurrentAssets,"366,724,000","335,989,000","287,637,000","298,666,000","309,621,000","289,134,000","278,953,000","260,263,000","281,140,000","235,634,000","252,640,000","357,607,000","339,189,000","319,137,000","296,706,000","185,740,000","170,104,000","161,497,000","150,379,000","984,855","1,427,405","24,093","125,000"
		CashCashEquivalentsAndShortTermInvestments,"56,720,000","51,469,000","35,447,000","75,345,000","90,173,000","91,307,000","91,476,000","95,847,000","111,134,000","46,115,000","72,711,000","266,341,000","247,618,000","218,897,000","210,761,000","111,971,000","88,361,000","79,010,000","62,875,000","701,522","1,037,822","24,093","125,000"
			CashAndCashEquivalents,"56,720,000","51,469,000","35,447,000","75,345,000","90,173,000","91,307,000","91,476,000","95,847,000","111,134,000","46,115,000","72,711,000","266,341,000","247,618,000","218,897,000","210,761,000","111,971,000","88,361,000","79,010,000","62,875,000","701,522","1,037,822","24,093","125,000"
				CashFinancial,"56,720,000","51,469,000","35,447,000","75,345,000",,,,,,,,,,,,,,,,,,"24,093","125,000"
		Receivables,"146,377,000","118,212,000","125,195,000","111,456,000","118,373,000","97,329,000","97,887,000","89,740,000","64,440,000","89,966,000","69,593,000","44,240,000","42,809,000","45,318,000","37,132,000","36,622,000","41,661,000","41,355,000","43,583,000",,,,
			AccountsReceivable,"146,377,000","118,212,000","125,195,000","111,456,000","118,373,000","97,329,000","97,887,000","89,740,000","64,440,000","89,966,000","69,593,000","44,240,000","42,809,000","45,318,000","37,132,000","36,622,000","41,661,000","41,355,000","43,583,000",,,,
				GrossAccountsReceivable,"147,677,000","119,312,000","126,395,000","112,556,000",,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,300,000","-1,100,000","-1,200,000","-1,100,000",,,,,,,,,,,,,,,,,,,
		Inventory,"111,709,000","120,937,000","112,433,000","97,269,000","78,579,000","82,771,000","76,067,000","59,085,000","84,517,000","79,552,000","90,378,000","38,085,000","41,574,000","45,803,000","38,056,000","30,001,000","24,955,000","25,813,000","31,665,000",,,,
			RawMaterials,,,,"6,007,000",,,,,,,,,,,,,,,,,,,
			FinishedGoods,,,,"91,893,000",,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,,"-631,000",,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"5,066,000","6,589,000","4,893,000","4,902,000","4,895,000","4,894,000","4,345,000","3,644,000","4,662,000","5,183,000","7,570,000","2,882,000","3,318,000","2,448,000","4,108,000","2,069,000","4,216,000","4,025,000","3,338,000","283,333","389,583",,
		OtherCurrentAssets,"46,852,000","38,782,000","9,669,000","9,694,000","17,601,000","12,833,000","9,178,000","11,947,000","16,387,000","14,818,000","12,388,000","6,059,000","3,870,000","6,671,000","6,649,000","5,077,000","10,911,000","11,294,000","8,918,000",,,,
	TotalNonCurrentAssets,"1,747,933,000","1,751,908,000","1,755,699,000","1,753,551,000","1,729,502,000","1,732,384,000","1,736,265,000","1,748,182,000","1,759,004,000","1,765,714,000","1,763,421,000","784,043,000","785,420,000","786,582,000","788,645,000","788,865,000","790,451,000","791,906,000","789,060,000","403,146,657","402,593,223","403,907","40,500"
		NetPPE,"17,927,000","18,279,000","17,416,000","16,584,000","13,377,000","11,092,000","11,344,000","11,850,000","11,916,000","12,008,000","13,080,000","2,456,000","2,460,000","2,874,000","2,799,000","2,565,000","2,460,000","2,289,000","2,457,000",,,,
			GrossPPE,,,,"21,720,000",,,,"14,716,000",,,,"4,793,000",,,,"3,766,000",,,,,,,
				Properties,,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,
				MachineryFurnitureEquipment,,,,"6,127,000",,,,"5,394,000",,,,"4,293,000",,,,"2,922,000",,,,,,,
				OtherProperties,,,,"1,185,000",,,,"1,185,000",,,,,,,,,,,,,,,
				ConstructionInProgress,,,,"6,189,000",,,,"0",,,,"139,000",,,,"507,000",,,,,,,
				Leases,,,,"8,219,000",,,,"8,137,000",,,,"361,000",,,,"337,000",,,,,,,
			AccumulatedDepreciation,,,,"-5,136,000",,,,"-2,866,000",,,,"-2,337,000",,,,"-1,201,000",,,,,,,
		GoodwillAndOtherIntangibleAssets,"1,670,270,000","1,674,231,000","1,678,202,000","1,682,175,000","1,685,333,000","1,689,173,000","1,693,029,000","1,703,542,000","1,713,174,000","1,720,126,000","1,720,621,000","777,566,000","779,192,000","780,818,000","782,444,000","784,070,000","785,697,000","787,323,000","784,309,000",,,,
			Goodwill,"543,134,000","543,134,000","543,134,000","543,134,000","543,134,000","543,134,000","543,134,000","544,774,000","567,658,000","570,716,000","567,464,000","471,427,000","471,427,000","471,427,000","471,427,000","471,427,000","471,427,000","471,427,000","466,787,000",,,,
			OtherIntangibleAssets,"1,127,136,000","1,131,097,000","1,135,068,000","1,139,041,000","1,142,199,000","1,146,039,000","1,149,895,000","1,158,768,000","1,145,516,000","1,149,410,000","1,153,157,000","306,139,000","307,765,000","309,391,000","311,017,000","312,643,000","314,270,000","315,896,000","317,522,000",,,,
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,"403,146,657",,,
