name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
OperatingCashFlow,"1,104,468,000","54,954,000","212,384,000","498,739,000","338,391,000","259,605,000","407,845,000","598,499,000","568,521,000","194,974,000","440,675,000","411,759,000","396,190,000","170,137,000","286,859,000","273,499,000","437,758,000","183,228,000","319,373,000","460,344,000","247,996,000","165,882,000","342,872,000","435,301,000","411,620,000","137,760,000","254,921,000","389,433,000","317,165,000","-49,646,000","338,765,000","225,549,000","168,880,000","-71,006,000","198,190,000","213,059,000","152,858,000","-38,944,000","289,043,000","202,971,000","140,046,000","-44,470,000","162,805,000","109,598,000","96,003,000","-67,413,000","109,318,000","121,417,000","135,169,000","-46,192,000","259,611,000","146,549,000","228,126,000","37,919,000","198,505,000","184,837,000","266,871,000","-80,179,000","273,240,000","287,385,000","225,685,000","88,767,000","235,804,000","203,534,000","238,181,000","104,526,000","233,511,000","173,253,000","104,079,000","50,701,000","46,799,000","138,356,000","54,421,000","3,261,000","156,947,000","101,311,000","24,404,000","26,728,000","194,522,000","163,065,000","130,213,000","61,710,000","151,446,000","102,865,000","45,514,000","31,422,000","100,834,000","34,478,000","18,669,000","62,838,000","90,500,000","41,200,000","32,300,000","7,400,000","72,100,000","22,400,000","45,800,000","20,600,000","35,800,000","76,800,000","32,400,000","16,500,000","64,900,000","-13,200,000","13,500,000","100,000","18,100,000","69,000,000","11,600,000","14,600,000","11,100,000","20,800,000","-12,800,000","4,000,000","12,800,000","5,600,000","-9,900,000","20,600,000","6,600,000","10,000,000","500,000","1,000,000"
	CashFlowFromContinuingOperatingActivities,"1,104,468,000","54,954,000","212,384,000","498,739,000","338,391,000","259,605,000","407,845,000","598,499,000","568,521,000","194,974,000","440,675,000","411,759,000","396,190,000","170,137,000","286,859,000","273,499,000","437,758,000","183,228,000","319,373,000","460,344,000","247,996,000","165,882,000","342,872,000","435,301,000","411,620,000","137,760,000","254,921,000","389,433,000","317,165,000","-49,646,000","338,765,000","225,549,000","168,880,000","-71,006,000","198,190,000","213,059,000","152,858,000","-38,944,000","289,043,000","202,971,000","140,046,000","-44,470,000","162,805,000","109,598,000","96,003,000","-67,413,000","109,318,000","121,417,000","135,169,000","-46,192,000","259,611,000","146,549,000","228,126,000","37,919,000","198,505,000","184,837,000","266,871,000","-80,179,000","273,240,000","287,385,000","225,685,000","88,767,000","235,804,000","203,534,000","238,181,000","104,526,000","233,511,000","173,253,000","104,079,000","50,701,000","46,799,000","138,356,000","54,421,000","3,261,000","156,947,000","101,311,000","24,404,000","26,728,000","194,522,000","163,065,000","130,213,000","61,710,000","151,446,000","102,865,000","45,514,000","31,422,000","100,834,000","34,478,000","18,669,000","62,838,000","90,500,000","41,200,000","32,300,000","7,400,000","72,100,000","22,400,000","45,800,000","20,600,000","35,800,000","76,800,000","32,400,000","16,500,000","64,900,000","-13,200,000","13,500,000","100,000","18,100,000","69,000,000","11,600,000","14,600,000","11,100,000","20,800,000","-12,800,000","4,000,000","12,800,000","5,600,000","-9,900,000","20,600,000","6,600,000","10,000,000","500,000","1,000,000"
		NetIncomeFromContinuingOperations,"1,042,171,000","245,434,000","189,100,000","271,184,000","336,453,000","236,811,000","248,397,000","205,453,000","-48,588,000","110,465,000","264,673,000","155,669,000","202,654,000","121,575,000","230,043,000","228,026,000","197,545,000","209,241,000","240,866,000","271,022,000","261,748,000","201,056,000","234,508,000","270,827,000","256,114,000","172,117,000","192,005,000","215,703,000","186,774,000","22,504,000","147,080,000","151,260,000","152,861,000","81,053,000","107,261,000","119,559,000","84,382,000","50,567,000","66,389,000","70,304,000","73,188,000","41,012,000","43,897,000","47,696,000",,,"47,436,000","52,264,000","68,965,000","21,270,000","24,259,000","34,348,000","46,261,000","-105,887,000","-127,615,000","-1,484,781,000","88,778,000","65,390,000","379,114,000","122,054,000","115,268,000","90,378,000","129,491,000","127,708,000","127,514,000","71,120,000","85,712,000","108,652,000","93,811,000","70,020,000","102,470,000","112,687,000","87,158,000","66,307,000","102,142,000","91,382,000","74,985,000","41,640,000","84,201,000","81,560,000","75,518,000","43,210,000","59,193,000","55,727,000","46,466,000","27,206,000","39,262,000","42,137,000","47,203,000","33,997,000","40,100,000","45,100,000","44,100,000","27,900,000","29,800,000","32,400,000","30,700,000","14,700,000","19,300,000","20,800,000","19,400,000","8,500,000","12,600,000","14,800,000","16,400,000","5,300,000","-10,200,000","6,700,000","5,600,000","4,300,000","7,600,000","13,400,000","12,400,000","-400,000","7,400,000","7,200,000","6,000,000","2,100,000","5,600,000","4,300,000",,
		OperatingGainsLosses,"2,575,000","-365,000","4,301,000","-2,078,000","717,000","2,522,000","4,920,000","-2,085,000","2,560,000","901,000","37,000","-3,410,000","3,817,000","1,164,000","1,048,000","-447,000","471,000","-1,277,000","2,082,000","1,306,000","368,000","547,000","14,781,000","-8,428,000","-4,753,000","2,332,000","2,658,000","-137,000","952,000","-466,000","17,067,000","16,341,000","294,000","406,000","-453,000","1,292,000","371,000","51,000","3,009,000","1,780,000","-426,000","419,000","20,980,000","1,587,000","-6,465,000","6,950,000","208,000","-823,000","11,154,000","4,341,000","55,966,000","1,947,000","387,000","593,000","25,113,000","266,000","3,308,000","-671,000","-1,050,000","7,796,000","764,000","179,000","-270,000","1,671,000","1,772,000","2,452,000","3,853,000","1,009,000","3,079,000","1,973,000","3,379,000","2,649,000","810,000","3,744,000","4,221,000","5,613,000","1,566,000","624,000","1,221,000","435,000","2,934,000","3,635,000","6,593,000","-3,570,000","4,645,000","89,000","3,647,000","3,765,000","4,351,000","4,159,000","4,500,000","3,200,000","7,100,000","3,500,000","10,100,000","2,700,000","3,200,000","2,200,000","11,200,000","1,900,000","2,100,000","1,600,000","7,200,000","4,000,000","3,800,000","2,500,000","23,100,000","1,800,000","6,800,000","1,800,000","1,400,000","700,000","2,300,000","1,600,000","-1,700,000","3,100,000","300,000","500,000",,,"3,000,000","200,000"
			GainLossOnSaleOfPPE,"2,575,000","-365,000","4,301,000","-2,078,000","717,000","2,522,000","4,920,000","-2,085,000","2,560,000","901,000","37,000","-3,410,000","3,817,000","1,164,000","1,048,000","-447,000","471,000","-1,277,000","2,082,000","1,306,000","368,000","547,000","14,781,000","-8,428,000","-4,753,000","2,332,000","2,658,000","-137,000","952,000","-466,000","1,642,000","-189,000","294,000","406,000","-453,000","1,292,000","371,000","51,000","3,009,000","1,780,000","-426,000","419,000","-2,229,000","471,000","348,000","137,000","130,000","-4,153,000","-1,289,000","337,000","-1,446,000","1,947,000","387,000","593,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"581,910,000","141,415,000","143,412,000","148,618,000","148,465,000","151,216,000","156,555,000","151,342,000","154,094,000","145,516,000","153,759,000","144,920,000","140,482,000","137,291,000","139,092,000","132,971,000","127,048,000","122,654,000","118,372,000","113,515,000","109,761,000","105,024,000","104,379,000","103,680,000","101,214,000","100,194,000","94,025,000","94,955,000","88,011,000","85,656,000","95,665,000","85,167,000","83,754,000","80,984,000","86,329,000","81,550,000","80,643,000","60,349,000","63,878,000","71,298,000","71,831,000","73,286,000","74,930,000","74,207,000","74,344,000","74,253,000","74,522,000","72,956,000","72,497,000","76,798,000","81,827,000","76,435,000","77,062,000","67,680,000","69,034,000","77,712,000","75,052,000","73,256,000","81,573,000","75,636,000","75,382,000","73,846,000","72,278,000","68,040,000","69,781,000","64,853,000","54,429,000","31,138,000","31,497,000","32,265,000","30,014,000","31,964,000","30,100,000","31,010,000","29,171,000","26,006,000","26,389,000","25,049,000","26,442,000","25,024,000","28,868,000","21,608,000","21,471,000","20,677,000","21,076,000","20,943,000","20,935,000","19,592,000","20,944,000","20,875,000","29,200,000","24,800,000","27,800,000","23,500,000","19,300,000","15,900,000","16,700,000","16,000,000","14,000,000","15,300,000","14,900,000","15,100,000","13,800,000","14,300,000","13,300,000","13,800,000","11,600,000","12,700,000","13,400,000","14,900,000","12,700,000","12,500,000","12,300,000","12,000,000","6,800,000","7,400,000","4,200,000","4,700,000","2,600,000","1,700,000","1,300,000","1,800,000"
			DepreciationAndAmortization,"581,910,000","141,415,000","143,412,000","148,618,000","148,465,000","151,216,000","156,555,000","151,342,000","154,094,000","145,516,000","153,759,000","144,920,000","140,482,000","137,291,000","139,092,000","132,971,000","127,048,000","122,654,000","118,372,000","113,515,000","109,761,000","105,024,000","104,379,000","103,680,000","101,214,000","100,194,000","94,025,000","94,955,000","88,011,000","85,656,000","95,665,000","85,167,000","83,754,000","80,984,000","86,329,000","81,550,000","80,643,000","60,349,000","63,878,000","71,298,000","71,831,000","73,286,000","74,930,000","74,207,000","74,344,000","74,253,000","74,522,000","72,956,000","72,497,000","76,798,000","81,827,000","76,435,000","77,062,000","67,680,000","69,034,000","77,712,000","75,052,000","73,256,000","81,573,000","75,636,000","75,382,000","73,846,000","72,278,000","68,040,000","69,781,000","64,853,000","54,429,000","31,138,000","31,497,000","32,265,000","30,014,000","31,964,000","30,100,000","31,010,000","29,171,000","26,006,000","26,389,000","25,049,000","26,442,000","25,024,000","28,868,000","21,608,000","21,471,000","20,677,000","21,076,000","20,943,000","20,935,000","19,592,000","20,944,000","20,875,000","29,200,000","24,800,000","27,800,000","23,500,000","19,300,000","15,900,000","16,700,000","16,000,000","14,000,000","15,300,000","14,900,000","15,100,000","13,800,000","14,300,000","13,300,000","13,800,000","11,600,000","12,700,000","13,400,000","14,900,000","12,700,000","12,500,000","12,300,000","12,000,000","6,800,000","7,400,000","4,200,000","4,700,000","2,600,000","1,700,000","1,300,000","1,800,000"
		DeferredTax,"5,320,000","13,989,000","47,375,000","-15,770,000","-40,274,000","3,740,000","84,874,000","-17,132,000","-48,899,000","3,481,000","-117,145,000","2,267,000","-2,867,000","9,903,000","12,762,000","22,663,000","33,630,000","19,401,000","-92,140,000","11,870,000","-15,515,000","20,194,000","-6,122,000","-45,262,000","7,497,000","9,878,000","6,288,000","-22,471,000","-13,008,000","308,000","20,816,000","-22,858,000","-12,170,000","-9,814,000","-22,726,000","-23,546,000","-10,268,000","-5,985,000","1,702,000","5,618,000","6,695,000","-4,978,000","-3,884,000","-1,063,000","2,151,000","-1,820,000","-8,793,000","5,852,000","-12,663,000","-5,675,000","1,523,000","33,316,000","-392,000","-55,026,000","-54,943,000","119,124,000","3,043,000","2,618,000","-309,372,000","31,410,000","-6,712,000","-5,228,000","-4,930,000","-48,522,000","-14,255,000","-1,249,000",,,,,,,,,,,,"1,315,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"5,320,000","13,989,000","47,375,000","-15,770,000","-40,274,000","3,740,000","84,874,000","-17,132,000","-48,899,000","3,481,000","-117,145,000","2,267,000","-2,867,000","9,903,000","12,762,000","22,663,000","33,630,000","19,401,000","-92,140,000","11,870,000","-15,515,000","20,194,000","-6,122,000","-45,262,000","7,497,000","9,878,000","6,288,000","-22,471,000","-13,008,000","308,000","20,816,000","-22,858,000","-12,170,000","-9,814,000","-22,726,000","-23,546,000","-10,268,000","-5,985,000","1,702,000","5,618,000","6,695,000","-4,978,000","-3,884,000","-1,063,000","2,151,000","-1,820,000","-8,793,000","5,852,000","-12,663,000","-5,675,000","1,523,000","33,316,000","-392,000","-55,026,000","-54,943,000","119,124,000","3,043,000","2,618,000","-309,372,000","31,410,000","-6,712,000","-5,228,000","-4,930,000","-48,522,000","-14,255,000","-1,249,000",,,,,,,,,,,,"1,315,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,"0",,,,"-5,266,000",,,,,,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
