name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993
TotalAssets,"10,587,409,000","10,445,655,000","10,048,377,000","9,844,160,000","9,295,447,000","9,111,394,000","8,743,025,000","8,567,009,000","8,574,284,000","8,420,562,000","8,262,954,000","8,014,127,000","7,962,480,000","7,804,024,000","7,824,810,000","7,502,818,000","7,427,674,000","7,388,196,000","7,297,471,000","7,317,569,000","6,958,510,000","6,772,002,000","6,862,081,000","6,865,025,000","6,896,960,000","6,917,113,000","7,139,909,000","7,114,521,000","7,730,504,000","7,754,839,000","7,884,195,000","7,862,504,000","7,767,363,000","7,752,614,000","7,886,839,000","7,883,902,000","7,802,099,000","7,560,101,000","7,190,117,000","7,068,090,000","6,872,405,000","7,004,437,000","7,504,661,000","7,527,085,000","7,527,491,000","7,644,276,000","7,559,788,000","7,301,687,000","7,092,268,000","7,304,279,000","7,438,946,000","7,595,396,000","7,676,419,000","7,690,883,000","7,842,864,000","7,833,069,000","7,760,243,000","7,661,981,000","7,416,842,000","7,302,898,000","7,272,485,000","7,238,595,000","7,273,542,000","7,014,473,000","6,704,019,000","5,647,560,000","5,657,032,000","6,204,145,000","5,945,877,000","5,896,643,000","5,882,080,000","5,735,114,000","5,626,464,000","5,561,249,000","5,554,955,000","5,430,926,000","5,381,023,000","5,348,823,000","5,299,464,000","5,235,891,000","5,243,468,000","5,330,033,000","5,304,002,000","10,980,972,000","5,479,442,000","5,460,036,000","5,625,895,000","5,729,836,000","5,646,440,000","5,486,238,000","5,334,700,000","3,427,700,000","3,068,900,000","2,853,653,000","2,651,000,000","2,530,800,000","2,298,900,000","2,176,214,000","1,926,500,000","1,550,900,000","1,417,600,000","1,361,142,000","1,294,300,000","1,177,800,000","1,163,700,000","1,045,588,000","1,003,400,000","886,900,000","773,000,000","774,901,000","754,800,000","692,500,000","637,200,000","632,900,000","125,400,000"
	CurrentAssets,"576,374,000","789,532,000","1,158,330,000","1,061,564,000","524,571,000","577,051,000","480,829,000","480,774,000","596,430,000","648,665,000","794,906,000","549,439,000","627,081,000","637,282,000","933,198,000","823,681,000","937,763,000","940,971,000","1,341,190,000","1,884,682,000","501,845,000","448,777,000","526,449,000","475,136,000","615,498,000","629,704,000","772,545,000","713,248,000","1,285,890,000","494,861,000","518,305,000","495,075,000","448,041,000","458,164,000","464,821,000","430,267,000","752,468,000","414,238,000","296,318,000","271,407,000","183,157,000","382,211,000","223,024,000","326,820,000","363,957,000","173,565,000","205,104,000","468,123,000","225,917,000","318,615,000","345,003,000","245,152,000","243,012,000","248,815,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"9,160,000","69,752,000","9,874,000","8,252,000","9,009,000","6,309,000","6,748,000","29,870,000","187,563,000","110,891,000","121,233,000","8,664,000","15,295,000","17,901,000","133,405,000","86,339,000","160,861,000","67,562,000","27,315,000","76,326,000","13,389,000","12,639,000","110,211,000","91,700,000","15,640,000","22,533,000","175,874,000","20,254,000","17,806,000","17,922,000","66,132,000","21,225,000","19,474,000","19,275,000","24,112,000","21,402,000","307,167,000","33,889,000","113,152,000","106,565,000","14,740,000","213,809,000","16,182,000","117,645,000","167,115,000","18,384,000","20,849,000","256,265,000","30,999,000","147,322,000","155,914,000","26,699,000","22,171,000","22,532,000","3,470,000","17,704,000","15,529,000","48,012,000","569,617,000","45,456,000","9,492,000","68,483,000","25,000,000","7,039,000","0","26,732,000","124,867,000","6,487,000","3,679,000","5,589,000","0","10,791,000","11,899,000","12,632,000","931,000","11,671,000","12,509,000","17,414,000","43,037,000","2,505,000","13,510,000","9,483,000","9,504,000","103,027,000","38,891,000","39,191,000","41,287,000","41,717,000","37,913,000","18,765,000",,,,"6,950,000",,,,"10,353,000",,,,,,,,"5,727,000",,,,"40,433,000",,,,,
			CashAndCashEquivalents,"9,160,000","69,752,000","9,874,000","8,252,000","9,009,000","6,309,000","6,748,000","29,870,000","187,563,000","110,891,000","121,233,000","8,664,000","15,295,000","17,901,000","133,405,000","86,339,000","160,861,000","67,562,000","27,315,000","76,326,000","13,389,000","12,639,000","110,211,000","91,700,000","15,640,000","22,533,000","175,874,000","20,254,000","17,806,000","17,922,000","66,132,000","21,225,000","19,474,000","19,275,000","24,112,000","21,402,000","307,167,000","33,889,000","113,152,000","106,565,000","14,740,000","213,809,000","16,182,000","117,645,000","167,115,000","18,384,000","20,849,000","256,265,000","30,999,000","147,322,000","155,914,000","26,699,000","22,171,000","22,532,000","3,470,000","17,704,000","15,529,000","48,012,000","18,424,000","45,456,000","9,492,000","68,483,000","25,000,000","7,039,000","0","26,732,000","124,867,000","6,487,000","3,679,000","5,589,000","0","10,791,000","11,899,000","12,632,000","931,000","11,671,000","12,509,000","17,414,000","43,037,000","2,505,000","13,510,000","9,483,000","9,504,000","103,027,000","38,891,000","39,191,000","41,287,000","41,717,000","37,913,000","18,765,000",,,,"6,950,000",,,,"10,353,000",,,,,,,,"5,727,000",,,,"40,433,000",,,,,
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106,565,000","14,740,000","213,809,000","16,182,000","117,645,000","167,115,000",,"20,849,000","256,265,000","30,999,000",,"155,914,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"551,193,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"235,787,000","242,932,000","271,405,000","226,512,000","206,344,000","199,730,000","205,026,000","208,889,000","179,960,000","285,300,000","295,874,000","306,384,000","391,351,000","437,353,000","432,417,000","406,685,000","522,686,000","552,569,000","548,671,000","543,624,000","140,173,000","146,736,000","153,302,000","154,972,000","155,294,000","152,086,000","162,446,000","148,433,000","184,456,000","193,864,000","194,071,000","200,299,000","188,882,000","163,633,000","173,297,000","175,336,000","170,097,000","182,340,000","183,166,000","164,842,000","168,417,000","168,402,000","206,842,000","209,175,000","196,842,000","155,181,000","184,255,000","211,858,000","194,918,000","171,293,000","189,089,000","218,453,000","220,841,000","226,283,000","144,149,000","232,067,000","214,038,000","206,671,000","193,217,000","176,240,000","158,444,000","170,087,000","168,200,000","167,454,000","173,020,000","145,983,000","184,079,000","186,246,000","181,433,000","165,966,000","153,109,000","149,927,000","135,322,000","132,169,000","134,165,000","108,234,000","96,820,000","90,658,000","98,273,000","90,032,000","86,020,000","95,970,000","104,278,000","116,829,000","94,905,000","99,360,000","102,905,000","92,626,000","81,273,000","86,151,000",,,,"59,135,000","6,800,000","6,900,000","5,600,000","43,378,000","21,100,000","13,800,000","15,800,000","29,200,000","4,400,000","4,200,000","5,300,000","14,646,000","5,000,000","3,700,000","4,300,000","11,735,000","4,600,000","4,400,000","3,800,000","1,200,000","300,000"
			AccountsReceivable,"198,620,000","185,674,000","175,241,000","167,227,000","179,123,000","169,147,000","160,202,000","155,120,000","149,334,000","149,693,000","144,138,000","141,384,000","129,706,000","123,588,000","121,974,000","116,477,000","119,205,000","112,432,000","111,650,000","110,404,000","135,172,000","136,295,000","144,774,000","141,535,000","138,671,000","135,627,000","137,624,000","133,904,000","139,596,000","157,560,000","163,625,000","162,591,000","161,049,000","144,424,000","144,647,000","145,131,000","142,632,000","142,586,000","29,737,000","19,618,000","24,045,000","22,255,000","21,685,000","24,741,000","27,166,000","22,588,000","26,040,000","19,382,000","20,798,000","20,604,000","23,880,000","22,157,000","23,684,000","27,966,000","22,680,000","23,494,000","26,672,000","29,009,000","22,483,000","19,921,000","26,527,000","24,118,000","21,758,000","18,871,000","22,020,000","31,342,000","19,736,000","14,129,000","16,676,000","17,127,000","15,374,000","13,752,000","16,431,000","16,215,000","17,727,000","16,777,000","14,501,000","15,415,000","17,381,000","17,535,000","14,644,000","23,142,000","16,873,000","18,908,000","17,712,000","19,454,000","17,377,000","17,662,000","17,393,000","26,844,000",,,,"9,641,000","6,800,000","6,900,000","5,600,000","5,932,000","21,100,000","13,800,000","15,800,000","29,200,000","4,400,000","4,200,000","5,300,000","5,184,000","5,000,000","3,700,000","4,300,000","4,257,000","4,600,000","4,400,000","3,800,000","1,200,000","300,000"
				GrossAccountsReceivable,,,,,,"169,147,000",,,,,,,,"129,409,000","333,644,000","122,575,000","126,935,000","119,395,000","116,325,000","116,332,000","142,826,000","143,604,000","152,623,000","148,948,000","145,909,000","142,895,000","145,095,000","142,804,000","149,946,000","168,707,000","173,285,000","171,308,000","169,341,000","155,350,000","155,937,000","154,807,000","152,355,000","152,051,000","32,817,000","22,371,000","26,738,000","25,852,000","24,539,000","28,543,000","30,363,000",,,,,"23,802,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,"-5,821,000","-211,670,000","-6,098,000","-7,730,000","-6,963,000","-4,675,000","-5,928,000","-7,654,000","-7,309,000","-7,849,000","-7,413,000","-7,238,000","-7,268,000","-7,471,000","-8,900,000","-10,350,000","-11,147,000","-9,660,000","-8,717,000","-8,292,000","-10,926,000","-11,290,000","-9,676,000","-9,723,000","-9,465,000","-3,080,000","-2,753,000","-2,693,000","-3,597,000","-2,854,000","-3,802,000","-3,197,000",,,,,"-3,198,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,"0","0","0","0","110,000,000","127,550,000","142,550,000","237,550,000","272,550,000","276,744,000","276,766,000","386,789,000","426,657,000","426,678,000","423,946,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"37,167,000","57,258,000","96,164,000","59,285,000","27,221,000","30,583,000","44,824,000","53,769,000","30,626,000","25,607,000","24,186,000","22,450,000","24,095,000","41,215,000","33,699,000","13,442,000","16,692,000","13,480,000","10,343,000","9,274,000","5,001,000","10,441,000","8,528,000","13,437,000","16,623,000","16,459,000","24,822,000","14,529,000","44,860,000","36,304,000","30,446,000","37,708,000","27,833,000","19,209,000","28,650,000","30,205,000","27,465,000","39,754,000","158,703,000","151,789,000","151,369,000","153,594,000","192,659,000","192,358,000","177,194,000","132,593,000","158,215,000","192,476,000","174,120,000","150,689,000","165,209,000","196,296,000","197,157,000","198,317,000","121,469,000","208,573,000","187,366,000","177,662,000","170,734,000","156,319,000","131,917,000","145,969,000","146,442,000","148,583,000","151,000,000","114,641,000","164,343,000","172,117,000","164,757,000","148,839,000","137,735,000","136,175,000","118,891,000","115,954,000","116,438,000","91,457,000","82,319,000","75,243,000","80,892,000","72,497,000","71,376,000","72,828,000","87,405,000","97,921,000","77,193,000","79,906,000","85,528,000","74,964,000","63,880,000","59,307,000",,,,"49,494,000",,,,"37,446,000",,,,,,,,"9,462,000",,,,"7,478,000",,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,274,000","-6,565,000","-6,997,000","-7,447,000","-7,502,000","-7,924,000","-7,518,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"0","144,651,000","198,914,000","435,606,000","0","67,946,000","0","0","0","18,463,000","23,739,000","20,472,000","1,940,000","1,082,000","53,653,000",,"21,740,000","17,550,000","63,604,000","213,654,000","81,563,000","51,627,000","18,184,000","3,462,000","64,161,000","45,801,000","8,920,000","72,384,000","840,018,000","71,525,000","35,414,000","29,780,000","34,826,000","57,466,000","57,790,000","57,046,000","105,505,000","30,937,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"0","144,651,000","198,914,000","435,606,000","0","67,946,000","0","0","0","18,463,000","23,739,000","20,472,000","1,940,000","1,082,000","53,653,000",,"21,740,000","17,550,000","63,604,000","213,654,000","81,563,000","51,627,000","18,184,000","3,462,000","64,161,000","45,801,000","8,920,000","72,384,000","840,018,000","71,525,000","35,414,000","29,780,000","34,826,000","57,466,000","57,790,000","57,046,000","105,505,000","30,937,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,"331,427,000","332,197,000","678,137,000","391,194,000","309,218,000","303,066,000","269,055,000","242,015,000","228,907,000","234,011,000","354,060,000","213,919,000","218,495,000","180,946,000","313,723,000","330,657,000","232,476,000","303,290,000","701,600,000","1,051,078,000","266,720,000","237,775,000","244,752,000","225,002,000","380,403,000","409,284,000","425,305,000","472,177,000","243,610,000","211,550,000","222,688,000","243,771,000","204,859,000","217,790,000","209,622,000","176,483,000","169,699,000","167,072,000",,,,,,,,,,,,,,,,,,,"250,900,000",,,,,,"164,728,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,"0","67,946,000","0","0","0","18,463,000","23,739,000","20,472,000","1,940,000","1,082,000","53,653,000",,"21,740,000","17,550,000","63,604,000","213,654,000","81,563,000","51,627,000","18,184,000","3,462,000","64,161,000","45,801,000","8,920,000","72,384,000","840,018,000","71,525,000","35,414,000","29,780,000","34,826,000","57,466,000","57,790,000","57,046,000","105,505,000","30,937,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"10,011,035,000","9,656,123,000","8,890,047,000","8,782,596,000","8,770,876,000","8,534,343,000","8,262,196,000","8,086,235,000","7,977,854,000","7,771,897,000","7,468,048,000","7,464,688,000","7,335,399,000","7,166,742,000","6,891,612,000","6,679,137,000","6,489,911,000","6,447,225,000","5,956,281,000","5,432,887,000","6,456,665,000","6,323,225,000","6,335,632,000","6,389,889,000","6,281,462,000","6,287,409,000","6,367,364,000","6,401,273,000","6,444,614,000","7,259,978,000","7,365,890,000","7,367,429,000","7,319,322,000","7,294,450,000","7,422,018,000","7,453,635,000","7,049,631,000","7,145,863,000","6,893,799,000","6,796,683,000","6,689,248,000","6,622,226,000","7,281,637,000","7,200,265,000","7,163,534,000","7,470,711,000","7,354,684,000","6,833,564,000","6,866,351,000","6,985,664,000","7,093,943,000","7,350,244,000","7,433,407,000","7,442,068,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,209,222,000","5,748,817,000","5,991,350,000","5,527,909,000","6,159,414,000","6,473,926,000","6,428,826,000","6,326,334,000","6,589,979,000","6,202,269,000","6,245,513,000","5,842,407,000","6,452,707,000","6,681,617,000","6,766,477,000","6,079,706,000","6,736,511,000","6,715,261,000","6,704,966,000","6,448,383,000","6,180,911,000","6,084,603,000","5,931,317,000","5,914,454,000","5,752,846,000","5,508,618,000","5,440,361,000","5,034,422,000","4,919,733,000","5,595,138,000","5,400,554,000","5,379,186,000","5,376,841,000","5,219,552,000","5,133,107,000","5,147,085,000","5,152,908,000","5,057,442,000","5,026,643,000","5,018,377,000","4,930,432,000","4,919,766,000","4,949,147,000","5,027,428,000","4,958,154,000","5,047,642,000","5,110,140,000","5,074,435,000","5,272,035,000","5,302,166,000","5,243,808,000","5,192,396,000","5,053,400,000","3,015,700,000","2,833,100,000","2,682,499,000","2,480,900,000","2,389,800,000","2,161,800,000","2,060,463,000","1,562,300,000","1,363,300,000","1,254,500,000","1,361,142,000","1,142,100,000","1,040,900,000","1,019,200,000","907,164,000","874,700,000","793,200,000","715,700,000","685,655,000","649,600,000","623,800,000","573,900,000","569,100,000",
			GrossPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,456,075,000","6,947,890,000","7,142,672,000","6,636,559,000","7,573,218,000","7,855,845,000","7,763,400,000","7,616,751,000","7,984,429,000","7,560,208,000","7,559,184,000","7,154,140,000","7,727,435,000","7,933,838,000","7,969,531,000","7,246,819,000","7,857,713,000","7,789,449,000","7,734,828,000","7,399,758,000","7,108,935,000","6,968,204,000","6,838,412,000","6,781,533,000","6,613,350,000","6,342,224,000","6,223,711,000","5,789,164,000","5,646,300,000","6,451,176,000","6,226,456,000","6,168,086,000","6,141,586,000","5,961,185,000","5,843,028,000","5,824,442,000","5,810,219,000","5,681,073,000","5,615,272,000","5,574,235,000","5,451,647,000","5,408,637,000","5,407,715,000","5,453,149,000","5,354,340,000","5,438,266,000","5,473,695,000","5,412,861,000","5,612,985,000","5,611,007,000","5,521,972,000","5,446,970,000","5,053,400,000","3,015,700,000","2,833,100,000","2,862,386,000","2,480,900,000","2,389,800,000","2,161,800,000","2,176,727,000","1,562,300,000","1,363,300,000","1,254,500,000","1,443,349,000","1,142,100,000","1,040,900,000","1,019,200,000","963,499,000","874,700,000","793,200,000","715,700,000","723,713,000","649,600,000","623,800,000","573,900,000","569,100,000",
				Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,852,459,000","1,856,470,000","1,832,482,000","1,825,507,000","1,929,862,000","1,894,290,000","1,855,735,000","1,791,762,000","1,859,554,000","1,746,835,000","1,752,275,000","1,766,739,000","1,796,027,000","1,936,287,000","1,897,449,000","1,881,130,000","1,894,158,000","1,834,450,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
