name,ttm,09/30/2016,06/30/2016,09/30/2015,06/30/2015,03/31/2008,09/30/2007,06/30/2007,03/31/2007,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989
OperatingCashFlow,,"3,753,476","277,903","4,824,436","1,334,572","24,687,897","36,779,670","24,108,842","24,875,322","46,868,068","58,998,976","30,916,512","28,927,490","42,629,361","19,729,264","41,483,904","24,757,156","22,868,774","20,495,933","19,069,224","22,292,735","24,624,859","13,855,000","10,833,564","7,890,073","3,146,308","2,698,695","49,138,766","-10,633,187","36,094,823","15,483,862","18,301,954","12,083,071","8,820,700","12,492,558","9,000,000","5,300,000","6,200,000","6,100,000","6,500,000","4,600,000","10,000,000","14,200,000","9,800,000","4,300,000","22,300,000","-9,900,000","43,600,000","2,200,000","4,600,000","500,000","2,900,000","5,086,129","5,113,871","2,600,000","2,200,000","8,500,000","7,100,000","34,000,000","-18,800,000","5,700,000","7,600,000","30,400,000","-22,500,000","14,500,000","4,100,000","1,100,000","400,000","12,300,000","5,000,000","400,000","0","11,600,000","3,300,000","200,000","0","3,100,000","2,800,000"
	CashFlowFromContinuingOperatingActivities,,"3,753,476","277,903","4,824,436","1,334,572","24,687,897","36,779,670","24,108,842","24,875,322","46,868,068","58,998,976","30,916,512","28,927,490","42,629,361","19,729,264","41,483,904","24,757,156","22,868,774","20,495,933","19,069,224","22,292,735","24,624,859","13,855,000","10,833,564","7,890,073","3,146,308","2,698,695","49,138,766","-10,633,187","36,094,823","15,483,862","18,301,954","12,083,071","8,820,700","12,492,558","9,000,000","5,300,000","6,200,000","6,100,000","6,500,000","4,600,000","10,000,000","14,200,000","9,800,000","4,300,000","22,300,000","-9,900,000","43,600,000","2,200,000","4,600,000","500,000","2,900,000","5,086,129","5,113,871","2,600,000","2,200,000","8,500,000","7,100,000","34,000,000","-18,800,000","5,700,000","7,600,000","30,400,000","-22,500,000","14,500,000","4,100,000","1,100,000","400,000","12,300,000","5,000,000","400,000","0","11,600,000","3,300,000","200,000","0","3,100,000","2,800,000"
		NetIncomeFromContinuingOperations,,"4,030,292",,"5,013,545",,"25,130,723","37,385,218","25,795,552","24,007,882","50,490,196","46,012,856","32,291,950","34,519,059","38,736,216","29,305,430","34,401,620","24,991,804","20,691,881","21,419,523","23,821,432","25,618,735","19,498,147","11,579,817","12,296,335","9,014,803","3,527,012","2,898,013","50,977,446","-11,011,772","37,262,515","16,456,142","19,651,467","13,192,820","9,888,503","11,295,667","7,800,000","5,900,000","6,800,000","5,600,000","6,200,000","6,400,000","11,400,000","12,200,000","9,600,000","8,500,000","18,300,000","8,100,000","22,800,000","3,000,000","3,900,000","1,200,000","3,300,000","5,077,492","4,222,508","3,200,000","3,800,000","8,500,000","7,100,000","11,200,000","8,900,000","7,400,000","9,300,000","6,100,000","4,500,000","15,800,000","5,300,000","1,700,000","600,000","12,900,000","5,900,000","500,000","0","11,800,000","4,100,000","300,000","100,000","4,000,000","3,600,000"
		OperatingGainsLosses,,,"431,160",,"1,416,218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"431,160",,"1,416,218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,,,,,,"-442,826","-605,548","-444,556","-374,714","-603,557",,"-639,915","-715,005","-761,913",,"-850,220","-792,390","-691,520",,"-975,950",,,,"-1,462,771",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,700,000","-1,700,000",,,,,"-600,000","-200,000","-600,000","-900,000","-100,000","0","-200,000","-800,000","-100,000","-100,000","-900,000","-800,000"
			DepreciationAndAmortization,,,,,,"-442,826","-605,548","-444,556","-374,714","-603,557",,"-639,915","-715,005","-761,913",,"-850,220","-792,390","-691,520",,"-975,950",,,,"-1,462,771",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,700,000","-1,700,000",,,,,"-600,000","-200,000","-600,000","-900,000","-100,000","0","-200,000","-800,000","-100,000","-100,000","-900,000","-800,000"
		AmortizationOfSecurities,,"-276,816","-153,257","-189,109","-81,646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,"-276,816","-153,257","-189,109","-81,646",,,,"1,242,154","-3,018,571","10,869,287","-735,523","-4,876,564","4,655,058","-11,910,296","7,932,504","557,742","2,868,413",,,"-1,350,454","5,126,712",,,,"-380,704","-199,318",,,"-1,167,692","-972,280","-1,349,513","-1,109,749","-1,067,803",,,"-600,000","-600,000","500,000","300,000","-1,800,000","-1,400,000",,,"-4,200,000","4,000,000","-18,000,000","20,800,000","-800,000","700,000","-700,000","-400,000","8,637","891,363","-600,000",,,,,,,,"24,300,000","-27,000,000","-1,300,000","-1,200,000",,,,,,,,,,,,
FinancingCashFlow,,"-4,030,292","-431,160","-5,013,545","-1,416,218","-25,130,723","-37,385,218","-25,795,552","-24,007,882","-50,490,196","-46,012,856","-32,291,950","-34,519,059","-38,736,216","-29,305,430","-34,401,620","-24,991,804","-20,691,881","-14,736,943","-23,821,432","-25,618,735","-19,498,147","-11,579,817","38,675,108","-59,986,246","-3,527,012","-2,898,013","-50,977,446","11,011,772","-37,262,515","-16,456,142","-19,651,467","-13,192,820","-9,888,503","-11,295,667","-7,800,000","-5,900,000","-6,800,000","-5,600,000","-6,200,000","-6,400,000","-11,400,000","-12,200,000","-9,600,000","-8,500,000","-18,300,000","-8,100,000","-22,800,000","-3,000,000","-3,900,000","-1,200,000","-3,300,000","-5,077,492","-4,222,508","-3,200,000","-3,800,000","-8,500,000","-7,100,000",,,"-7,400,000","-9,300,000",,,"-15,800,000","-5,300,000","-1,700,000","-600,000","-12,900,000","-5,900,000","-500,000","0","-11,800,000","-4,100,000","-300,000","-100,000","-4,000,000","-3,600,000"
