name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
TotalRevenue,"386,137,000","87,842,000","102,760,000","93,205,000","102,330,000","88,610,000","109,731,000","108,460,000","56,390,000","87,467,000","114,374,000","100,162,000","93,571,000","82,148,000","107,944,000","95,630,000","96,080,000","87,635,000","97,963,000","82,256,000","78,016,000","68,439,000","70,531,000","60,922,000","55,400,000","41,651,000","33,124,000","15,402,000","11,418,000","9,662,000","9,715,000","8,668,000","7,526,000","6,664,000","6,196,000","6,198,000"
	OperatingRevenue,"386,137,000","87,842,000","102,760,000","93,205,000","102,330,000","88,610,000","109,731,000","108,460,000","56,390,000","87,467,000","114,374,000","100,162,000","93,571,000","82,148,000","107,944,000","95,630,000","96,080,000","87,635,000","97,963,000","82,256,000","78,016,000","68,439,000","70,531,000","60,922,000","55,400,000","41,651,000","33,124,000","15,402,000","11,418,000","9,662,000","9,715,000","8,668,000","7,526,000","6,664,000","6,196,000","6,198,000"
CostOfRevenue,"123,297,000","28,750,000","33,628,000","28,575,000","32,344,000","26,316,000","31,703,000","32,383,000","21,140,000","26,920,000","33,116,000","30,222,000","29,628,000","28,939,000","31,790,000","28,382,000","28,159,000","25,634,000","28,451,000","24,316,000","24,143,000","22,071,000","21,692,000","19,235,000","18,842,000","15,664,000","12,771,000","5,968,000","5,508,000","3,873,000","3,021,000","2,737,000","2,522,000","2,999,000","2,552,000","2,470,000"
GrossProfit,"262,840,000","59,092,000","69,132,000","64,630,000","69,986,000","62,294,000","78,028,000","76,077,000","35,250,000","60,547,000","81,258,000","69,940,000","63,943,000","53,209,000","76,154,000","67,248,000","67,921,000","62,001,000","69,512,000","57,940,000","53,873,000","46,368,000","48,839,000","41,687,000","36,558,000","25,987,000","20,353,000","9,434,000","5,910,000","5,789,000","6,694,000","5,931,000","5,004,000","3,665,000","3,644,000","3,728,000"
OperatingExpense,"364,031,000","91,861,000","95,347,000","91,074,000","85,749,000","84,806,000","78,903,000","79,626,000","70,611,000","83,614,000","92,939,000","85,924,000","90,503,000","95,463,000","84,757,000","76,485,000","76,122,000","77,703,000","71,684,000","62,358,000","63,811,000","59,419,000","55,108,000","43,559,000","42,481,000","35,004,000","33,497,000","27,143,000","25,085,000","18,128,000","13,800,000","12,429,000","12,465,000","10,906,000","10,179,000","9,090,000"
	SellingGeneralAndAdministration,"315,364,000","79,325,000","82,638,000","79,521,000","73,880,000","73,272,000","67,073,000","68,512,000","60,167,000","71,402,000","76,006,000","72,905,000","75,573,000","81,328,000","71,277,000","64,007,000","64,706,000","66,618,000","61,741,000","52,977,000","54,274,000","50,720,000","43,832,000","35,636,000","34,312,000","28,643,000","27,623,000","21,896,000","19,822,000","13,130,000","9,058,000","7,193,000","7,315,000","6,210,000","5,541,000","4,504,000"
	ResearchAndDevelopment,"48,667,000","12,536,000","12,709,000","11,553,000","11,869,000","11,534,000","11,830,000","11,114,000","10,444,000","12,212,000","16,933,000","13,019,000","14,930,000","14,135,000","13,480,000","12,478,000","11,416,000","11,085,000","9,943,000","9,381,000","9,537,000","8,699,000","11,276,000","7,923,000","8,169,000","6,361,000","5,874,000","5,247,000","5,263,000","4,998,000","4,742,000","5,236,000","5,150,000","4,696,000","4,638,000","4,586,000"
OperatingIncome,"-101,191,000","-32,769,000","-26,215,000","-26,444,000","-15,763,000","-22,512,000","-875,000","-3,549,000","-35,361,000","-23,067,000","-11,681,000","-15,984,000","-26,560,000","-42,254,000","-8,603,000","-9,237,000","-8,201,000","-15,702,000","-2,172,000","-4,418,000","-9,938,000","-13,051,000","-6,269,000","-1,872,000","-5,923,000","-9,017,000","-13,144,000","-17,709,000","-19,175,000","-12,339,000","-7,106,000","-6,498,000","-7,461,000","-7,241,000","-6,535,000","-5,362,000"
NetNonOperatingInterestIncomeExpense,"-14,288,000","-1,460,000","-3,698,000","-3,589,000","-5,541,000","-6,250,000","-6,094,000","-5,826,000","-5,368,000","-1,562,000","-1,399,000","-1,152,000","-1,221,000","-1,139,000","-1,194,000","-1,347,000","-1,444,000","-1,545,000","-1,616,000","-1,689,000","-1,707,000","-1,726,000","-1,780,000","-1,825,000","-677,000","-427,000","-463,000","-554,000","-571,000","-569,000","-109,000","20,000","32,000","40,000","41,000","41,000"
	InterestIncomeNonOperating,"517,000","143,000","112,000","99,000","163,000","297,000","401,000","537,000","754,000","1,264,000","1,379,000","1,603,000","1,489,000","1,549,000","1,448,000","1,275,000","1,135,000","1,013,000","900,000","808,000","747,000","709,000","619,000","556,000","295,000","215,000","176,000","185,000","110,000","104,000",,"20,000","32,000","40,000","41,000","41,000"
