name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003
TotalRevenue,"487,510,000","120,198,000","118,493,000","122,584,000","126,235,000","127,183,000","127,456,000","127,731,000","114,807,000","127,854,000","131,634,000","135,895,000","130,751,000","134,497,000","132,792,000","125,784,000","118,760,000","128,884,000","129,220,000","110,364,000","109,143,000","105,634,000","112,526,000","92,610,000","94,897,000","102,010,000","97,251,000","88,389,000","83,479,000","89,756,000","88,413,000","82,130,000","74,998,000","87,004,000","77,876,000","77,723,000","75,285,000","74,298,000","85,571,000","72,496,000","63,692,000","63,515,000","68,324,000","49,268,000","50,940,000","45,017,000","49,369,000","46,549,000","45,483,000","40,696,000","31,091,000","42,744,000","40,602,000","32,124,000","34,526,000","29,511,000","26,775,000","27,276,000","27,191,000","27,213,000","27,131,000","23,872,000","25,330,000","22,899,000","18,527,000","22,438,000","22,569,000","21,517,000","19,521,000","16,513,000","15,992,000","14,482,000","18,520,000","15,432,000","9,463,000","9,563,000","6,112,000"
	OperatingRevenue,"487,510,000","120,198,000","118,493,000","122,584,000","126,235,000","127,183,000","127,456,000","127,731,000","114,807,000","127,854,000","131,634,000","135,895,000","130,751,000","134,497,000","132,792,000","125,784,000","118,760,000","128,884,000","129,220,000","110,364,000","109,143,000","105,634,000","112,526,000","92,610,000","94,897,000","102,010,000","97,251,000","88,389,000","83,479,000","89,756,000","88,413,000","82,130,000","74,998,000","87,004,000","77,876,000","77,723,000","75,285,000","74,298,000","85,571,000","72,496,000","63,692,000","63,515,000","68,324,000","49,268,000","50,940,000","45,017,000","49,369,000","46,549,000","45,483,000","40,696,000","31,091,000","42,744,000","40,602,000","32,124,000","34,526,000","29,511,000","26,775,000","27,276,000","27,191,000","27,213,000","27,131,000","23,872,000","25,330,000","22,899,000","18,527,000","22,438,000","22,569,000","21,517,000","19,521,000","16,513,000","15,992,000","14,482,000","18,520,000","15,432,000","9,463,000","9,563,000","6,112,000"
CostOfRevenue,"262,706,000","64,812,000","66,204,000","64,619,000","67,071,000","66,430,000","62,347,000","66,193,000","59,771,000","58,959,000","63,464,000","69,045,000","64,849,000","61,343,000","64,074,000","60,363,000","59,141,000","61,344,000","56,570,000","55,005,000","54,042,000","51,266,000","64,503,000","43,474,000","42,964,000","43,473,000","42,727,000","40,421,000","40,352,000","42,660,000","47,179,000","40,939,000","40,449,000","38,400,000","44,048,000","41,135,000","39,665,000","40,019,000","85,348,000","21,324,000","17,923,000","16,988,000","20,351,000","14,689,000","14,366,000","12,796,000","12,760,000","13,632,000","13,495,000","13,060,000","10,671,000","11,450,000","11,086,000","10,796,000","10,525,000","11,033,000","9,985,000","9,727,000","8,886,000","7,985,000","8,263,000","7,777,000","7,010,000","7,082,000","7,429,000","7,109,000","7,163,000","6,333,000","6,448,000","5,388,000","5,736,000","5,245,000","6,208,000","5,228,000","5,419,000","7,141,000","6,467,000"
GrossProfit,"224,804,000","55,386,000","52,289,000","57,965,000","59,164,000","60,753,000","65,109,000","61,538,000","55,036,000","68,895,000","68,170,000","66,850,000","65,902,000","73,154,000","68,718,000","65,421,000","59,619,000","67,540,000","72,650,000","55,359,000","55,101,000","54,368,000","48,023,000","49,136,000","51,933,000","58,537,000","54,524,000","47,968,000","43,127,000","47,096,000","41,234,000","41,191,000","34,549,000","48,604,000","33,828,000","36,588,000","35,620,000","34,279,000","223,000","51,172,000","45,769,000","46,527,000","47,973,000","34,579,000","36,574,000","32,221,000","36,609,000","32,917,000","31,988,000","27,636,000","20,420,000","31,294,000","29,516,000","21,328,000","24,001,000","18,478,000","16,790,000","17,549,000","18,305,000","19,228,000","18,868,000","16,095,000","18,320,000","15,817,000","11,098,000","15,329,000","15,406,000","15,184,000","13,073,000","11,125,000","10,256,000","9,237,000","12,312,000","10,204,000","4,044,000","2,422,000","-355,000"
OperatingExpense,"13,981,000","4,312,000","2,973,000","3,849,000","2,847,000","2,968,000","2,420,000","2,332,000","2,535,000","2,702,000","2,929,000","2,714,000","1,988,000","2,620,000","2,747,000","2,498,000","2,673,000","3,122,000","5,451,000","3,623,000","2,615,000","2,634,000","3,914,000","2,664,000","2,863,000","3,091,000","2,897,000","3,673,000","2,696,000","3,290,000","2,891,000","2,266,000","2,516,000","3,151,000","3,002,000","2,415,000","3,100,000","3,232,000","-38,230,000","14,443,000","11,619,000","12,303,000","11,692,000","9,745,000","9,286,000","9,003,000","10,379,000","8,745,000","9,504,000","9,773,000","9,381,000","8,668,000","8,671,000","7,580,000","8,766,000","7,480,000","7,421,000","5,599,000","4,561,000","5,023,000","4,483,000","5,358,000","5,081,000","5,016,000","5,070,000","5,017,000","5,070,000","4,999,000","4,839,000","3,340,000","2,710,000","2,637,000","1,691,000","1,834,000","2,525,000","1,943,000","806,000"
	SellingGeneralAndAdministration,"13,981,000","4,312,000","2,973,000","3,849,000","2,847,000","2,968,000","2,420,000","2,332,000","2,535,000","2,702,000","2,929,000","2,714,000","1,988,000","2,620,000","2,747,000","2,498,000","2,673,000","3,122,000","5,451,000","3,623,000","2,615,000","2,634,000","3,914,000","2,664,000","2,863,000","3,091,000","2,897,000","3,673,000","2,696,000","3,290,000","2,891,000","2,266,000","2,516,000","3,151,000","3,002,000","2,415,000","3,100,000","3,232,000","1,669,000","1,399,000","2,487,000","2,039,000","1,628,000","2,012,000","1,573,000","1,363,000","1,735,000","1,508,000","1,913,000","2,563,000","2,596,000","1,848,000","1,818,000","1,324,000","2,136,000","1,596,000","1,359,000","1,286,000","1,052,000","1,429,000","1,275,000","1,287,000","1,164,000","1,177,000","1,289,000","1,224,000","1,005,000","1,075,000","990,000","977,000","972,000","888,000",,,"0","0",
		GeneralAndAdministrativeExpense,"13,981,000","4,312,000","2,973,000","3,849,000","2,847,000","2,968,000","2,420,000","2,332,000","2,535,000","2,702,000","2,929,000","2,714,000","1,988,000","2,620,000","2,747,000","2,498,000","2,673,000","3,122,000","5,451,000","3,623,000","2,615,000","2,634,000","3,914,000","2,664,000","2,863,000","3,091,000","2,897,000","3,673,000","2,696,000","3,290,000","2,891,000","2,266,000","2,516,000","3,151,000","3,002,000","2,415,000","3,100,000","3,232,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"13,981,000","4,312,000","2,973,000","3,849,000","2,847,000","2,968,000","2,420,000","2,332,000","2,535,000","2,702,000","2,929,000","2,714,000","1,988,000","2,620,000","2,747,000","2,498,000","2,673,000","3,122,000","5,451,000","3,623,000","2,615,000","2,634,000","3,914,000","2,664,000","2,863,000","3,091,000","2,897,000","3,673,000","2,696,000","3,290,000","2,891,000","2,266,000","2,516,000","3,151,000","3,002,000","2,415,000","3,100,000","3,232,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,044,000","9,132,000","10,264,000","10,064,000","7,733,000","7,713,000","7,640,000","8,644,000","7,237,000","7,591,000","7,210,000","6,785,000","6,820,000","6,853,000","6,256,000","6,630,000","5,884,000","6,062,000","4,313,000","3,509,000","3,594,000","3,208,000","4,071,000","3,917,000","3,839,000","3,781,000","3,793,000","4,065,000","3,924,000","3,849,000","2,363,000","1,738,000","1,749,000","1,691,000","1,834,000","2,525,000","1,943,000","806,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,044,000","9,132,000","10,264,000","10,064,000","7,733,000","7,713,000","7,640,000","8,644,000","7,237,000","7,591,000","7,210,000","6,785,000","6,820,000","6,853,000","6,256,000","6,630,000","5,884,000","6,062,000","4,313,000","3,509,000","3,594,000","3,208,000","4,071,000","3,917,000","3,839,000","3,781,000","3,793,000","4,065,000","3,924,000","3,849,000","2,363,000","1,738,000","1,749,000","1,691,000","1,834,000","2,525,000","1,943,000","806,000"
