name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalRevenue,"315,759,000","77,965,000","80,383,000","77,481,000","79,930,000","77,831,000","75,013,000","74,348,000","70,612,000","59,510,000","55,677,000","71,075,000","54,288,000","64,375,000","47,299,000","121,602,000","46,574,000","59,124,000","46,836,000","56,908,000","48,825,000","49,096,000","19,332,000","43,446,000","30,430,000","39,244,000","88,849,000","35,097,000","41,761,000","37,291,000","33,115,000","35,635,000","51,717,000","50,661,000","47,744,000","43,316,000","45,126,000","41,565,000","35,078,000","32,794,000","31,456,000","33,206,000","28,738,000","26,268,000","26,044,000","26,018,000","23,532,000","21,970,000","21,648,000","21,774,000","20,649,000","19,088,000","19,772,000","18,244,000","6,405,000","16,169,000","7,670,000","16,372,000","16,822,000","14,914,000","14,487,000","14,060,000","13,170,000","12,374,000","12,241,000","11,526,000","10,620,000","9,725,000","8,653,000","7,484,000",,,"6,345,000",
	OperatingRevenue,"315,759,000","77,965,000","80,383,000","77,481,000","79,930,000","77,831,000","75,013,000","74,348,000","70,612,000","59,510,000","55,677,000","71,075,000","54,288,000","64,375,000","47,299,000","121,602,000","46,574,000","59,124,000","46,836,000","56,908,000","48,825,000","49,096,000","19,332,000","43,446,000","30,430,000","39,244,000","88,849,000","35,097,000","41,761,000","37,291,000","33,115,000","35,635,000","51,717,000","50,661,000","47,744,000","43,316,000","45,126,000","41,565,000","35,078,000","32,794,000","31,456,000","33,206,000","28,738,000","26,268,000","26,044,000","26,018,000","23,532,000","21,970,000","21,648,000","21,774,000","20,649,000","19,088,000","19,772,000","18,244,000","6,405,000","16,169,000","7,670,000","16,372,000","16,822,000","14,914,000","14,487,000","14,060,000","13,170,000","12,374,000","12,241,000","11,526,000","10,620,000","9,725,000","8,653,000","7,484,000",,,"6,345,000",
PretaxIncome,"147,145,000","38,106,000","35,557,000","36,484,000","36,998,000","35,126,000","32,676,000","31,025,000","27,070,000","17,513,000","6,505,000","28,374,000","14,169,000","23,446,000","8,754,000","83,243,000","8,364,000","19,420,000","10,181,000","12,225,000","7,675,000","10,313,000","-24,346,000","-1,475,000","-27,766,000","-15,894,000","29,550,000","-13,323,000","-5,183,000","-4,234,000","-2,292,000","1,535,000","295,000","466,000","11,422,000","6,822,000","8,854,000","11,837,000","6,859,000","5,356,000","6,004,000","6,199,000","4,670,000","3,491,000","949,000","4,119,000","2,987,000","744,000","604,000","3,419,000","50,000","2,570,000","1,739,000","1,991,000","-61,437,000","395,000","-6,890,000","4,660,000","4,906,000","6,463,000","6,434,000","5,875,000","5,872,000","5,358,000","5,048,000","4,553,000","4,441,000","3,505,000","2,855,000","827,000",,,,
TaxProvision,"33,798,000","9,140,000","8,529,000","8,289,000","7,840,000","9,066,000","8,655,000","7,894,000","6,787,000","4,352,000","3,641,000","7,975,000","3,575,000","6,035,000","2,691,000","21,942,000","2,209,000","5,399,000","23,513,000","5,455,000","-9,923,000","4,011,000","2,660,000","55,000","-10,004,000","-5,272,000","12,267,000","-5,706,000","-2,684,000","-2,427,000","-14,805,000","45,000","-43,000","168,000","4,098,000","2,034,000","3,262,000","4,431,000","1,622,000","1,795,000","2,150,000","2,227,000","1,382,000","1,209,000","289,000","1,431,000","946,000","156,000","197,000","1,233,000","17,000","818,000","632,000","781,000","-20,243,000","136,000","-2,619,000","1,833,000","1,925,000","2,609,000","2,511,000","2,293,000","2,679,000","2,074,000","1,880,000","1,698,000","1,748,000","1,199,000","973,000","261,000",,,,
NetIncomeCommonStockholders,"113,654,000","28,966,000","26,992,000","28,261,000","29,435,000","25,965,000","24,171,000","23,254,000","20,068,000","12,591,000","1,854,000","20,425,000","11,350,000","17,930,000","7,119,000","61,277,000","6,141,000","14,140,000","-12,435,000","7,281,000","18,864,000","7,963,000","-28,772,000","-25,551,000","-31,360,000","-10,912,000","18,619,000","-5,575,000","174,000","214,000","73,278,000","-16,805,000","338,000","298,000","7,324,000","4,788,000","5,592,000","7,406,000","5,237,000","3,561,000","3,854,000","3,972,000","3,288,000","2,282,000","660,000","2,688,000","2,041,000","588,000","407,000","-4,056,000","-932,000","786,000","125,000","363,000","-41,380,000","241,000","-4,318,000","2,789,000","2,942,000","3,806,000","3,874,000","3,535,000","3,148,000","3,238,000","3,121,000","2,808,000","2,646,000","1,656,000","1,537,000","317,000","-698,000","929,000","-97,000","-230,000"
	NetIncome,"113,654,000","28,966,000","26,992,000","28,261,000","29,435,000","25,965,000","24,171,000","23,254,000","20,068,000","12,591,000","1,854,000","20,425,000","11,350,000","17,930,000","7,119,000","61,277,000","6,141,000","14,140,000","-12,435,000","7,281,000","18,864,000","7,963,000","-28,772,000","-25,551,000","-31,360,000","-10,912,000","18,619,000","-5,575,000","174,000","214,000","73,278,000","-16,805,000","338,000","298,000","7,324,000","4,788,000","5,592,000","7,406,000","5,237,000","3,561,000","3,854,000","3,972,000","3,288,000","2,282,000","660,000","2,688,000","2,041,000","588,000","407,000","2,186,000","33,000","1,752,000","1,107,000","1,210,000","-41,194,000","259,000","-4,271,000","2,827,000","2,981,000","3,854,000","3,923,000","3,582,000","3,193,000","3,284,000","3,168,000","2,855,000","2,693,000","2,306,000","1,882,000","566,000","119,000","929,000","126,000","-7,000"
		NetIncomeIncludingNoncontrollingInterests,"113,654,000","28,966,000","26,992,000","28,261,000","29,435,000","25,965,000","24,171,000","23,254,000","20,068,000","12,591,000","1,854,000","20,425,000","11,350,000","17,930,000","7,119,000","61,277,000","6,141,000","14,140,000","-12,435,000","7,281,000","18,864,000","7,963,000","-28,772,000","-25,551,000","-31,360,000","-10,912,000","18,619,000","-5,575,000","174,000","214,000","73,278,000","-16,805,000","338,000","298,000","7,324,000","4,788,000","5,592,000","7,406,000","5,237,000","3,561,000","3,854,000","3,972,000","3,288,000","2,282,000","660,000","2,688,000","2,041,000","588,000","407,000","2,186,000","33,000","1,752,000","1,107,000","1,210,000","-41,194,000","259,000","-4,271,000","2,827,000","2,981,000","3,854,000","3,923,000","3,582,000","3,193,000","3,284,000","3,168,000","2,855,000","2,693,000","2,306,000","1,882,000","566,000","119,000","929,000","689,000","-7,000"
			NetIncomeContinuousOperations,"113,347,000","28,966,000","27,028,000","28,195,000","29,158,000","26,060,000","24,021,000","23,131,000","20,283,000","13,161,000","2,864,000","20,399,000","10,594,000","17,411,000","6,063,000","61,301,000","6,155,000","14,021,000","-13,332,000","6,770,000","17,598,000","6,302,000","-27,006,000","-1,530,000","-17,762,000","-10,622,000","17,283,000","-7,617,000","-2,499,000","-1,807,000","12,513,000","1,490,000","338,000","298,000","7,324,000","4,788,000","5,592,000","7,406,000","5,237,000","3,561,000","3,854,000","3,972,000","3,288,000","2,282,000","660,000","2,688,000","2,041,000","588,000","407,000","2,186,000","33,000","1,752,000","1,107,000","1,210,000","-41,194,000","259,000","-4,271,000","2,827,000","2,981,000","3,854,000","3,923,000","3,582,000","3,193,000","3,284,000","3,168,000","2,855,000","2,693,000","2,306,000","1,882,000","566,000","119,000","929,000","126,000","-7,000"
			NetIncomeDiscontinuousOperations,"307,000","0","-36,000","66,000","277,000","-95,000","150,000","123,000","-215,000","-570,000","-1,010,000","26,000","756,000","519,000","1,056,000","-24,000","-14,000","119,000","897,000","511,000","1,266,000","1,661,000","-1,766,000","-24,021,000","-13,598,000","-290,000","1,336,000","2,042,000","2,673,000","2,021,000","60,765,000","-18,295,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-563,000",
