name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002
	InterestExpenseNonOperating,"19,400,000","7,100,000","4,300,000","4,000,000","4,000,000","4,000,000","3,900,000","4,000,000","3,900,000","4,700,000","5,800,000","4,100,000","4,500,000","5,200,000","6,900,000","6,100,000","7,300,000","8,200,000","8,700,000","11,200,000","16,100,000","14,900,000","14,200,000","14,300,000","14,100,000","13,300,000","13,800,000","12,900,000","13,100,000","13,000,000","12,800,000","10,800,000","10,400,000","11,100,000","11,400,000","11,300,000","11,300,000","11,100,000","10,700,000","10,900,000","10,900,000","10,700,000","10,700,000","10,200,000","10,000,000","9,900,000","9,700,000","9,600,000","5,100,000","3,100,000","3,000,000","3,100,000","3,100,000","3,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"132,600,000","700,000","113,300,000","16,700,000","1,900,000","-100,000","-22,300,000","-17,200,000","300,000","1,400,000","-6,800,000","-24,600,000","-1,200,000","-1,500,000","-29,000,000","-13,800,000","-1,200,000","600,000","-13,700,000","532,500,000",,"-3,200,000","-3,500,000","-1,300,000","-2,500,000","-81,600,000","100,000","100,000","-47,200,000","-4,100,000","-6,000,000","-4,000,000","-2,500,000","-4,200,000","0",,"-6,300,000",,"-200,000","-500,000","-500,000",,"0","2,900,000",,,"0",,"54,100,000",,"-1,700,000",,"-93,600,000",,"35,900,000","-13,200,000","-9,300,000","-4,000,000","-33,800,000","-11,700,000","-14,400,000","-1,000,000","-305,900,000","-30,000,000","-20,800,000","-400,000","7,900,000","-4,200,000","9,300,000","300,000","-5,100,000","9,600,000","-7,200,000","1,000,000","400,000","-1,500,000","-1,400,000","-4,200,000","-18,000,000","-12,200,000","-31,400,000"
	SpecialIncomeCharges,"0",,,,,,,,,,,,,,"0","0",,,"-10,100,000","534,400,000","0","0","0","0","0","-80,000,000","0","0","-47,000,000",,"-30,000,000",,,,,,,,"1,000,000","-500,000","-500,000",,"0","2,900,000","0",,"0","0","54,100,000","0","-1,700,000","0","-93,600,000","0","35,900,000","-13,200,000","-9,300,000","-4,000,000","-33,800,000","-11,700,000","-14,400,000","-1,000,000","-305,900,000","-30,000,000","-20,800,000","-400,000","7,900,000","-4,200,000","9,300,000","300,000","-5,100,000","9,600,000","-7,200,000","1,000,000","400,000","-1,500,000","-1,400,000","-4,200,000","-18,000,000","-12,200,000","-31,400,000"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,200,000",,,,,,,,,"600,000","100,000","200,000","100,000","4,700,000","1,600,000","2,600,000","500,000","1,800,000","300,000","400,000","100,000","800,000","1,100,000","1,100,000"
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0","0","47,000,000",,,,,,,,,,,,,,,,,,"0","0","0",,"0","0","113,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,"0",,,"80,000,000",,,,,"30,000,000",,,,,,,,,,,,,,,,"0",,"-54,100,000",,"1,700,000",,"-19,500,000",,,,,"2,800,000",,,,,,,,,"-8,500,000","4,100,000","-9,500,000","-400,000","400,000","-11,200,000","4,600,000","-1,500,000","-2,200,000","1,200,000","1,000,000","4,100,000","17,200,000","11,100,000","30,300,000"
		GainOnSaleOfBusiness,"0",,,,,,,,,,,,,,"0","0",,,"0","534,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"132,600,000","700,000","113,300,000","16,700,000","1,900,000","-100,000","-22,300,000","-17,200,000","300,000","1,400,000","-6,800,000","-24,600,000","-1,200,000","-1,500,000","-29,000,000","-13,800,000","-1,200,000","600,000","-3,600,000","-1,900,000",,"-3,200,000","-3,500,000","-1,300,000","-2,500,000","-1,600,000","100,000","100,000","-200,000","-4,100,000","24,000,000","-4,000,000","-2,500,000","-4,200,000","0",,"-6,300,000",,"-200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"210,300,000","21,200,000","116,400,000","42,700,000","30,000,000","23,300,000","-14,700,000","-28,600,000","-1,400,000","17,900,000","-48,700,000","200,000","34,900,000","17,900,000","-16,500,000","24,500,000","13,800,000","24,800,000","16,200,000","540,700,000","11,200,000","9,400,000","-4,300,000","10,000,000","12,700,000","-87,100,000","8,200,000","12,200,000","-33,400,000","-5,600,000","5,700,000","13,100,000","11,500,000","2,300,000","5,400,000","7,200,000","13,500,000","9,700,000","9,400,000","17,400,000","15,100,000","21,600,000","2,200,000","22,600,000","18,300,000","21,900,000","-3,200,000","7,300,000","70,200,000","8,300,000","-87,500,000","-1,000,000","-101,200,000","-8,500,000","9,400,000","18,200,000","32,100,000","21,000,000","-3,400,000","19,900,000","22,000,000","19,500,000","-277,400,000","-6,700,000","6,500,000","23,400,000","27,900,000","15,600,000","32,900,000","15,700,000","6,200,000","13,700,000","13,200,000","17,800,000","12,800,000","11,200,000","17,400,000","9,500,000","400,000","-800,000","-19,300,000"
TaxProvision,"34,300,000","4,700,000","13,700,000","15,100,000","800,000","5,200,000","-5,700,000","-7,300,000","1,800,000","7,700,000","-21,000,000","1,700,000","11,000,000","4,800,000","5,600,000","300,000","3,900,000","12,200,000","-18,000,000","50,500,000","2,200,000","3,000,000","-1,400,000","4,000,000","9,100,000","-40,300,000","1,600,000","800,000","3,900,000","-4,000,000","1,900,000","4,500,000","3,200,000","1,000,000","200,000","1,600,000","5,500,000","1,100,000","3,700,000","6,100,000","4,900,000","7,800,000","-400,000","8,400,000","6,100,000","6,700,000","-9,500,000","2,400,000","25,700,000","2,700,000","-44,600,000","-2,800,000","4,500,000","-11,700,000","3,300,000","5,100,000","11,000,000","7,800,000","-2,700,000","7,600,000","8,200,000","7,200,000","-103,800,000","-2,400,000","2,300,000","8,600,000","10,400,000","5,600,000","11,800,000","5,700,000","2,300,000","3,600,000","4,800,000","6,400,000","4,400,000","3,900,000","6,000,000","3,400,000","200,000","-300,000","-8,500,000"
NetIncomeCommonStockholders,"175,800,000","16,200,000","102,800,000","27,500,000","29,300,000","18,000,000","-8,100,000","-19,700,000","-6,500,000","218,700,000","2,800,000","-1,500,000","23,900,000","13,100,000","-22,100,000","24,200,000","9,900,000","12,600,000","34,200,000","490,200,000","9,000,000","6,400,000","-2,900,000","6,000,000","3,600,000","-46,800,000","6,600,000","11,400,000","-37,300,000","-1,600,000","3,800,000","8,600,000","8,300,000","1,300,000","5,200,000","5,600,000","8,000,000","8,600,000","5,700,000","11,300,000","10,200,000","13,800,000","2,600,000","14,200,000","12,200,000","15,200,000","6,300,000","4,900,000","45,200,000","99,000,000","-38,600,000","1,800,000","-105,700,000","3,200,000","6,100,000","13,100,000","21,100,000","13,200,000","1,800,000","12,300,000","13,800,000","12,300,000","-173,600,000","-4,300,000","4,200,000","14,800,000","17,500,000","10,000,000","21,100,000","10,000,000","3,900,000","10,100,000","8,400,000","11,400,000","8,400,000","7,300,000","11,400,000","6,100,000","-14,400,000","-500,000","-1,300,000"
	NetIncome,"175,800,000","16,200,000","102,800,000","27,500,000","29,300,000","18,000,000","-8,100,000","-19,700,000","-6,500,000","218,700,000","2,800,000","-1,500,000","23,900,000","13,100,000","-22,100,000","24,200,000","9,900,000","12,600,000","34,200,000","490,200,000","9,000,000","6,400,000","-2,900,000","6,000,000","3,600,000","-46,800,000","6,600,000","11,400,000","-37,300,000","-1,600,000","3,800,000","8,600,000","8,300,000","1,300,000","5,200,000","5,600,000","8,000,000","8,600,000","5,700,000","11,300,000","10,200,000","13,800,000","2,600,000","14,200,000","12,200,000","15,200,000","6,300,000","4,900,000","45,200,000","99,000,000","-38,600,000","1,800,000","-105,700,000","3,200,000","6,100,000","13,100,000","21,100,000","13,200,000","1,800,000","12,300,000","13,800,000","12,300,000","-173,600,000","-4,300,000","4,200,000","14,800,000","17,500,000","10,000,000","21,100,000","10,000,000","3,900,000","10,100,000","8,400,000","11,400,000","8,400,000","7,300,000","11,400,000","6,100,000","-14,400,000","-500,000","-1,300,000"
		NetIncomeIncludingNoncontrollingInterests,"176,000,000","16,500,000","102,700,000","27,600,000","29,200,000","18,100,000","-8,200,000","-19,400,000","-6,400,000","218,800,000","2,800,000","-1,500,000","23,900,000","13,100,000","-22,100,000","24,200,000","9,900,000","12,600,000","34,200,000","490,200,000","9,000,000","6,400,000","-2,900,000","6,000,000","3,600,000","-46,800,000","6,600,000","11,400,000","-37,300,000","-1,600,000","3,800,000","8,600,000","8,300,000","1,300,000","5,200,000","5,600,000","8,000,000","8,600,000","5,700,000","11,300,000","10,200,000","13,800,000","2,600,000","14,200,000","12,200,000","15,200,000","6,300,000","4,900,000","45,200,000","99,000,000","-38,600,000","1,800,000","-105,700,000","3,200,000","6,100,000","13,100,000","21,100,000","13,200,000","1,800,000","12,300,000","13,800,000","12,300,000","-173,600,000","-4,300,000","4,200,000","14,800,000","17,500,000","10,000,000","21,100,000","10,000,000","3,900,000","10,100,000","8,400,000","11,400,000","8,400,000","7,300,000","11,400,000","6,100,000","-14,400,000","-500,000","-1,300,000"
			NetIncomeContinuousOperations,"176,000,000","16,500,000","102,700,000","27,600,000","29,200,000","18,100,000","-9,000,000","-21,300,000","-3,200,000","10,200,000","-27,700,000","-1,500,000","23,900,000","13,100,000","-22,100,000","24,200,000","9,900,000","12,600,000","34,200,000","490,200,000","9,000,000","6,400,000","-2,900,000","6,000,000","3,600,000","-46,800,000","6,600,000","11,400,000","-37,300,000","-1,600,000","3,800,000","8,600,000","8,300,000","1,300,000","5,200,000","5,600,000","8,000,000","8,600,000","5,700,000","11,300,000","10,200,000","13,800,000","2,600,000","14,200,000","12,200,000","15,200,000","6,300,000","4,900,000","44,500,000","5,600,000","-42,900,000","1,800,000","-105,700,000","3,200,000","6,100,000","13,100,000","21,100,000","13,200,000","-700,000","12,300,000","13,800,000","12,300,000","-173,600,000","-4,300,000","4,200,000","14,800,000","17,500,000","10,000,000","21,100,000","10,000,000","3,900,000","10,100,000","8,400,000","11,400,000","8,400,000","7,300,000","11,400,000","6,100,000","200,000","-500,000","-12,100,000"
			NetIncomeDiscontinuousOperations,,,"0","0","0","0","800,000","1,900,000","-3,200,000","208,600,000","11,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","700,000","93,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"10,800,000"
		MinorityInterests,"-600,000","-300,000","-300,000","-100,000","100,000","-100,000","100,000","-300,000","-100,000","-100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"175,800,000","16,200,000","102,800,000","27,500,000","29,300,000","18,000,000","-8,100,000","-19,700,000","-6,500,000","218,700,000","2,800,000","-1,500,000","23,900,000","13,100,000","-22,100,000","24,200,000","9,900,000","12,600,000","34,200,000","490,200,000","9,000,000","6,400,000","-2,900,000","6,000,000","3,600,000","-46,800,000","6,600,000","11,400,000","-37,300,000","-1,600,000","3,800,000","8,600,000","8,300,000","1,300,000","5,200,000","5,600,000","8,000,000","8,600,000","5,700,000","11,300,000","10,200,000","13,800,000","2,600,000","14,200,000","12,200,000","15,200,000","6,300,000","4,900,000","45,200,000","99,000,000","-38,600,000","1,800,000","-105,700,000","3,200,000","6,100,000","13,100,000","21,100,000","13,200,000","1,800,000","12,300,000","13,800,000","12,300,000","-173,600,000","-4,300,000","4,200,000","14,800,000","17,500,000","10,000,000","21,100,000","10,000,000","3,900,000","10,100,000","8,400,000","11,400,000","8,400,000","7,300,000","11,400,000","6,100,000","-14,400,000","-500,000","-1,300,000"
BasicEPS,,"0.78","4.97","1.34","1.42","0.87","-0.39","-0.96","-0.31","10.62","0.14","-0.08","1.16","0.63","-1.07","1.17","0.47","0.59","1.6","22.98","0.42","0.3","-0.14","0.28","0.17","-2.15","0.3","0.52","-1.66","-0.07","0.16","0.36","0.36","0.06","0.25","0.27","0.39","0.41","0.28","0.54","0.5","0.67",,"0.7","0.59","0.74",,"0.24","2.22","4.89",,"0.09","-5.3","0.16",,"0.66","1.05","0.63",,"0.58","0.65","0.58",,"-0.2","0.2","0.71",,"0.48","1.02","0.49",,"0.49","0.41","0.56",,"0.36","0.57","0.3",,"-0.02","-0.06"
DilutedEPS,,"0.77","4.92","1.33","1.41","0.87","-0.39","-0.96","-0.31","10.59","0.14","-0.08","1.15","0.63","-1.07","1.16","0.47","0.58","1.57","22.49","0.41","0.3","-0.14","0.28","0.17","-2.15","0.3","0.51","-1.66","-0.07","0.15","0.33","0.32","0.05","0.22","0.23","0.35","0.39","0.27","0.53","0.47","0.64",,"0.66","0.56","0.71",,"0.24","2.2","4.83",,"0.09","-5.3","0.16",,"0.62","0.99","0.61",,"0.54","0.61","0.56",,"-0.2","0.19","0.69",,"0.47","0.99","0.47",,"0.47","0.4","0.54",,"0.35","0.56","0.3",,"-0.02","-0.06"
BasicAverageShares,,"20,800,000","20,600,000","20,600,000","20,600,000","20,600,000","20,500,000","20,500,000","20,500,000","20,600,000","20,600,000","20,600,000","20,700,000","20,800,000","20,700,000","20,700,000","20,900,000","21,300,000","21,400,000","21,300,000","21,300,000","21,400,000","21,400,000","21,500,000","21,700,000","21,800,000","21,900,000","22,000,000","22,500,000","23,800,000","24,000,000","24,000,000","22,900,000","21,300,000","20,900,000","20,900,000","20,700,000","20,700,000","20,700,000","20,700,000","20,700,000","20,600,000",,"20,500,000","20,500,000","20,500,000",,"20,400,000","20,300,000","20,300,000",,"20,000,000","20,000,000","19,900,000",,"20,000,000","20,000,000","20,952,381",,"21,206,897","21,230,769","21,206,897",,"21,500,000","21,000,000","20,845,070",,"20,833,333","20,686,275","20,408,163",,"20,612,245","20,487,805","20,357,143",,"20,277,778","20,000,000","20,200,000",,"20,200,000","20,200,000"
DilutedAverageShares,,"20,900,000","20,800,000","20,700,000","20,800,000","20,700,000","20,500,000","20,500,000","20,500,000","20,600,000","20,600,000","20,600,000","20,800,000","20,900,000","20,700,000","20,900,000","21,100,000","21,600,000","21,800,000","21,800,000","21,800,000","21,800,000","21,400,000","21,700,000","21,900,000","21,800,000","22,200,000","22,100,000","22,500,000","23,800,000","25,800,000","26,100,000","26,000,000","25,100,000","24,200,000","24,300,000","22,500,000","22,300,000","21,700,000","21,300,000","21,800,000","21,400,000",,"21,600,000","21,900,000","21,500,000",,"20,600,000","20,600,000","20,500,000",,"20,300,000","20,000,000","20,100,000",,"21,100,000","21,300,000","21,639,344",,"22,777,778","22,622,951","21,964,286",,"21,500,000","22,105,263","21,449,275",,"21,276,596","21,313,131","21,276,596",,"21,489,362","21,000,000","21,111,111",,"20,857,143","20,357,143","20,200,000",,"20,200,000","20,200,000"
TotalOperatingIncomeAsReported,"94,500,000","27,400,000","6,600,000","28,600,000","31,900,000","27,200,000","11,100,000","-7,500,000","1,800,000","20,500,000","-36,200,000","28,600,000","40,300,000","23,900,000","19,000,000","44,200,000","22,100,000","32,000,000","28,000,000","18,500,000","27,300,000","27,400,000","13,300,000","25,300,000","29,100,000","-72,400,000","21,600,000","24,900,000","-20,300,000","11,400,000","-5,700,000","27,600,000","24,100,000","17,400,000","16,600,000","18,300,000","30,800,000","20,700,000","20,100,000","28,800,000","26,400,000","32,200,000","12,800,000","29,600,000","27,900,000","31,400,000","6,100,000","16,500,000","20,700,000","11,100,000","-83,100,000","1,700,000","-117,700,000","-5,500,000","12,400,000","20,000,000","34,300,000","24,700,000","-3,600,000","19,400,000","21,800,000","19,600,000","-276,700,000","-5,800,000","7,000,000","24,200,000","28,200,000","14,900,000","22,300,000","16,800,000","8,200,000","4,200,000","15,300,000","19,700,000","10,800,000","11,500,000","17,900,000","12,600,000","1,500,000","12,300,000","14,200,000"
