name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
TotalRevenue,"2,162,103,000","360,095,000","544,101,000","697,759,000","560,148,000","276,412,000","391,906,000","522,232,000","480,604,000","358,163,000","518,970,000","422,022,000","327,961,000","190,810,000","275,856,000","279,279,000","174,073,000","50,135,000","0","0","0","0","0","0","0","0"
	OperatingRevenue,"2,162,103,000","360,095,000","544,101,000","697,759,000","560,148,000","276,412,000","391,906,000","522,232,000","480,604,000","358,163,000","518,970,000","422,022,000","327,961,000","190,810,000","275,856,000","279,279,000","174,073,000","50,135,000","0","0","0","0","0","0","0","0"
CostOfRevenue,"1,968,706,000","356,265,000","480,187,000","625,589,000","506,665,000","259,871,000","349,385,000","463,343,000","426,363,000","325,122,000","453,018,000","369,152,000","296,539,000","184,037,000","285,052,000","252,271,000","157,274,000","53,220,000",,,,,,,,
GrossProfit,"193,397,000","3,830,000","63,914,000","72,170,000","53,483,000","16,541,000","42,521,000","58,889,000","54,241,000","33,041,000","65,952,000","52,870,000","31,422,000","6,773,000","-9,196,000","27,008,000","16,799,000","-3,085,000",,,,,,,,
OperatingExpense,"133,941,000","34,882,000","31,626,000","36,539,000","30,894,000","24,846,000","26,052,000","29,656,000","28,074,000","29,484,000","35,241,000","31,313,000","25,878,000","27,754,000","29,140,000","16,964,000","9,198,000","16,960,000","251,215","81,014","119,565","153,918","64,489","46,900","230","135"
	SellingGeneralAndAdministration,"133,941,000","34,882,000","31,626,000","36,539,000","30,894,000","24,846,000","26,052,000","29,656,000","28,074,000","29,484,000","35,241,000","31,313,000","25,878,000","27,754,000","29,140,000","16,964,000","9,198,000","16,960,000","251,215","81,014","119,565","153,918","64,489","46,900","230","135"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,"251,215","81,014","119,565","153,918","64,489","46,900",,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,"135"
OperatingIncome,"59,456,000","-31,052,000","32,288,000","35,631,000","22,589,000","-8,305,000","16,469,000","29,233,000","26,167,000","3,557,000","30,711,000","21,557,000","5,544,000","-20,981,000","-38,336,000","10,044,000","7,601,000","-20,045,000","-251,215","-81,014","-119,565","-153,918","-64,489","-46,900","-230","-135"
NetNonOperatingInterestIncomeExpense,"-36,365,000","-6,026,000","-6,441,000","-9,403,000","-14,495,000","-14,359,000","-14,449,000","-14,975,000","-16,200,000","-16,065,000","-15,438,000","-13,959,000","-11,496,000","-10,367,000","-8,120,000","-1,579,000","-1,530,000","-851,000","334,900","300,627","199,530","122,453","69,174","31,297",,
