name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,12/31/2008,03/31/2008
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"2,178,000",,,,,,,,,,,,,,,,,"0",,
	TotalNonCurrentAssets,"90,405,000","84,495,000","53,439,000","39,915,000","38,607,000","37,223,000","35,086,000","35,285,000","34,910,000","34,868,000","36,266,000","36,552,000","37,409,000","11,085,000","10,150,000","9,674,000","8,539,000","8,586,000","9,077,000","9,394,000","8,889,000","8,421,000","8,405,000","8,954,000","10,413,000","11,808,000","11,999,000","13,898,000","13,789,000","15,115,000","16,587,000","18,336,000","21,718,000","23,059,000","29,792,000","32,499,000","36,274,000","40,196,000","44,227,000","48,839,000","53,893,000","56,690,000","67,585,000","71,587,000","61,693,000","49,108,000","28,308,000","29,115,000","33,180,000","31,654,000","24,959,000","22,548,000","22,041,000"
		NetPPE,"66,386,000","65,457,000","35,645,000","31,424,000","31,248,000","31,176,000","29,430,000","29,591,000","30,060,000","30,387,000","31,104,000","30,936,000","30,886,000","4,759,000","4,531,000","3,883,000","2,620,000","2,815,000","2,810,000","2,969,000","2,752,000","2,155,000","2,301,000","2,403,000","2,756,000","3,109,000","2,821,000","3,155,000","3,499,000","3,995,000","4,374,000","4,853,000","7,396,000","8,446,000","13,809,000","15,520,000","14,792,000","16,650,000","19,892,000","22,073,000","24,001,000","24,176,000","23,321,000","21,611,000","20,239,000","21,452,000","21,018,000","21,332,000","21,251,000","21,581,000","18,839,000","16,006,000","11,365,000"
			GrossPPE,"103,165,000","101,339,000","70,647,000","65,865,000","64,985,000","64,549,000","62,663,000","63,158,000","63,434,000","63,638,000","64,783,000","64,203,000","63,825,000","37,852,000","37,302,000","36,416,000","35,094,000","35,069,000","35,098,000","35,039,000","34,729,000","33,806,000","35,482,000","35,143,000","35,436,000","35,324,000","35,785,000","35,631,000","35,453,000","37,288,000","37,095,000","37,758,000","37,074,000","37,907,000","51,589,000","52,604,000","14,792,000","50,822,000",,,,"55,923,000","53,096,000","49,468,000","46,245,000","45,645,000","43,492,000","41,992,000","40,123,000","38,862,000",,"28,712,000","21,302,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,,,"0","0","0","0","0","0","0","0","0",,"0","0"
				MachineryFurnitureEquipment,"4,862,000","4,778,000","4,560,000","4,529,000","4,482,000","4,438,000","4,309,000","4,250,000","4,427,000","4,477,000","5,267,000","5,174,000","5,105,000","5,226,000","5,096,000","4,965,000","4,908,000","4,880,000","4,863,000","4,863,000","4,493,000","4,438,000","4,462,000","4,463,000","4,450,000","4,449,000","4,498,000","4,498,000","4,489,000","4,489,000","4,484,000","4,476,000","4,437,000","4,424,000","4,922,000","5,946,000",,"12,630,000",,,,"40,893,000","38,471,000","37,182,000","35,060,000","33,846,000","32,031,000","30,362,000","28,697,000","27,192,000",,"19,732,000","14,726,000"
				OtherProperties,"79,347,000","77,213,000","48,624,000","48,815,000","48,343,000","46,969,000","46,978,000","47,486,000","47,736,000","47,666,000","48,129,000","48,088,000","47,815,000","21,328,000","21,184,000","20,636,000","19,769,000","19,777,000","19,682,000","19,620,000","19,412,000","18,849,000","20,624,000","20,285,000","20,534,000","20,503,000","21,354,000","21,281,000","21,157,000","23,002,000","23,069,000","23,774,000","23,136,000","23,949,000","35,311,000","35,505,000","14,792,000","33,776,000",,,,,,,,,,,,,,,
				ConstructionInProgress,"2,450,000","3,231,000","6,678,000","1,736,000","1,375,000","2,357,000","602,000","648,000","467,000","691,000","488,000","137,000","175,000","939,000","663,000","457,000","90,000","85,000","50,000","94,000","358,000","124,000","1,000","0","57,000","3,000","151,000","70,000","29,000","24,000","25,000","15,000","8,000","41,000","248,000","45,000",,"28,000",,,,"1,972,000","1,766,000","1,594,000","508,000","838,000","607,000","957,000","933,000","2,449,000",,"1,605,000","109,000"
				Leases,"16,506,000","16,117,000","10,785,000","10,785,000","10,785,000","10,785,000","10,774,000","10,774,000","10,804,000","10,804,000","10,899,000","10,804,000","10,730,000","10,359,000","10,359,000","10,358,000","10,327,000","10,327,000","10,503,000","10,462,000","10,466,000","10,395,000","10,395,000","10,395,000","10,395,000","10,369,000","9,782,000","9,782,000","9,778,000","9,773,000","9,517,000","9,493,000","9,493,000","9,493,000","11,108,000","11,108,000",,"4,388,000",,,,"13,058,000","12,859,000","10,692,000","10,677,000","10,961,000","10,854,000","10,673,000","10,493,000","9,221,000",,"7,375,000","6,467,000"
			AccumulatedDepreciation,"-36,779,000","-35,882,000","-35,002,000","-34,441,000","-33,737,000","-33,373,000","-33,233,000","-33,567,000","-33,374,000","-33,251,000","-33,679,000","-33,267,000","-32,939,000","-33,093,000","-32,771,000","-32,533,000","-32,474,000","-32,254,000","-32,288,000","-32,070,000","-31,977,000","-31,651,000","-33,181,000","-32,740,000","-32,680,000","-32,215,000","-32,964,000","-32,476,000","-31,954,000","-33,293,000","-32,721,000","-32,905,000","-29,678,000","-29,461,000","-37,780,000","-37,084,000",,"-34,172,000",,,,"-31,747,000","-29,775,000","-27,857,000","-26,006,000","-24,193,000","-22,474,000","-20,660,000","-18,872,000","-17,281,000",,"-12,706,000","-9,937,000"
		GoodwillAndOtherIntangibleAssets,"3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,522,000","4,366,000","5,209,000","6,053,000","6,896,000","7,740,000","8,583,000","9,427,000","10,270,000","11,114,000","11,957,000","12,801,000","13,644,000","14,488,000","15,331,000","16,175,000","17,018,000","17,877,000","18,767,000","19,683,000","20,613,000","21,542,000","22,471,000","23,399,000","3,803,000","3,891,000","3,985,000","4,169,000","4,360,000","4,930,000","5,933,000"
			Goodwill,"3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,241,000","3,209,000","3,137,000","3,260,000"
			OtherIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,"281,000","1,125,000","1,968,000","2,812,000","3,655,000","4,499,000","5,342,000","6,186,000","7,029,000","7,873,000","8,716,000","9,560,000","10,403,000","11,247,000","12,090,000","12,934,000","13,777,000","14,636,000","15,526,000","16,442,000","17,372,000","18,301,000","19,230,000","20,158,000","562,000","650,000","744,000","928,000","1,151,000","1,793,000","2,673,000"
		InvestmentsAndAdvances,"19,002,000","14,002,000","12,763,000","3,430,000","2,350,000","1,450,000","1,000,000","1,000,000",,"0","0","419,000","484,000","588,000","652,000","676,000","697,000","671,000","1,163,000","1,305,000","1,051,000","1,142,000","1,527,000","1,115,000","1,459,000","1,549,000","1,231,000","1,942,000","712,000","688,000","1,031,000","1,453,000","1,446,000","795,000","1,067,000","1,017,000","1,939,000","3,623,000","3,578,000","6,062,000","8,867,000","10,348,000","21,020,000","25,769,000","16,296,000",,,,,,,,
			LongTermEquityInvestment,,,,,,,"1,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"19,002,000","14,002,000","12,763,000","3,430,000","2,350,000","1,450,000",,,,"0","0","419,000","484,000","588,000","652,000","676,000","697,000","671,000","1,163,000","1,305,000","1,051,000","1,142,000","1,527,000","1,115,000","1,459,000","1,549,000","1,231,000","1,942,000","712,000","688,000","1,031,000","1,453,000","1,446,000","795,000","1,067,000","1,017,000","1,939,000","3,623,000",,,,,,,,,,,,,,,
				TradingSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"795,000",,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"19,002,000","14,002,000","12,763,000","3,430,000","2,350,000","1,450,000",,,,,,"419,000","484,000","588,000","652,000","676,000","697,000","671,000","1,163,000","1,305,000","1,051,000","1,142,000","1,527,000","1,115,000","1,459,000","1,549,000","1,231,000","1,942,000","712,000","688,000","1,031,000","1,453,000",,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"1,776,000","1,795,000","1,790,000","1,820,000","1,768,000","1,356,000","1,415,000","1,453,000","1,609,000","1,240,000","1,921,000","1,956,000","2,798,000","2,497,000","1,726,000","1,874,000","1,981,000","1,859,000","1,863,000","1,879,000","1,845,000","1,883,000","1,055,000","1,070,000","989,000","1,097,000","1,051,000","1,061,000","995,000","1,005,000","912,000","916,000","919,000","1,017,000","1,272,000","1,474,000","4,212,000","3,748,000","3,739,000","2,827,000","2,258,000","2,483,000","2,631,000","2,665,000","2,687,000","4,257,000","3,487,000","3,892,000","7,944,000","5,904,000","1,760,000","1,612,000","4,743,000"
TotalLiabilitiesNetMinorityInterest,"76,639,000","81,992,000","58,496,000","49,537,000","48,431,000","51,543,000","47,218,000","46,997,000","50,406,000","43,556,000","43,688,000","48,109,000","49,913,000","22,977,000","23,827,000","23,427,000","29,438,000","29,078,000","22,009,000","19,147,000","18,951,000","16,549,000","15,674,000","17,176,000","23,075,000","21,768,000","21,032,000","18,191,000","19,804,000","21,811,000","19,585,000","15,915,000","19,388,000","17,357,000","15,562,000","16,135,000","22,897,000","21,525,000","26,040,000","25,164,000","38,336,000","33,232,000","38,147,000","29,349,000","36,542,000","33,939,000","43,943,000","39,380,000","227,994,000","62,200,000","234,100,000","200,006,000","195,336,000"
	CurrentLiabilities,"29,495,000","33,371,000","33,480,000","24,090,000","22,553,000","24,981,000","20,496,000","18,944,000","22,282,000","15,388,000","14,923,000","17,491,000","18,654,000","18,113,000","17,628,000","16,410,000","21,553,000","24,952,000","17,074,000","13,227,000","13,526,000","12,367,000","11,707,000","12,442,000","16,484,000","14,841,000","12,828,000","11,360,000","11,870,000","13,735,000","11,004,000","10,794,000","13,090,000","11,199,000","9,218,000","11,145,000","17,775,000","16,283,000","20,700,000","19,645,000","33,248,000","28,292,000","34,406,000","24,609,000","30,940,000","27,484,000","36,386,000","30,847,000","37,433,000","48,976,000","40,187,000","42,401,000","30,752,000"
		PayablesAndAccruedExpenses,"16,121,000","15,573,000","19,208,000","12,246,000","13,085,000","13,242,000","10,069,000","9,580,000","11,364,000","9,161,000","7,925,000","6,223,000","9,307,000","7,137,000","7,470,000","7,411,000","7,198,000","7,224,000","9,138,000","6,280,000","6,548,000","5,750,000","4,462,000","5,480,000","6,074,000","4,844,000","3,325,000","3,579,000","4,017,000","7,292,000","4,592,000","6,162,000","6,186,000","5,573,000","3,630,000","5,445,000","9,271,000","10,602,000","18,414,000","15,998,000","24,178,000","17,718,000","19,609,000","20,139,000","21,479,000","22,945,000","23,028,000","20,895,000","20,132,000","28,207,000","22,925,000","22,242,000","16,861,000"
			Payables,"1,949,000","2,995,000","3,281,000","3,164,000","3,569,000","2,970,000","2,499,000","2,637,000","2,441,000","2,621,000","1,743,000","2,164,000","2,180,000","3,050,000","2,280,000","3,082,000","2,597,000","3,545,000","4,474,000","3,633,000","3,493,000","4,232,000","2,123,000","2,651,000","2,850,000","3,430,000","1,174,000","1,708,000","1,952,000","4,673,000","2,542,000","3,329,000","3,487,000","3,961,000","1,490,000","1,545,000","4,445,000","3,654,000","6,287,000","4,313,000","8,978,000","10,364,000","7,509,000","7,714,000","10,245,000","9,208,000","9,126,000","8,304,000","7,278,000","11,313,000","8,580,000","9,601,000","4,592,000"
				AccountsPayable,"1,949,000","2,995,000","3,281,000","3,164,000","3,569,000","2,970,000","2,499,000","2,637,000","2,441,000","2,621,000","1,743,000","2,164,000","2,180,000","3,050,000","2,280,000","3,082,000","2,597,000","3,545,000","4,474,000","3,633,000","3,493,000","4,232,000","2,123,000","2,651,000","2,850,000","3,399,000","1,174,000","1,708,000","1,952,000","4,673,000","2,542,000","3,329,000","3,487,000","3,961,000","1,490,000","1,545,000","4,445,000","3,654,000","6,287,000","4,313,000","8,978,000","10,364,000","7,509,000","7,714,000","10,245,000","9,208,000","8,639,000","8,036,000","6,730,000","9,999,000","8,236,000","9,166,000","4,442,000"
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,"31,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,"487,000","268,000","548,000","1,314,000","344,000","435,000","150,000"
			CurrentAccruedExpenses,"14,172,000","12,578,000","15,927,000","9,082,000","9,516,000","10,272,000","7,570,000","6,943,000","8,923,000","6,540,000","6,182,000","4,059,000","7,127,000","4,087,000","5,190,000","4,329,000","4,601,000","3,679,000","4,664,000","2,647,000","3,055,000","1,518,000","2,339,000","2,829,000","3,224,000","1,414,000","2,151,000","1,871,000","2,065,000","2,619,000","2,050,000","2,833,000","2,699,000","1,612,000","2,140,000","3,900,000","4,826,000","6,948,000","12,127,000","11,685,000","15,200,000","7,354,000","12,100,000","12,425,000","11,234,000","13,737,000","13,902,000","12,591,000","12,854,000","16,894,000","14,345,000","12,641,000","12,269,000"
				InterestPayable,,,,,,,,,,,,,,,,,,,"3,795,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"6,843,000","11,119,000","9,041,000","6,859,000","4,953,000","7,288,000","6,277,000","4,979,000","3,124,000","5,003,000","4,695,000","4,551,000","6,469,000","5,272,000","5,162,000","3,817,000","6,134,000","4,753,000","3,795,000","2,920,000","5,334,000","4,314,000","3,024,000","2,844,000","4,305,000","3,331,000","2,554,000","2,615,000","3,600,000","2,946,000","2,376,000","1,978,000","3,638,000","3,625,000","3,340,000","3,335,000","4,152,000","3,495,000",,,,"6,785,000","6,165,000",,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"4,927,000","4,093,000","2,782,000","2,672,000","2,618,000","2,627,000","2,554,000","2,482,000","1,824,000","1,167,000","1,015,000","866,000","1,324,000","425,000","425,000","425,000","425,000","425,000",,,,"425,000",,,,"425,000",,,,,,,,,,,,,,,,,,,,,"4,032,000","5,367,000","5,455,000","5,368,000","6,093,000","5,194,000","5,163,000"
			CurrentCapitalLeaseObligation,"4,927,000","4,093,000","2,782,000","2,672,000","2,618,000","2,627,000","2,554,000","2,482,000","1,824,000","1,167,000","1,015,000","866,000","1,324,000","425,000","425,000","425,000","425,000","425,000",,,,"425,000",,,,"425,000",,,,,,,,,,,,,,,,,,,,"0","4,032,000","5,367,000","5,455,000","5,368,000","6,093,000","5,194,000","5,163,000"
		CurrentDeferredLiabilities,"1,604,000","2,586,000","2,449,000","2,313,000","1,897,000","1,824,000","1,596,000","1,903,000","5,970,000","57,000","1,288,000","5,851,000","1,554,000","5,279,000","4,571,000","4,757,000","7,796,000","12,550,000","4,141,000","4,027,000","1,644,000","1,878,000","4,221,000","4,118,000","6,105,000","6,241,000","6,949,000","5,166,000","4,253,000","3,497,000","4,036,000","2,654,000","3,266,000","2,001,000","2,248,000","2,365,000","4,352,000","2,186,000","2,286,000","3,647,000","9,070,000","3,789,000","8,632,000","4,470,000","9,461,000","4,539,000","9,326,000","4,585,000","9,441,000","15,401,000","9,438,000","10,583,000","6,468,000"
			CurrentDeferredRevenue,"1,604,000","2,586,000","2,449,000","2,313,000","1,897,000","1,824,000","1,596,000","1,903,000","5,970,000","57,000","1,288,000","5,851,000","1,554,000","4,936,000","4,253,000","4,460,000","7,518,000","12,292,000","4,141,000","4,027,000","1,644,000","1,710,000","4,221,000","4,118,000","6,105,000","6,098,000","6,949,000","5,166,000","4,253,000","3,497,000","4,036,000","2,654,000","3,266,000","2,001,000","2,248,000","2,365,000","4,352,000","2,186,000","2,286,000","3,647,000","9,070,000","3,789,000","8,632,000","4,470,000","9,461,000","4,539,000","9,326,000","4,585,000","9,441,000","15,401,000","9,438,000","10,583,000","6,468,000"
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"2,405,000",,"1,731,000","4,382,000","2,260,000"
