name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008
TotalRevenue,"702,268,000","184,948,000","176,419,000","172,231,000","168,670,000","162,074,000","170,026,000","150,508,000","119,023,000","101,682,000","120,191,000","114,485,000","100,304,000","89,350,000","115,516,000","114,699,000","111,702,000","99,403,000","137,899,000","128,827,000","126,123,000","117,518,000","131,800,000","121,187,000","107,425,000","98,375,000","104,999,000","112,297,000","99,129,000","91,038,000","111,633,000","105,769,000","98,005,000","85,820,000","94,003,000","103,628,000","94,439,000","90,548,000","91,424,000","81,301,000","78,928,000","78,565,000","91,585,000","83,655,000","97,959,000","71,470,000","91,695,000","75,492,000","71,653,000","48,203,000","88,359,000","59,600,000","47,842,000","37,146,000","70,665,000"
	OperatingRevenue,"702,268,000","184,948,000","176,419,000","172,231,000","168,670,000","162,074,000","170,026,000","150,508,000","119,023,000","101,682,000","120,191,000","114,485,000","100,304,000","89,350,000","115,516,000","114,699,000","111,702,000","99,403,000","137,899,000","128,827,000","126,123,000","117,518,000","131,800,000","121,187,000","107,425,000","98,375,000","104,999,000","112,297,000","99,129,000","91,038,000","111,633,000","105,769,000","98,005,000","85,820,000","94,003,000","103,628,000","94,439,000","90,548,000","91,424,000","81,301,000","78,928,000","78,565,000","91,585,000","83,655,000","97,959,000","71,470,000","91,695,000","75,492,000","71,653,000","48,203,000","88,359,000","59,600,000","47,842,000","37,146,000","70,665,000"
CostOfRevenue,"340,131,000","93,156,000","85,186,000","82,738,000","79,051,000","75,832,000","81,011,000","74,533,000","62,618,000","56,058,000","65,479,000","64,283,000","55,636,000","51,007,000","63,892,000","61,866,000","60,836,000","57,344,000","87,342,000","84,194,000","82,800,000","83,141,000","79,614,000","67,643,000","57,419,000","52,893,000","58,462,000","59,184,000","50,840,000","48,548,000","60,192,000","60,689,000","53,663,000","48,894,000","53,956,000","56,221,000","51,934,000","49,433,000","54,394,000","47,795,000","45,707,000","44,746,000","54,531,000","51,808,000","67,796,000","51,081,000","53,039,000","46,528,000","43,215,000","31,531,000","58,639,000","38,477,000","32,436,000","26,751,000","47,438,000"
GrossProfit,"362,137,000","91,792,000","91,233,000","89,493,000","89,619,000","86,242,000","89,015,000","75,975,000","56,405,000","45,624,000","54,712,000","50,202,000","44,668,000","38,343,000","51,624,000","52,833,000","50,866,000","42,059,000","50,557,000","44,633,000","43,323,000","34,377,000","52,186,000","53,544,000","50,006,000","45,482,000","46,537,000","53,113,000","48,289,000","42,490,000","51,441,000","45,080,000","44,342,000","36,926,000","40,047,000","47,407,000","42,505,000","41,115,000","37,030,000","33,506,000","33,221,000","33,819,000","37,054,000","31,847,000","30,163,000","20,389,000","38,656,000","28,964,000","28,438,000","16,672,000","29,720,000","21,123,000","15,406,000","10,395,000","23,227,000"
OperatingExpense,"299,934,000","81,939,000","77,403,000","71,502,000","69,090,000","65,440,000","64,241,000","54,225,000","53,457,000","51,964,000","53,218,000","50,579,000","49,599,000","47,456,000","57,050,000","52,314,000","52,999,000","54,532,000","61,339,000","61,284,000","61,080,000","66,494,000","64,421,000","57,309,000","55,887,000","56,220,000","56,272,000","52,236,000","54,054,000","54,377,000","54,294,000","48,824,000","48,232,000","46,823,000","48,103,000","47,419,000","47,350,000","46,655,000","43,377,000","40,583,000","40,051,000","41,188,000","55,137,000","37,337,000","47,700,000","43,123,000","35,818,000","32,236,000","30,878,000","25,202,000","26,909,000","24,384,000","23,153,000","21,525,000","22,689,000"
	SellingGeneralAndAdministration,"192,734,000","52,122,000","51,463,000","45,775,000","43,374,000","41,076,000","40,953,000","33,847,000","32,536,000","31,293,000","32,954,000","29,689,000","28,899,000","28,126,000","35,835,000","31,203,000","30,898,000","28,996,000","33,189,000","28,651,000","28,130,000","32,686,000","33,477,000","29,190,000","30,854,000","31,746,000","30,891,000","27,564,000","28,651,000","29,911,000","30,535,000","26,342,000","26,136,000","24,641,000","26,235,000","25,090,000","24,763,000","23,932,000","23,681,000","21,866,000","21,026,000","21,670,000","22,272,000","18,068,000","26,321,000","21,374,000","21,590,000","17,752,000","17,607,000","13,170,000","13,779,000","12,222,000","12,226,000","10,872,000","11,961,000"
		GeneralAndAdministrativeExpense,"58,785,000","16,031,000","14,459,000","14,631,000","13,664,000","13,025,000","11,814,000","10,768,000","11,193,000","10,669,000","9,597,000","9,566,000","9,165,000","8,787,000","10,553,000","10,481,000","10,371,000","9,095,000","9,714,000","10,203,000","9,701,000","10,257,000","8,652,000","8,615,000","11,641,000","12,684,000","9,726,000","9,140,000","9,436,000","10,152,000","8,814,000","7,625,000","7,681,000","7,251,000","7,652,000","8,478,000","7,684,000","8,131,000","6,432,000","6,773,000","6,129,000","6,780,000","5,552,000","5,475,000","6,667,000","9,308,000","8,483,000","7,344,000","7,423,000","4,748,000","3,984,000","3,728,000","4,238,000","3,663,000","3,847,000"
			OtherGandA,"58,785,000","16,031,000","14,459,000","14,631,000","13,664,000","13,025,000","11,814,000","10,768,000","11,193,000","10,669,000","9,597,000","9,566,000","9,165,000","8,787,000","10,553,000","10,481,000","10,371,000","9,095,000","9,714,000","10,203,000","9,701,000","10,257,000","8,652,000","8,615,000","11,641,000","12,684,000","9,726,000","9,140,000","9,436,000","10,152,000","8,814,000","7,625,000","7,681,000","7,251,000","7,652,000","8,478,000","7,684,000","8,131,000","6,432,000","6,773,000","6,129,000","6,780,000","5,552,000","5,475,000","6,667,000","9,308,000","8,483,000","7,344,000","7,423,000","4,748,000","3,984,000","3,728,000","4,238,000","3,663,000","3,847,000"
		SellingAndMarketingExpense,"133,949,000","36,091,000","37,004,000","31,144,000","29,710,000","28,051,000","29,139,000","23,079,000","21,343,000","20,624,000","23,357,000","20,123,000","19,734,000","19,339,000","25,282,000","20,722,000","20,527,000","19,901,000","23,475,000","18,448,000","18,429,000","22,429,000","24,825,000","20,575,000","19,213,000","19,062,000","21,165,000","18,424,000","19,215,000","19,759,000","21,721,000","18,717,000","18,455,000","17,390,000","18,583,000","16,612,000","17,079,000","15,801,000","17,249,000","15,093,000","14,897,000","14,890,000","16,720,000","12,593,000","19,654,000","12,066,000","13,107,000","10,408,000","10,184,000","8,422,000","9,795,000","8,494,000","7,988,000","7,209,000","8,114,000"
	ResearchAndDevelopment,"107,200,000","29,817,000","25,940,000","25,727,000","25,716,000","24,364,000","23,288,000","20,378,000","20,921,000","20,671,000","20,264,000","20,890,000","20,700,000","19,330,000","21,215,000","21,111,000","22,101,000","25,536,000","28,150,000","32,633,000","32,950,000","33,808,000","30,944,000","28,119,000","25,033,000","22,773,000","22,829,000","22,120,000","22,851,000","21,914,000","21,207,000","19,930,000","19,544,000","19,630,000","19,316,000","19,777,000","20,035,000","20,171,000","17,144,000","16,165,000","16,473,000","16,966,000","17,385,000","16,717,000","18,584,000","15,039,000","16,180,000","14,299,000","13,086,000","11,847,000","12,945,000","11,977,000","10,742,000","10,468,000","10,543,000"
