name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,05/31/1988,02/29/1988,11/30/1987,08/31/1987,05/31/1987,02/28/1987,11/30/1986,08/31/1986
MarketCap,"2,452,843,417","3,006,345,751","3,421,700,400","3,527,951,711","3,764,162,547","4,313,218,276","3,703,912,355","3,225,649,539","3,237,865,526","2,992,027,382","2,936,381,682","3,056,813,698","2,478,272,328","2,217,122,948","1,987,529,003","1,834,990,803","2,196,440,010","2,309,723,018","2,428,297,882","2,729,151,322","1,851,106,569","1,794,801,298","1,513,603,560","1,347,551,488","1,330,937,560","1,174,391,010","1,026,286,338","1,300,164,021","1,348,848,910","1,359,053,619","1,282,757,058","1,613,039,994","1,629,298,912","1,380,109,821","1,708,388,371","1,467,543,250","1,341,927,068","1,855,090,694","1,561,543,612","1,261,349,644","851,513,742","559,099,468","880,435,954","646,480,414","508,304,328","945,622,321","1,019,901,193","869,765,474","792,326,335","1,112,791,982","1,250,897,308","1,041,321,226","1,399,443,507","1,152,754,125","683,967,447","1,042,140,097","1,864,173,334","1,837,200,150","2,143,549,468","1,870,180,968","3,116,026,404","4,107,806,638","4,424,383,496","4,619,748,366","3,825,476,235","4,675,498,342","6,237,156,849","6,620,099,030","7,171,149,969","6,480,180,682","5,975,129,472","4,070,986,577","3,185,365,194","3,050,644,155","3,379,754,571","3,205,236,651","2,652,258,006","2,944,176,956","2,230,507,579","2,139,832,234","2,295,926,508","2,567,018,840","2,241,394,282","1,693,680,455","1,628,896,337","1,125,225,668","1,237,510,538","1,347,572,310","1,063,751,366","721,866,888","796,034,715","1,064,061,466","974,667,782","1,155,949,038","1,077,750,000","1,007,318,496","852,966,528","1,023,769,552","1,019,954,000","845,766,936","779,280,000","582,750,000","548,512,580","499,949,328","485,912,500","578,036,732","497,521,232","420,511,000","433,262,016","457,512,888","473,619,132","412,819,500","501,239,000","525,476,250","832,693,125","698,820,500","722,390,500","607,460,000","645,579,750","573,314,000","415,260,000","516,990,000","612,180,250","384,731,875","329,797,000","468,963,625","369,529,250","194,054,000","207,915,000","332,460,000","318,136,000","383,824,125","485,178,500","429,943,500","412,791,500","317,339,250","266,097,000","270,040,000","270,030,000","212,656,500","347,625,000","317,250,000","331,312,500","256,500,000","359,212,500"
EnterpriseValue,"4,293,932,417","4,726,669,751","4,843,870,400","5,071,880,711","4,936,814,547","5,524,766,276","4,806,226,355","4,284,752,539","4,461,920,526","4,343,786,382","4,230,270,682","4,732,111,698","4,153,064,328","3,908,304,948","3,472,673,003","3,543,141,803","3,879,734,010","4,108,487,018","4,032,281,882","4,736,723,322","4,011,855,569","3,946,800,298","3,560,752,560","3,684,624,488","3,686,515,560","3,502,240,010","3,091,481,338","3,576,017,021","3,726,270,910","3,635,144,619","3,500,514,058","3,894,831,994","3,716,008,912","3,248,849,821","3,326,363,371","3,018,135,250","2,743,996,068","3,193,285,694","2,758,670,612","2,458,476,644","2,158,800,742","1,827,629,468","2,163,678,954","1,811,977,414","1,617,601,328","2,015,977,321","1,985,833,193","1,740,893,474","1,669,638,335","1,882,401,982","1,896,552,308","1,686,976,226","2,258,772,507","1,863,478,125","1,483,986,447","1,977,051,097","2,706,765,334","2,670,446,150","2,976,795,468","2,706,719,968","4,631,516,404","6,632,699,638","7,237,082,496","7,090,923,366","7,537,541,235","8,222,797,342","9,282,550,849","8,939,718,030","9,775,288,969","8,754,948,682","8,261,841,472","5,885,037,577","5,279,671,194","4,828,368,155","4,634,640,571","4,748,169,651","4,109,966,006","4,275,718,956","3,562,049,579","3,606,725,234","3,654,676,508","3,925,768,840","3,579,732,282","3,118,356,455","3,228,573,337","2,632,828,668","2,692,030,538","2,717,693,310","2,348,944,366","2,048,999,888","2,008,826,715","2,262,961,466","2,257,867,782","2,360,249,038","1,783,550,000","1,713,118,496","1,580,066,528","1,702,769,552","1,649,454,000","1,482,066,936","1,363,380,000","1,140,950,000","1,106,712,580","1,260,049,328","1,303,812,500","1,395,936,732","1,239,721,232","1,169,011,000","1,217,562,016","1,222,912,888","1,206,819,132","1,049,319,500","1,091,339,000","1,062,876,250","1,322,193,125","1,076,920,500","1,145,190,500","1,046,360,000","1,143,779,750","1,071,514,000","936,060,000","967,890,000","1,025,680,250","889,631,875","856,297,000","995,463,625","919,629,250","756,654,000","829,715,000","850,760,000","815,136,000","809,724,125","646,678,500","591,443,500","574,291,500","478,839,250","424,197,000","428,140,000","428,130,000","370,756,500","489,225,000","458,850,000","472,912,500","320,900,000","423,612,500"
PeRatio,"3.865","5.339","6.424","7.661","9.648","13.298","12.901","10.602","11.106","10.435","11.435","13.777","10.442","8.849","13.339","13.194","20.708","29.932","15","22.4","16.462","18.566","15.848","13.774","16.02","15.319","14.353","1.567","1.622","1.605","1.508","17.57","16.905","22.27","44.348","73.042",,,,,,,,,,,,,"57.278",,,,,,,,,,,,,,"11.935","8.881","4.272","4.858","6.181","7.321","7.439","9.519","11.284","7.71","6.696","7.084","8.222","8.262","7.17","8.401","6.295","6.95","7.874","8.461","7.591","6.113","6.131","5.261","6.253","5.988","4.483","3.621","4.372","7.184","8.062","10.073","9.698","10.857","12.428","17.183","17.931",,,,,,,,"19.84","17.808","14.619","14.638","13.864","10.991","27.679","29.018","38.915","41.927","41.089","44.304","48.377","40.26","31.579","37.037","52.848","51.442","39.655","56.466","29.121","11.57","7.772","10.811","9.914","11.758","16.667","15.517","15.755","13.21","11.337","12.579","14.184","11.932","19.508","21.171","21.991","18.627","28.297"
ForwardPeRatio,"2.793","3.407","3.774","4.948","6.278","8.937","7.905","8.584","10.515","12.255","9.488","10.246","9.32","9.931","9.116","7.082","7.962","9.69","17.452","15.152","11.261","13.038","11.455","9.569","10.406","9.872","8.278","10.893","11.013","13.316","13.021","13.55","12.24","10.881","15.576","7.868","5.91","8.569","7.396",,,"95.238","30.212",,"58.14","37.879","16.475",,,,"21.368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.975","5.843","6.076","5.491","4.881","6.99","3.529","2.651","3.842","3.317",,,"42.666","7.545",,"8.309","5.405","2.352","-6.294",,,"1.942",,"-7.296","-6.01",,"-0.38","-0.679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.411","0.534","0.631","0.722","0.855","1.038","0.908","0.725","0.709","0.64","0.672","0.762","0.667","0.58","0.507","0.463","0.514","0.572","0.625","0.733","0.524","0.536","0.475","0.463","0.476","0.456","0.414","0.503","0.575","0.591","0.577","0.808","0.806","0.732","0.891","0.707","0.662","1.013","0.924","0.71","0.587","0.401","0.646","0.434","0.394","0.667","0.67","0.546","0.436","0.621","0.684","0.569","0.677","0.457","0.227","0.215","0.319","0.272","0.318","0.251","0.263","0.372","0.381","0.389","0.342","0.426","0.445","0.653","0.207","0.734","0.908","0.526","0.443","0.455","0.521","0.524","0.445","0.53","0.397","0.414","0.443","0.476","0.389","0.291","0.28","0.236","0.275","0.325","0.275","0.187","0.203","0.278","0.288","0.435","0.385","0.431","0.382","0.524","0.566","0.492","0.449","0.324","0.305","0.296","0.305","0.363","0.347","0.379","0.335","0.36","0.37","0.392","0.384","0.412","0.656","0.565","0.578","0.535","0.63","0.524","0.404","0.405","0.492","0.3","0.248","0.353","0.27","0.142","0.133","0.22","0.226","0.303","0.511","0.478","0.439","0.351","0.292","0.32","0.388","0.317","0.554","0.619","0.64","0.582","0.778"
PbRatio,"0.745","0.959","1.133","1.241","1.304","1.569","1.394","1.257","1.3","1.226","1.237","1.37","1.131","1.042","0.952","0.91","1.147","1.247","1.261","1.482","1.044","1.034","0.878","0.801","0.814","0.726","0.607","0.793","0.835","0.848","0.804","2.17","2.296","2.769","3.187","2.948","2.85","3.921","4.144","3.347","2.286","1.513","2.235","1.46","1.177","2.132","1.982","1.376","1.292","1.718","1.769","1.472","2.281","1.502","0.823","0.919","1.463","1.174","1.37","1.011","1.171","1.478","1.509","1.581","1.287","1.561","2.149","2.321","2.754","2.739","2.731","1.98","1.745","1.814","2.122","2.247","1.92","2.268","1.718","1.897","2.021","2.26","1.948","1.55","1.646","1.533","1.775","2.058","1.55","1.07","1.153","1.573","1.42","1.831","2.271","2.123","1.996","2.637","2.662","2.372","2.257","1.726","1.625","1.537","1.547","1.841","1.206","1.015","1.078","1.142","1.187","1.023","1.279","1.372","2.219","1.577","1.661","1.911","2.028","1.801","1.314","1.982","2.372","1.6","1.4","1.991","1.577","0.828","0.906","1.54","1.578","2.054","2.092","1.854","1.78","1.368","1.405","1.426","1.426","1.123","2.233","2.038","2.128","2.591","3.628"
EnterprisesValueRevenueRatio,"0.686","2.748","3.463","3.028","3.365","3.834","4.21","3.588","4.466","4.753","3.932","3.036","3.578","3.825","4.279","2.627","3.166","3.73","4.626","3.376","3.507","3.936","4.35","3.091","4.037","4.318","4.557","3.628","4.419","5.835","6.034","4.893","6.307","5.75","7.381","4.88","4.998","6.089","6.808","4.34","5.085","6.035","8.5","3.859","4.404","7.419","10.083","3.86","3.333","5.032","7.185","2.501","4.927","4.847","4.828","2.151","3.971","4.179","3.748","1.307","3","4.693","4.095","2","2.818","3.172","4.235","2.838","3.871","4.11","5.05","2.472","3.02","3.075","3.424","2.535","2.85","2.969","3.253","2.268","2.827","3.516","3.909","2.186","2.657","2.503","3.331","2.218","2.433","2.261","2.555","1.859","2.146","2.785","2.614","2.195","2.398","3.233","3.953","2.329","2.96","2.803","3.259","2.462","2.758","2.946","4.191","2.602","3.27","3.876","5.252","2.792","3.128","3.26","5.147","2.886","3.58","3.27","5.086","2.786","3.224","4.122","5.559","2.799","3.09","3.24","2.884","2.017","2.551","2.432","2.582","1.421","2.337","2.403","3.327","1.883","1.872","1.489","3.174","1.415","3.085","3.259","4.28","1.474","3.43"
EnterprisesValueEBITDARatio,"5.028","16.71","26.839","22.392","27.32","31.766","38.853","34.076","45.15","70.527","60.345","26.304","43.511","64.573","88.014","27.342","33.647","53.626","86.394","34.328","50.237","74.92","124.641","65.639","67.409","126.439","149.897","47.816","94.939","168.045","210.342","115.215","103.895","90.143","147.799","59.901","71.516","295.428","824.222","130.161","135.035","-132.648","-75.327","75.161","510.445","-36.575","-19.452","53.894","161.567","-142.574","-55.447","-22.881","-37.43","-26.366","-33.047","-7.32","-26.466","-10.457","-12.121","-8.592","-6.131","-26.115","142.14","-156.896","30.917","23.614","33.194","17.924","25.778","29.089","40.879","17.193","29.051","27.992","36.45","21.376","28.587","33.541","36.908","25.599","25.606","42.784","45.009","19.364","30.539","33.291","47.875","21.435","28.787","29.861","40.829","18.294","22.489","42.374","52.304","51.445","27.575","56.949","99.365","32.149","49.758","49.607","79.051","33.964","47.411","52.479","95.363","90.621","48.898","65.748","104.036","143.742","38.159","37.294","54.863","32.634","32.35","29.228","45.751","19.553","40.876","52.89","54.557","20.265","24.327","37.283","32.844","24.808","22.425","17.362","14.821","-1.648","2.337","2.403","3.327","-0.867","1.872","1.489","3.174","-1.093","3.085","3.259","4.28","-1.427","3.43"
