name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
OperatingCashFlow,"-4,667,000","-1,691,000","-1,759,000","1,161,000","-2,378,000","-3,406,000","556,000","781,000","-4,042,000","-10,269,000","-521,484","-301,622","-128,202","-158,078","-105,729","-114,398","-245,033","-193,228"
	CashFlowFromContinuingOperatingActivities,"-4,667,000","-1,691,000","-1,759,000","1,161,000","-2,378,000","-3,406,000","556,000","781,000","-4,042,000","-10,269,000","-521,484","-301,622","-128,202","-158,078","-105,729","-114,398","-245,033","-193,228"
		NetIncomeFromContinuingOperations,"-40,455,000","-4,655,000","-20,800,000","-9,531,000","-5,469,000","-18,028,000","-12,424,000","-8,025,000","-7,774,000","-15,792,000","-1,524,086","-409,327","2,216,079","1,514,251","1,290,368","1,282,694","917,671","369,442"
		OperatingGainsLosses,"-8,149,000","-2,956,000","-2,195,000","447,000","-3,445,000","3,823,000",,,,,,,,,,,,
			GainLossOnSaleOfPPE,"-12,000","0","0","-9,000","-3,000","24,000","6,000",,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,"0","0","0","0",,,,,,,,
			GainLossOnInvestmentSecurities,"-5,166,000","-2,956,000","-2,195,000","456,000","-471,000","4,038,000",,,,,,,,,,,,
		DepreciationAmortizationDepletion,"17,187,000","4,119,000","4,170,000","4,696,000","4,202,000","4,131,000","5,034,000","4,297,000","4,089,000","4,158,000",,,,,,,,
			DepreciationAndAmortization,"17,187,000","4,119,000","4,170,000","4,696,000","4,202,000","4,131,000","5,034,000","4,297,000","4,089,000","4,158,000",,,,,,,,
				Depreciation,"2,614,000","526,000","502,000","1,028,000","558,000","532,000","1,351,000","614,000","447,000","485,000",,,,,,,,
				AmortizationCashFlow,"14,573,000","3,593,000","3,668,000","3,668,000","3,644,000","3,599,000","3,683,000","3,683,000","3,642,000","3,673,000",,,,,,,,
					AmortizationOfIntangibles,"14,573,000","3,593,000","3,668,000","3,668,000","3,644,000","3,599,000","3,683,000","3,683,000","3,642,000","3,673,000",,,,,,,,
		DeferredTax,"-187,000","-601,000","398,000","-93,000","109,000","-170,000","-713,000","-384,000","837,000","-2,521,000",,,,,,,,
			DeferredIncomeTax,"-187,000","-601,000","398,000","-93,000","109,000","-170,000","-713,000","-384,000","837,000","-2,521,000",,,,,,,,
		AssetImpairmentCharge,"15,889,000","0","15,863,000","26,000","0","5,000","2,000,000","25,000","-4,000","69,000",,,,,,,,
		StockBasedCompensation,"11,578,000","3,432,000","2,942,000","3,336,000","1,868,000","1,823,000","2,283,000","2,024,000","1,019,000","3,295,000",,,,,,,,
		OtherNonCashItems,"-978,000","-1,379,000","-2,692,000","1,545,000","1,548,000","6,749,000","3,050,000","182,000","-519,000","2,151,000","-1,833,873","-2,668,330","-2,539,414","-1,710,840","-1,415,053","-1,425,916","-1,061,994","-650,776"
		ChangeInWorkingCapital,"448,000","349,000","555,000","735,000","-1,191,000","-1,739,000","1,320,000","2,662,000","-1,690,000","-1,629,000","2,836,475","2,776,035","195,133","38,511","18,956","28,824","-100,710","88,106"
			ChangeInReceivables,"-2,762,000","-866,000","-1,567,000","856,000","-1,185,000","-789,000","569,000","499,000","-2,408,000","522,000",,,,,,,,
				ChangesInAccountReceivables,"-2,762,000","-866,000","-1,567,000","856,000","-1,185,000","-789,000","569,000","499,000","-2,408,000","522,000",,,,,,,,
			ChangeInPrepaidAssets,"-2,029,000","-1,749,000","-216,000","311,000","-375,000","-1,536,000","839,000","-344,000","-98,000","-1,122,000","5,708","51,011","17,724","-47,276","-14,789","-12,094","-2,327","-16,533"
			ChangeInPayablesAndAccruedExpense,"1,715,000","1,799,000","557,000","-384,000","-257,000","-813,000","-818,000","359,000","-1,025,000","-546,000","2,830,767","2,725,024","177,409","85,787","33,745","40,918","-98,383","104,639"
				ChangeInPayable,"1,715,000","1,799,000","557,000","-384,000","-257,000","-813,000","-818,000","359,000","-1,025,000","-546,000","2,006,057","2,989,520","42,913","55,787","3,745","10,918","-128,383","74,639"
