name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalAssets,"3,085,900,000","3,043,800,000","2,981,800,000","2,830,000,000","2,652,300,000","2,570,500,000","2,452,900,000","2,452,600,000","2,423,000,000","2,481,400,000","2,497,800,000","1,983,900,000","1,913,300,000","1,897,700,000","1,738,500,000","1,749,300,000","1,752,100,000","1,724,700,000","1,693,023,000","1,239,309,000","1,232,627,000","1,233,082,000","1,217,865,000","1,209,456,000","1,177,062,000","1,201,976,000","1,439,154,000","1,466,053,000","1,453,892,000","1,462,063,000","1,495,605,000","1,487,993,000","1,464,953,000","1,461,630,000","1,461,244,000","1,390,682,000","1,357,341,000","1,327,841,000","1,323,236,000","1,211,859,000","1,184,387,000","1,174,475,000","1,280,767,000","1,008,562,000","960,446,000","954,839,000","936,482,000","895,780,000","917,767,000","926,503,000","915,096,000","916,857,000","914,496,000","909,427,000","923,433,000","893,803,000","861,539,000","825,754,000","772,722,000","739,816,000","736,316,000","724,875,000","698,772,000","690,040,000","656,483,000","641,806,000","338,809,000","312,256,000","307,080,000","299,252,000","307,798,000","302,619,000","299,637,000","299,745,000","271,307,000","268,082,000","279,294,000","410,081,000","408,115,000","396,472,000","408,980,000","405,659,000","409,650,000","419,454,000","421,489,000","420,806,000","424,039,000","421,141,000","424,570,000","418,500,000","443,400,000","167,300,000","158,205,000","159,100,000","158,400,000","162,800,000","128,919,000","106,300,000","75,300,000","77,700,000","81,196,000","75,900,000","66,000,000","62,500,000","64,700,000","64,400,000","58,600,000","56,500,000","54,900,000","47,800,000","44,500,000","44,600,000","48,000,000","48,000,000","46,600,000","47,300,000"
	CurrentAssets,"910,800,000","853,500,000","859,500,000","875,300,000","713,800,000","703,000,000","728,500,000","684,300,000","651,100,000","673,600,000","683,900,000","710,700,000","645,200,000","661,700,000","667,800,000","661,000,000","650,000,000","634,000,000","622,201,000","635,684,000","633,036,000","652,977,000","627,742,000","608,860,000","565,317,000","587,230,000","572,657,000","611,600,000","610,659,000","604,604,000","653,240,000","653,361,000","642,673,000","649,443,000","665,101,000","606,262,000","583,827,000","556,424,000","571,871,000","637,163,000","605,757,000","597,629,000","697,817,000","454,424,000","409,281,000","406,096,000","423,034,000","391,353,000","409,424,000","414,404,000","409,004,000","408,514,000","416,837,000","405,025,000","415,682,000","376,325,000","362,375,000","329,047,000","277,675,000","246,258,000","242,460,000","230,635,000","210,978,000","203,470,000","190,091,000","173,064,000","161,315,000","145,314,000","139,389,000","135,293,000","142,337,000","132,536,000","123,727,000","127,247,000","134,744,000","127,735,000","131,459,000","145,234,000","138,864,000","128,447,000","139,780,000","148,088,000","149,456,000","158,783,000","156,831,000","157,181,000","155,524,000","144,880,000","143,350,000","135,100,000","150,200,000","82,200,000","76,111,000","77,000,000","76,600,000","81,500,000","84,849,000","63,100,000","52,100,000","55,800,000","60,687,000","56,400,000","47,000,000","47,200,000","49,500,000","48,800,000","43,200,000","41,100,000","38,900,000","34,400,000","31,300,000","31,000,000","34,300,000","34,200,000","32,500,000","33,400,000"
		CashCashEquivalentsAndShortTermInvestments,"99,700,000","122,200,000","102,900,000","197,800,000","114,900,000","125,100,000","120,700,000","122,500,000","89,300,000","119,000,000","80,700,000","148,500,000","71,900,000","118,100,000","157,200,000","148,500,000","142,800,000","122,600,000","124,658,000","234,427,000","243,824,000","281,959,000","267,276,000","213,158,000","159,054,000","123,708,000","82,537,000","82,885,000","83,367,000","103,656,000","140,422,000","142,674,000","140,419,000","137,345,000","151,828,000","125,782,000","126,268,000","141,498,000","105,775,000","254,709,000","242,520,000","257,199,000","382,045,000","152,375,000","146,996,000","165,112,000","208,646,000","188,690,000","213,477,000","211,168,000","219,484,000","205,358,000","177,180,000","154,429,000","148,884,000","101,235,000","107,937,000","92,869,000","62,426,000","14,276,000","12,359,000","20,857,000","22,958,000","17,686,000","19,462,000","15,433,000","10,385,000","8,702,000","14,814,000","17,692,000","21,087,000","24,787,000","18,600,000","27,815,000","14,318,000","13,614,000","7,225,000","13,989,000","6,656,000","6,787,000","11,801,000","3,298,000","2,790,000","3,268,000","4,921,000","4,582,000","2,969,000","5,541,000","2,314,000","3,000,000","4,000,000","2,500,000","2,169,000","2,000,000","4,300,000","5,900,000","22,095,000","2,300,000","4,600,000","5,600,000","4,304,000","4,700,000","600,000","200,000","200,000","700,000","400,000","600,000","200,000","500,000","1,400,000","900,000","700,000","1,100,000","800,000","500,000"
			CashAndCashEquivalents,"99,700,000","122,200,000","102,900,000","197,800,000","114,900,000","125,100,000","120,700,000","122,500,000","89,300,000","119,000,000","80,700,000","148,500,000","71,900,000","118,100,000","157,200,000","148,500,000","142,800,000","122,600,000","124,658,000","234,427,000","243,824,000","281,959,000","267,276,000","213,158,000","159,054,000","123,708,000","82,537,000","82,885,000","83,367,000","103,656,000","140,422,000","142,674,000","140,419,000","137,345,000","151,828,000","125,782,000","126,268,000","141,498,000","105,775,000","254,709,000","242,520,000","257,199,000","382,045,000","152,375,000","146,996,000","165,112,000","208,646,000","188,690,000","213,477,000","211,168,000","189,167,000","175,041,000","147,011,000","122,165,000","148,884,000","101,235,000","107,937,000","92,869,000","62,426,000","14,276,000","12,359,000","18,854,000","22,958,000","17,686,000","19,462,000","15,433,000","10,385,000","8,702,000","14,814,000","17,692,000","21,087,000","24,787,000","18,600,000","27,815,000","14,318,000","13,614,000","7,225,000","13,989,000","6,656,000","6,787,000","11,801,000","3,298,000","2,790,000","3,268,000","4,921,000","4,582,000","2,969,000","5,541,000","2,314,000","3,000,000","4,000,000","2,500,000","2,169,000","2,000,000","4,300,000","5,900,000","22,095,000","2,300,000","4,600,000","5,600,000","4,304,000","4,700,000","600,000","200,000","200,000","700,000","400,000","600,000","200,000","500,000","1,400,000","900,000","700,000","1,100,000","800,000","500,000"
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"257,199,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","30,317,000","30,317,000","30,169,000","32,264,000",,,,,,,,"2,003,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"379,000,000","329,800,000","331,500,000","288,200,000","261,000,000","280,200,000","260,700,000","269,900,000","283,600,000","288,700,000","306,100,000","275,000,000","274,100,000","249,300,000","211,500,000","245,600,000","245,000,000","259,700,000","237,163,000","183,282,000","165,255,000","169,498,000","152,177,000","173,513,000","173,620,000","242,797,000","228,705,000","251,377,000","248,761,000","237,258,000","239,016,000","240,170,000","231,338,000","271,257,000","254,009,000","221,387,000","204,143,000","190,689,000","206,632,000","172,984,000","153,989,000","166,692,000","148,692,000","145,187,000","114,573,000","88,131,000","96,780,000","101,678,000","88,403,000","95,761,000","87,641,000","96,571,000","124,881,000","130,203,000","137,754,000","136,538,000","121,155,000","132,487,000","105,553,000","114,975,000","123,306,000","120,862,000","103,875,000","105,844,000","96,677,000","86,276,000","75,546,000","65,072,000","56,272,000","42,071,000","48,071,000","39,695,000","51,179,000","36,104,000","45,806,000","40,980,000","55,354,000","43,853,000","48,184,000","40,384,000","52,818,000","54,072,000","52,752,000","54,372,000","67,332,000","56,284,000","58,938,000","49,711,000","68,818,000","54,400,000","64,800,000","39,200,000","40,247,000","38,600,000","38,000,000","41,500,000","34,156,000","32,900,000","22,000,000","26,300,000","27,324,000","26,500,000","19,900,000","24,200,000","26,600,000","26,700,000","19,400,000","19,200,000","19,900,000","16,500,000","13,600,000","12,600,000","15,200,000","13,500,000","13,800,000","13,600,000"
			AccountsReceivable,"253,000,000","236,300,000","237,100,000","220,000,000","186,400,000","200,800,000","163,600,000","184,400,000","195,100,000","202,600,000","224,500,000","204,400,000","205,200,000","194,800,000","177,300,000","204,400,000","207,300,000","222,700,000","195,785,000","154,319,000","130,967,000","142,762,000","132,556,000","150,902,000","140,447,000","183,514,000","174,909,000","203,912,000","193,228,000","178,613,000","182,307,000","199,478,000","178,230,000","224,114,000","213,786,000","173,845,000","166,089,000","150,296,000","181,170,000","144,355,000","127,254,000","131,904,000","123,135,000","121,730,000","94,047,000","88,131,000","96,780,000","86,786,000","88,403,000","95,761,000","87,641,000","96,571,000","124,881,000","130,203,000","137,754,000","136,538,000","121,155,000","121,345,000","105,553,000","114,975,000","123,306,000","109,755,000","103,875,000","105,844,000","96,677,000","86,276,000","55,569,000","45,268,000","45,744,000","42,071,000","48,071,000","39,695,000","39,806,000","36,104,000","45,806,000","40,980,000","44,732,000","43,853,000","48,184,000","40,384,000","45,427,000","54,072,000","52,752,000","54,372,000","53,917,000","56,284,000","58,938,000","49,711,000","60,236,000",,,,"37,336,000",,,,"31,636,000",,,,"25,922,000",,,,,,,,,,,,,,,
				GrossAccountsReceivable,"258,300,000","242,300,000","244,500,000","227,500,000","194,300,000","209,200,000","172,100,000","192,600,000","203,300,000","211,400,000","238,000,000","214,700,000","215,100,000","203,300,000","186,900,000","214,300,000","217,700,000","233,500,000","206,134,000","163,986,000","140,835,000","152,979,000","140,446,000","159,129,000","147,194,000","190,479,000","180,745,000","210,304,000","200,439,000","185,088,000","188,261,000","205,597,000","183,275,000","229,768,000","219,150,000","178,523,000","170,557,000",,"185,572,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-5,300,000","-6,000,000","-7,400,000","-7,500,000","-7,900,000","-8,400,000","-8,500,000","-8,200,000","-8,200,000","-8,800,000","-13,500,000","-10,300,000","-9,900,000","-8,500,000","-9,600,000","-9,900,000","-10,400,000","-10,800,000","-10,349,000","-9,667,000","-9,868,000","-10,217,000","-7,890,000","-8,227,000","-6,747,000","-6,965,000","-5,836,000","-6,392,000","-7,211,000","-6,475,000","-5,954,000","-6,119,000","-5,045,000","-5,654,000","-5,364,000","-4,678,000","-4,468,000",,"-4,402,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
