name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,12/31/2004
TotalAssets,"2,691,547,000","2,600,013,000","2,791,208,000","2,578,572,000","2,583,851,000","2,623,997,000","2,504,001,000","2,468,501,000","2,396,751,000","2,461,968,000","2,316,929,000","2,311,567,000","2,138,631,000","1,945,191,000","1,823,054,000","1,792,597,000","1,619,712,000","1,654,715,000","1,582,997,000","1,588,709,000","1,586,248,000","1,464,204,000","1,419,424,000","1,395,171,000","1,331,815,000","1,334,761,000","1,332,731,000","1,396,553,000","1,387,088,000","1,299,223,000","1,199,338,000","1,149,473,000","1,159,399,000","1,221,715,000","1,227,513,000","1,210,853,000","1,211,186,000","1,123,643,000","909,513,000","801,872,000","763,366,000","747,394,000","688,637,000","691,253,000","574,406,000","591,247,000","504,282,000","497,441,000","500,957,000","508,967,000","505,120,000","501,895,000","550,272,000","608,672,000","675,003,000","622,566,000","548,944,000","541,943,000","446,084,472","427,736,808","386,272,034","301,142,209","245,654,938","217,239,108","208,576,310","193,647,879","141,549,683","139,778,102","25,232,672"
TotalLiabilitiesNetMinorityInterest,"1,358,099,000","1,291,466,000","1,453,676,000","1,222,214,000","1,268,457,000","1,332,293,000","1,330,921,000","1,304,471,000","1,299,671,000","1,328,919,000","1,231,248,000","1,206,883,000","1,148,282,000","989,747,000","818,874,000","828,900,000","790,981,000","813,748,000","746,713,000","771,258,000","778,352,000","676,260,000","665,835,000","677,376,000","613,435,000","617,627,000","609,938,000","652,862,000","623,762,000","640,359,000","543,140,000","490,564,000","506,097,000","571,708,000","584,137,000","589,013,000","595,578,000","607,675,000","440,396,000","327,091,000","277,919,000","316,353,000","266,587,000","267,352,000","171,199,000","178,716,000","165,733,000","144,758,000","134,545,000","142,452,000","136,398,000","137,662,000","163,926,000","226,214,000","272,313,000","221,484,000","146,510,000","141,206,000","56,456,791","37,712,733","116,661,294","45,729,387","94,360,119","63,910,022","89,536,575","79,295,549","26,779,911","26,599,986","154,539"
TotalEquityGrossMinorityInterest,"1,333,448,000","1,308,547,000","1,337,532,000","1,356,358,000","1,315,394,000","1,291,704,000","1,173,080,000","1,164,030,000","1,097,080,000","1,133,049,000","1,085,681,000","1,104,684,000","990,349,000","955,444,000","1,004,180,000","963,697,000","828,731,000","840,967,000","836,284,000","817,451,000","807,896,000","787,944,000","753,589,000","717,795,000","718,380,000","717,134,000","722,793,000","743,691,000","763,326,000","658,864,000","656,198,000","658,909,000","653,302,000","650,007,000","643,376,000","621,840,000","615,608,000","515,968,000","469,117,000","474,781,000","485,447,000","431,041,000","422,050,000","423,901,000","403,207,000","412,531,000","338,549,000","352,683,000","366,412,000","366,515,000","368,722,000","364,233,000","386,346,000","382,458,000","402,690,000","401,082,000","402,434,000","400,737,000","389,627,681","390,024,075","269,610,740","255,412,822","151,294,819","153,329,086","119,039,735","114,352,330","114,769,772","113,178,116","25,078,133"
	StockholdersEquity,"1,333,448,000","1,308,547,000","1,337,532,000","1,356,358,000","1,315,394,000","1,291,704,000","1,173,080,000","1,164,030,000","1,097,080,000","1,133,049,000","1,085,681,000","1,104,684,000","990,349,000","955,444,000","1,004,180,000","963,697,000","828,731,000","840,967,000","836,284,000","817,451,000","807,896,000","787,944,000","753,589,000","717,795,000","718,380,000","717,134,000","722,793,000","743,691,000","763,326,000","658,864,000","656,198,000","658,909,000","653,302,000","650,007,000","643,376,000","621,840,000","615,608,000","515,968,000","469,117,000","474,781,000","485,447,000","431,041,000","422,050,000","423,901,000","403,207,000","412,531,000","338,549,000","352,683,000","366,412,000","366,515,000","368,722,000","364,233,000","386,346,000","382,458,000","402,690,000","401,082,000","402,434,000","400,737,000","389,627,681","390,024,075","269,610,740","255,412,822","151,294,819","153,329,086","119,039,735","114,352,330","114,769,772","113,178,116","25,078,133"
		CapitalStock,"124,000","117,000","116,000","116,000","116,000","115,000","115,000","115,000","111,000","108,000","105,000","104,000","96,000","96,000","96,000","94,000","85,000","85,000","84,000","83,000","83,000","80,000","77,000","75,000","74,000","73,000","73,000","73,000","73,000","65,000","65,000","64,000","62,000","62,000","62,000","62,000","62,000","53,000",,,,"44,000",,,"43,000","43,000","36,000","36,000","35,000","35,000","35,000","35,000","35,000","33,000","33,000","33,000","33,000","33,000","32,539","32,371","23,091","21,927","13,676","13,647","10,235","9,802","9,802","9,802","2,059"
			CommonStock,"124,000","117,000","116,000","116,000","116,000","115,000","115,000","115,000","111,000","108,000","105,000","104,000","96,000","96,000","96,000","94,000","85,000","85,000","84,000","83,000","83,000","80,000","77,000","75,000","74,000","73,000","73,000","73,000","73,000","65,000","65,000","64,000","62,000","62,000","62,000","62,000","62,000","53,000",,,,"44,000",,,"43,000","43,000","36,000","36,000","35,000","35,000","35,000","35,000","35,000","33,000","33,000","33,000","33,000","33,000","32,539","32,371","23,091","21,927","13,676","13,647","10,235","9,802","9,802","9,802","2,059"
		AdditionalPaidInCapital,"1,178,019,000","1,091,907,000","1,166,725,000","1,163,910,000","1,160,519,000","1,158,198,000","1,225,823,000","1,223,263,000","1,182,080,000","1,145,106,000","1,147,054,000","1,149,774,000","1,051,427,000","1,052,269,000","1,060,875,000","1,026,313,000","916,738,000","908,501,000","904,357,000","892,930,000","890,861,000","839,657,000","802,521,000","774,339,000","761,565,000","752,244,000","757,646,000","760,148,000","760,034,000","657,233,000","670,711,000","668,673,000","656,869,000","656,594,000","664,650,000","662,818,000","660,833,000","564,508,000","535,758,000","534,215,000","533,001,000","484,244,000","486,600,000","485,025,000","478,959,000","477,549,000","409,389,000","408,502,000","410,349,000","409,036,000","408,733,000","407,300,000","405,755,000","398,083,000","397,990,000","397,670,000","396,623,000","393,530,000","393,296,070","391,061,289","271,996,278","257,234,729","154,124,549","153,637,428","119,647,400","114,524,833","114,497,703","114,467,971","27,117,896"
		RetainedEarnings,"155,305,000","216,523,000","170,691,000","192,332,000","154,759,000","133,391,000","-52,858,000","-59,348,000","-85,111,000","-12,165,000","-61,478,000","-45,194,000","-61,174,000","-92,859,000","27,848,000","28,255,000","32,159,000","32,515,000","5,231,000","31,379,000","37,480,000","37,232,000","-11,549,000","-12,123,000","-12,642,000","-10,368,000","-7,311,000","-8,429,000","-2,710,000","4,563,000","2,361,000","3,293,000","4,132,000","4,993,000","3,180,000","-1,104,000","-2,081,000","-3,730,000","-7,030,000","-6,430,000","-6,811,000","-6,774,000","-6,085,000","-5,028,000","-5,742,000","-5,990,000","-5,356,000","-6,306,000","-5,917,000","-4,399,000","-4,041,000","-3,754,000","-4,977,000","-5,944,000","-6,832,000","-5,651,000","-4,459,000","-3,696,000","-3,774,185","-4,093,986","-4,403,024","-2,732,474","-4,134,739","-321,989","-617,900","-182,305","262,267","-1,299,657",
		TreasuryStock,,,,,,,,,,"0","0","0","0","4,062,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,,,,,,"-84,639,000","-90,965,000","-120,251,000","-100,134,000","-62,714,000","-71,813,000","-79,688,000","-51,422,000","-37,460,000","-44,496,000","-30,617,000","-24,815,000","-27,615,000","-8,101,000","5,929,000","-2,997,000","-16,939,000","-13,121,000","-7,761,000","-11,642,000","-24,516,000","-39,936,000","-43,206,000","-44,863,000","-59,611,000","-53,004,000","-40,743,000","-46,473,000","-58,465,000","-56,096,000","-70,053,000","-59,071,000","-65,520,000","-49,549,000","-38,055,000","-38,157,000","-36,005,000","-39,348,000","-14,467,000","-9,714,000","11,499,000","9,030,000","10,237,000","10,870,000","73,257","3,024,401","1,994,395","888,640","1,291,333",,,,,,"-2,041,822"
