name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016
TotalRevenue,"397,387,000","98,802,000","100,932,000","99,529,000","98,124,000","91,992,000","92,194,000","89,061,000","88,055,000","85,351,000","81,378,000","76,370,000","72,373,000","68,708,000","63,350,000","58,742,000","55,096,000","51,095,000","48,020,000","44,332,000","40,769,000","37,080,000","35,671,000","31,909,000","29,556,000","27,125,000","25,684,000"
	OperatingRevenue,"397,387,000","98,802,000","100,932,000","99,529,000","98,124,000","91,992,000","92,194,000","89,061,000","88,055,000","85,351,000","81,378,000","76,370,000","72,373,000","68,708,000","63,350,000","58,742,000","55,096,000","51,095,000","48,020,000","44,332,000","40,769,000","37,080,000","35,671,000","31,909,000","29,556,000","27,125,000","25,684,000"
CostOfRevenue,"101,173,000","24,728,000","24,575,000","25,255,000","26,615,000","21,854,000","21,597,000","21,639,000","21,984,000","21,184,000","20,922,000","20,366,000","19,269,000","16,473,000","15,641,000","14,886,000","14,086,000","12,800,000","12,208,000","11,658,000","10,541,000","9,688,000","9,724,000","9,324,000","9,067,000","8,835,000","8,861,000"
GrossProfit,"296,214,000","74,074,000","76,357,000","74,274,000","71,509,000","70,138,000","70,597,000","67,422,000","66,071,000","64,167,000","60,456,000","56,004,000","53,104,000","52,235,000","47,709,000","43,856,000","41,010,000","38,295,000","35,812,000","32,674,000","30,228,000","27,392,000","25,947,000","22,585,000","20,489,000","18,290,000","16,823,000"
OperatingExpense,"394,443,000","99,576,000","98,318,000","98,628,000","97,921,000","87,370,000","89,740,000","89,182,000","90,311,000","93,356,000","91,019,000","98,837,000","83,401,000","71,495,000","59,311,000","68,694,000","62,214,000","56,296,000","53,315,000","49,910,000","46,735,000","42,786,000","40,213,000","32,705,000","29,496,000","27,597,000","25,073,000"
	SellingGeneralAndAdministration,"322,648,000","82,274,000","80,311,000","80,642,000","79,421,000","73,513,000","75,235,000","74,707,000","75,523,000","78,978,000","77,177,000","85,826,000","70,715,000","61,589,000","50,083,000","59,536,000","52,231,000","48,567,000","46,065,000","42,952,000","40,242,000","37,800,000","35,105,000","27,941,000","24,823,000","22,826,000","20,505,000"
		GeneralAndAdministrativeExpense,"86,568,000","21,495,000","22,136,000","22,094,000","20,843,000","18,347,000","18,033,000","18,061,000","19,474,000","20,458,000","19,839,000","23,857,000","18,344,000","15,191,000","14,107,000","13,867,000","12,060,000","11,538,000","10,976,000","10,196,000","9,569,000","9,338,000","8,944,000","7,548,000","6,691,000","5,983,000","6,058,000"
			OtherGandA,"86,568,000","21,495,000","22,136,000","22,094,000","20,843,000","18,347,000","18,033,000","18,061,000","19,474,000","20,458,000","19,839,000","23,857,000","18,344,000","15,191,000","14,107,000","13,867,000","12,060,000","11,538,000","10,976,000","10,196,000","9,569,000","9,338,000","8,944,000","7,548,000","6,691,000","5,983,000","6,058,000"
		SellingAndMarketingExpense,"236,080,000","60,779,000","58,175,000","58,548,000","58,578,000","55,166,000","57,202,000","56,646,000","56,049,000","58,520,000","57,338,000","61,969,000","52,371,000","46,398,000","35,976,000","45,669,000","40,171,000","37,029,000","35,089,000","32,756,000","30,673,000","28,462,000","26,161,000","20,393,000","18,132,000","16,843,000","14,447,000"
	ResearchAndDevelopment,"71,795,000","17,302,000","18,007,000","17,986,000","18,500,000","13,857,000","14,505,000","14,475,000","14,788,000","14,378,000","13,842,000","13,011,000","12,686,000","9,906,000","9,228,000","9,158,000","9,983,000","7,729,000","7,250,000","6,958,000","6,493,000","4,986,000","5,108,000","4,764,000","4,673,000","4,771,000","4,568,000"
OperatingIncome,"-98,229,000","-25,502,000","-21,961,000","-24,354,000","-26,412,000","-17,232,000","-19,143,000","-21,760,000","-24,240,000","-29,189,000","-30,563,000","-42,833,000","-30,297,000","-19,260,000","-11,602,000","-24,838,000","-21,204,000","-18,001,000","-17,503,000","-17,236,000","-16,507,000","-15,394,000","-14,266,000","-10,120,000","-9,007,000","-9,307,000","-8,250,000"
NetNonOperatingInterestIncomeExpense,"-514,000","-118,000","-134,000","-108,000","-154,000","-126,000","-131,000","-175,000","-107,000","331,000","592,000","1,048,000","1,298,000","853,000","446,000","424,000","367,000","320,000","309,000","314,000","240,000",,,"-29,000","-16,000",,
	InterestIncomeNonOperating,"41,000","25,000","7,000","5,000","4,000","6,000","8,000","9,000","47,000","468,000","687,000","1,129,000","1,377,000","906,000","444,000","424,000","376,000","387,000","394,000","418,000","322,000",,,"8,000","14,000",,
	InterestExpenseNonOperating,"555,000","143,000","141,000","113,000","158,000","132,000","139,000","184,000","154,000","137,000","95,000","81,000","79,000","53,000","70,000","74,000","9,000","67,000","85,000","104,000","82,000",,,"37,000","30,000",,
	TotalOtherFinanceCost,,,,,,,,,,,,,,,"-74,000","-74,000",,,,,,,,,,,
OtherIncomeExpense,"-1,286,000","129,000","-483,000","-191,000","-741,000","-86,000","364,000","-38,000","-423,000","-84,000","-194,000","-682,000","-203,000","-206,000","56,000","-194,000","-219,000","-170,000","128,000","-131,000","57,000","-680,000","-243,000","-70,000","11,000","-35,000","-22,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,"372,000","350,000","376,000","387,000","0","1,000","322,000",,,,,,
	OtherNonOperatingIncomeExpenses,"-1,286,000","129,000","-483,000","-191,000","-741,000","-86,000","364,000","-38,000","-423,000","-84,000","-194,000","-682,000","-203,000","-206,000","56,000","-194,000","-219,000","-170,000","128,000","-132,000","57,000","-680,000","-243,000","-70,000","11,000","-35,000","-22,000"
PretaxIncome,"-100,029,000","-25,491,000","-22,578,000","-24,653,000","-27,307,000","-17,444,000","-18,910,000","-21,973,000","-24,770,000","-28,942,000","-30,165,000","-42,467,000","-29,202,000","-18,613,000","-11,100,000","-24,608,000","-21,056,000","-17,851,000","-17,066,000","-17,053,000","-16,210,000","-16,074,000","-14,509,000","-10,219,000","-9,012,000","-9,342,000","-8,272,000"
TaxProvision,"1,438,000","348,000","532,000","273,000","285,000","187,000","-599,000","68,000","346,000","282,000","412,000","250,000","89,000","346,000","-261,000","158,000","40,000","285,000","-68,000","9,000","189,000","32,000","64,000","3,000","0","1,000","-9,000"
NetIncomeCommonStockholders,"-101,467,000","-25,839,000","-23,110,000","-24,926,000","-27,592,000","-17,631,000","-18,311,000","-22,041,000","-25,116,000","-29,224,000","-30,577,000","-42,717,000","-29,291,000","-18,959,000","-10,839,000","-24,766,000","-21,096,000","-18,136,000","-16,998,000","-17,062,000","-16,399,000","-16,106,000","-14,573,000","-10,222,000","-9,012,000","-9,343,000","-8,263,000"
	NetIncome,"-101,467,000","-25,839,000","-23,110,000","-24,926,000","-27,592,000","-17,631,000","-18,311,000","-22,041,000","-25,116,000","-29,224,000","-30,577,000","-42,717,000","-29,291,000","-18,959,000","-10,839,000","-24,766,000","-21,096,000","-18,136,000","-16,998,000","-17,062,000","-16,399,000","-16,106,000","-14,573,000","-10,222,000","-9,012,000","-9,343,000","-8,263,000"
		NetIncomeIncludingNoncontrollingInterests,"-101,467,000","-25,839,000","-23,110,000","-24,926,000","-27,592,000","-17,631,000","-18,311,000","-22,041,000","-25,116,000","-29,224,000","-30,577,000","-42,717,000","-29,291,000","-18,959,000","-10,839,000","-24,766,000","-21,096,000","-18,136,000","-16,998,000","-17,062,000","-16,399,000","-16,106,000","-14,573,000","-10,222,000","-9,012,000","-9,343,000","-8,263,000"
			NetIncomeContinuousOperations,"-101,467,000","-25,839,000","-23,110,000","-24,926,000","-27,592,000","-17,631,000","-18,311,000","-22,041,000","-25,116,000","-29,224,000","-30,577,000","-42,717,000","-29,291,000","-18,959,000","-10,839,000","-24,766,000","-21,096,000","-18,136,000","-16,998,000","-17,062,000","-16,399,000","-16,106,000","-14,573,000","-10,222,000","-9,012,000","-9,343,000","-8,263,000"
DilutedNIAvailtoComStockholders,"-101,467,000","-25,839,000","-23,110,000","-24,926,000","-27,592,000","-17,631,000","-18,311,000","-22,041,000","-25,116,000","-29,224,000","-30,577,000","-42,717,000","-29,291,000","-18,959,000","-10,839,000","-24,766,000","-21,096,000","-18,136,000","-16,998,000","-17,062,000","-16,399,000","-16,106,000","-14,573,000","-10,222,000","-9,012,000","-9,343,000","-8,263,000"
BasicEPS,,"-0.2","-0.18","-0.19","-0.22","-0.14","-0.15","-0.18","-0.21","-0.25","-0.27","-0.38","-0.26","-0.18","-0.15","-0.25","-0.22","-0.19","-0.18","-0.19","-0.18","-0.4",,"-0.137","-0.121","-0.125",
DilutedEPS,,"-0.2","-0.18","-0.19","-0.22","-0.14","-0.15","-0.18","-0.21","-0.25","-0.27","-0.38","-0.26","-0.18","-0.15","-0.25","-0.22","-0.19","-0.18","-0.19","-0.18","-0.4",,"-0.137","-0.121","-0.125",
BasicAverageShares,,"131,144,055","130,328,155","128,570,237","126,906,937","125,372,839","122,954,330","120,721,555","118,411,758","116,606,835","115,166,912","113,464,608","111,777,703","106,453,558","101,354,229","99,628,479","97,511,660","94,942,773","92,400,382","90,353,608","90,064,644","40,466,620",,"74,664,448","74,664,448","74,664,448",
DilutedAverageShares,,"131,144,055","130,328,155","128,570,237","126,906,937","125,372,839","122,954,330","120,721,555","118,411,758","116,606,835","115,166,912","113,464,608","111,777,703","106,453,558","101,354,229","99,628,479","97,511,660","94,942,773","92,400,382","90,353,608","90,064,644","40,466,620",,"74,664,448","74,664,448","74,664,448",
TotalOperatingIncomeAsReported,"-98,229,000","-25,502,000","-21,961,000","-24,354,000","-26,412,000","-17,232,000","-19,143,000","-21,760,000","-24,240,000","-29,189,000","-30,563,000","-42,833,000","-30,297,000","-19,260,000","-11,602,000","-24,838,000","-21,204,000","-18,001,000","-17,503,000","-17,236,000","-16,507,000","-15,394,000","-14,266,000","-10,120,000","-9,007,000","-9,307,000","-8,250,000"
TotalExpenses,"495,616,000","124,304,000","122,893,000","123,883,000","124,536,000","109,224,000","111,337,000","110,821,000","112,295,000","114,540,000","111,941,000","119,203,000","102,670,000","87,968,000","74,952,000","83,580,000","76,300,000","69,096,000","65,523,000","61,568,000","57,276,000","52,474,000","49,937,000","42,029,000","38,563,000","36,432,000","33,934,000"
