name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
TotalRevenue,"737,538,000","318,852,000","190,013,000","135,740,000","92,933,000","43,823,000","35,114,000","17,664,000","9,698,000","1,151,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"737,538,000","318,852,000","190,013,000","135,740,000","92,933,000","43,823,000","35,114,000","17,664,000","9,698,000","1,151,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"105,144,000","26,342,000","35,949,000","25,514,000","17,339,000","12,862,000","9,968,000","4,244,000","3,058,000","424,000",,,,,,,,,,,,,,,,
GrossProfit,"632,394,000","292,510,000","154,064,000","110,226,000","75,594,000","30,961,000","25,146,000","13,420,000","6,640,000","727,000",,,,,,,,,,,,,,,,
OperatingExpense,"1,154,597,000","346,342,000","310,595,000","250,175,000","247,485,000","266,634,000","195,846,000","176,577,000","167,227,000","151,671,000","134,989,000","90,456,000","199,212,000","54,465,000","48,066,000","54,936,000","38,116,000","83,436,000","28,300,000","39,567,000","25,218,000","14,497,000","22,844,000","27,965,000","6,846,000","2,983,000"
	SellingGeneralAndAdministration,"781,269,000","227,243,000","219,458,000","164,511,000","170,057,000","159,523,000","122,387,000","119,533,000","124,802,000","95,601,000","68,970,000","28,782,000","23,235,000","13,462,000","10,108,000","7,574,000","9,064,000","7,857,000","5,614,000","4,571,000","4,199,000","3,757,000","2,452,000","920,000","1,124,000","613,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,"68,970,000","28,782,000","23,235,000","13,462,000","10,108,000","7,574,000","9,064,000","7,857,000","5,614,000","4,571,000","4,199,000","3,757,000","2,452,000","920,000","1,124,000","613,000"
			OtherGandA,,,,,,,,,,,"68,970,000","28,782,000","23,235,000","13,462,000","10,108,000","7,574,000","9,064,000","7,857,000","5,614,000","4,571,000","4,199,000","3,757,000","2,452,000","920,000","1,124,000","613,000"
	ResearchAndDevelopment,"373,328,000","119,099,000","91,137,000","85,664,000","77,428,000","107,111,000","73,459,000","57,044,000","42,425,000","56,070,000","66,019,000","61,674,000","175,977,000","41,003,000","37,958,000","47,362,000","29,052,000","75,579,000","22,686,000","34,996,000","21,019,000","10,740,000","20,392,000","27,045,000","5,722,000","2,370,000"
OperatingIncome,"-522,203,000","-53,832,000","-156,531,000","-139,949,000","-171,891,000","-235,673,000","-170,700,000","-163,157,000","-160,587,000","-150,944,000","-134,989,000","-90,456,000","-199,212,000","-54,465,000","-48,066,000","-54,936,000","-38,116,000","-83,436,000","-28,300,000","-39,567,000","-25,218,000","-14,497,000","-22,844,000","-27,965,000","-6,846,000","-2,983,000"
NetNonOperatingInterestIncomeExpense,"-147,714,000","-42,447,000","-42,211,000","-32,679,000","-30,377,000","-29,182,000","-28,848,000","-23,873,000","-18,735,000","-13,986,000","-11,686,000","-11,686,000","-9,106,000","-6,813,000","-5,597,000","-5,645,000","-514,000","-8,000","-10,000","-229,000","-362,000","-305,000","-292,000","-93,000","0","0"
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,"10,000",,,,"0",,
	InterestExpenseNonOperating,"147,714,000","42,447,000","42,211,000","32,679,000","30,377,000","29,182,000","28,848,000","23,873,000","18,735,000","13,986,000","11,686,000","11,686,000","9,106,000","6,813,000","5,597,000","5,645,000","514,000","8,000","0","239,000","362,000","305,000","292,000","93,000","0","0"
OtherIncomeExpense,"-4,496,000","3,685,000","-1,742,000","-1,898,000","-4,541,000","3,351,000","-13,682,000","-5,609,000","-954,000","-7,313,000","-2,660,000","-3,702,000","-2,694,000","-917,000","-893,000","-699,000","-614,000","-1,931,000","1,587,000","-3,064,000","-12,461,000","-3,758,000","-2,243,000","-202,000","27,000","-3,000"
	GainOnSaleOfSecurity,"981,000","3,604,000","760,000","-1,893,000","-1,490,000","-210,000","-12,250,000","-1,940,000","650,000","-5,781,000","-895,000","-1,717,000","-1,263,000",,"0",,,"-1,182,000","2,268,000","-2,426,000","-2,406,000","-165,000","192,000","-127,000","27,000","-3,000"
	EarningsFromEquityInterest,"0","0","0","0","0","5,261,000","-690,000","-607,000","-1,485,000","-1,380,000","-1,768,000","-1,993,000","-1,415,000","-900,000","-742,000","-697,000","-641,000","-728,000","-681,000","-638,000","-348,000","-218,000","-172,000","-75,000","0","0"
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,"-2,426,000",,,,,,
	OtherNonOperatingIncomeExpenses,"-5,477,000","81,000","-2,502,000","-5,000","-3,051,000","-1,700,000","-742,000","-3,062,000","-119,000","-152,000","3,000","8,000","-16,000","-17,000","-151,000","-2,000","27,000","-21,000","0",,"-9,707,000","-3,375,000",,,,
PretaxIncome,"-674,413,000","-92,594,000","-200,484,000","-174,526,000","-206,809,000","-261,504,000","-213,230,000","-192,639,000","-180,276,000","-172,243,000","-149,335,000","-105,844,000","-211,012,000","-62,195,000","-54,556,000","-61,280,000","-39,244,000","-85,375,000","-26,723,000","-42,860,000","-38,041,000","-18,560,000","-25,379,000","-28,260,000","-6,819,000","-2,986,000"
TaxProvision,"25,552,000","24,303,000","-903,000","-2,198,000","4,350,000","3,824,000","4,886,000","3,989,000","658,000","694,000","-71,000","323,000","58,000","109,000","194,000","161,000","25,000","87,000","359,000","55,000","399,000","193,000","90,000","0","0","0"
NetIncomeCommonStockholders,"-790,690,000","-209,072,000","-199,183,000","-171,816,000","-210,619,000","-264,968,000","-217,736,000","-195,189,000","-180,934,000","-172,937,000","-149,264,000","-106,167,000","-211,070,000","-62,304,000","-54,750,000","-61,441,000","-39,269,000","-85,462,000","-27,082,000","-42,915,000","-46,446,000","-22,753,000","-25,681,000","-28,210,000","-6,835,000","-2,951,000"
	NetIncome,"-698,017,000","-116,399,000","-199,183,000","-171,816,000","-210,619,000","-264,968,000","-217,736,000","-195,189,000","-180,934,000","-172,937,000","-149,264,000","-106,167,000","-211,070,000","-62,304,000","-54,750,000","-61,441,000","-39,269,000","-85,462,000","-27,082,000","-42,915,000","-38,440,000","-18,753,000","-25,681,000","-28,210,000","-6,835,000","-2,951,000"
		NetIncomeIncludingNoncontrollingInterests,"-699,965,000","-116,897,000","-199,581,000","-172,328,000","-211,159,000","-265,328,000","-218,116,000","-196,628,000","-180,934,000","-172,937,000","-149,264,000","-106,167,000","-211,070,000","-62,304,000","-54,750,000","-61,441,000","-39,269,000","-85,462,000","-27,082,000","-42,915,000","-38,440,000","-18,753,000","-25,469,000","-28,260,000","-6,819,000","-2,986,000"
			NetIncomeContinuousOperations,"-699,965,000","-116,897,000","-199,581,000","-172,328,000","-211,159,000","-265,328,000","-218,116,000","-196,628,000","-180,934,000","-172,937,000","-149,264,000","-106,167,000","-211,070,000","-62,304,000","-54,750,000","-61,441,000","-39,269,000","-85,462,000","-27,082,000","-42,915,000","-38,440,000","-18,753,000","-25,469,000","-28,260,000","-6,819,000","-2,986,000"
		MinorityInterests,"1,948,000","498,000","398,000","512,000","540,000","360,000","380,000","1,439,000",,,,,,,,,,,"0","0","0","0","-212,000","50,000","-16,000","35,000"
	PreferredStockDividends,,"92,673,000",,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"0","92,673,000",,,,,,,,,,,,,"0","0","0","0","0","0","8,006,000","4,000,000",,"0","0","0"
DilutedNIAvailtoComStockholders,"-790,690,000","-209,072,000","-199,183,000","-171,816,000","-210,619,000","-264,968,000","-217,736,000","-195,189,000","-180,934,000","-172,937,000","-149,264,000","-106,167,000","-211,070,000","-62,304,000","-54,750,000","-61,441,000","-39,269,000","-85,462,000","-27,082,000","-42,915,000","-46,446,000","-22,753,000","-25,681,000","-28,210,000","-6,835,000","-2,951,000"
BasicEPS,,"-2.97","-3.01","-2.63","-3.23","-4.27","-3.62","-3.27","-3.08","-3.07","-2.85","-2.04","-4.67","-1.41","-1.34","-1.53","-1.01","-2.32",,"-1.19","-1.78","-0.665",,"-2.155","-0.522","-0.225"
DilutedEPS,,"-2.97","-3.01","-2.63","-3.23","-4.27","-3.62","-3.27","-3.08","-3.07","-2.85","-2.04","-4.67","-1.41","-1.34","-1.53","-1.01","-2.32",,"-1.19","-1.78","-0.665",,"-2.155","-0.522","-0.225"
BasicAverageShares,,"70,332,274","66,116,215","65,389,574","65,112,179","62,040,715","60,071,793","59,677,989","58,742,329","56,412,439","52,285,999","52,077,240","45,226,434","44,242,070","40,938,709","40,147,735","38,942,545","36,793,090",,"35,930,698","26,038,192","34,230,583",,"13,088,861","13,088,861","13,088,861"
DilutedAverageShares,,"70,332,274","66,116,215","65,389,574","65,112,179","62,040,715","60,071,793","59,677,989","58,742,329","56,412,439","52,285,999","52,077,240","45,226,434","44,242,070","40,938,709","40,147,735","38,942,545","36,793,090",,"35,930,698","26,038,192","34,230,583",,"13,088,861","13,088,861","13,088,861"
TotalOperatingIncomeAsReported,"-522,203,000","-53,832,000","-156,531,000","-139,949,000","-171,891,000","-235,673,000","-170,700,000","-163,157,000","-160,587,000","-150,944,000","-134,989,000","-90,456,000","-199,212,000","-54,465,000","-48,066,000","-54,936,000","-38,116,000","-83,436,000","-28,300,000","-39,567,000","-25,218,000","-14,497,000","-22,844,000","-27,965,000","-6,846,000","-2,983,000"
TotalExpenses,"1,259,741,000","372,684,000","346,544,000","275,689,000","264,824,000","279,496,000","205,814,000","180,821,000","170,285,000","152,095,000","134,989,000","90,456,000","199,212,000","54,465,000","48,066,000","54,936,000","38,116,000","83,436,000","28,300,000","39,567,000","25,218,000","14,497,000","22,844,000","27,965,000","6,846,000","2,983,000"
