name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016
OperatingCashFlow,"162,486,000","502,155,000","277,848,000","-1,111,699,000","494,182,000","290,960,000","563,356,000","-385,955,000","-302,694,000","-652,401,000","593,345,000","174,805,000","179,177,000","39,433,000","303,993,000","-515,371,000","469,405,000","-590,394,000","342,541,000","320,079,000","-106,814,000","296,411,000","-435,157,000","7,895,000"
	CashFlowFromContinuingOperatingActivities,"162,486,000","502,155,000","277,848,000","-1,111,699,000","494,182,000","290,960,000","563,356,000","-385,955,000","-302,694,000","-652,401,000","593,345,000","174,805,000","179,177,000","39,433,000","303,993,000","-515,371,000","469,405,000","-590,394,000","342,541,000","320,079,000","-106,814,000","296,411,000","-435,157,000","7,895,000"
		NetIncomeFromContinuingOperations,"934,270,000","714,000","185,109,000","163,256,000","585,191,000","44,578,000","-5,127,000","99,524,000","642,000","14,238,000","-16,327,000","122,569,000","32,064,000","23,406,000","39,559,000","115,558,000","4,294,000","32,487,000","-45,538,000","98,470,000","55,157,000","37,007,000","52,384,000","62,818,000"
		OperatingGainsLosses,"16,046,000","7,783,000","100,053,000","-28,467,000","-17,135,000","-43,566,000","63,919,000","40,054,000","26,628,000","-21,173,000","21,487,000","-16,240,000","13,036,000","9,369,000","-12,187,000","-9,116,000","1,871,000","-5,576,000","-617,000","-30,494,000","-40,459,000","-28,806,000","-33,992,000","-46,293,000"
			GainLossOnSaleOfPPE,,,,"-28,246,000","-22,436,000","-48,138,000",,,,,"-29,287,000","-35,186,000","-21,433,000","-17,254,000","-29,652,000","-33,901,000","-25,342,000","-6,389,000","-22,156,000","-29,549,000","-40,459,000","-28,806,000","-33,992,000","-46,293,000"
			GainLossOnInvestmentSecurities,"15,016,000","7,783,000","1,233,000","-221,000","4,271,000","5,602,000","63,919,000","32,608,000","22,512,000","-21,173,000","22,737,000","-14,990,000","17,786,000","9,369,000","-14,437,000","-9,135,000","3,714,000","-2,400,000",,,,,,
			EarningsLossesFromEquityInvestments,"1,030,000","0","0","0","1,030,000","-1,030,000","0","7,446,000",,,"-1,250,000","-1,250,000","-4,750,000","0","2,250,000","19,000","-1,843,000","-3,176,000","-617,000",,,,,
		DepreciationAmortizationDepletion,"136,151,000","35,475,000","40,925,000","28,883,000","30,868,000","21,053,000","36,580,000","29,627,000","28,947,000","46,039,000","32,634,000","36,781,000","33,425,000","28,304,000","29,146,000","25,873,000","20,201,000","22,513,000","24,438,000","29,922,000","23,218,000","18,237,000","13,841,000","20,918,000"
			DepreciationAndAmortization,"136,151,000","35,475,000","40,925,000","28,883,000","30,868,000","21,053,000","36,580,000","29,627,000","28,947,000","46,039,000","32,634,000","36,781,000","33,425,000","28,304,000","29,146,000","25,873,000","20,201,000","22,513,000","24,438,000","29,922,000","23,218,000","18,237,000","13,841,000","20,918,000"
		DeferredTax,"118,555,000","-94,000","117,565,000","0",,,"439,000","4,000",,,"-28,808,000","0",,,"12,028,000","-36,000",,,,,,,,
			DeferredIncomeTax,"118,555,000","-94,000","117,565,000","0",,,"439,000","4,000",,,"-28,808,000","0",,,"12,028,000","-36,000",,,,,,,,
		ProvisionandWriteOffofAssets,"7,187,000","3,983,000","3,375,000","1,656,000","-1,827,000","-458,000","-1,378,000","28,000","416,000","17,234,000","242,000","-70,000","689,000","956,000","1,154,000","159,000","1,077,000","1,140,000","4,973,000","1,139,000","198,000","-211,000","-261,000","17,000"
		UnrealizedGainLossOnInvestmentSecurities,"-50,629,000","78,531,000","-43,777,000","-97,779,000","14,346,000","-2,349,000","-5,004,000","-26,837,000","10,000,000","19,041,000","-6,858,000","4,592,000","-9,088,000","51,000","-15,809,000","547,000","-648,000","-796,000",,,,,,
		StockBasedCompensation,"358,948,000","16,899,000","40,603,000","19,669,000","281,777,000","14,296,000","56,215,000","50,770,000","10,860,000","12,914,000","148,964,000","56,648,000","39,353,000","13,871,000","100,468,000","40,263,000","58,104,000","25,809,000",,,,,,
		OtherNonCashItems,"-911,043,000","483,083,000","5,731,000","-765,869,000","-682,126,000","284,232,000","408,025,000","-603,808,000","-366,034,000","-558,433,000","468,194,000","-4,632,000","44,862,000","109,385,000","120,344,000","-694,691,000","398,398,000","-602,996,000","283,972,000","191,866,000","-194,716,000","268,602,000","-520,576,000","-72,599,000"
		ChangeInWorkingCapital,"-446,999,000","-124,219,000","-171,736,000","-433,048,000","282,004,000","-26,826,000","9,687,000","24,683,000","-14,129,000","-182,261,000","-26,183,000","-24,843,000","23,880,000","-145,909,000","29,290,000","6,072,000","-18,287,000","-62,975,000","20,294,000","-373,000","9,329,000","-27,224,000","20,596,000","-3,259,000"
			ChangeInReceivables,"-239,344,000","15,802,000","-93,257,000","-119,842,000","-42,047,000","-22,880,000","5,134,000","8,287,000","25,679,000","-43,274,000","-86,880,000","-58,352,000","-33,400,000","-35,286,000","-86,679,000","-57,983,000","-50,440,000","-43,957,000","-20,627,000","-31,268,000","-37,715,000","-1,886,000","-2,099,000","-35,282,000"
				ChangesInAccountReceivables,"-139,454,000","36,663,000","-55,971,000","-104,070,000","-16,076,000","-15,154,000","3,014,000","22,541,000","36,188,000","62,000,000","-27,728,000","-9,416,000","-19,586,000","4,709,000","-62,237,000","-22,766,000","-25,113,000","-19,374,000","-21,466,000","-13,865,000","-26,184,000","4,340,000","4,859,000","-13,791,000"
			ChangeInPayablesAndAccruedExpense,"-16,057,000","-506,000","-65,466,000","-57,323,000","107,238,000","11,518,000","-44,002,000","35,608,000","-79,018,000","-20,992,000","84,422,000","-2,048,000","61,741,000","-29,970,000","83,521,000","29,505,000","9,745,000","30,114,000","-10,659,000","14,619,000","11,380,000","-2,237,000","20,440,000","6,040,000"
				ChangeInPayable,"-16,057,000","-506,000","-65,466,000","-57,323,000","107,238,000","11,518,000","-44,002,000","35,608,000","-79,018,000","-20,992,000","84,422,000",,,,,,,,,,,,,
					ChangeInAccountPayable,"-25,228,000","-13,990,000","-68,881,000","-58,943,000","116,586,000","6,839,000","-42,384,000","33,348,000","-66,649,000","-6,730,000","66,598,000",,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"9,188,000","-24,931,000","-17,764,000","-35,443,000","87,326,000","16,247,000","32,762,000","-20,828,000","49,275,000","-28,253,000","-50,358,000","-19,392,000","-24,889,000","-18,602,000","17,168,000","-2,418,000","-10,611,000","-14,063,000","24,706,000","6,481,000","-5,599,000","10,498,000","-8,649,000","10,000"
			ChangeInOtherCurrentLiabilities,"-33,209,000","-6,014,000","-31,316,000","17,800,000","-13,679,000","-7,481,000",,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"-167,577,000","-108,570,000","36,067,000","-238,240,000","143,166,000","-24,230,000","22,822,000","1,616,000","-10,065,000","-89,742,000","26,633,000","54,949,000","20,428,000","-62,051,000","15,280,000","36,968,000","33,019,000","-35,069,000","26,874,000","9,795,000","41,263,000","-33,599,000","10,904,000","25,973,000"
InvestingCashFlow,"889,667,000","426,796,000","29,100,000","438,208,000","-4,437,000","-9,783,000","-16,108,000","-4,058,000","-2,236,000","18,800,000","-26,183,000","-5,044,000","-28,433,000","2,872,000","24,252,000","-29,452,000","-29,531,000","42,473,000","11,497,000","128,775,000","-135,843,000","-4,050,000","-10,813,000","-12,735,000"
	CashFlowFromContinuingInvestingActivities,"889,667,000","426,796,000","29,100,000","438,208,000","-4,437,000","-9,783,000","-16,108,000","-4,058,000","-2,236,000","18,800,000","-26,183,000","-5,044,000","-28,433,000","2,872,000","24,252,000","-29,452,000","-29,531,000","42,473,000","11,497,000","128,775,000","-135,843,000","-4,050,000","-10,813,000","-12,735,000"
		NetPPEPurchaseAndSale,"-25,947,000","-8,669,000","-8,439,000","-5,179,000","-3,660,000","-2,443,000","-3,444,000","-4,205,000","-2,128,000","-9,849,000","-11,079,000","-12,707,000","-4,804,000","-5,936,000","-10,230,000","-1,658,000","-7,414,000","-1,714,000","-5,736,000","-5,109,000","-5,171,000","-3,053,000","-9,135,000","-9,857,000"
			PurchaseOfPPE,"-25,947,000","-8,669,000","-8,439,000","-5,179,000","-3,660,000","-2,443,000","-3,444,000","-4,205,000","-2,128,000","-9,849,000","-11,079,000","-12,707,000","-4,804,000","-5,936,000","-10,230,000","-1,658,000","-7,414,000","-1,714,000","-5,736,000","-5,109,000","-5,171,000","-3,053,000","-9,135,000","-9,857,000"
		NetIntangiblesPurchaseAndSale,,,"0","0","0","0","0","0","-108,000","-92,000","-644,000","-123,000","-424,000","-298,000","-983,000","-516,000","-1,099,000","-509,000","-1,478,000","0",,,"-1,832,000","-3,663,000"
			PurchaseOfIntangibles,,,"0","0","0","0","0","0","-108,000","-92,000","-644,000","-123,000","-424,000","-298,000","-983,000","-516,000","-1,099,000","-509,000","-1,478,000","0",,,"-1,832,000","-3,663,000"
		NetBusinessPurchaseAndSale,"-30,784,000","0","-10,822,000","-15,404,000","-4,558,000","-38,971,000","0","0","0","-5,850,000","-15,727,000","-2,009,000",,,"-1,980,000","-27,278,000",,,"1,000","3,884,000","-95,000","-997,000","154,000","785,000"
			PurchaseOfBusiness,"-30,784,000","0","-10,822,000","-15,404,000","-4,558,000","-38,971,000","0","0","0","-5,850,000","-15,727,000","-2,009,000",,,"-1,980,000","-27,278,000",,,,,"-95,000","-997,000",,
