name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"646,614,000","630,895,000","656,927,000","670,056,000","679,344,000","338,502,000"
	CurrentAssets,"566,191,000","552,859,000","577,392,000","592,891,000","604,648,000","264,676,000"
		CashCashEquivalentsAndShortTermInvestments,"448,835,000","466,600,000","500,485,000","494,618,000","528,417,000","207,311,000"
			CashAndCashEquivalents,"448,835,000","466,600,000","500,485,000","494,618,000","528,417,000","207,311,000"
				CashFinancial,"448,835,000","466,600,000","500,485,000","494,618,000","528,417,000","207,311,000"
		Receivables,"84,527,000","58,512,000","47,671,000","66,472,000","49,458,000","40,140,000"
			AccountsReceivable,"84,527,000","58,512,000","47,671,000","66,472,000","49,458,000","40,140,000"
				GrossAccountsReceivable,"84,646,000","58,623,000","47,745,000","66,518,000","49,466,000","40,140,000"
				AllowanceForDoubtfulAccountsReceivable,"-119,000","-111,000","-74,000","-46,000","-8,000","0"
		PrepaidAssets,"32,829,000","27,747,000","29,236,000","31,801,000","26,773,000","17,225,000"
	TotalNonCurrentAssets,"80,423,000","78,036,000","79,535,000","77,165,000","74,696,000","73,826,000"
		NetPPE,"39,101,000","38,211,000","39,777,000","38,408,000","37,980,000","37,033,000"
			GrossPPE,"131,164,000","126,413,000","123,971,000","118,608,000","114,349,000","109,740,000"
				Properties,"0","0","0","0","0","0"
				MachineryFurnitureEquipment,"117,018,000","111,611,000","108,055,000","97,882,000","97,156,000","91,876,000"
				OtherProperties,"7,354,000","7,853,000","8,272,000","8,876,000","9,577,000","9,888,000"
				ConstructionInProgress,"596,000","753,000","1,528,000","5,734,000","1,500,000","1,893,000"
				Leases,"6,196,000","6,196,000","6,116,000","6,116,000","6,116,000","6,083,000"
			AccumulatedDepreciation,"-92,063,000","-88,202,000","-84,194,000","-80,200,000","-76,369,000","-72,707,000"
		GoodwillAndOtherIntangibleAssets,"36,345,000","35,116,000","35,213,000","35,310,000","34,563,000","34,645,000"
			Goodwill,"30,629,000","29,303,000","29,303,000","29,303,000","29,303,000","29,303,000"
			OtherIntangibleAssets,"5,716,000","5,813,000","5,910,000","6,007,000","5,260,000","5,342,000"
		OtherNonCurrentAssets,"4,977,000","4,709,000","4,545,000","3,447,000","2,153,000","2,148,000"
TotalLiabilitiesNetMinorityInterest,"353,329,000","324,840,000","331,852,000","329,676,000","325,092,000","307,891,000"
	CurrentLiabilities,"194,970,000","167,245,000","175,142,000","173,736,000","169,793,000","153,452,000"
		PayablesAndAccruedExpenses,"171,406,000","143,317,000","145,332,000","151,093,000","148,312,000","128,280,000"
			Payables,"171,406,000","143,317,000","145,332,000","151,093,000","148,312,000","128,280,000"
				AccountsPayable,"171,406,000","143,317,000","145,332,000","151,093,000","148,312,000","128,280,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"23,564,000","23,928,000","29,810,000","22,643,000","21,481,000","25,172,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"158,359,000","157,595,000","156,710,000","155,940,000","155,299,000","154,439,000"
		LongTermDebtAndCapitalLeaseObligation,"158,359,000","157,595,000","156,710,000","155,940,000","155,299,000","154,439,000"
			LongTermDebt,"152,256,000","150,620,000","148,967,000","147,333,000","145,734,000","144,168,000"
			LongTermCapitalLeaseObligation,"6,103,000","6,975,000","7,743,000","8,607,000","9,565,000","10,271,000"
TotalEquityGrossMinorityInterest,"293,285,000","306,055,000","325,075,000","340,380,000","354,252,000","30,611,000"
	StockholdersEquity,"293,270,000","306,040,000","325,060,000","340,365,000","354,252,000","30,611,000"
		CapitalStock,"187,000","188,000","188,000","188,000","188,000",
			PreferredStock,"0","0","0","0","0",
			CommonStock,"187,000","188,000","188,000","188,000","188,000",
		AdditionalPaidInCapital,"916,594,000","880,708,000","851,895,000","821,384,000","790,509,000",
		RetainedEarnings,"-623,511,000","-574,856,000","-527,023,000","-481,207,000","-436,445,000","30,611,000"
	MinorityInterest,"15,000","15,000","15,000","15,000",,
TotalCapitalization,"445,526,000","456,660,000","474,027,000","487,698,000","499,986,000","174,779,000"
CommonStockEquity,"293,270,000","306,040,000","325,060,000","340,365,000","354,252,000","30,611,000"
CapitalLeaseObligations,"6,103,000","6,975,000","7,743,000","8,607,000","9,565,000","10,271,000"
NetTangibleAssets,"256,925,000","270,924,000","289,847,000","305,055,000","319,689,000","-4,034,000"
WorkingCapital,"371,221,000","385,614,000","402,250,000","419,155,000","434,855,000","111,224,000"
InvestedCapital,"445,526,000","456,660,000","474,027,000","487,698,000","499,986,000","174,779,000"
TangibleBookValue,"256,925,000","270,924,000","289,847,000","305,055,000","319,689,000","-4,034,000"
TotalDebt,"158,359,000","157,595,000","156,710,000","155,940,000","155,299,000","154,439,000"
ShareIssued,"187,414,057","187,193,613","187,250,836","187,273,782","187,273,782","187,273,782"
OrdinarySharesNumber,"187,414,057","187,193,613","187,250,836","187,273,782","187,273,782","187,273,782"
