name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,10/31/2011,07/31/2011
TotalAssets,"3,853,409,000","3,913,171,000","2,831,584,000","2,887,451,000","2,861,937,000","1,837,661,000","1,912,504,000","1,883,631,000","2,019,523,000","686,521,000","382,725,000","160,001,000","237,084,000","173,960,000","159,760,000","178,003,000","275,208,000","206,015,000","184,798,000","204,268,000","297,751,000","213,305,000","190,286,000","193,331,000","303,800,000","192,313,000","171,326,000","184,146,000","271,805,000","186,623,000","163,465,000","198,763,000","255,972,000","174,761,000","158,654,000","169,530,000","288,472,000","203,530,000","176,741,000","188,741,000","171,158,000","148,943,000"
	CurrentAssets,"1,658,212,000","1,478,212,000","807,853,000","886,462,000","861,608,000","565,191,000","606,599,000","556,706,000","671,008,000","304,054,000","177,369,000","93,092,000","161,715,000","95,973,000","80,339,000","99,708,000","183,501,000","116,528,000","96,223,000","115,667,000","199,602,000","122,696,000","103,818,000","100,848,000","203,682,000","108,644,000","92,401,000","105,865,000","176,624,000","105,029,000","91,022,000","125,532,000","168,726,000","95,828,000","76,246,000","103,133,000","172,869,000","97,298,000","83,750,000","102,279,000","84,425,000","72,329,000"
		CashCashEquivalentsAndShortTermInvestments,"149,597,000","292,714,000","159,972,000","165,432,000","164,858,000","151,502,000","179,932,000","105,473,000","147,028,000","86,306,000","90,570,000","22,983,000","4,348,000","5,132,000","6,186,000","18,522,000","4,084,000","5,173,000","6,254,000","16,427,000","3,459,000","3,739,000","4,882,000","9,906,000","1,787,000","3,963,000","4,418,000","21,387,000","3,150,000","4,605,000","8,649,000","46,080,000","3,742,000","7,213,000","12,574,000","22,632,000","849,000","1,158,000","2,228,000","19,848,000","1,570,000","2,534,000"
			CashAndCashEquivalents,"149,597,000","292,714,000","159,972,000","165,432,000","164,858,000","151,502,000","179,932,000","105,473,000","147,028,000","86,306,000","90,570,000","22,983,000","4,348,000","5,132,000","6,186,000","18,522,000","4,084,000","5,173,000","6,254,000","16,427,000","3,459,000","3,739,000","4,882,000","9,906,000","1,787,000","3,963,000","4,418,000","21,387,000","3,150,000","4,605,000","8,649,000","46,080,000","3,742,000","2,607,000","8,573,000","19,013,000","849,000","1,158,000","2,228,000","19,848,000","1,570,000","2,534,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","4,606,000","4,001,000","3,619,000",,,,,,
		Receivables,"110,368,000","118,698,000","95,686,000","81,075,000","88,263,000","90,610,000","84,277,000","111,857,000","136,254,000","64,004,000","74,053,000","67,704,000","140,585,000","83,556,000","65,721,000","66,816,000","147,874,000","91,273,000","70,574,000","74,483,000","164,625,000","94,486,000","76,670,000","71,722,000","166,189,000","88,912,000","72,301,000","65,927,000","141,916,000","87,224,000","70,254,000","65,656,000","142,015,000","82,814,000","57,828,000","71,306,000","153,269,000","93,158,000","79,333,000","77,062,000","80,362,000","68,329,000"
			AccountsReceivable,"82,848,000","86,087,000","95,686,000","81,075,000","71,489,000","58,494,000","48,788,000","46,323,000","67,801,000","39,318,000","50,491,000","54,288,000","62,141,000","40,089,000","41,224,000","52,517,000","67,550,000","41,850,000","43,225,000","54,723,000","76,004,000","37,967,000","38,561,000","49,908,000","59,865,000","30,610,000","33,460,000","46,121,000","50,020,000","28,407,000","30,737,000","43,122,000","43,749,000","20,749,000","24,116,000","41,856,000","31,869,000","13,101,000","18,533,000","38,321,000","11,687,000","20,566,000"
			NotesReceivable,"1,506,000","1,681,000",,,"1,600,000","27,228,000","13,975,000","16,646,000","18,302,000","30,541,000","25,163,000","21,097,000","69,513,000","38,014,000","29,402,000","24,295,000","69,015,000","39,445,000","33,493,000","27,845,000","79,122,000","43,658,000","34,474,000","26,710,000","90,858,000","43,815,000","35,214,000","24,465,000","76,233,000","41,114,000","32,861,000","27,715,000","89,566,000","52,074,000","32,470,000","34,156,000","106,031,000","67,733,000","56,730,000","41,889,000","59,959,000","42,470,000"
			AccruedInterestReceivable,"55,000","54,000",,,"0","2,257,000","2,289,000","2,477,000","2,328,000","2,281,000","1,826,000","1,718,000","3,480,000","2,500,000","2,023,000","1,526,000","4,476,000","3,487,000","2,554,000","1,967,000","5,201,000","3,777,000","2,826,000","1,944,000","5,156,000","3,198,000","1,934,000","1,033,000","3,989,000","2,493,000","1,394,000","415,000","4,887,000","3,180,000","1,706,000","877,000","8,018,000","5,020,000","2,818,000","1,610,000","5,059,000","3,265,000"
			TaxesReceivable,"27,149,000","32,448,000",,,"15,505,000","11,118,000","27,014,000","56,383,000","56,409,000","427,000","6,917,000","1,784,000","16,329,000","14,890,000","4,989,000",,"14,820,000","14,726,000","47,000",,"12,827,000","15,936,000","7,093,000",,"16,303,000","17,473,000","7,901,000",,"17,434,000","20,647,000","10,946,000",,"8,449,000","11,759,000","4,017,000",,"12,579,000","12,559,000","6,204,000","286,000","8,322,000","5,738,000"
