name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2016
TotalAssets,"3,294,600,000","3,245,100,000","3,237,600,000","3,176,700,000","3,138,400,000","3,057,200,000","3,071,000,000","3,096,500,000","3,103,900,000","2,986,900,000","2,928,600,000","2,915,886,000","2,918,610,000","2,836,898,000","2,891,898,000","2,919,232,000","2,860,507,000","2,890,638,000"
	CurrentAssets,"664,000,000","711,700,000","710,800,000","644,400,000","635,700,000","567,600,000","633,100,000","604,700,000","593,000,000","542,600,000","551,400,000","523,539,000","535,072,000","492,453,000","531,165,000","539,348,000","519,480,000","489,320,000"
		CashCashEquivalentsAndShortTermInvestments,"45,500,000","132,800,000","123,700,000","125,000,000","123,800,000","81,600,000","157,100,000","89,900,000","88,000,000","10,300,000","39,100,000","10,942,000","11,241,000","17,713,000","35,224,000","16,429,000","9,548,000","67,963,000"
			CashAndCashEquivalents,"45,500,000","132,800,000","123,700,000","125,000,000","123,800,000","81,600,000","157,100,000","89,900,000","88,000,000","10,300,000","39,100,000","10,942,000","11,241,000","17,713,000","35,224,000","16,429,000","9,548,000","67,963,000"
		Receivables,"508,500,000","467,400,000","490,100,000","462,100,000","450,800,000","420,800,000","413,800,000","424,700,000","415,300,000","448,800,000","441,300,000","449,181,000","446,856,000","391,361,000","416,932,000","445,870,000","434,366,000","338,814,000"
			AccountsReceivable,"411,400,000","382,200,000","378,900,000","365,500,000","376,400,000","346,200,000","319,200,000","334,900,000","334,000,000","363,900,000","333,700,000","346,833,000","353,090,000","298,139,000","317,056,000","343,565,000","333,631,000","298,564,000"
				GrossAccountsReceivable,"415,700,000","385,200,000","382,100,000","371,400,000","383,400,000","350,800,000","322,000,000","339,700,000","340,000,000",,"338,700,000","352,315,000","359,656,000",,"322,685,000",,,
				AllowanceForDoubtfulAccountsReceivable,"-4,300,000","-3,000,000","-3,200,000","-5,900,000","-7,000,000","-4,600,000","-2,800,000","-4,800,000","-6,000,000",,"-5,000,000","-5,482,000","-6,566,000",,"-5,629,000",,,
			OtherReceivables,"97,100,000","85,200,000","111,200,000","96,600,000","74,400,000","74,600,000","94,600,000","89,800,000","81,300,000","84,900,000","107,600,000","102,348,000","93,766,000","93,222,000","99,876,000","102,305,000","100,735,000","40,250,000"
		Inventory,,,,,,,"6,500,000","27,500,000","30,000,000","28,400,000","26,500,000","25,239,000","24,473,000","25,161,000","23,830,000","21,031,000","21,992,000","31,976,000"
			RawMaterials,,,,,,,"6,500,000","9,500,000","12,100,000","10,800,000","8,700,000","8,044,000","7,419,000","9,323,000","8,337,000","8,316,000","6,883,000","13,086,000"
			WorkInProcess,,,,,,,"0","11,000,000","12,600,000","10,500,000","11,000,000","10,191,000","10,790,000","8,504,000","8,580,000","7,690,000","9,104,000","9,148,000"
			FinishedGoods,,,,,,,"0","7,000,000","5,300,000","7,100,000","6,800,000","7,004,000","6,264,000","7,334,000","6,913,000","5,025,000","6,005,000","9,742,000"
		RestrictedCash,,,,,,,,,,,,,,,,"150,000","150,000","214,000"
		OtherCurrentAssets,"110,000,000","111,500,000","97,000,000","57,300,000","61,100,000","65,200,000","55,700,000","62,600,000","59,700,000","55,100,000","44,500,000","38,177,000","52,502,000","58,218,000","55,179,000","55,868,000","53,424,000","50,353,000"
	TotalNonCurrentAssets,"2,630,600,000","2,533,400,000","2,526,800,000","2,532,300,000","2,502,700,000","2,489,600,000","2,437,900,000","2,491,800,000","2,510,900,000","2,444,300,000","2,377,200,000","2,392,347,000","2,383,538,000","2,344,445,000","2,360,733,000","2,379,884,000","2,341,027,000","2,401,318,000"
		NetPPE,"381,300,000","345,400,000","333,900,000","339,000,000","326,900,000","319,900,000","310,300,000","341,700,000","345,000,000","333,600,000","272,400,000","278,252,000","266,668,000","255,430,000","256,806,000","260,536,000","249,380,000","247,506,000"
			GrossPPE,"836,300,000","785,900,000","756,200,000","740,500,000","721,500,000","701,500,000","673,200,000","707,700,000","698,400,000","668,200,000","602,000,000","597,581,000","578,344,000","556,942,000","544,813,000","534,644,000","503,009,000","431,193,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"43,300,000","42,200,000","42,200,000","42,300,000","42,200,000","40,900,000","40,000,000","54,500,000","54,500,000","54,100,000","54,100,000","54,060,000","52,696,000","52,696,000","51,490,000","51,310,000","51,310,000","37,225,000"
				BuildingsAndImprovements,"44,300,000","43,600,000","38,600,000","30,700,000","31,300,000","31,800,000","30,300,000","42,700,000","42,200,000","42,000,000","40,100,000","40,663,000","36,873,000","37,403,000","36,275,000","35,577,000","34,278,000","20,231,000"
				MachineryFurnitureEquipment,"387,700,000","372,900,000","362,700,000","356,400,000","346,800,000","338,400,000","330,900,000","328,600,000","321,500,000","301,700,000","299,800,000","292,920,000","279,934,000","271,569,000","266,347,000","258,241,000","234,542,000","208,604,000"
