name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalAssets,"1,069,153,000","1,157,881,000","1,087,871,000","1,108,540,000","1,402,037,000","1,411,507,000","1,349,818,000","1,369,319,000","1,282,606,000","1,586,743,000","1,370,702,000","1,439,208,000","1,506,012,000","1,642,142,000","1,403,920,000","1,488,700,000","1,502,928,000","1,677,505,000","1,428,096,000","1,427,437,000","1,483,835,000","1,761,377,000","1,613,541,000","1,751,442,000","1,618,680,000","1,796,264,000","2,030,641,000","2,020,826,000","2,154,651,000","2,227,597,000","2,072,165,000","2,137,439,000","2,280,606,000","2,042,010,000","1,950,540,000","1,976,668,000","1,982,257,000","2,031,474,000","2,032,814,000","1,983,098,000","1,870,863,000","1,774,476,000","795,567,000","637,712,000","541,410,000","381,570,000"
	CurrentAssets,"509,169,000","588,051,000","561,592,000","647,352,000","763,462,000","934,026,000","876,376,000","891,359,000","779,400,000","887,913,000","705,046,000","762,599,000","811,954,000","998,629,000","752,005,000","843,719,000","896,762,000","1,072,448,000","816,796,000","786,862,000","843,219,000","1,091,936,000","909,074,000","1,039,159,000","896,814,000","1,075,242,000","1,283,015,000","1,397,367,000","1,658,846,000","1,401,329,000","1,250,080,000","1,269,340,000","1,428,350,000","1,562,498,000","1,393,325,000","1,436,951,000","1,431,370,000","1,487,786,000","1,432,407,000","1,400,612,000","1,384,908,000","1,323,327,000","465,643,000","375,714,000","290,729,000","173,855,000"
		CashCashEquivalentsAndShortTermInvestments,"403,006,000","498,726,000","476,782,000","565,033,000","676,799,000","850,587,000","778,967,000","784,688,000","666,867,000","750,887,000","567,285,000","596,837,000","645,610,000","841,021,000","572,358,000","671,410,000","725,909,000","880,129,000","638,657,000","618,550,000","690,975,000","891,846,000","689,747,000","780,132,000","688,512,000","853,362,000","963,559,000","1,110,148,000","975,504,000","1,071,913,000","855,168,000","868,088,000","1,038,824,000","1,240,472,000","1,139,857,000","1,182,011,000","1,165,650,000","1,209,289,000","1,201,011,000","1,185,798,000","1,160,989,000","1,122,935,000","243,935,000","225,093,000","208,688,000","118,833,000"
			CashAndCashEquivalents,"403,006,000","498,726,000","476,782,000","565,033,000","676,799,000","850,587,000","778,967,000","784,688,000","666,867,000","750,887,000","567,285,000","596,837,000","645,610,000","841,021,000","572,358,000","662,893,000","725,909,000","880,129,000","638,657,000","618,550,000","690,975,000","891,846,000","689,747,000","780,132,000","688,512,000","853,362,000","963,559,000","1,110,148,000","975,504,000","1,071,913,000","855,168,000","868,088,000","1,038,824,000","1,240,472,000","1,139,857,000","1,182,011,000","1,165,650,000","1,209,289,000","1,201,011,000","1,185,798,000","1,160,989,000","1,122,935,000","243,935,000","225,093,000","208,688,000","118,833,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,"8,517,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"64,298,000","44,466,000","42,443,000","44,107,000","50,684,000","48,435,000","59,036,000","65,928,000","55,765,000","59,744,000","62,969,000","81,399,000","89,153,000","76,210,000","90,639,000","85,867,000","91,489,000","114,976,000","99,254,000","83,788,000","82,060,000","106,640,000","106,114,000","106,361,000","109,820,000","114,963,000","166,369,000","142,501,000","162,854,000","164,688,000","207,402,000","194,884,000","185,988,000","136,633,000","106,613,000","112,160,000","120,490,000","113,152,000","110,058,000","98,673,000","122,644,000","108,747,000","109,852,000","99,674,000","60,717,000","42,407,000"
			AccountsReceivable,"52,229,000","36,755,000","34,383,000","37,433,000","45,402,000","42,998,000","45,451,000","54,583,000","45,430,000","54,953,000","56,094,000","74,706,000","83,658,000","69,493,000","81,478,000","76,302,000","81,571,000","98,294,000","78,284,000","60,785,000","63,732,000","86,655,000","74,047,000","68,974,000","73,471,000","68,175,000","76,121,000","95,311,000","92,140,000","105,154,000","124,598,000","134,127,000","125,527,000","83,673,000","86,233,000","96,808,000","102,717,000","96,713,000","110,058,000","98,673,000","122,644,000","108,747,000","109,852,000","99,674,000","60,717,000","42,407,000"
				GrossAccountsReceivable,"59,837,000",,"43,269,000","47,540,000","54,619,000",,"55,684,000","64,045,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-7,608,000",,"-8,886,000","-10,107,000","-9,217,000",,"-10,233,000","-9,462,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"12,069,000","7,711,000","8,060,000","6,674,000","5,282,000","5,437,000","13,585,000","11,345,000","10,335,000","4,791,000","6,875,000","6,693,000","5,495,000","6,717,000","9,161,000","9,565,000","9,918,000","16,682,000","20,970,000","23,003,000","18,328,000","19,985,000","32,067,000","37,387,000","36,349,000","46,788,000","90,248,000","47,190,000","70,714,000","59,534,000","82,804,000","60,757,000","60,461,000","52,960,000","20,380,000","15,352,000","17,773,000","16,439,000",,,,,,,,
