name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
TotalRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,200","0","0","0","0","0",,,,,,,,,,,,
	OperatingRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,200","0","0","0","0","0",,,,,,,,,,,,
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,"0","2,500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,200","0","0","0","0","0",,,,,,,,,,,,
OperatingExpense,"18,611,239","3,510,568","7,394,276","4,250,154","3,456,243","1,895,772","1,582,009","1,589,496","1,632,273","1,796,196","1,449,289","1,575,947","1,573,687","1,720,483","1,226,990","1,443,534","1,454,225","1,476,267","1,491,215","1,205,932","1,637,463","1,188,927","1,093,611","943,326","1,039,330","1,059,311","797,966","1,929,924","1,052,338","1,065,452","1,235,987","1,160,723","1,011,371","987,671","835,175","997,760","964,502","903,000","1,677,654","969,797","1,009,113","769,599","776,538","726,119","887,576","926,110","1,023,914","797,983","883,469","1,010,706","668,517","617,762","677,621","756,984","552,636","1,195,974","1,481,308","1,013,602","1,625,134","686,603","1,176,833","740,179",,,,
	SellingGeneralAndAdministration,"4,872,866","885,430","2,679,337","618,838","674,000","548,229","445,066","444,182","574,803","606,425","485,881","441,575","504,227","568,430","263,210","458,774","509,872","574,595","360,947","384,601","798,449","460,413","403,793","354,288","446,760","456,048","285,529","881,961","432,846","420,246","331,724","419,259","392,917","402,165","334,026","417,357","433,386","447,618","606,264","479,103","553,860","297,190","381,289","403,717","389,535","459,246","187,155","524,780","563,754","731,213","343,137","359,136","404,701","307,267","554,046","163,581","177,133","308,767","1,202,589","644,520","717,515","326,573",,,,
		GeneralAndAdministrativeExpense,"4,872,866","885,430","2,679,337","618,838","674,000","548,229","445,066","444,182","574,803","606,425","485,881","441,575","504,227","568,430","263,210","458,774","509,872","574,595","360,947","384,601","798,449","460,413","403,793","354,288","446,760","456,048","285,529","881,961","432,846","420,246","331,724","419,259","392,917","402,165","334,026","417,357","433,386","447,618","606,264","479,103","553,860","297,190",,"403,717","389,535","459,246","187,155","524,780","563,754","731,213","343,137","359,136","404,701","307,267",,,,,,,,,,,,
			OtherGandA,"4,872,866","885,430","2,679,337","618,838","674,000","548,229","445,066","444,182","574,803","606,425","485,881","441,575","504,227","568,430","263,210","458,774","509,872","574,595","360,947","384,601","798,449","460,413","403,793","354,288","446,760","456,048","285,529","881,961","432,846","420,246","331,724","419,259","392,917","402,165","334,026","417,357","433,386","447,618",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"13,738,373","2,625,138","4,714,939","3,631,316","2,782,243","1,347,543","1,136,943","1,145,314","1,057,470","1,189,771","963,408","1,134,372","1,069,460","1,152,053","963,780","984,760","944,353","901,672","1,130,268","821,331","839,014","728,514","689,818","589,038","592,570","603,263","512,437","1,047,963","619,492","645,206","904,263","741,464","618,454","585,506","501,149","580,403","531,116","455,382","1,071,390","490,694","455,253","472,409","395,249","322,402","498,041","466,864","836,759","273,203","319,715","279,493","325,380","258,626","272,920","449,717","-1,410","1,032,393","1,304,175","704,835","422,545","42,083","459,318","413,606",,,,
OperatingIncome,"-18,611,239","-3,510,568","-7,394,276","-4,250,154","-3,456,243","-1,895,772","-1,582,009","-1,589,496","-1,632,273","-1,796,196","-1,449,289","-1,575,947","-1,573,687","-1,720,483","-1,226,990","-1,443,534","-1,454,225","-1,476,267","-1,491,215","-1,205,932","-1,637,463","-1,188,927","-1,093,611","-943,326","-1,039,330","-1,059,311","-797,966","-1,929,924","-1,052,338","-1,065,452","-1,235,987","-1,160,723","-1,011,371","-985,171","-835,175","-997,760","-964,502","-903,000","-1,677,654","-969,797","-1,009,113","-769,599","-776,538","-726,119","-887,576","-926,110","-1,023,914","-797,983","-880,269","-1,010,706","-668,517","-617,762","-677,621","-756,984","-552,636","-1,195,974","-1,481,308","-1,013,602","-1,625,134","-686,603","-1,176,833","-740,179",,,,
