name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalAssets,"9,723,000,000","9,494,000,000","9,542,000,000","9,099,000,000","9,069,000,000","9,069,000,000","8,869,000,000","8,805,000,000","8,470,000,000","8,394,000,000","8,154,000,000","7,997,000,000","7,948,000,000","8,110,000,000","7,975,000,000","7,909,000,000","7,892,000,000","7,838,000,000","7,759,000,000","7,653,000,000","7,612,000,000","7,527,000,000","7,455,000,000","7,446,000,000","7,344,000,000","7,221,000,000","7,197,000,000","7,198,000,000","7,091,000,000","7,042,000,000","6,657,000,000","6,399,000,000","6,169,000,000","6,101,000,000","5,891,000,000","5,796,000,000","5,661,000,000","5,670,000,000","5,757,000,000","5,702,000,000","5,789,000,000","5,733,000,000","5,611,000,000","5,503,000,000","5,535,000,000","5,491,000,000","5,617,000,000","5,404,000,000","5,436,000,000","5,172,000,000","5,252,000,000","5,284,000,000","5,187,000,000","5,023,000,000","4,475,000,000","4,694,000,000","4,269,000,000","4,108,000,000","4,088,000,000","3,894,000,000","3,759,000,000","3,767,000,000","3,665,000,000","3,556,000,000","3,466,000,000","3,638,000,000","3,878,000,000","3,545,000,000","3,663,000,000","3,403,000,000","3,462,000,000","3,434,000,000","3,435,000,000","3,372,000,000","3,185,000,000","3,171,000,000","3,102,000,000","3,250,000,000","3,227,000,000","3,356,000,000","3,406,000,000","3,474,000,000","3,590,000,000","3,607,000,000","3,490,000,000","3,452,000,000","3,125,000,000","3,346,000,000","3,177,000,000"
	CurrentAssets,"876,000,000","688,000,000","899,000,000","604,000,000","622,000,000","721,000,000","720,000,000","736,000,000","505,000,000","500,000,000","416,000,000","440,000,000","596,000,000","643,000,000","631,000,000","493,000,000","532,000,000","526,000,000","466,000,000","412,000,000","485,000,000","463,000,000","476,000,000","512,000,000","537,000,000","557,000,000","605,000,000","646,000,000","584,000,000","699,000,000","542,000,000","513,000,000","549,000,000","591,000,000","565,000,000","627,000,000","564,000,000","622,000,000","784,000,000","728,000,000","780,000,000","716,000,000","740,000,000","651,000,000","689,000,000","661,000,000","750,000,000","685,000,000","794,000,000","690,000,000","765,000,000","892,000,000","940,000,000","768,000,000","627,000,000","1,068,000,000","678,000,000","538,000,000","523,000,000","465,000,000","481,000,000","527,000,000","503,000,000","462,000,000","466,000,000","740,000,000","1,094,000,000","777,000,000","935,000,000","692,000,000","741,000,000","709,000,000","700,000,000","612,000,000","641,000,000","646,000,000","563,000,000","591,000,000","602,000,000","691,000,000","717,000,000","747,000,000","801,000,000","936,000,000","821,000,000","778,000,000","461,000,000","475,000,000","299,000,000"
		CashCashEquivalentsAndShortTermInvestments,"110,000,000","52,000,000","294,000,000","17,000,000","135,000,000","257,000,000","253,000,000","303,000,000","30,000,000","30,000,000","11,000,000","11,000,000","89,000,000","119,000,000","200,000,000","48,000,000","70,000,000","39,000,000","89,000,000","33,000,000","31,000,000","6,000,000","88,000,000","93,000,000","4,000,000","4,000,000","92,000,000","122,000,000","27,000,000","127,000,000","97,000,000","97,000,000","64,000,000","107,000,000","91,000,000","119,000,000","33,000,000","12,000,000","156,000,000","74,000,000","8,000,000","6,000,000","97,000,000","72,000,000","27,000,000","4,000,000","7,000,000","140,000,000","141,000,000","31,000,000","46,000,000","58,000,000","47,000,000","10,000,000","5,000,000","202,000,000","51,000,000","73,000,000","60,000,000","42,000,000","5,000,000","12,000,000","50,000,000","69,000,000","13,000,000","122,000,000","225,000,000","260,000,000","316,000,000","204,000,000","199,000,000","206,000,000","171,000,000","109,000,000","148,000,000","155,000,000","52,000,000","51,000,000","41,000,000","39,000,000","48,000,000","8,000,000","2,000,000","1,000,000","9,000,000","60,000,000","5,000,000","5,000,000","1,000,000"
			CashAndCashEquivalents,"110,000,000","52,000,000","294,000,000","17,000,000","135,000,000","257,000,000","253,000,000","303,000,000","30,000,000","30,000,000","11,000,000","11,000,000","89,000,000","119,000,000","200,000,000","48,000,000","70,000,000","39,000,000","89,000,000","33,000,000","31,000,000","6,000,000","88,000,000","93,000,000","4,000,000","4,000,000","92,000,000","122,000,000","27,000,000","127,000,000","97,000,000","97,000,000","64,000,000","107,000,000","91,000,000","119,000,000","33,000,000","12,000,000","156,000,000","74,000,000","8,000,000","6,000,000","97,000,000","72,000,000","27,000,000","4,000,000","7,000,000","63,000,000","52,000,000","31,000,000","46,000,000","58,000,000","47,000,000","10,000,000","5,000,000","202,000,000","51,000,000","73,000,000","60,000,000","42,000,000","5,000,000","12,000,000","50,000,000","69,000,000","13,000,000","122,000,000","225,000,000","260,000,000","316,000,000","204,000,000","199,000,000","206,000,000","171,000,000","109,000,000","148,000,000","155,000,000","52,000,000","51,000,000","41,000,000","39,000,000","48,000,000","8,000,000","2,000,000","1,000,000","9,000,000","60,000,000","5,000,000","5,000,000","1,000,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,000,000","89,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"303,000,000","329,000,000","273,000,000","274,000,000","268,000,000","271,000,000","250,000,000","204,000,000","233,000,000","253,000,000","234,000,000","222,000,000","297,000,000","289,000,000","262,000,000","248,000,000","229,000,000","274,000,000","222,000,000","207,000,000","233,000,000","262,000,000","200,000,000","194,000,000","207,000,000","253,000,000","205,000,000","209,000,000","215,000,000","265,000,000","229,000,000","195,000,000","235,000,000","250,000,000","204,000,000","210,000,000","220,000,000","250,000,000","204,000,000","203,000,000","235,000,000","245,000,000","208,000,000","202,000,000","231,000,000","230,000,000","200,000,000","195,000,000","221,000,000","254,000,000","203,000,000","213,000,000","245,000,000","264,000,000","204,000,000","217,000,000","312,000,000","270,000,000","236,000,000","229,000,000","266,000,000","265,000,000","225,000,000","198,000,000","236,000,000","281,000,000","51,000,000","49,000,000","244,000,000","250,000,000","257,000,000","245,000,000","282,000,000","295,000,000","230,000,000","212,000,000","213,000,000","241,000,000","233,000,000","244,000,000","260,000,000","272,000,000","341,000,000","332,000,000","340,000,000","287,000,000","244,000,000","171,000,000","155,000,000"
			AccountsReceivable,"303,000,000","329,000,000","273,000,000","274,000,000","268,000,000","271,000,000","250,000,000","204,000,000","233,000,000","167,000,000","161,000,000","150,000,000","226,000,000","193,000,000","189,000,000","162,000,000","152,000,000","168,000,000","151,000,000","139,000,000","162,000,000","155,000,000","140,000,000","124,000,000","130,000,000","158,000,000","133,000,000","122,000,000","129,000,000","149,000,000","156,000,000","121,000,000","158,000,000","146,000,000","137,000,000","137,000,000","144,000,000","152,000,000","129,000,000","133,000,000","156,000,000","144,000,000","136,000,000","134,000,000","156,000,000","137,000,000","133,000,000","128,000,000","150,000,000","159,000,000","137,000,000","150,000,000","168,000,000","168,000,000","142,000,000","151,000,000","233,000,000","178,000,000","172,000,000","163,000,000","206,000,000","177,000,000","168,000,000","143,000,000","176,000,000","203,000,000","51,000,000","49,000,000","57,000,000","80,000,000","46,000,000","52,000,000","49,000,000","72,000,000",,,,,,,,,,,,,,,
				GrossAccountsReceivable,"331,000,000","355,000,000","300,000,000","296,000,000","288,000,000",,"264,000,000","216,000,000","239,000,000",,,,,"208,000,000",,,,"174,000,000",,,,"161,000,000",,,,"164,000,000",,"128,000,000","136,000,000","155,000,000","162,000,000","128,000,000","165,000,000","152,000,000","142,000,000","142,000,000","150,000,000","157,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-28,000,000","-26,000,000","-27,000,000","-22,000,000","-20,000,000",,"-14,000,000","-12,000,000","-6,000,000",,,,,"-15,000,000",,,,"-6,000,000",,,,"-6,000,000",,,,"-6,000,000",,"-6,000,000","-7,000,000","-6,000,000","-6,000,000","-7,000,000","-7,000,000","-6,000,000","-5,000,000","-5,000,000","-6,000,000","-5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","11,000,000","23,000,000",,,,,,,,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
