name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalRevenue,"895,322,000","244,293,000","228,444,000","204,810,000","217,775,000","148,211,000","98,353,000","87,859,000","46,905,000","50,981,000","35,960,000"
	OperatingRevenue,"895,322,000","244,293,000","228,444,000","204,810,000","217,775,000","148,211,000","98,353,000","87,859,000","46,905,000","50,981,000","35,960,000"
CostOfRevenue,"149,202,000","40,032,000","40,633,000","32,047,000","37,513,000","30,368,000","23,395,000","19,760,000","21,197,000","15,297,000","17,830,000"
GrossProfit,"746,120,000","204,261,000","187,811,000","172,763,000","180,262,000","117,843,000","74,958,000","68,099,000","25,708,000","35,684,000","18,130,000"
OperatingExpense,"126,547,000","36,895,000","36,726,000","27,139,000","26,017,000","25,401,000","43,713,000","22,378,000","17,588,000","19,870,000","16,763,000"
	SellingGeneralAndAdministration,"109,793,000","33,200,000","27,553,000","25,189,000","24,085,000","23,237,000","41,621,000","20,510,000","15,988,000","16,126,000","15,784,000"
	ResearchAndDevelopment,"16,754,000","3,695,000","9,173,000","1,950,000","1,932,000","2,164,000","2,092,000","1,868,000","1,600,000","3,744,000","979,000"
	OtherOperatingExpenses,,,,,,,,,,,"81,000"
OperatingIncome,"619,573,000","167,366,000","151,085,000","145,624,000","154,245,000","92,442,000","31,245,000","45,721,000","8,120,000","15,814,000","1,367,000"
NetNonOperatingInterestIncomeExpense,"-25,020,000","-2,664,000","-4,433,000","-8,545,000","-8,512,000","-8,770,000","-8,806,000","-7,089,000","-7,463,000","-7,382,000","-7,719,000"
	InterestExpenseNonOperating,"25,020,000","2,664,000","4,433,000","8,545,000","8,512,000","8,770,000","8,806,000","7,089,000","7,463,000","7,382,000","7,719,000"
OtherIncomeExpense,"13,879,000","2,139,000","-2,830,000","14,573,000","-3,000","5,889,000","-7,598,000","32,000","20,000","19,082,000","-58,000"
	SpecialIncomeCharges,"13,596,000","2,132,000","-3,031,000","14,495,000","0","5,886,000","-7,592,000","0","0","19,002,000","-81,000"
