name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002
TotalAssets,"2,201,041,000","2,361,105,000","2,298,285,000","2,278,019,000","2,701,311,000","3,261,295,000","3,124,683,000","3,302,707,000","3,094,708,000","3,016,058,000","2,982,447,000","2,931,706,000","2,957,541,000","2,867,027,000","2,703,575,000","2,704,332,000","2,700,364,000","2,580,620,000","2,442,953,000","2,421,894,000","2,399,522,000","2,362,784,000","2,261,895,000","2,339,252,000","2,387,729,000","2,355,735,000","2,369,392,000","2,379,503,000","2,398,153,000","2,350,996,000","2,307,110,000","2,333,615,000","2,323,280,000","1,772,907,000","1,726,524,000","1,666,327,000","1,684,069,000","1,564,269,000","1,498,618,000","1,487,286,000","1,510,359,000","1,502,868,000","1,446,104,000","1,406,025,000","1,398,167,000","1,376,127,000","1,353,052,000","1,342,144,000","1,365,612,000","1,396,337,000","1,395,977,000","1,391,030,000","1,352,290,000","1,337,393,000","451,141,000","428,555,000","415,472,000","398,978,000","387,076,000","361,774,000","342,005,000","328,706,000","323,923,000","309,072,000","173,698,000","207,050,000","199,596,000","193,062,000","119,729,000"
	CurrentAssets,"535,200,000","655,178,000","560,450,000","572,495,000","998,536,000","1,277,742,000","1,155,700,000","1,312,677,000","1,110,614,000","999,058,000","984,081,000","960,790,000","988,297,000","1,006,346,000","933,579,000","913,305,000","918,991,000","782,192,000","771,682,000","753,588,000","710,455,000","672,054,000","671,059,000","730,304,000","712,361,000","754,112,000","734,671,000","727,531,000","767,060,000","710,192,000","627,166,000","610,278,000","585,833,000","694,391,000","643,885,000","604,425,000","606,791,000","501,653,000","430,157,000","418,142,000","418,470,000","400,690,000","352,364,000","424,738,000","400,523,000","401,944,000","375,233,000","359,715,000","378,251,000","407,526,000","387,589,000","366,816,000","340,605,000","312,966,000","346,774,000","336,482,000","322,822,000","306,633,000","294,425,000","282,241,000","262,732,000","284,207,000","279,554,000","266,768,000","139,745,000","174,157,000","166,397,000","159,809,000","87,236,000"
		CashCashEquivalentsAndShortTermInvestments,"285,791,000","359,570,000","308,508,000","321,105,000","360,086,000","714,856,000","631,269,000","813,544,000","576,412,000","399,361,000","426,811,000","414,136,000","451,358,000","402,304,000","402,856,000","383,511,000","391,457,000","344,508,000","319,077,000","373,548,000","344,624,000","310,547,000","306,147,000","367,453,000","371,992,000","408,087,000","367,157,000","365,908,000","389,545,000","320,823,000","232,471,000","226,030,000","223,191,000","410,667,000","376,311,000","347,554,000","319,343,000","223,566,000","192,028,000","173,250,000","189,832,000","150,662,000","112,413,000","179,147,000","179,358,000","169,906,000","134,006,000","128,199,000","149,403,000","184,335,000","161,184,000","153,714,000","136,172,000","115,928,000","266,565,000","264,944,000","250,287,000","240,414,000","225,602,000","220,631,000","208,508,000","228,713,000","223,686,000","216,711,000","94,833,000","133,933,000","124,323,000","119,201,000","45,129,000"
			CashAndCashEquivalents,"285,046,000","358,805,000","307,847,000","320,439,000","359,418,000","663,843,000","526,815,000","731,101,000","556,671,000","379,146,000","412,838,000","388,546,000","412,024,000","369,975,000","353,422,000","375,077,000","382,237,000","337,942,000","312,666,000","365,138,000","340,091,000","307,363,000","295,829,000","340,116,000","323,905,000","352,105,000","272,260,000","306,187,000","321,028,000","285,072,000","192,335,000","186,669,000","187,316,000","378,618,000","237,460,000","229,184,000","256,164,000","209,973,000","192,028,000","173,250,000","189,832,000","150,662,000","112,413,000","179,147,000","179,358,000","169,906,000","134,006,000","128,199,000","149,403,000","184,335,000","161,184,000","153,714,000","136,172,000","115,928,000","58,035,000","54,884,000","42,573,000","45,100,000","207,648,000","181,403,000","184,808,000","200,716,000","223,686,000","216,711,000","94,833,000","133,933,000","124,323,000","119,201,000","45,129,000"
				CashFinancial,"184,944,000","201,769,000","160,818,000","208,412,000","187,394,000","321,753,000","396,730,000","386,286,000","411,926,000","379,057,000","371,669,000","383,109,000","377,521,000","359,266,000","297,540,000","346,512,000","341,974,000","337,756,000","312,488,000","349,936,000","339,915,000","307,188,000","295,661,000","339,956,000","306,252,000","334,938,000","272,104,000","297,029,000","310,855,000","281,890,000","189,142,000","183,468,000","186,780,000","314,604,000","191,922,000","211,367,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"100,102,000","157,036,000","147,029,000","112,027,000","172,024,000","342,090,000","130,085,000","344,815,000","144,745,000","89,000","41,169,000","5,437,000","34,503,000","10,709,000","55,882,000","28,565,000","40,263,000","186,000","178,000","15,202,000","176,000","175,000","168,000","160,000","17,653,000","17,167,000","156,000","9,158,000","10,173,000","3,182,000","3,193,000","3,201,000","536,000","64,014,000","45,538,000","17,817,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"745,000","765,000","661,000","666,000","668,000","51,013,000","104,454,000","82,443,000","19,741,000","20,215,000","13,973,000","25,590,000","39,334,000","32,329,000","49,434,000","8,434,000","9,220,000","6,566,000","6,411,000","8,410,000","4,533,000","3,184,000","10,318,000","27,337,000","48,087,000","55,982,000","94,897,000","59,721,000","68,517,000","35,751,000","40,136,000","39,361,000","35,875,000","32,049,000","138,851,000","118,370,000","63,179,000","13,593,000",,,,,,,,,,,,,,,,,"208,530,000","210,060,000","207,714,000","195,314,000","17,954,000","39,228,000","23,700,000","27,997,000",,,,,,,
		Receivables,"187,751,000","236,519,000","196,296,000","188,323,000","186,839,000","438,191,000","409,660,000","369,742,000","370,553,000","447,396,000","412,352,000","404,400,000","379,329,000","439,052,000","381,568,000","382,320,000","391,071,000","296,324,000","284,050,000","250,592,000","265,180,000","266,590,000","260,032,000","265,227,000","241,018,000","256,419,000","254,668,000","244,749,000","256,493,000","262,092,000","252,003,000","235,893,000","238,747,000","194,312,000","178,478,000","164,937,000","177,761,000","168,415,000","157,402,000","167,616,000","137,617,000","154,753,000","153,749,000","155,309,000","137,553,000","150,769,000","137,330,000","132,553,000","140,649,000","127,826,000","129,838,000","117,780,000","118,910,000","113,178,000","48,896,000","40,171,000","41,172,000","39,072,000","43,304,000","41,459,000","33,963,000","31,856,000","33,533,000","35,154,000","32,380,000","27,292,000","28,600,000","27,490,000","28,435,000"
			AccountsReceivable,"149,758,000","193,831,000","161,020,000","150,242,000","147,932,000","381,158,000","346,565,000","309,355,000","308,304,000","382,435,000","346,741,000","349,161,000","316,101,000","375,663,000","311,492,000","301,010,000","303,108,000","296,324,000","284,050,000","250,592,000","265,180,000","266,590,000","260,032,000","265,227,000","241,018,000","256,419,000","254,668,000","244,749,000","256,493,000","262,092,000","252,003,000","235,893,000","238,747,000","194,312,000","178,478,000","164,937,000","177,761,000","168,415,000","157,402,000","167,616,000","137,617,000","154,753,000","153,749,000","155,309,000","137,553,000","150,769,000","137,330,000","132,553,000","140,649,000","127,826,000","129,838,000","117,780,000","118,910,000","113,178,000","48,896,000","40,171,000","41,172,000","39,072,000","43,304,000","41,459,000","33,963,000","31,856,000","33,533,000","35,154,000","32,380,000","25,529,000","28,600,000","27,490,000","28,435,000"
				GrossAccountsReceivable,"151,058,000","195,131,000","162,320,000","151,442,000","149,432,000","387,358,000","353,065,000","315,455,000","314,604,000","387,735,000","352,441,000","354,661,000","320,601,000","379,463,000","314,392,000","303,710,000","305,308,000","298,524,000","286,250,000","252,692,000","267,080,000","268,390,000",,"267,327,000","242,818,000","257,619,000","255,468,000","245,749,000","257,393,000","263,192,000","253,103,000","236,793,000","239,847,000",,"179,678,000","166,337,000","179,061,000","170,215,000",,,,"157,653,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
