name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999
MarketCap,"9,424,694,043","11,958,088,000","11,484,336,000","8,946,752,000","8,861,400,000","8,293,042,000","7,376,527,000","7,079,950,000","7,582,662,000","6,335,340,000","8,273,217,000","8,439,750,000","9,174,872,486","9,231,092,133","9,321,624,000","10,333,506,449","9,573,757,299","8,389,852,726","10,685,456,635","10,583,986,055","10,608,340,000","10,644,975,000","10,747,932,219","9,145,206,000","8,609,172,000","9,854,513,000","10,598,400,000","9,893,208,000","9,980,271,000","9,117,804,000","9,289,584,000","9,703,915,000","11,656,500,000","12,194,784,000","11,176,664,000","10,021,356,000","9,775,757,151","9,472,380,544","10,000,228,000","9,009,916,334","8,636,927,880","12,107,561,637","10,735,823,280","9,074,030,760","16,774,506,000","22,486,542,080","19,396,955,760","15,816,629,350","11,903,505,320","16,104,208,120","13,850,824,470","14,194,740,840","12,335,295,200","7,858,131,750","9,244,422,010","11,452,387,800","12,066,851,560","13,108,550,000","17,357,458,000","19,095,776,000","12,939,897,000","11,144,784,000","10,781,291,960","9,836,363,520","9,067,897,020","10,817,140,000","12,671,818,900","13,440,716,800","14,120,163,420","12,021,817,600","14,696,901,940","12,602,069,600","13,020,724,080","13,789,142,880","7,290,280,960","5,838,570,000","4,783,117,900","3,087,949,540","2,545,450,800","1,785,999,422","2,092,102,645","4,184,065,529","6,237,316,700","3,135,049,700","10,003,626,000","12,133,678,268","40,098,590,312","69,525,354,625","46,042,122,000","41,394,994,468","17,673,067,953","9,437,928,088","7,459,825,989"
EnterpriseValue,"9,900,094,043","12,549,088,000","11,994,136,000","9,471,652,000","9,427,400,000","8,809,842,000","7,409,027,000","7,104,250,000","7,527,562,000","6,223,540,000","7,878,717,000","7,597,050,000","7,758,172,486","7,810,992,133","8,070,924,000","9,348,506,449","8,778,857,299","7,493,552,726","9,535,456,635","9,573,786,055","9,758,440,000","10,193,175,000","10,559,332,219","8,933,706,000","8,495,572,000","9,855,213,000","10,563,600,000","9,993,808,000","9,719,871,000","8,495,004,000","8,723,084,000","8,432,515,000","10,047,900,000","10,348,184,000","9,330,764,000","8,227,856,000","8,118,157,151","7,622,280,544","8,150,128,000","6,570,207,334","6,205,500,880","9,554,852,637","8,379,975,280","6,718,182,760","14,303,619,000","20,149,155,080","17,214,377,760","13,815,395,350","9,775,054,320","13,880,156,120","11,845,824,470","12,300,507,840","10,518,239,200","5,721,114,750","7,459,673,010","9,667,638,800","10,282,102,560","11,323,801,000","15,800,489,000","18,292,694,000","10,875,277,000","9,504,485,000","9,333,662,960","8,600,348,520","7,831,882,020","9,802,183,000","11,775,040,900","12,543,938,800","13,294,025,420","11,246,079,600","13,979,060,940","12,092,135,600","12,484,674,080","13,685,856,880","7,266,609,960","6,013,993,000","5,190,748,900","3,474,034,540","2,909,093,800","2,091,549,422","2,190,036,645","4,344,423,529","6,397,674,700","3,277,681,700","10,093,368,000","12,145,654,268","40,120,738,312","69,509,190,625","46,025,958,000","41,194,990,468","17,568,967,953","9,333,828,088","7,355,725,989"
PeRatio,"28.32","48.895","79.356","44.387","44.836","32.896","19.239","21.287","23.813","19.333","23.457","17.679","16.748","16.544","40.164","62.438","44.226","30.413","17.066","16.665","17.646","18.19","18.351","15.038","13.798","16.044",,,,,"18.446","18.932","27.267","29.953","30.5","34.241","38.62","52.971","56.2","35.646","28.121","28.962","21.484","18.168","30","38.606","32.104","36.131","30.427","57.887","63.5","62.837","43.704","20.903","18.828","23.943","28.805","35.211","53.548","73.22",,,,,,"32.407","42.075","44.906","51.388","73.533","108.76","131.111","245.7","153.059","186.8","166.667",,,,,,,,"23.659","54.087","88.279","521.637","3,054.928","2,037.2","9,883.841",,,
ForwardPeRatio,"14.749","18.727","18.553","14.045","15.773","15.385","13.831","12.361","13.774","11.05","12.903","12.5","15.552","14.706",,"14.641","15.244","13.263","13.405","11.862","12.563","12.771","12.723","11.173","10.917","10.941","12.315","12.121","13.532","12.5","13.423","11.848","13.089","14.749","16.367","15.06","15.625","14.706","18.904","16.611","14.793","18.349","14.184","11.087","16.835","22.321","24.155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.398","1.568","1.454","1.171","1.375","1.284","2.035","1.061","1.18","0.958","1.291","1.265","1.516","1.501",,"1.551","1.582","1.373","2.008","1.306","1.359","1.322","1.382","1.206","1.256","1.258","1.381","1.059","1.182","1.05","0.922","0.735","1.07","1.542","1.626","1.495","1.552","1.46","1.653","1.48","1.212","1.37","0.947","0.649","0.903","1.251","1.312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.01","2.602","2.548","1.993","2.014","1.91","1.712","1.65","1.769","1.499","1.954","1.95","2.055","2.018","2.063","2.31","2.116","1.859","2.131","2.072","2.113","2.163","2.235","1.923","1.809","2.097","2.387","2.377","2.512","2.232","2.256","2.274","2.599","2.815","2.545","2.286","2.29","2.235","2.371","2.11","2.002","2.785","2.458","2.078","3.871","5.324","4.86","4.242","3.353","4.756","4.295","4.338","3.701","2.323","2.703","3.433","3.852","4.683","6.78","8.636","6.052","4.848","4.779","4.491","4.155","5.284","7.021","7.494","8.542","8.254","11.043","10.369","12.158","13.914","10.735","9.298","7.59","5.143","4.363","2.996","2.694","4.544","6.823","3.261","11.444","19.606","225.499","709.938","473.427","264.528","517.654","10,608.894","8,682.322"
PbRatio,"2.209","2.77","2.62","2.061","2","1.825","1.617","1.586","1.727","1.374","1.782","1.838","1.891","1.932","2.004","2.341","2.215","1.814","2.019","2.064","2.114","2.145","2.257","1.956","1.856","2.154","2.393","2.329","2.162","1.854","1.501","1.468","1.847","1.67","1.529","1.408","1.384","1.353","1.429","1.223","1.196","1.708","1.549","1.308","2.409","3.26","2.935","2.504","1.929","2.632","2.336","2.383","2.121","1.348","1.566","1.982","2.009","2.391","3.242","3.978","2.088","1.823","1.789","1.667","1.537","1.563","1.888","2.003","2.233","1.96","2.452","2.169","2.265","8.415","4.666","3.829","3.228","2.136","1.779","1.263","2.164","4.195","6.254","3.723","12.041","16.621","67.615","131.478","87.07","87.993","38.613","83.374","65.437"
EnterprisesValueRevenueRatio,"2.05","10.742","9.227","7.967","8.042","8.2","6.06","6.242","6.93","6.236","6.522","6.705","7.037","7.798","6.834","7.924","7.291","6.922","7.693","7.612","7.455","8.348","7.621","6.951","6.956","8.976","8.005","8.004","7.953","7.959","7.919","7.49","8.172","8.844","7.326","6.94","7.055","7.196","7.144","5.875","5.779","9.254","7.477","6.075","12.765","18.291","14.467","13.646","9.992","15.209","12.582","14.929","13.376","7.487","8.078","10.209","11.697","13.761","19.526","24.886","16.356","15.16","15.665","14.994","13.801","17.297","20.462","22.959","26.964","25.041","32.505","32.244","40.68","61.083","35.112","34.939","31.439","22.098","18.736","13.758","18.713","35.546","42.359","16.25","49.922","36.572","135.825","345.471","407.208","644.82","386.982","315.332","417.939"
EnterprisesValueEBITDARatio,"14.636","109.695","51.766","51.928","63.742","242.695","66.093","38.885","47.824","60.777","31.616","39.16","50.773","66.533","30.433","41.347","37.84","60.874","33.85","31.013","29.888","45.977","29.998","28.361","31.606","50.282","32.305","31.858","33.598","46.676","-13.77","36.855","27.926","48.928","36.591","42.609","44.386","53.377","40.474","65.939","41.531","118.145","46.443","37.657","66.742","92.347","61.852","58.058","43.783","68.158","259.583","72.829","74.577","46.527","33.493","40.146","51.199","57.167","79.923","113.606","80.464","88.78","76.37","73.423","-6.744","73.837","77.386","80.593","87.314","83.309","107.003","106.366","186.539","227.824","160.075","155.348","165.558","135.837","145.128","1,253.175","192.802","474.697","649.774","363.098","294.938","86.982","325.618","851.933","1,726.405","3,877.176","3,314.9","-9,333.828","-1,671.756"
