name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993
TotalAssets,"20,830,237,000","21,169,241,000","20,663,015,000","20,464,346,000","20,169,015,000","20,286,891,000","20,623,978,000","20,714,951,000","20,919,318,000","21,172,769,000","21,054,056,000","20,990,711,000","20,768,811,000","20,394,209,000","20,542,150,000","20,406,582,000","20,383,870,000","20,570,599,000","20,697,833,000","20,636,575,000","20,608,338,000","20,704,148,000","21,297,744,000","21,229,922,000","21,301,292,000","23,157,328,000","23,008,804,000","23,081,830,000","23,029,048,000","22,950,614,000","23,008,094,000","22,991,402,000","22,889,631,000","22,834,545,000","23,811,431,000","23,482,383,000","23,795,158,000","17,201,000,000","16,668,545,000","16,714,412,000","16,481,247,000","16,659,303,000","15,756,817,000","16,398,122,000","16,075,329,000","16,184,194,000","16,086,829,000","15,625,272,000","15,518,413,000","15,417,515,000","15,791,396,000","15,923,062,000","16,035,656,000","16,535,110,000","16,367,324,000","16,083,223,000","16,010,945,000","15,689,777,000","15,789,585,000","15,668,664,000","15,321,894,000","15,062,219,000","14,970,066,000","14,457,873,000","14,180,907,000","14,098,945,000","13,311,829,000","12,908,036,000","12,697,335,000","12,645,275,000","12,533,458,000","12,550,795,000","12,457,228,000","11,466,893,000","11,990,098,000","12,043,692,000","12,030,770,000","11,810,917,000","11,998,196,000","12,111,800,000","12,328,253,000","12,235,625,000","12,194,617,000","12,077,736,000","12,245,495,000","12,263,966,000","11,820,862,000","11,746,743,000","11,784,166,000","11,715,689,000","11,049,100,000","10,841,800,000","10,702,000,000","10,700,260,000","8,632,600,000","8,000,000,000","7,329,300,000","7,094,631,000","5,034,000,000","4,738,700,000","3,113,200,000","2,986,127,000","2,784,900,000","2,394,100,000","2,217,500,000","2,141,300,000","2,114,300,000","1,910,400,000","1,875,800,000","1,847,700,000","1,297,700,000","972,800,000","760,000,000","535,900,000","515,000,000"
	CurrentAssets,"111,700,000","360,236,000","226,749,000","392,501,000","97,836,000","99,728,000","235,214,000","245,533,000","140,770,000","116,999,000","84,596,000","309,468,000","93,506,000","116,313,000","88,750,000","88,877,000","94,711,000","100,762,000","94,176,000","313,113,000","186,223,000","219,088,000","710,149,000","637,141,000","669,145,000","2,336,250,000","227,111,000","248,479,000","303,877,000","160,468,000","162,418,000","205,809,000","172,285,000","199,737,000","1,112,536,000","391,188,000","243,137,000","872,161,000","176,525,000","247,616,000","413,238,000","536,158,000","426,124,000","966,595,000","306,072,000","612,395,000","43,660,000","47,982,000","60,186,000","193,288,000","1,016,564,000","843,217,000","635,255,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"41,140,000","123,832,000","39,707,000","39,492,000","35,453,000","42,591,000","178,333,000","187,416,000","82,335,000","45,753,000","28,777,000","251,273,000","29,391,000","47,442,000","32,995,000","34,507,000","44,453,000","50,647,000","46,565,000","37,719,000","42,139,000","77,207,000","517,586,000","497,843,000","368,049,000","42,276,000","37,366,000","92,109,000","49,418,000","40,080,000","31,478,000","76,132,000","37,209,000","53,534,000","972,761,000","152,564,000","56,087,000","612,590,000","56,085,000","53,724,000","219,628,000","383,921,000","56,663,000","604,764,000","306,072,000","431,408,000","43,660,000","47,982,000","60,186,000","193,288,000","637,588,000","667,495,000","428,596,000","890,794,000","530,050,000","273,600,000","506,078,000","50,831,000","66,269,000","70,491,000","175,938,000","264,725,000","80,852,000","72,172,000","86,777,000","88,828,000","306,933,000","102,752,000","91,068,000","83,505,000","64,993,000","143,252,000","71,527,000","49,579,000","372,586,000","243,838,000","310,309,000","29,875,000","21,756,000","88,942,000","249,762,000","51,603,000","110,807,000","26,614,000","104,831,000","23,772,000","56,242,000","237,066,000","72,510,000","29,117,000",,,,"3,965,000",,,,"33,295,000",,,,"147,271,000",,,,,,,,,,,,,
			CashAndCashEquivalents,"41,140,000","123,832,000","39,707,000","39,492,000","35,453,000","42,591,000","178,333,000","187,416,000","82,335,000","45,753,000","28,777,000","251,273,000","29,391,000","47,442,000","32,995,000","34,507,000","44,453,000","50,647,000","46,565,000","37,719,000","42,139,000","77,207,000","517,586,000","497,843,000","368,049,000","42,276,000","37,366,000","92,109,000","49,418,000","40,080,000","31,478,000","76,132,000","37,209,000","53,534,000","972,761,000","152,564,000","56,087,000","612,590,000","56,085,000","53,724,000","219,628,000","383,921,000","56,663,000","604,764,000","306,072,000","431,408,000","43,660,000","47,982,000","60,186,000","193,288,000","637,588,000","667,495,000","428,596,000","890,794,000","530,050,000","273,600,000","502,649,000","50,831,000","62,734,000","66,266,000","171,742,000","260,277,000","76,324,000","72,172,000","86,777,000","88,828,000","306,933,000","102,752,000","91,068,000","83,505,000","64,993,000","143,252,000","71,527,000","49,579,000","372,586,000","243,838,000","310,309,000","29,875,000","21,756,000","88,942,000","249,762,000","51,603,000","110,807,000","26,614,000","104,831,000","23,772,000","56,242,000","237,066,000","72,510,000","29,117,000",,,,"3,965,000",,,,"33,295,000",,,,"147,271,000",,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,085,000","53,724,000","231,056,000",,"56,663,000","615,669,000","318,159,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,429,000",,"3,535,000","4,225,000","4,196,000","4,448,000","4,528,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"390,000","1,452,000","879,000","1,364,000","789,000","940,000","942,000","348,000","1,681,000","3,209,000","2,002,000","2,584,000","426,000","1,038,000","2,119,000","1,410,000","2,926,000","2,951,000","2,627,000","1,355,000","2,400,000","4,070,000","2,497,000","1,980,000","1,801,000","1,611,000","1,408,000","1,226,000","1,731,000",,,,"4,758,000",,,,"3,302,000",,,,"1,450,000",,,,,,,,,,,"25,000,000",,
			AccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000,000",,
		Inventory,,,,,,,,,,,,,,,,,,,,,,"0",,"0","0","2,181,135,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,,,,,,,,,,,,,,,,,,,,,,"0",,"0","0","2,181,135,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
