name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
TotalAssets,"2,199,770,000","2,241,182,000","2,217,345,000","2,170,696,000","2,142,988,000","2,144,290,000","2,101,261,000","1,831,405,000","1,830,458,000","1,801,884,000","1,787,136,000","1,812,340,000","1,370,591,000","1,313,747,000","1,183,015,000","1,155,176,000","1,082,129,000","862,052,000","862,222,000","839,666,000","854,145,000","872,401,000","869,950,000","860,947,000","856,244,000","885,565,000","497,657,000","485,628,000","458,816,000","439,358,000","287,533,000","240,388,000","224,904,000","221,242,000","208,501,000","176,030,000","165,649,000","162,399,000","157,512,000","153,012,000","139,154,000","137,702,000","153,312,000","148,845,000","144,363,000","141,868,000","137,382,000","98,327,000","76,765,000","75,058,000"
	CurrentAssets,"501,479,000","567,276,000","549,521,000","491,180,000","489,021,000","505,199,000","481,212,000","205,780,000","187,433,000","182,503,000","167,010,000","189,395,000","349,016,000","380,906,000","242,142,000","220,917,000","135,540,000","131,107,000","122,429,000","96,234,000","104,366,000","113,084,000","112,924,000","111,568,000","94,885,000","113,649,000","259,164,000","253,447,000","260,838,000","241,995,000","141,150,000","99,686,000","84,345,000","79,407,000","66,231,000","59,532,000","47,659,000","43,761,000","35,372,000","29,677,000","82,529,000","78,785,000","95,042,000","89,792,000","82,889,000","78,936,000","73,924,000","33,203,000","39,341,000","39,600,000"
		CashCashEquivalentsAndShortTermInvestments,"359,614,000","429,279,000","393,799,000","369,524,000","371,977,000","384,565,000","362,918,000","92,244,000","68,601,000","82,505,000","71,632,000","77,717,000","245,735,000","289,345,000","153,542,000","134,032,000","43,965,000","60,115,000","48,704,000","27,730,000","39,479,000","52,592,000","50,662,000","38,522,000","36,550,000","51,718,000","208,348,000","198,927,000","209,914,000","209,754,000","105,899,000","64,464,000","52,629,000","49,942,000","36,683,000","39,679,000","32,218,000","29,983,000","21,133,000","13,400,000","70,636,000","64,909,000","83,553,000","78,600,000","71,815,000","67,668,000","63,565,000","22,830,000","31,404,000","31,525,000"
			CashAndCashEquivalents,"359,614,000","429,279,000","393,799,000","369,524,000","371,977,000","384,565,000","362,918,000","92,244,000","68,601,000","82,505,000","71,632,000","77,717,000","245,735,000","289,345,000","153,542,000","134,032,000","43,965,000","60,115,000","48,704,000","27,730,000","39,479,000","52,592,000","50,662,000","38,522,000","36,550,000","51,718,000","208,348,000","198,927,000","209,914,000","209,754,000","105,899,000","64,464,000","52,629,000","49,942,000","36,683,000","39,679,000","32,218,000","29,983,000","21,133,000","13,400,000","70,636,000","64,909,000","83,553,000","78,600,000","71,815,000","67,668,000","63,565,000","22,830,000","31,404,000","31,525,000"
		Receivables,"96,923,000","102,304,000","123,168,000","89,484,000","86,552,000","86,635,000","89,387,000","83,846,000","87,490,000","73,370,000","71,481,000","79,911,000","80,061,000","73,632,000","69,391,000","68,773,000","71,648,000","55,910,000","56,945,000","55,523,000","51,356,000","50,011,000","51,143,000","42,549,000","35,455,000","46,756,000","25,467,000","29,232,000","26,198,000","20,345,000","24,514,000","24,857,000","21,976,000","19,848,000","18,634,000","12,800,000","10,811,000","9,188,000","10,692,000","8,631,000","8,610,000","9,644,000","8,591,000","8,693,000","8,568,000","9,135,000","7,762,000","6,462,000","5,349,000","6,514,000"
			AccountsReceivable,"88,377,000","95,291,000","116,137,000","81,037,000","79,293,000","80,064,000","76,328,000","74,871,000","81,133,000","67,815,000","64,402,000","71,632,000","66,365,000","68,004,000","64,635,000","64,164,000","66,614,000","51,522,000","49,726,000","49,566,000","44,731,000","44,268,000","42,451,000","42,549,000","35,455,000","46,756,000","25,467,000","29,232,000","26,198,000","20,345,000","24,514,000","24,857,000","21,976,000","19,848,000","18,634,000","12,800,000","10,811,000","9,188,000",,,,,,,,"9,135,000","7,762,000","5,613,000","5,349,000","5,800,000"
				GrossAccountsReceivable,,"99,191,000",,,,"82,815,000",,,,"68,908,000",,,,"68,830,000",,,,"51,929,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,876,000"
				AllowanceForDoubtfulAccountsReceivable,,"-3,900,000",,,,"-2,751,000",,,,"-1,093,000",,,,"-826,000",,,,"-407,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-76,000"
			LoansReceivable,"2,560,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","849,000","0","714,000"
