name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989
OperatingCashFlow,"195,722,000","-1,437,000","84,770,000","23,023,000","89,366,000","91,221,000","64,325,000","56,991,000","73,770,000","-96,772,000","139,169,000","44,835,000","110,210,000","61,723,000","131,236,000","59,627,000","109,645,000","72,470,000","110,228,000","38,277,000","117,695,000","53,570,000","114,564,000","34,938,000","122,020,000","63,745,000","89,968,000","-4,355,000","117,375,000","63,614,000","116,337,000","36,729,000","76,428,000","38,292,000","72,136,000","-9,231,000","101,800,000","25,719,000","94,608,000","-13,628,000","77,937,000","27,926,000","93,715,000","20,244,000","49,034,000","31,873,000","67,242,000","-9,937,000","75,351,000","50,491,000","62,857,000","23,407,000","74,027,000","40,263,000","56,540,000","-6,706,000","41,283,000","20,192,000","66,559,000","-3,139,000","-3,495,000","-9,976,000","59,406,000","17,119,000","97,701,000","38,923,000","60,331,000","17,891,000","56,930,000","85,566,000","99,565,000","37,842,000","63,257,000","60,516,000","71,334,000","5,258,000","86,524,000","60,786,000","62,879,000","30,397,000","77,863,000","63,348,000","38,926,000","11,287,000","55,201,000","38,599,000","41,769,000","12,193,000","44,002,000","74,745,000","31,200,000","10,300,000","44,300,000","50,400,000","21,400,000","24,800,000","43,300,000","30,700,000","43,600,000","33,200,000","57,500,000","22,400,000","32,300,000","12,000,000","42,700,000","30,000,000","18,000,000","13,000,000","36,400,000","24,000,000","18,300,000","13,700,000","26,300,000","25,200,000","4,500,000","16,300,000","32,300,000","8,900,000","12,300,000","15,100,000","18,900,000","13,600,000","6,500,000","9,000,000","16,700,000","15,100,000","2,700,000","4,400,000","9,100,000","10,300,000","-400,000","5,900,000","8,300,000"
	CashFlowFromContinuingOperatingActivities,"195,722,000","-1,437,000","84,770,000","23,023,000","89,366,000","91,221,000","64,325,000","56,991,000","73,770,000","-96,772,000","139,169,000","44,835,000","110,210,000","61,723,000","131,236,000","59,627,000","109,645,000","72,470,000","110,228,000","38,277,000","117,695,000","53,570,000","114,564,000","34,938,000","122,020,000","63,745,000","89,968,000","-4,355,000","117,375,000","63,614,000","116,337,000","36,729,000","76,428,000","38,292,000","72,136,000","-9,231,000","101,800,000","25,719,000","94,608,000","-13,628,000","77,937,000","27,926,000","93,715,000","20,244,000","49,034,000","31,873,000","67,242,000","-9,937,000","75,351,000","50,491,000","62,857,000","23,407,000","74,074,000","40,263,000","56,540,000","-6,706,000","41,069,000","20,212,000","66,567,000","-3,088,000","-3,548,000","-9,015,000","187,004,000","8,513,000","97,701,000","38,923,000","60,331,000","17,891,000","56,930,000","85,566,000","99,565,000","37,842,000","63,257,000","60,516,000","71,334,000","5,258,000","86,524,000","60,786,000","62,879,000","30,397,000","77,863,000","63,348,000","38,926,000","11,287,000","55,201,000","38,599,000","41,769,000","12,193,000","44,002,000","74,745,000","31,200,000","10,300,000","44,300,000","50,400,000","21,400,000","24,800,000","43,300,000","30,700,000","43,600,000","33,200,000","57,500,000","22,400,000","32,300,000","12,000,000","42,700,000","30,000,000","18,000,000","13,000,000","36,400,000","24,000,000","18,300,000","13,700,000","26,300,000","25,200,000","4,500,000","16,300,000","32,300,000","8,900,000","12,300,000","15,100,000","18,900,000","13,600,000","6,500,000","9,000,000","16,700,000","15,100,000","2,700,000","4,400,000","9,100,000","10,300,000","-400,000","5,900,000","8,300,000"
		NetIncomeFromContinuingOperations,"134,879,000","27,516,000","37,624,000","33,376,000","36,363,000","33,470,000","14,000,000","170,680,000","25,066,000","-161,932,000","61,168,000","43,223,000","65,025,000","50,414,000","60,755,000","47,207,000","61,354,000","48,747,000","91,139,000","46,380,000","53,893,000","46,924,000","52,727,000","48,355,000","51,023,000","49,169,000","48,242,000","40,865,000","47,399,000","35,317,000","47,163,000","34,024,000","39,185,000","28,728,000","37,055,000","27,160,000","34,303,000","24,602,000","35,168,000","23,192,000",,,,,"-67,665,000","15,154,000","28,777,000","23,734,000","27,413,000","14,428,000","25,393,000","18,024,000","-43,111,000","11,948,000","18,362,000","12,832,000","21,003,000","10,444,000","20,217,000","13,889,000","27,801,000","12,325,000","102,512,000","19,427,000","35,800,000","23,972,000","30,797,000","25,722,000","37,561,000","26,571,000","32,233,000","30,275,000","29,919,000","26,182,000","29,001,000","28,160,000","35,519,000","23,399,000","24,626,000","22,985,000","30,453,000","20,557,000","21,132,000","19,647,000","2,594,000","14,597,000","15,056,000","16,934,000","23,693,000","14,405,000","6,400,000","14,500,000","12,300,000","14,700,000","17,100,000","26,100,000","35,300,000","24,800,000","20,300,000","23,700,000","31,200,000","20,600,000","15,900,000","18,900,000","17,900,000","16,300,000","12,500,000","16,800,000","23,000,000","15,100,000","12,300,000","15,600,000","21,100,000","12,600,000","9,900,000","13,400,000","17,800,000","10,100,000","7,700,000","10,100,000","13,600,000","7,900,000","5,000,000","7,400,000","9,700,000","5,300,000","2,900,000","5,000,000","6,800,000","2,900,000","1,700,000","3,900,000","5,000,000"
		OperatingGainsLosses,"5,535,000","1,403,000","867,000","1,870,000","1,395,000","736,000","1,132,000","-216,921,000","-68,568,000","1,078,000","2,265,000","1,740,000","2,743,000","1,762,000","2,704,000","3,056,000","2,362,000","1,728,000","1,825,000","1,204,000","1,825,000","1,288,000","1,365,000","1,107,000","3,334,000","1,145,000","1,242,000","1,425,000","1,459,000","1,418,000","1,825,000","2,170,000","2,004,000","1,070,000","1,212,000","877,000","1,733,000","859,000","810,000","655,000","870,000","574,000","756,000","502,000","644,000","-3,755,000","901,000","792,000","1,754,000","910,000","1,088,000","945,000","2,136,000","495,000","928,000","862,000","1,094,000","547,000","-981,000","535,000","-534,000","-717,000","1,012,000","292,000","-16,652,000","3,279,000","9,934,000","5,298,000","15,789,000","2,875,000","2,081,000","1,909,000","15,510,000","2,225,000","2,072,000","1,576,000","15,162,000","1,671,000","1,318,000","1,405,000","11,343,000","-329,000","-117,000","33,000","25,453,000","88,000","-541,000","533,000","-621,000","248,000","5,400,000","-300,000",,,"0","-200,000","0","-300,000","100,000","400,000",,,,"-100,000","14,800,000","0",,,"0","0","-200,000","100,000","0","0","0","1,000,000",,,,,,,,"100,000",,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,"0","0","132,878,000","3,584,000","5,980,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"5,535,000","1,403,000","867,000","1,870,000","1,395,000","736,000","1,132,000","-216,921,000","-68,568,000","1,078,000","2,265,000","1,740,000","2,743,000","1,762,000","2,704,000","3,056,000","2,362,000","1,728,000","1,825,000","1,204,000","1,825,000","1,288,000","1,365,000","1,107,000","3,334,000","1,145,000","1,242,000","1,425,000","1,459,000","1,418,000","1,825,000","2,170,000","2,004,000","1,070,000","1,212,000","877,000","1,733,000","859,000","810,000","655,000","870,000","574,000","756,000","502,000","644,000","-3,755,000","901,000","792,000","1,754,000","910,000","1,088,000","945,000","2,136,000","495,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,"0","0","0","0","0","132,878,000","3,584,000","5,980,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"117,695,000","29,109,000","28,758,000","28,972,000","30,856,000","30,345,000","30,603,000","29,535,000","29,886,000","30,015,000","29,599,000","28,678,000","29,038,000","27,443,000","26,218,000","24,838,000","25,395,000","23,953,000","22,713,000","21,631,000","22,691,000","21,798,000","21,296,000","20,534,000","20,742,000","19,698,000","19,096,000","18,687,000","19,027,000","18,422,000","17,995,000","17,511,000","17,788,000","17,300,000","16,824,000","16,477,000","17,120,000","16,643,000","16,398,000","15,959,000","16,725,000","16,403,000","15,886,000","15,453,000","16,251,000","16,083,000","15,427,000","15,027,000","15,395,000","15,130,000","16,381,000","14,118,000","15,226,000","15,122,000","14,752,000","14,186,000","15,023,000","14,683,000","14,323,000","13,660,000","14,501,000","14,390,000","14,294,000","13,723,000","18,766,000","18,634,000","17,692,000","17,186,000","17,010,000","16,684,000","17,448,000","16,179,000","16,708,000","16,231,000","15,738,000","15,191,000","16,060,000","15,792,000","16,333,000","16,191,000","16,747,000","15,993,000","15,259,000","14,760,000","16,871,000","16,393,000","16,014,000","15,624,000","17,106,000","16,612,000","16,100,000","15,400,000","13,900,000","14,700,000","13,100,000","12,100,000","11,100,000","10,400,000","11,400,000","10,500,000","7,700,000","9,200,000","9,800,000","9,000,000","7,600,000","7,700,000","8,200,000","7,900,000","5,500,000","7,600,000","6,800,000","6,500,000","4,200,000","5,700,000","5,400,000","5,100,000","3,700,000","4,300,000","4,000,000","3,800,000","2,900,000","3,400,000","3,200,000","3,000,000","2,200,000","2,500,000","2,400,000","2,200,000","1,300,000","1,900,000","1,800,000","1,700,000","1,200,000"
			DepreciationAndAmortization,"117,695,000","29,109,000","28,758,000","28,972,000","30,856,000","30,345,000","30,603,000","29,535,000","29,886,000","30,015,000","29,599,000","28,678,000","29,038,000","27,443,000","26,218,000","24,838,000","25,395,000","23,953,000","22,713,000","21,631,000","22,691,000","21,798,000","21,296,000","20,534,000","20,742,000","19,698,000","19,096,000","18,687,000","19,027,000","18,422,000","17,995,000","17,511,000","17,788,000","17,300,000","16,824,000","16,477,000","17,120,000","16,643,000","16,398,000","15,959,000","16,725,000","16,403,000","15,886,000","15,453,000","16,251,000","16,083,000","15,427,000","15,027,000","15,395,000","15,130,000","16,381,000","14,118,000","15,226,000","15,122,000","14,752,000","14,186,000","15,023,000","14,683,000","14,323,000","13,660,000","14,501,000","14,390,000","14,294,000","13,723,000","18,766,000","18,634,000","17,692,000","17,186,000","17,010,000","16,684,000","17,448,000","16,179,000","16,708,000","16,231,000","15,738,000","15,191,000","16,060,000","15,792,000","16,333,000","16,191,000","16,747,000","15,993,000","15,259,000","14,760,000","16,871,000","16,393,000","16,014,000","15,624,000","17,106,000","16,612,000","16,100,000","15,400,000","13,900,000","14,700,000","13,100,000","12,100,000","11,100,000","10,400,000","11,400,000","10,500,000","7,700,000","9,200,000","9,800,000","9,000,000","7,600,000","7,700,000","8,200,000","7,900,000","5,500,000","7,600,000","6,800,000","6,500,000","4,200,000","5,700,000","5,400,000","5,100,000","3,700,000","4,300,000","4,000,000","3,800,000","2,900,000","3,400,000","3,200,000","3,000,000","2,200,000","2,500,000","2,400,000","2,200,000","1,300,000","1,900,000","1,800,000","1,700,000","1,200,000"
				Depreciation,"117,695,000","29,109,000","28,758,000","28,972,000","30,856,000","30,345,000","30,603,000","29,535,000","29,886,000","30,015,000","29,599,000","28,678,000","29,038,000","27,443,000","26,218,000","24,838,000","25,395,000","23,953,000","22,713,000","21,631,000","22,691,000","21,798,000","21,296,000","20,534,000","20,742,000","19,698,000","19,096,000","18,687,000","19,027,000","18,422,000","17,995,000","17,511,000","17,788,000","17,300,000","16,824,000","16,477,000","17,120,000","16,643,000","16,398,000","15,959,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
