name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
OperatingCashFlow,"262,900,000","-70,600,000","270,700,000","105,000,000","-42,200,000","-8,600,000","293,800,000","-900,000","61,300,000","62,500,000","262,000,000","36,300,000","47,300,000","-37,900,000","235,300,000","39,200,000","173,500,000","57,800,000","242,600,000","-64,000,000","248,900,000","78,500,000","183,898,000","57,706,000","126,289,000","110,720,000","116,128,000","20,391,000","67,197,000","81,602,000","134,996,000","-6,432,000","47,523,000","35,870,000","114,804,000","31,844,000","13,056,000","56,986,000","99,989,000","9,952,000","42,384,000","52,234,000","105,192,000","-20,157,000","38,288,000","32,748,000","93,999,000","33,890,000","62,650,000","54,112,000","75,917,000","13,898,000","6,203,000","8,826,000","82,944,000","36,777,000","23,297,000","32,618,000","56,370,000","-22,532,000","11,848,000","50,716,000","35,442,000","-16,497,000","9,823,000","30,858,000","20,889,000","-12,917,000","12,196,000","31,640,000","34,809,000","-8,017,000"
	CashFlowFromContinuingOperatingActivities,"267,200,000","-70,400,000","271,400,000","104,700,000","-38,500,000","-5,500,000","279,100,000","1,200,000","54,800,000","68,500,000","258,100,000","-3,600,000","47,300,000","-37,900,000","235,300,000","39,200,000","173,500,000","57,800,000","242,600,000","-64,000,000","248,900,000","78,500,000","183,898,000","57,706,000","126,289,000","110,720,000","116,128,000","20,391,000","67,197,000","81,602,000","134,996,000","-6,432,000","47,523,000","35,870,000","114,804,000","31,844,000","13,056,000","56,986,000","99,989,000","9,952,000","42,384,000","52,234,000","105,192,000","-20,157,000","38,288,000","32,748,000","93,999,000","33,890,000","62,650,000","54,112,000","75,917,000","13,898,000","6,203,000","8,826,000","82,954,000","36,777,000","23,297,000","32,618,000","56,370,000","-22,533,000","11,849,000","50,716,000","35,876,000","-16,608,000","9,870,000","30,867,000","20,956,000","-12,611,000","9,876,000","31,640,000","34,809,000","-8,017,000"
		NetIncomeFromContinuingOperations,"-31,600,000","-3,000,000","-29,000,000","6,700,000","-5,200,000","400,000","73,200,000","11,400,000","-2,600,000","-32,800,000","15,300,000","73,100,000","-171,400,000","-27,300,000","-12,600,000","5,400,000","-20,100,000","-34,100,000","-309,000,000","28,800,000","-34,200,000","28,200,000","-278,070,000","37,174,000","15,648,000","-3,346,000","37,255,000","28,441,000","31,362,000","17,852,000","33,917,000","19,882,000","21,759,000","14,322,000","22,784,000","22,665,000","18,565,000","22,974,000",,,,,,,,"19,808,000","28,081,000","24,867,000","21,652,000","16,319,000","22,093,000","28,064,000","18,425,000","12,732,000","7,127,000","11,080,000","8,292,000","2,061,000","14,278,000","10,568,000","9,362,000","7,414,000","22,605,000","8,245,000","6,607,000","7,399,000","-6,296,000","4,953,000","-16,305,000","29,224,000","-6,385,000","-8,323,000"
		OperatingGainsLosses,"-66,300,000","-50,900,000","-4,200,000","-5,000,000","-6,200,000","-7,300,000","-21,600,000","-8,000,000","-4,300,000","64,100,000","-6,600,000","12,400,000","25,300,000","15,900,000","22,500,000",,,,"400,000","-7,100,000","89,200,000","3,500,000","-8,270,000","-7,198,000","-1,878,000","1,322,000","10,901,000","11,438,000","-4,341,000","11,116,000","13,190,000","8,284,000","5,948,000","16,360,000","2,434,000","8,000","-175,000","-555,000","2,442,000","988,000","685,000","666,000","1,310,000","-568,000","157,000","800,000","-4,768,000","1,095,000","1,098,000","-986,000","5,233,000","-15,493,000","-2,196,000","732,000","5,837,000","1,646,000","-540,000","1,622,000","-50,000","-17,000","-425,000","-6,000","232,000","-1,185,000","-4,671,000","4,896,000","17,785,000","7,102,000",,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,"0",,,,"400,000","400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,309,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,"-400,000","100,000","303,000","-1,075,000","-749,000","-4,124,000","7,826,000","9,226,000","-2,386,000","11,386,000","6,533,000",,,,,,,,"136,000","-321,000","200,000","-112,000","292,000","-994,000","-80,000","800,000",,"344,000","-613,000","1,281,000",,"-2,319,000","-2,878,000","732,000",,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-66,300,000","-50,900,000","-4,200,000","-5,000,000","-6,200,000","-21,700,000","-20,700,000","-9,200,000","-4,300,000","64,100,000","-6,600,000","12,400,000","25,300,000","15,900,000",,,,,,,"2,300,000","200,000","-10,227,000","-6,830,000","-1,733,000","4,703,000","-244,000","2,026,000","-1,987,000","-417,000","3,144,000","77,000","-53,000","-117,000","5,000","-443,000","274,000","-773,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2,357,000",,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"213,500,000","53,100,000","53,200,000","53,400,000","53,800,000","53,500,000","52,700,000","51,100,000","49,600,000","49,800,000","53,300,000","41,200,000","54,200,000","61,900,000","64,600,000","64,800,000","61,900,000","67,000,000","74,400,000","74,200,000","66,600,000","72,400,000","80,105,000","75,307,000","73,361,000","59,465,000","30,135,000","30,165,000","31,034,000","30,733,000","32,990,000","30,268,000","25,651,000","27,006,000","28,444,000","25,060,000","28,254,000","26,884,000","31,392,000","23,872,000","22,230,000","20,721,000","21,338,000","21,333,000","28,560,000","11,787,000","19,136,000","18,145,000","18,380,000","14,117,000","12,411,000","11,955,000","11,529,000","11,448,000","10,348,000","11,494,000","12,039,000","11,973,000","10,734,000","8,479,000","8,117,000","7,817,000","6,686,000","7,252,000","6,251,000","4,515,000","4,253,000","4,432,000","4,125,000","4,131,000","2,481,000","4,135,000"
