name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,03/31/2018,12/31/2017,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalLiabilitiesNetMinorityInterest,"1,013,274,000","985,787,000","1,073,044,000","1,142,432,000","1,315,282,000","1,018,202,000","1,177,191,000","1,319,912,000","1,361,032,000","1,356,730,000","1,450,230,000","1,417,972,000","1,205,802,000","1,266,470,000","1,456,809,000","1,534,372,000","2,703,000,000","2,713,000,000","2,777,000,000","2,844,000,000","2,816,000,000","2,948,000,000","3,057,000,000","3,167,000,000","3,500,000,000","3,707,000,000","0","2,391,000,000"
	CurrentLiabilities,"342,539,000","307,134,000","320,528,000","344,372,000","346,168,000","207,400,000","249,690,000","260,078,000","257,441,000","226,027,000","246,706,000","248,735,000","271,433,000","288,648,000","336,479,000","346,888,000","2,506,000,000","342,000,000","360,000,000","404,000,000","364,000,000","396,000,000","419,000,000","466,000,000","461,000,000","532,000,000",,"2,246,000,000"
		PayablesAndAccruedExpenses,"162,313,000","138,703,000","169,314,000","197,754,000","176,225,000","146,260,000","188,308,000","170,603,000","166,115,000","152,817,000","170,967,000","167,821,000","196,332,000","206,675,000","245,654,000","250,218,000","110,000,000","104,000,000","107,000,000","129,000,000","127,000,000","135,000,000","124,000,000","166,000,000","170,000,000","200,000,000",,"107,000,000"
			Payables,"40,849,000","26,270,000","60,624,000","78,595,000","56,366,000","35,136,000","85,318,000","67,786,000","43,299,000","13,676,000","155,482,000","17,262,000","24,576,000","21,297,000","27,387,000","53,280,000","31,000,000","29,000,000","31,000,000","30,000,000","29,000,000","26,000,000","30,000,000","41,000,000","44,000,000","38,000,000",,"19,000,000"
				AccountsPayable,"16,433,000","8,610,000","16,929,000","30,024,000","19,981,000","8,927,000","16,215,000","14,002,000","16,067,000","13,379,000","155,482,000","17,262,000","24,576,000","21,297,000","26,385,000","53,280,000","14,000,000","13,000,000","14,000,000","14,000,000","13,000,000","11,000,000","15,000,000","20,000,000","23,000,000","19,000,000",,"14,000,000"
				TotalTaxPayable,"24,416,000","17,660,000","43,695,000","48,571,000","36,385,000","26,209,000","69,103,000","53,784,000","27,232,000",,,,,,"1,002,000",,"17,000,000","16,000,000","17,000,000","16,000,000","16,000,000","15,000,000","15,000,000","21,000,000","21,000,000","19,000,000",,"5,000,000"
					IncomeTaxPayable,,,,,,,,,,,,,,,"1,002,000",,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,"297,000",,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"121,464,000","112,433,000","108,690,000","119,159,000","119,859,000","111,124,000","102,990,000","102,817,000","122,816,000","139,141,000","15,485,000","150,559,000","171,756,000","185,378,000","218,267,000","196,938,000","79,000,000","75,000,000","76,000,000","99,000,000","98,000,000","109,000,000","94,000,000","125,000,000","126,000,000","162,000,000",,"88,000,000"
				InterestPayable,,,,,,,"9,899,000","12,032,000","13,164,000","14,130,000","15,485,000","1,688,000","2,721,000","3,222,000","3,259,000","2,692,000","29,000,000","20,000,000","11,000,000","20,000,000","11,000,000","20,000,000","11,000,000","20,000,000","12,000,000","32,000,000",,"19,000,000"
		CurrentProvisions,,,,,,,,,,"3,726,000","3,809,000",,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"470,000","1,720,000","849,000","872,000","1,293,000","2,280,000","3,709,000","4,043,000","3,377,000","4,414,000",,"3,830,000","5,528,000","6,260,000","8,818,000","15,207,000","6,000,000","14,000,000","16,000,000","39,000,000",,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"70,000,000","70,000,000","70,000,000","70,000,000","70,000,000",,"6,645,000","9,144,000","10,159,000","694,000","658,000","837,000","1,226,000","1,218,000","2,051,000","3,480,000","2,298,000,000","124,000,000","132,000,000","124,000,000","123,000,000","131,000,000","153,000,000","154,000,000","160,000,000","162,000,000",,"2,010,000,000"
			CurrentDebt,"70,000,000","70,000,000","70,000,000","70,000,000","70,000,000",,,,,,,,,,,,"2,298,000,000","124,000,000","132,000,000","124,000,000","123,000,000","131,000,000","153,000,000","154,000,000","160,000,000","162,000,000",,"2,010,000,000"
				OtherCurrentBorrowings,"70,000,000","70,000,000","70,000,000","70,000,000","70,000,000",,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,,,,,,,"6,645,000","9,144,000","10,159,000","694,000","658,000","837,000","1,226,000","1,218,000","2,051,000","3,480,000",,,,,,,,,,,,
		CurrentDeferredLiabilities,"61,471,000","81,497,000","66,127,000","62,848,000","78,326,000","48,964,000","51,028,000","76,288,000","77,790,000","64,376,000","71,272,000","76,247,000","68,347,000","74,495,000","79,956,000","77,983,000","92,000,000","100,000,000","105,000,000","112,000,000","114,000,000","130,000,000","142,000,000","146,000,000","131,000,000","170,000,000",,"129,000,000"
			CurrentDeferredTaxesLiabilities,,"29,771,000","31,018,000","30,615,000","30,417,000","30,022,000","32,259,000","54,294,000","53,111,000",,,,,,,,,,,,,,,,,"33,000,000",,
			CurrentDeferredRevenue,"61,471,000","51,726,000","35,109,000","32,233,000","47,909,000","18,942,000","18,769,000","21,994,000","24,679,000","64,376,000","71,272,000","76,247,000","68,347,000","74,495,000","79,956,000","77,983,000","92,000,000","100,000,000","105,000,000","112,000,000","114,000,000","130,000,000","142,000,000","146,000,000","131,000,000","137,000,000",,"129,000,000"
		OtherCurrentLiabilities,"48,285,000","15,214,000","14,238,000","12,898,000","20,324,000","9,896,000",,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"670,735,000","678,653,000","752,516,000","798,060,000","969,114,000","810,802,000","927,501,000","1,059,834,000","1,103,591,000","1,130,703,000","1,203,524,000","1,169,237,000","934,369,000","977,822,000","1,120,330,000","1,187,484,000","197,000,000","2,371,000,000","2,417,000,000","2,440,000,000","2,452,000,000","2,552,000,000","2,638,000,000","2,701,000,000","3,039,000,000","3,175,000,000",,"145,000,000"
		LongTermProvisions,,,,,,,,,,"2,435,000","3,319,000",,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"499,299,000","492,476,000","542,405,000","577,908,000","704,819,000","583,201,000","666,622,000","781,416,000","798,712,000","839,736,000","901,224,000","825,280,000","601,978,000","655,313,000","819,725,000","868,992,000",,"2,211,000,000","2,250,000,000","2,272,000,000","2,320,000,000","2,385,000,000","2,473,000,000","2,521,000,000","2,691,000,000","2,776,000,000",,
			LongTermDebt,"499,299,000","492,476,000","542,405,000","577,908,000","650,234,000","528,403,000","585,769,000","697,523,000","714,392,000","784,033,000","845,374,000","769,295,000","545,861,000","599,067,000","762,812,000","812,012,000",,"2,211,000,000","2,250,000,000","2,272,000,000","2,320,000,000","2,385,000,000","2,473,000,000","2,521,000,000","2,691,000,000","2,776,000,000",,
			LongTermCapitalLeaseObligation,,"0","0","0","54,585,000","54,798,000","80,853,000","83,893,000","84,320,000","55,703,000","55,850,000","55,985,000","56,117,000","56,246,000","56,913,000","56,980,000",,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"7,374,000","10,798,000","0","1,179,000","30,706,000","508,000","14,302,000","40,397,000","56,571,000","23,653,000","22,791,000","31,465,000","29,632,000","28,978,000","28,927,000","50,943,000","65,000,000","28,000,000","29,000,000","30,000,000","29,000,000","31,000,000","35,000,000","28,000,000","161,000,000","178,000,000",,"59,000,000"
			NonCurrentDeferredTaxesLiabilities,"7,374,000","10,798,000","0","1,179,000","30,706,000","508,000","14,302,000","40,397,000","56,571,000","23,653,000","22,791,000","31,465,000","29,632,000","28,978,000","28,927,000","50,943,000","65,000,000","28,000,000","29,000,000","30,000,000","29,000,000","31,000,000","35,000,000","28,000,000","161,000,000","178,000,000",,"59,000,000"
		EmployeeBenefits,"132,456,000","140,167,000","168,793,000","174,217,000","184,642,000","190,827,000","198,290,000","189,563,000","193,533,000","209,773,000","222,124,000","255,180,000","247,575,000","237,267,000","219,181,000","214,389,000","117,000,000","118,000,000","125,000,000","127,000,000","89,000,000","121,000,000","115,000,000","132,000,000","163,000,000","169,000,000",,"78,000,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"132,456,000","140,167,000","168,793,000","174,217,000","184,642,000","190,827,000","198,290,000","189,563,000","193,533,000",,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"31,606,000","35,212,000","41,318,000","44,756,000","48,947,000","36,266,000","48,287,000","48,458,000","54,775,000","55,106,000","54,066,000","57,312,000","55,184,000","56,264,000","52,497,000","53,160,000","15,000,000","14,000,000","13,000,000","11,000,000","14,000,000","15,000,000","15,000,000","20,000,000","24,000,000","52,000,000",,"8,000,000"
TotalEquityGrossMinorityInterest,"356,441,000","314,715,000","304,445,000","269,703,000","229,196,000","196,775,000","36,855,000","33,892,000","27,260,000","-119,679,000","-142,931,000","270,694,000","264,607,000","244,262,000","214,486,000","213,556,000","-1,284,000,000","-1,219,000,000","-1,177,000,000","-1,122,000,000","-918,000,000","-864,000,000","-782,000,000","-703,000,000","-142,000,000","-6,000,000","0.1","20,000,000"
	StockholdersEquity,"356,441,000","314,715,000","304,445,000","269,703,000","229,196,000","196,775,000","36,855,000","33,892,000","27,260,000","-119,679,000","-142,931,000","270,694,000","264,607,000","244,262,000","214,486,000","213,556,000","-1,284,000,000","-1,219,000,000","-1,177,000,000","-1,122,000,000","-918,000,000","-864,000,000","-782,000,000","-703,000,000","-142,000,000","-6,000,000","0.1","20,000,000"
		CapitalStock,"609,000","608,000","606,000","604,000","598,000","596,000","575,000","1,034,000","1,034,000","1,034,000","601,000","1,032,000","1,032,000","1,032,000","1,032,000","1,032,000","0","0","0","0","0","0","0","0","0","0","0.1","0"
			CommonStock,"609,000","608,000","606,000","604,000","598,000","596,000","575,000","1,034,000","1,034,000","1,034,000","601,000","1,032,000","1,032,000","1,032,000","1,032,000","1,032,000","0","0","0","0","0","0","0","0","0","0","0.1","0"
		AdditionalPaidInCapital,"1,087,054,000","1,084,288,000","1,079,340,000","1,076,124,000","1,058,504,000","1,059,624,000","1,008,243,000","1,008,541,000","1,008,241,000","583,771,000","581,893,000","1,006,363,000","1,006,363,000","1,006,363,000","1,006,363,000","1,006,363,000","1,556,000,000","1,556,000,000","1,555,000,000","1,554,000,000","1,553,000,000","1,553,000,000","1,552,000,000","1,551,000,000","1,551,000,000","1,551,000,000",,"1,465,000,000"
		RetainedEarnings,"-259,744,000","-293,255,000","-298,343,000","-333,967,000","-358,326,000","-394,832,000","-504,632,000","-515,951,000","-544,053,000","-704,053,000","-725,425,000","-736,701,000","-742,788,000","-763,133,000","-792,909,000","-793,839,000","-2,759,000,000","-2,692,000,000","-2,650,000,000","-2,591,000,000","-2,446,000,000","-2,387,000,000","-2,302,000,000","-2,220,000,000","-1,639,000,000","-1,507,000,000",,"-1,401,000,000"
		TreasuryStock,"468,879,000","468,879,000","468,613,000","468,613,000","468,613,000","468,613,000","467,331,000","459,732,000","437,962,000","431,000",,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-2,599,000","-8,047,000","-8,545,000","-4,445,000","-2,967,000",,,,,,,,,,,,"-81,000,000","-83,000,000","-82,000,000","-85,000,000","-25,000,000","-30,000,000","-32,000,000","-34,000,000","-54,000,000","-50,000,000",,"-44,000,000"
TotalCapitalization,"855,740,000","807,191,000","846,850,000","847,611,000","879,430,000","725,178,000","622,624,000","731,415,000","741,652,000","664,354,000","702,443,000","1,039,989,000","810,468,000","843,329,000","977,298,000","1,025,568,000","-1,284,000,000","992,000,000","1,073,000,000","1,150,000,000","1,402,000,000","1,521,000,000","1,691,000,000","1,818,000,000","2,549,000,000","2,770,000,000","0.1","20,000,000"
CommonStockEquity,"356,441,000","314,715,000","304,445,000","269,703,000","229,196,000","196,775,000","36,855,000","33,892,000","27,260,000","-119,679,000","-142,931,000","270,694,000","264,607,000","244,262,000","214,486,000","213,556,000","-1,284,000,000","-1,219,000,000","-1,177,000,000","-1,122,000,000","-918,000,000","-864,000,000","-782,000,000","-703,000,000","-142,000,000","-6,000,000","0.1","20,000,000"
CapitalLeaseObligations,,"0","0","0","54,585,000","54,798,000","87,498,000","93,037,000","94,479,000","56,397,000","56,508,000","56,822,000","57,343,000","57,464,000","58,964,000","60,460,000",,,,,,,,,,,,
NetTangibleAssets,"-394,729,000","-439,748,000","-473,184,000","-532,997,000","-596,009,000","-444,459,000","-633,163,000","-694,128,000","-729,677,000","-918,286,000","-982,859,000","-609,486,000","-657,092,000","-731,960,000","-872,191,000","-928,295,000","-2,114,000,000","-2,142,000,000","-2,193,000,000","-2,231,000,000","-2,174,000,000","-2,267,000,000","-2,331,000,000","-2,399,000,000","-2,529,000,000","-2,619,000,000","0.1","-1,813,000,000"
WorkingCapital,"86,376,000","63,511,000","70,723,000","55,735,000","117,472,000","162,298,000","174,558,000","216,348,000","221,128,000","69,699,000","76,221,000","405,456,000","112,233,000","74,984,000","67,919,000","69,906,000","-1,999,000,000","134,000,000","115,000,000","93,000,000","133,000,000","139,000,000","162,000,000","143,000,000","332,000,000","361,000,000",,"-1,793,000,000"
InvestedCapital,"925,740,000","877,191,000","916,850,000","917,611,000","949,430,000","725,178,000","622,624,000","731,415,000","741,652,000","664,354,000","702,443,000","1,039,989,000","810,468,000","843,329,000","977,298,000","1,025,568,000","1,014,000,000","1,116,000,000","1,205,000,000","1,274,000,000","1,525,000,000","1,652,000,000","1,844,000,000","1,972,000,000","2,709,000,000","2,932,000,000","0.1","2,030,000,000"
TangibleBookValue,"-394,729,000","-439,748,000","-473,184,000","-532,997,000","-596,009,000","-444,459,000","-633,163,000","-694,128,000","-729,677,000","-918,286,000","-982,859,000","-609,486,000","-657,092,000","-731,960,000","-872,191,000","-928,295,000","-2,114,000,000","-2,142,000,000","-2,193,000,000","-2,231,000,000","-2,174,000,000","-2,267,000,000","-2,331,000,000","-2,399,000,000","-2,529,000,000","-2,619,000,000","0.1","-1,813,000,000"
TotalDebt,"569,299,000","562,476,000","612,405,000","647,908,000","774,819,000","583,201,000","673,267,000","790,560,000","808,871,000","840,430,000","901,882,000","826,117,000","603,204,000","656,531,000","821,776,000","872,472,000","2,298,000,000","2,335,000,000","2,382,000,000","2,396,000,000","2,443,000,000","2,516,000,000","2,626,000,000","2,675,000,000","2,851,000,000","2,938,000,000",,"2,010,000,000"
NetDebt,"547,853,000","551,214,000","602,031,000","632,123,000","690,393,000","525,997,000","583,998,000","696,320,000","712,480,000","781,849,000","839,386,000","455,858,000","511,692,000","593,550,000","758,654,000","809,974,000","2,106,000,000","2,144,000,000","2,211,000,000","2,225,000,000","2,298,000,000","2,370,000,000","2,447,000,000","2,519,000,000","2,617,000,000","2,694,000,000",,"1,838,000,000"
ShareIssued,"60,913,663","60,830,853","60,643,781","60,391,597","59,806,077","59,590,422","57,469,391","57,463,988","57,443,281","57,443,327","33,378,892","57,331,668","57,331,668","57,331,668","57,331,668","57,331,668","17,565,811","17,566,247","17,623,266","17,608,580","17,642,686","17,643,006","17,635,374","17,601,520","17,597,675","17,248,781","17,248,781","17,248,781"
OrdinarySharesNumber,"34,228,121","34,145,311","33,965,371","33,713,187","33,127,667","32,912,012","30,903,450","31,658,866","33,490,526","33,490,552","33,378,892","57,331,668","57,331,668","57,331,668","57,331,668","57,331,668","17,565,811","17,566,247","17,623,266","17,608,580","17,642,686","17,643,006","17,635,374","17,601,520","17,597,675","17,248,781","17,248,781","17,248,781"
TreasurySharesNumber,"26,685,542","26,685,542","26,678,410","26,678,410","26,678,410","26,678,410","26,565,941","25,805,122","23,952,755","23,952,775",,,,,,,,,,,,,,,,,,
