name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalRevenue,"1,946,301,000","584,910,000","500,637,000","441,086,000","419,668,000","327,484,000","313,714,000","278,365,000","83,044,000","658,977,000","941,422,000","984,199,000","1,000,006,000","1,049,361,000","923,928,000","970,283,000","984,376,000","988,369,000","881,862,000","900,606,000","900,663,000","915,353,000","829,620,000","838,982,000","845,242,000","859,543,000","758,455,000","785,002,000","707,091,000","710,348,000","402,131,000","756,303,000","717,573,000","755,410,000","704,230,000","817,719,000","768,232,000","759,344,000","711,580,000"
	OperatingRevenue,"1,946,301,000","584,910,000","500,637,000","441,086,000","419,668,000","327,484,000","313,714,000","278,365,000","83,044,000","658,977,000","941,422,000","984,199,000","1,000,006,000","1,049,361,000","923,928,000","970,283,000","984,376,000","988,369,000","881,862,000","900,606,000","900,663,000","915,353,000","829,620,000","838,982,000","845,242,000","859,543,000","758,455,000","785,002,000","707,091,000","710,348,000","402,131,000","756,303,000","717,573,000","755,410,000","704,230,000","817,719,000","768,232,000","759,344,000","711,580,000"
CostOfRevenue,"1,841,624,000","496,764,000","463,282,000","440,540,000","441,038,000","396,872,000","393,828,000","391,788,000","350,551,000","611,515,000","733,231,000","750,821,000","763,388,000","787,563,000","673,430,000","703,368,000","721,759,000","692,857,000","631,234,000","631,970,000","643,067,000","607,586,000","583,430,000","593,650,000","556,317,000","554,265,000","504,020,000","509,906,000","461,126,000","468,998,000","342,559,000","465,689,000","444,276,000","489,745,000","617,872,000","337,826,000","467,365,000","481,787,000","427,099,000"
GrossProfit,"104,677,000","88,146,000","37,355,000","546,000","-21,370,000","-69,388,000","-80,114,000","-113,423,000","-267,507,000","47,462,000","208,191,000","233,378,000","236,618,000","261,798,000","250,498,000","266,915,000","262,617,000","295,512,000","250,628,000","268,636,000","257,596,000","307,767,000","246,190,000","245,332,000","288,925,000","305,278,000","254,435,000","275,096,000","245,965,000","241,350,000","59,572,000","290,614,000","273,297,000","265,665,000","86,358,000","479,893,000","300,867,000","277,557,000","284,481,000"
OperatingExpense,"647,143,000","167,678,000","163,231,000","157,234,000","159,000,000","130,613,000","139,395,000","119,626,000","116,563,000","198,873,000","150,554,000","119,918,000","154,705,000","151,391,000","129,479,000","130,152,000","123,784,000","130,111,000","126,938,000","91,840,000","146,856,000","144,441,000","190,229,000","155,182,000","146,886,000","133,856,000","145,035,000","166,324,000","123,360,000","122,358,000","-107,261,000","169,183,000","205,152,000","198,877,000","1,595,000","379,141,000","212,364,000","199,829,000","356,291,000"
	SellingGeneralAndAdministration,"647,143,000","167,678,000","163,231,000","157,234,000","159,000,000","130,613,000","139,395,000","119,626,000","116,563,000","198,873,000","150,554,000","119,918,000","154,705,000","151,391,000","129,479,000","130,152,000","123,784,000","130,111,000","126,938,000","91,840,000","146,856,000","144,441,000","190,229,000","155,182,000","146,886,000","133,856,000","145,035,000","166,324,000","123,360,000","122,358,000","-107,261,000","169,183,000","205,152,000","198,877,000","233,338,000","147,398,000","212,364,000","199,829,000","271,806,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"492,597,000",,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-217,292,000",,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"709,889,000",,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,485,000"
