name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalAssets,"421,435,000","398,326,000","371,368,000","364,234,000","326,395,000","276,084,000","260,790,000","232,085,000","202,143,000","194,653,000","198,588,000","212,571,000","210,070,000","169,429,000","174,447,000","156,307,000","151,817,000","145,929,000","134,463,000","129,515,000","122,947,000","121,216,000","123,458,000","118,072,000","119,371,000","117,326,000","114,426,000","117,383,000","120,265,000","115,910,000","115,339,000","129,736,000","139,246,000","132,650,000","148,396,000","142,441,000","135,804,000","130,251,000","128,300,000","120,958,000","117,262,000","105,665,000","103,353,000","101,906,000","105,516,000","94,059,000","91,320,000","81,714,000","74,188,000","62,755,000","62,087,000","57,789,000","53,497,000","51,037,000","49,376,000","49,215,000","46,058,000","43,724,000","40,673,000","40,226,000","39,711,000","36,927,000","35,128,000","33,887,000","32,156,000","30,545,000","30,063,000","27,739,000","26,919,000","25,968,000","25,295,000","25,111,000","24,513,000","24,232,000","22,565,000","14,074,000","10,588,000","9,888,000","9,505,000","4,523,000","3,915,000","3,357,000","3,575,000","3,579,000","3,499,000","3,125,000","2,154,430","2,394,434","2,374,000"
	CurrentAssets,"324,259,000","306,866,000","301,050,000","304,321,000","281,861,000","234,314,000","217,460,000","191,245,000","161,222,000","154,151,000","158,307,000","171,976,000","169,310,000","145,519,000","151,932,000","135,091,000","131,131,000","125,198,000","115,312,000","110,724,000","103,644,000","101,297,000","103,170,000","97,752,000","92,136,000","88,073,000","84,718,000","86,134,000","87,577,000","81,914,000","79,052,000","92,256,000","99,848,000","91,954,000","106,856,000","101,190,000","94,891,000","88,575,000","87,592,000","79,500,000","75,767,000","63,986,000","65,019,000","66,504,000","70,698,000","60,670,000","59,705,000","51,695,000","45,302,000","34,730,000","33,536,000","28,497,000","24,110,000","21,220,000","20,075,000","20,129,000","17,633,000","17,129,000","16,778,000","17,806,000","17,050,000","14,864,000","17,236,000","16,653,000","15,743,000","14,442,000","14,312,000","11,896,000","10,810,000","9,971,000","12,491,000","12,437,000","12,322,000","11,989,000","12,534,000","6,186,000","5,152,000","4,126,000","3,490,000","3,076,000","2,550,000","1,936,000","2,033,000","2,024,000","1,880,000","1,459,000","1,033,496","1,236,473","1,217,000"
		CashCashEquivalentsAndShortTermInvestments,"122,060,000","109,544,000","159,895,000","197,427,000","212,914,000","174,475,000","169,919,000","145,392,000","105,263,000","92,678,000","96,914,000","113,522,000","120,427,000","101,034,000","103,219,000","103,321,000","109,241,000","98,834,000","95,734,000","88,552,000","78,959,000","76,848,000","82,056,000","79,585,000","71,649,000","67,109,000","66,493,000","65,039,000","61,378,000","52,644,000","55,628,000","68,571,000","77,360,000","67,802,000","82,008,000","78,112,000","68,899,000","59,994,000","62,915,000","56,556,000","51,988,000","33,800,000","36,993,000","47,103,000","50,446,000","34,436,000","36,642,000","31,151,000","27,995,000","16,302,000","17,823,000","12,412,000","7,426,000","2,940,000","3,230,000","3,453,000","2,812,000","3,634,000","3,579,000","4,494,000","3,271,000","2,625,000","3,534,000","5,264,000","6,557,000","4,184,000","5,403,000","4,279,000","3,551,000","3,238,000","3,082,000","3,436,000","5,513,000","6,507,000","8,386,000","2,423,000","2,333,000","1,255,000","1,516,000","1,310,000","1,206,000","582,000","712,000","592,000","416,000","302,000","103,187","67,117","244,000"
			CashAndCashEquivalents,"118,003,000","104,183,000","154,516,000","191,987,000","206,031,000","163,723,000","156,486,000","130,828,000","90,670,000","76,974,000","81,196,000","96,311,000","101,842,000","81,364,000","82,307,000","81,076,000","86,963,000","75,077,000","70,553,000","63,532,000","53,970,000","52,436,000","57,120,000","58,610,000","47,316,000","42,037,000","38,994,000","37,145,000","33,423,000","24,459,000","27,631,000","32,019,000","41,360,000","36,382,000","47,980,000","44,405,000","49,230,000","39,937,000","43,411,000","37,120,000","31,935,000","14,262,000","18,454,000","28,292,000","31,189,000","17,165,000","20,211,000","24,243,000","20,814,000","12,708,000","16,347,000","11,073,000","6,297,000","1,841,000","2,091,000","2,046,000","1,407,000","2,195,000","2,102,000","2,923,000","1,857,000","1,085,000","1,114,000","2,491,000","3,793,000","1,484,000","2,641,000","1,229,000","916,000","612,000","472,000","396,000","1,539,000","2,524,000","4,163,000","2,002,000","1,914,000","837,000","1,099,000","694,000","892,000","270,000","502,000","592,000","416,000","102,000","103,187","67,117","244,000"
				CashFinancial,"107,342,000","94,824,000","145,166,000","182,694,000","198,186,000","159,754,000","155,210,000","130,733,000",,,,,,,"22,841,000","27,970,000","39,005,000","28,630,000","45,374,000","33,306,000","33,840,000","52,005,000","56,886,000","54,388,000","46,412,000","38,276,000","37,893,000","36,055,000","32,242,000","23,894,000","27,177,000","30,971,000","40,262,000","30,958,000","45,816,000","42,531,000","47,711,000","38,977,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"10,661,000","9,359,000","9,350,000","9,293,000","7,845,000","3,969,000","1,276,000","95,000",,,,,,,"59,466,000","53,106,000","47,958,000","46,447,000","25,179,000","30,226,000","20,130,000","431,000","234,000","4,222,000","904,000","3,761,000","1,101,000","1,090,000","1,181,000","565,000","454,000","1,048,000","1,098,000","5,424,000","2,164,000","1,874,000","1,519,000","960,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"4,057,000","5,361,000","5,379,000","5,440,000","6,883,000","10,752,000","13,433,000","14,564,000","14,593,000","15,704,000","15,718,000","17,211,000","18,585,000","19,670,000","20,912,000","22,245,000","22,278,000","23,757,000","25,181,000","25,020,000","24,989,000","24,412,000","24,936,000","20,975,000","24,333,000","25,072,000","27,499,000","27,894,000","27,955,000","28,185,000","27,997,000","36,552,000","36,000,000","31,420,000","34,028,000","33,707,000","19,669,000","20,057,000","19,504,000","19,436,000","20,053,000","19,538,000","18,539,000","18,811,000","19,257,000","17,271,000","16,431,000","6,908,000","7,181,000","3,594,000","1,476,000","1,339,000","1,129,000","1,099,000","1,139,000","1,407,000","1,405,000","1,439,000","1,477,000","1,571,000","1,414,000","1,540,000","2,420,000","2,773,000","2,764,000","2,700,000","2,762,000","3,050,000","2,635,000","2,626,000","2,610,000","3,040,000","3,974,000","3,983,000","4,223,000","421,000","419,000","418,000","417,000","616,000","314,000","312,000","210,000",,,"200,000",,,
		Receivables,,,,,"88,000","584,000","647,000","836,000","390,000","1,437,000","1,451,000","978,000","631,000","1,011,000","1,017,000","934,000","1,025,000","576,000","708,000","914,000","1,493,000","1,387,000","1,131,000","1,627,000","2,115,000","1,633,000","1,869,000","1,991,000","2,306,000","1,650,000","2,354,000","1,693,000","1,524,000","1,246,000","1,932,000","1,965,000","2,452,000","2,148,000","2,732,000","2,395,000","2,177,000","1,477,000","1,544,000","1,147,000","815,000","623,000","910,000","1,050,000","1,147,000","722,000","790,000","762,000","754,000","628,000","662,000","654,000","655,000","673,000","599,000","590,000","699,000","622,000","2,042,000","947,000","958,000","985,000","1,517,000","1,137,000","1,159,000","1,063,000","1,126,000","1,058,000","788,000","641,000","568,000","628,000","224,000","284,000","269,000","361,000","239,000","283,000","348,000","359,000","469,000","252,000","320,573","427,294","439,000"
			AccountsReceivable,,,,,"88,000","584,000","647,000","836,000","390,000","1,437,000","1,451,000","978,000","631,000","1,011,000","1,017,000","934,000","1,025,000","576,000","708,000","914,000","1,493,000","1,387,000","1,131,000","1,627,000","2,115,000","1,633,000","1,869,000","1,991,000","2,306,000","1,650,000","2,354,000","1,693,000","1,524,000","1,246,000","1,932,000","1,965,000","2,452,000","2,148,000","2,732,000","2,395,000","2,177,000","1,477,000","1,544,000","1,147,000","815,000","623,000","864,000","1,004,000","1,101,000","676,000","697,000","582,000","574,000","448,000","482,000","474,000","475,000","493,000","425,000","416,000","525,000","448,000","764,000","717,000","775,000","985,000","1,517,000","1,137,000","1,159,000","1,063,000","1,126,000","1,058,000","788,000","641,000","568,000","628,000","224,000","284,000","269,000","361,000","239,000","283,000","348,000","359,000","469,000","252,000",,,
				GrossAccountsReceivable,,,,,"471,000","803,000","729,000","897,000","502,000","1,672,000","3,311,000","1,909,000","901,000","1,405,000","1,422,000","1,096,000","1,123,000","1,173,000","1,236,000","1,370,000","1,915,000","1,836,000","1,589,000","2,141,000","2,564,000","2,050,000","2,284,000","2,417,000","2,703,000","2,004,000","2,927,000","2,240,000","2,085,000","1,893,000","2,663,000","2,648,000","3,053,000","2,690,000","3,282,000","3,023,000","2,695,000","1,981,000","1,784,000","1,483,000","815,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
