name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
MarketCap,"27,171,686,568","33,083,443,549","33,442,332,276","29,686,450,678","28,446,345,373","26,961,473,593","22,691,061,574","18,282,317,262","18,095,949,450","12,536,879,219","20,645,797,599","18,741,289,621","19,437,547,897","17,345,088,560","14,228,840,064","20,947,616,386","20,228,438,743","21,612,944,717","25,069,698,964","22,268,064,186","19,132,783,730","19,839,562,166","17,533,817,274","15,813,179,442","14,577,463,646","15,681,290,198","18,201,359,529","19,100,093,566","22,331,189,027","23,786,180,397","24,216,232,565","22,873,805,489","22,529,611,680","20,975,102,543","22,103,211,220","17,782,421,857","16,299,687,276","14,929,271,785","12,772,949,714","11,946,202,406","11,425,232,283","12,667,894,910","11,231,299,689","8,941,992,783","13,673,633,316","14,836,849,958","14,197,463,684","11,770,059,424","9,106,141,972","11,675,912,935","9,902,806,960","9,266,323,660","6,189,782,259","4,483,658,190","5,059,734,442","8,275,773,257","8,904,215,577","11,583,043,297","12,551,183,627","14,634,990,513","14,957,044,691","13,442,087,976","13,155,832,989","11,355,117,615","10,902,853,567","11,007,371,567","10,245,900,000","8,806,800,000"
EnterpriseValue,"25,115,686,568","31,031,443,549","30,832,332,276","28,061,450,678","28,364,345,373","25,060,473,593","19,957,061,574","15,103,317,262","13,186,949,450","13,635,879,219","20,225,797,599","19,392,289,621","21,416,547,897","19,059,088,560","16,191,840,064","22,857,616,386","23,283,438,743","24,291,944,717","27,935,698,964","25,121,064,186","22,407,783,730","22,789,562,166","20,048,817,274","18,164,179,442","17,338,463,646","23,268,290,198","25,776,359,529","26,667,093,566","29,229,189,027","30,887,180,397","30,714,232,565","29,409,805,489","28,796,611,680","26,880,102,543","27,327,211,220","22,555,421,857","21,295,687,276","19,864,271,785","17,707,949,714","16,788,202,406","11,436,232,283","17,491,894,910","16,575,299,689","14,285,992,783","19,205,633,316","19,977,849,958","19,113,463,684","16,742,059,424","13,173,141,972","14,360,912,935","9,054,806,960","7,762,323,660","4,155,782,259","609,658,190","858,734,442","6,312,773,257","7,549,215,577","9,697,043,297","10,733,183,627","13,528,990,513","14,769,044,691","12,950,087,976","12,100,832,989","11,673,117,615","11,220,853,567","11,278,371,567","9,336,900,000","7,897,800,000"
PeRatio,"9.52","13.059","16.306","29.743",,"19.053","13.637","7.981","5.561","7.362","11.772","10.848","11.072","9.021","8.982","12.896","12.916","15.672","15.868","16.953","15.448","16.604","15.053","12.108","10.583","11.086","12.232","12.558","14.908","15.745","17.447","17.018","17.417","17.039","17.044","15.951","15.705","15.907","13.527","13.562","11.717","12.393","10.63","8.428","11.844","14.172","13.446","11.803","9.66","14.264","13.141","90.825",,,,"15.099","11.142","14.688","16.257","21.837","23.989","22.496","23.827","22.578","21.504","21.282","14.346","12.527"
ForwardPeRatio,"9.862","11.669","12.376","11.136","12.24","12.063","10.549","8.396","9.96","5.708","9.294","8.21","9.124","8.244",,"9.225","9.681","10.718","14.749","13.699","15.267","14.903","13.038","9.488","9.381","8.084","10.071","9.911","11.325","11.723","13.967","13.387","13.316","12.21","14.948","12.3","10.695","9.98","9.96","9.132","7.981","8.547","8.361","6.211","8.905","9.588","10.811",,"7.657",,,"12.121",,,,"11.338",,,,,,,,,,,,
PegRatio,"1.174","0.804","0.931","0.844","0.928","2.321","2.028","2.152","2.553","0.952","1.549","2.565","2.852","0.699",,"0.846","0.888","1.488","2.049","2.141","2.385","3.388","2.965","2.313","2.287","0.785","0.977","0.963","1.1","0.505","0.602","0.644","0.477","0.438","1.15","0.946","0.695","0.648","0.727","0.682","0.611","0.668","0.769","0.518","0.742","0.799","0.901",,"0.666",,,"1.102",,,,"0.944",,,,,,,,,,,,
PsRatio,"2.122","2.669","2.835","2.494","2.51","2.442","2.09","1.642","1.567","1.084","1.79","1.619","1.635","1.467","1.223","1.794","1.75","1.912","2.247","1.999","1.764","1.858","1.624","1.512","1.363","1.421","1.602","1.638","1.909","2.035","2.154","2.091","2.124","2.033","2.21","1.836","1.7","1.602","1.362","1.303","1.222","1.374","1.167","0.925","1.397","1.526","1.502","1.311","1.094","1.386","1.194","1.194","0.801","0.664","2.756","1.094","1.129","1.409","1.528","1.84","1.896","1.744","1.733","1.511","1.439","1.479","1.314","1.147"
PbRatio,"5.423","5.819","5.86","5.221","5.17","4.595","3.74","2.813","2.704","2.188","3.443","3.108","3.262","3.076","2.533","3.666","3.406","3.577","3.941","3.525","3.073","3.153","2.526","2.231","2.055","2.173","2.386","2.425","2.725","2.928","2.932","2.714","2.7","2.56","2.655","2.132","1.791","1.64","1.405","1.306","1.219","1.216","1.073","0.871","1.296","1.406","1.321","1.075","0.867","1.155","1.068","1.024","0.763","0.702","0.819","1.232","1.217","1.528","1.607","1.926","1.935","1.696","1.697","1.569","1.507","1.499","1.324","1.138"
EnterprisesValueRevenueRatio,"1.819","8.455","8.172","9.6","8.243","7.447","6.239","5.006","4.823","4.523","6.495","5.801","6.565","6.083","5.079","6.893","7.253","7.641","8.681","8.379","7.474","7.823","6.528","6.025","6.016","8.394","8.326","9.218","9.315","10.091","9.927","9.429","9.356","8.954","9.273","8.01","7.744","7.363","6.64","6.772","4.531","6.801","6.305","5.819","7.322","7.527","7.1","6.792","5.072","6.266","4.008","3.981","2.214","0.355","0.533","3.911","2.251","4.649","4.863","6.144","6.769","6.277","5.6","5.904","5.466","5.787","4.996","4.217"
