name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
OperatingCashFlow,"952,000,000","189,000,000","396,000,000","113,000,000","254,000,000","215,000,000","255,631,000","285,214,000","168,000,000","157,268,000","304,430,000","196,984,000","445,107,000","146,614,000","-219,686,000","129,162,000","42,940,000","77,210,000","84,975,000","57,729,000","259,556,000","283,668,000","340,890,000","97,190,000","318,202,000","205,605,000","315,003,000","253,909,000","46,305,406.528","170,779,593.472","378,784,288.15","186,598,318.507","402,193,550.86","224,859,029.019","290,907,157.517","209,510,744.263","394,758,219.708","66,254,738.244","299,237,984.866","230,758,442.584","232,334,464.036","247,176,607.126","230,391,817.21","262,677,003.062","318,525,976.794","290,109,564.284","302,860,161.129","224,628,472.449","301,978,916.479","192,346,520.963","334,611,702.018","180,927,338.728","284,407,531.51","196,445,771.144"
	CashFlowFromContinuingOperatingActivities,"947,000,000","188,000,000","398,000,000","114,000,000","247,000,000","251,000,000","252,802,000","285,214,000","127,000,000","157,268,000","304,430,000","196,984,000","445,107,000","146,614,000","-219,686,000","129,162,000","42,940,000","77,210,000","84,975,000","57,729,000","259,556,000","283,668,000","340,890,000","97,190,000","318,200,000","205,607,000","315,003,000","253,909,000","46,305,406.528","170,779,593.472","378,784,288.15","186,598,318.507","402,193,550.86","224,859,029.019","290,907,157.517","209,510,744.263","394,758,219.708","66,254,738.244","299,237,984.866","230,758,442.584","232,334,464.036","247,176,607.126","230,391,817.21","262,677,003.062","318,525,976.794","290,109,564.284","302,860,161.129","224,628,472.449","301,978,916.479","192,346,520.963","334,611,702.018","180,927,338.728","284,407,531.51","196,445,771.144"
		NetIncomeFromContinuingOperations,"234,000,000","117,000,000","55,000,000","101,000,000","-39,000,000","138,000,000","-231,405,000","-102,338,000","-267,000,000","-234,099,000","-138,385,000","130,561,000","38,987,000","80,495,000","-70,056,000","54,008,000","195,199,000","-64,504,000","105,924,000","-774,407,000","-252,236,000","-26,792,000","249,352,000","18,406,000","82,898,000","-86,449,000","91,889,000",,,"-47,788,137.704","-61,042,919.282","70,572,300.352","150,151,009.281","190,019,254.573","89,217,389.08","93,929,911.014","161,437,887.791","188,530,888.229","126,496,998.494","125,077,525.415","143,955,989.9","165,216,173.312","80,695,109.229","143,451,347.041","145,312,913.126","104,734,137.181","-62,668,124.413","18,393,703.414","91,322,555.425","103,924,069.326","-50,276,375.254","64,621,499.815","90,303,712.558","164,988,391.376"
		OperatingGainsLosses,"135,000,000","-3,000,000","-14,000,000","-5,000,000","157,000,000","-121,000,000","156,136,000","149,782,000","102,000,000","-70,360,000","102,380,000","-123,817,000","-12,550,000","-58,602,000","-27,133,000","-1,228,000","-142,962,000","96,695,000","49,533,000","127,104,000","194,888,000","46,837,000","-195,587,000","21,143,000","-88,152,000","161,556,000","-85,493,000",,,"63,125,521.155","94,643,946.444","3,009,230.284","661,140.82","1,598,129.556","214,387.264","1,051,249.654","-2,469,583.117","4,393,760.885","1,343,584.702","3,085,115.996","-9,790,615.18","6,967,437.269","-13,275,587.383","-43,828,782.406","678,617.8","48,701,041.99","46,417,459.354",,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,"0","0",,,"0","-115,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,"610,000","-2,085,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"76,000,000","-3,000,000","-5,000,000","-6,000,000","90,000,000","-145,000,000","155,898,000","149,403,000","74,000,000","-70,360,000","101,770,000","-124,068,000","41,061,000","-58,602,000","-32,096,000","-21,104,000","-172,546,000","96,695,000","59,228,000","117,516,000","220,396,000","46,837,000","-195,587,000","21,143,000","-88,152,000","161,556,000",,,,"-9,250,295.095","-3,550,275.065","3,009,230.284","661,140.82","1,598,129.556","214,387.264","1,051,249.654","-2,469,583.117","4,393,760.885","1,671,007.308","3,080,523.151","-9,790,619.014","6,644,611.342","-10,438,351.549","-43,243,651.248","-2,743,749.193","48,701,041.99","-18,008,661.141",,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,592.845","3.834","322,825.927",,"-585,131.158",,,,,,,,,,
		DepreciationAmortizationDepletion,"728,000,000","172,000,000","182,000,000","186,000,000","188,000,000","186,000,000","195,626,000","222,431,000","191,000,000","218,642,000","191,005,000","226,675,000","173,057,000","173,415,000","189,001,000","177,561,000","172,419,000","166,479,000","195,363,000","202,744,000","196,171,000","208,162,000","212,022,000","218,492,000","227,941,000","224,014,000","233,888,000",,,"129,921,055.196","129,725,007.9","126,443,064.874","145,536,356.506","152,680,511.622","168,734,506.473","163,594,864.402","142,838,881.134","138,454,051.839","161,707,571.247","146,331,776.492","127,039,187.32","141,431,106.012","132,701,304.151","124,564,380.858","154,695,550.94","143,629,458.109","141,093,658.845","142,244,932.536","95,015,450.816","105,933,762.032","110,156,590.861","127,648,226.376","124,482,261.421","111,953,565.506"
			DepreciationAndAmortization,"728,000,000","172,000,000","182,000,000","186,000,000","188,000,000","186,000,000","195,626,000","222,431,000","191,000,000","218,642,000","191,005,000","226,675,000","173,057,000","173,415,000","189,001,000","177,561,000","172,419,000","166,479,000","195,363,000","202,744,000","196,171,000","208,162,000","212,022,000","218,492,000","227,941,000","224,014,000","233,888,000",,,"129,921,055.196","129,725,007.9","126,443,064.874","145,536,356.506","152,680,511.622","168,734,506.473","163,594,864.402","142,838,881.134","138,454,051.839","161,707,571.247","146,331,776.492","127,039,187.32","141,431,106.012","132,701,304.151","124,564,380.858","154,695,550.94","143,629,458.109","141,093,658.845","142,244,932.536","95,015,450.816","105,933,762.032","110,156,590.861","127,648,226.376","124,482,261.421","111,953,565.506"
