name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,12/31/2016
OperatingCashFlow,"107,300,000","64,700,000","-22,400,000","15,000,000","50,000,000","78,300,000","5,100,000","83,200,000","76,200,000","78,400,000","7,300,000","60,497,000","44,487,000","58,272,000","6,444,000","56,733,000","44,429,000","-3,297,000","82,518,000","45,316,000"
	CashFlowFromContinuingOperatingActivities,"107,300,000","64,700,000","-22,400,000","15,000,000","50,000,000","78,300,000","5,100,000","83,200,000","76,200,000","78,400,000","7,300,000","60,497,000","44,487,000","58,272,000","6,444,000","56,733,000","44,429,000","-3,297,000","82,518,000","45,316,000"
		NetIncomeFromContinuingOperations,"39,900,000","700,000","-12,800,000","26,800,000","25,200,000","6,300,000","-12,000,000","-6,100,000","-2,400,000","-20,500,000","-12,600,000","25,124,000","31,709,000","-3,606,000","-8,827,000","-10,948,000","-1,399,000","-22,064,000","19,324,000","-23,494,000"
		OperatingGainsLosses,"-900,000","700,000","-600,000","-700,000","-300,000","300,000","5,300,000","6,200,000",,,,"2,073,000","4,249,000","709,000","-31,000","27,580,000","2,515,000","3,328,000","1,495,000","7,486,000"
			GainLossOnInvestmentSecurities,"-900,000","700,000","-600,000","-700,000","-300,000","300,000","5,300,000","6,200,000",,,,"2,073,000","4,249,000","709,000","-31,000","2,471,000","2,515,000","3,328,000","1,495,000","7,486,000"
		DepreciationAmortizationDepletion,"139,600,000","36,500,000","34,800,000","34,400,000","33,900,000","33,200,000","35,500,000","35,300,000","34,400,000","32,900,000","33,700,000","31,676,000","34,818,000","35,495,000","34,411,000","33,986,000","47,086,000","47,049,000","52,118,000","54,121,000"
			DepreciationAndAmortization,"139,600,000","36,500,000","34,800,000","34,400,000","33,900,000","33,200,000","35,500,000","35,300,000","34,400,000","32,900,000","33,700,000","31,676,000","34,818,000","35,495,000","34,411,000","33,986,000","47,086,000","47,049,000","52,118,000","54,121,000"
				Depreciation,"88,200,000","24,400,000","21,400,000","21,100,000","21,300,000","20,700,000","21,600,000","20,100,000","20,900,000","19,300,000","20,200,000","18,249,000","20,883,000","21,687,000","19,281,000","18,654,000","17,839,000","17,731,000","21,072,000","21,230,000"
				AmortizationCashFlow,"51,400,000","12,100,000","13,400,000","13,300,000","12,600,000","12,500,000","13,900,000","15,200,000","13,500,000","13,600,000","13,500,000","13,427,000","13,935,000","13,808,000","15,130,000","15,332,000","29,247,000","29,318,000","31,046,000","32,891,000"
					AmortizationOfIntangibles,"51,400,000","12,100,000","13,400,000","13,300,000","12,600,000","12,500,000","13,900,000","15,200,000","13,500,000","13,600,000","13,500,000","13,427,000","13,935,000","13,808,000","15,130,000","15,332,000","29,247,000","29,318,000","31,046,000","32,891,000"
		DeferredTax,"19,200,000","-4,900,000","-5,600,000","21,200,000","8,500,000","3,300,000","-4,100,000","-9,900,000","-5,600,000","-6,700,000","-4,900,000","7,660,000","-2,393,000","-3,810,000","-3,757,000","-5,523,000","2,063,000","-7,268,000","-52,632,000","-16,151,000"
			DeferredIncomeTax,"19,200,000","-4,900,000","-5,600,000","21,200,000","8,500,000","3,300,000","-4,100,000","-9,900,000","-5,600,000","-6,700,000","-4,900,000","7,660,000","-2,393,000","-3,810,000","-3,757,000","-5,523,000","2,063,000","-7,268,000","-52,632,000","-16,151,000"
		ProvisionandWriteOffofAssets,,,,,,,,,,,,"413,000","996,000","81,000","910,000","-241,000","453,000","454,000","230,000","2,585,000"
		StockBasedCompensation,"18,800,000","4,600,000","4,700,000","4,300,000","5,200,000","5,300,000","4,900,000","5,700,000","4,800,000","4,900,000","8,200,000","3,874,000","307,000","5,611,000","5,908,000","8,042,000","14,951,000","4,276,000","1,526,000","-946,000"
		OtherNonCashItems,"-1,700,000","1,000,000","800,000","-1,000,000","-2,500,000","1,700,000","1,400,000","4,500,000","-2,800,000","4,900,000","3,200,000","854,000","-810,000","731,000","225,000","563,000","1,289,000","3,352,000","5,720,000","2,918,000"
		ChangeInWorkingCapital,"-107,600,000","26,100,000","-43,700,000","-70,000,000","-20,000,000","28,200,000","-25,900,000","32,000,000","34,700,000","62,900,000","-20,300,000","-11,177,000","-24,389,000","23,061,000","-22,395,000","3,274,000","-22,529,000","-32,424,000","54,737,000","18,797,000"
			ChangeInReceivables,"-12,300,000","-14,800,000","-4,300,000","-12,000,000","18,800,000","-25,700,000","-23,000,000","13,000,000","-2,500,000","37,700,000","-29,600,000","13,223,000","7,523,000","-51,856,000","18,310,000","26,750,000","-1,297,000","-31,324,000","31,024,000","-1,492,000"
				ChangesInAccountReceivables,"-12,300,000","-14,800,000","-4,300,000","-12,000,000","18,800,000","-25,700,000","-23,000,000","13,000,000","-2,500,000","37,700,000","-29,600,000","13,223,000","7,523,000","-51,856,000","18,310,000","26,750,000","-1,297,000","-31,324,000","31,024,000","-1,492,000"
			ChangeInInventory,"-1,700,000",,,,,,,"1,200,000","2,400,000","-1,200,000","-1,700,000","-1,228,000","-404,000","425,000","-1,193,000","-2,544,000","1,386,000","1,372,000","1,532,000","502,000"
			ChangeInPayablesAndAccruedExpense,"-33,000,000","24,600,000","-60,100,000","900,000","1,600,000","43,500,000","-37,600,000","23,200,000","61,900,000","5,800,000","-16,900,000","-1,408,000","245,000","47,826,000","-48,663,000","-13,846,000","-1,601,000","-23,078,000","28,624,000","-492,000"
				ChangeInPayable,"-33,000,000","24,600,000","-60,100,000","900,000","1,600,000","43,500,000","-37,600,000","23,200,000","61,900,000","5,800,000","-16,900,000","-1,408,000","245,000","47,826,000","-48,663,000","-13,846,000","-1,601,000","-23,078,000","28,624,000","-492,000"
