name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"2,197,100,000","536,000,000","598,300,000","541,900,000","520,900,000","504,500,000","480,100,000","442,100,000","420,600,000","395,300,000","432,700,000","408,200,000","398,900,000","174,100,000"
	OperatingRevenue,"2,197,100,000","536,000,000","598,300,000","541,900,000","520,900,000","504,500,000","480,100,000","442,100,000","420,600,000","395,300,000","432,700,000","408,200,000","398,900,000","174,100,000"
CostOfRevenue,"680,100,000","176,700,000","176,700,000",,,,,,,,,,,
GrossProfit,"1,517,000,000","359,300,000","421,600,000",,,,,,,,,,,
OperatingExpense,"1,338,700,000","337,600,000","-131,300,000","487,600,000","483,900,000","490,400,000","434,000,000","392,000,000","415,200,000","399,100,000","432,000,000","401,000,000","390,600,000","358,500,000"
	SellingGeneralAndAdministration,"723,100,000","188,200,000","199,100,000","171,500,000","164,300,000","179,800,000","156,600,000","131,900,000","143,400,000","125,900,000","158,900,000","152,700,000","126,000,000","213,700,000"
	DepreciationAmortizationDepletionIncomeStatement,"615,600,000","149,400,000","157,200,000","156,700,000","152,300,000","149,700,000","135,900,000","134,100,000","132,600,000","134,300,000","141,800,000","123,300,000","136,800,000","80,500,000"
		DepreciationAndAmortizationInIncomeStatement,"615,600,000","149,400,000","157,200,000","156,700,000","152,300,000","149,700,000","135,900,000","134,100,000","132,600,000","134,300,000","141,800,000","123,300,000","136,800,000","80,500,000"
	OtherOperatingExpenses,,,,"159,400,000","167,300,000","160,900,000","141,500,000","126,000,000","139,200,000","138,900,000","131,300,000","125,000,000","127,800,000","64,300,000"
OperatingIncome,"178,300,000","21,700,000","65,300,000","54,300,000","37,000,000","14,100,000","46,100,000","50,100,000","5,400,000","-3,800,000","700,000","7,200,000","8,300,000","-184,400,000"
NetNonOperatingInterestIncomeExpense,"-203,800,000","-46,900,000","-61,000,000","-48,100,000","-47,800,000","-48,800,000","-49,200,000","-60,600,000","-77,800,000","-82,700,000","-82,600,000","-85,100,000","-85,400,000","-48,000,000"
	InterestIncomeNonOperating,"900,000","300,000","200,000","200,000","200,000","100,000","100,000","200,000","200,000","300,000","300,000","500,000","600,000","1,100,000"
	InterestExpenseNonOperating,"204,700,000","47,200,000","61,200,000","48,300,000","48,000,000","48,900,000","49,300,000","60,800,000","78,000,000","83,000,000","82,900,000","85,600,000","86,000,000","49,100,000"
OtherIncomeExpense,"-25,800,000","-14,600,000","-22,000,000","8,500,000","2,300,000","1,000,000","11,600,000","-14,400,000","-129,500,000","85,500,000","-181,100,000","-1,900,000","-9,300,000","-14,300,000"
	GainOnSaleOfSecurity,,,,,,,,,"-102,600,000","69,800,000",,,,
	SpecialIncomeCharges,"-24,600,000","-5,300,000","-4,400,000","-4,800,000","-10,100,000","-5,800,000","-18,600,000","-4,900,000","-6,800,000","-4,500,000","-7,700,000","-8,200,000","-17,400,000","-18,500,000"
		RestructuringAndMergernAcquisition,"24,600,000","5,300,000","4,400,000","4,800,000","10,100,000","5,800,000","18,600,000","4,900,000","6,800,000","4,500,000","7,700,000","8,200,000","17,400,000","18,500,000"
	OtherNonOperatingIncomeExpenses,"-1,200,000","-9,300,000","-17,600,000","13,300,000","12,400,000","6,800,000","63,000,000","-9,500,000","-20,100,000","20,200,000","-1,000,000","6,300,000","8,100,000","4,200,000"
PretaxIncome,"-51,300,000","-39,800,000","-17,700,000","14,700,000","-8,500,000","-33,700,000","8,500,000","-24,900,000","-201,900,000","-1,000,000","-263,000,000","-79,800,000","-86,400,000","-246,700,000"
TaxProvision,"23,900,000","-9,300,000","-7,000,000","-2,800,000","43,000,000","-9,800,000","600,000","-9,300,000","-27,500,000","-74,300,000","-34,100,000","-24,000,000","-23,100,000","-37,000,000"
EarningsFromEquityInterestNetOfTax,"2,800,000","700,000","700,000","700,000","700,000","600,000","400,000","700,000","600,000","600,000","800,000","500,000","2,800,000","100,000"
NetIncomeCommonStockholders,"-78,000,000","-31,300,000","-11,600,000","16,600,000","-51,700,000","-25,000,000","7,000,000","-17,000,000","-207,100,000","9,400,000","134,900,000","-88,800,000","-94,000,000","-227,900,000"
	NetIncome,"-78,000,000","-31,300,000","-11,600,000","16,600,000","-51,700,000","-25,000,000","7,000,000","-17,000,000","-175,000,000","73,500,000","-231,300,000","-56,700,000","-62,000,000","-210,000,000"
		NetIncomeIncludingNoncontrollingInterests,"-72,400,000","-29,800,000","-10,000,000","18,200,000","-50,800,000","-23,300,000","8,300,000","-14,900,000","-173,800,000","73,900,000","-228,100,000","-55,300,000","-60,500,000","-209,600,000"
			NetIncomeContinuousOperations,"-72,400,000","-29,800,000","-10,000,000","18,200,000","-50,800,000","-23,300,000","8,300,000","-14,900,000","-173,800,000","73,900,000","-228,100,000","-55,300,000","-60,500,000","-209,600,000"
		MinorityInterests,"-5,600,000","-1,500,000","-1,600,000","-1,600,000","-900,000","-1,700,000","-1,300,000","-2,100,000","-1,200,000","-400,000","-3,200,000","-1,400,000","-1,500,000","-400,000"
	PreferredStockDividends,,,,,,,"0",,"32,100,000","32,000,000","32,000,000","32,100,000","32,000,000","17,900,000"
	OtherunderPreferredStockDividend,,,,,,,,,,"32,100,000",,,,
DilutedNIAvailtoComStockholders,"-78,000,000","-31,300,000","-11,600,000","16,600,000","-51,700,000","-25,000,000","7,000,000","-17,000,000","-207,100,000","9,400,000","134,900,000","-88,800,000","-94,000,000","-227,900,000"
BasicEPS,,"-0.07","-0.03","0.04","-0.12","-0.06","0.02","-0.04","-0.517","0.023",,"-0.216","-0.229","-0.554"
DilutedEPS,,"-0.07","-0.03","0.04","-0.12","-0.06","0.02","-0.04","-0.517","0.023",,"-0.216","-0.229","-0.554"
BasicAverageShares,,"428,800,000","428,600,000","428,600,000","428,900,000","428,500,000","422,700,000","415,700,000","411,255,940","411,300,000",,"411,300,000","411,300,000","411,300,000"
DilutedAverageShares,,"428,800,000","428,600,000","428,700,000","428,900,000","428,500,000","423,600,000","415,700,000","411,255,940","411,300,000",,"411,300,000","411,300,000","411,300,000"
TotalOperatingIncomeAsReported,"153,700,000","16,400,000","60,900,000","49,500,000","26,900,000","8,300,000","27,500,000","45,200,000","-1,400,000","-8,300,000","-7,000,000","-1,000,000","-9,100,000","-202,900,000"
