name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,12/31/2016
TotalAssets,"1,935,248,000","1,931,219,000","1,902,831,000","3,087,598,000","3,063,977,000","3,197,821,000","4,324,442,000","4,247,210,000","4,296,871,000","4,320,845,000","4,365,479,000","4,441,639,000","4,382,276,000","4,327,425,000","4,356,591,000","4,414,505,000","4,462,677,000","4,415,455,000","4,415,603,000","4,390,031,000","4,259,671,000"
	CurrentAssets,"302,298,000","291,669,000","251,465,000","387,328,000","369,239,000","428,140,000","647,501,000","587,704,000","611,083,000","568,591,000","591,957,000","636,921,000","570,332,000","558,616,000","575,634,000","602,016,000","589,643,000","548,968,000","545,787,000","538,374,000","492,678,000"
		CashCashEquivalentsAndShortTermInvestments,"129,748,000","140,889,000","104,752,000","55,757,000","55,171,000","135,531,000","164,348,000","88,640,000","107,667,000","72,284,000","78,510,000","82,200,000","52,341,000","57,854,000","56,684,000","52,553,000","58,834,000","66,195,000","68,838,000","50,457,000","70,742,000"
			CashAndCashEquivalents,"129,748,000","140,889,000","104,752,000","55,757,000","55,171,000","135,531,000","164,348,000","88,640,000","107,667,000","72,284,000","78,510,000","82,200,000","52,341,000","57,854,000","56,684,000","52,553,000","58,834,000","66,195,000","68,838,000","50,457,000","70,742,000"
		Receivables,"91,106,000","80,802,000","81,131,000","66,050,000","56,987,000","132,619,000","196,082,000","197,777,000","197,080,000","179,632,000","214,626,000","243,744,000","195,662,000","196,770,000","230,388,000","242,014,000","207,368,000","193,456,000","212,018,000","224,605,000","160,581,000"
			AccountsReceivable,"91,106,000","80,802,000","81,131,000","66,050,000","56,987,000","132,619,000","196,082,000","197,777,000","197,080,000","179,632,000","214,626,000","243,744,000","195,662,000","196,770,000","230,388,000","242,014,000","207,368,000","193,456,000","212,018,000","224,605,000","160,581,000"
			OtherReceivables,,,,,,,,,,,,,,,,"242,000,000",,,,,
		Inventory,"54,748,000","53,813,000","48,068,000","47,952,000","48,934,000","127,436,000","249,662,000","266,620,000","265,042,000","280,945,000","259,766,000","275,208,000","283,549,000","264,748,000","249,298,000","268,413,000","283,790,000","262,388,000","235,921,000","236,508,000","227,048,000"
			RawMaterials,"7,884,000","6,919,000","4,273,000","5,970,000","4,763,000","25,048,000","47,878,000","46,889,000","47,616,000","58,005,000","53,347,000","53,213,000","54,675,000","58,560,000","60,294,000","64,712,000","60,771,000","62,469,000","57,077,000","56,419,000","51,866,000"
			FinishedGoods,"46,864,000","46,894,000","43,795,000","41,982,000","44,171,000","102,388,000","201,784,000","219,731,000","217,426,000","222,940,000","206,419,000","221,995,000","228,874,000","206,188,000","189,004,000","203,701,000","223,019,000","199,919,000","178,844,000","180,089,000","175,182,000"
