name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
OperatingCashFlow,"210,921,000","49,162,000","33,326,000","76,488,000","51,945,000","57,090,000","47,761,000","35,533,000","8,834,000","19,719,000","19,849,000","33,173,000","25,287,000","42,076,000","45,650,000","50,514,000","33,154,000","44,067,000","36,136,000","37,679,000","29,586,000","31,206,000","47,273,000","24,614,000","37,811,000","4,042,000","31,688,000","23,421,000","13,736,000","32,691,000"
	CashFlowFromContinuingOperatingActivities,"210,921,000","49,162,000","33,326,000","76,488,000","51,945,000","57,090,000","47,761,000","35,533,000","8,834,000","19,719,000","19,849,000","33,173,000","25,287,000","42,076,000","45,650,000","50,514,000","33,154,000","44,067,000","36,136,000","37,679,000","29,586,000","31,206,000","47,273,000","24,613,000","37,812,000","4,042,000","31,688,000","23,421,000","13,736,000","32,691,000"
		NetIncomeFromContinuingOperations,"174,733,000","63,073,000","23,587,000","43,942,000","44,131,000","28,131,000","26,764,000","-692,000","11,429,000","8,576,000","-2,094,000","7,921,000","15,346,000","20,174,000","20,761,000","5,480,000","28,410,000","11,593,000","72,368,000","21,272,000","25,766,000","27,293,000","-24,714,000","16,459,000","15,007,000","27,395,000","15,338,000","20,411,000","24,966,000","3,061,000"
		OperatingGainsLosses,"1,986,000","359,000","869,000","409,000","349,000","84,000","553,000","95,000","13,000","35,000","223,000","3,066,000","1,486,000","415,000","432,000","224,000","1,025,000","311,000","264,000","47,000","655,000","534,000","283,000","629,000","202,000","415,000","273,000","79,000","639,000","317,000"
		DepreciationAmortizationDepletion,"65,928,000","16,692,000","16,282,000","16,325,000","16,629,000","16,104,000","15,771,000","15,497,000","15,132,000","14,432,000","14,732,000","14,222,000","13,957,000","13,915,000","14,328,000","12,992,000","13,371,000","12,542,000","12,931,000","12,565,000","11,663,000","11,296,000","10,365,000","10,307,000","9,869,000","9,788,000","9,034,000","7,987,000","10,457,000","8,932,000"
			DepreciationAndAmortization,"65,928,000","16,692,000","16,282,000","16,325,000","16,629,000","16,104,000","15,771,000","15,497,000","15,132,000","14,432,000","14,732,000","14,222,000","13,957,000","13,915,000","14,328,000","12,992,000","13,371,000","12,542,000","12,931,000","12,565,000","11,663,000","11,296,000","10,365,000","10,307,000","9,869,000","9,788,000","9,034,000","7,987,000","10,457,000","8,932,000"
		DeferredTax,"1,946,000","-519,000","-6,533,000","3,423,000","5,575,000","2,237,000","5,716,000","1,389,000","-698,000","11,204,000","-707,000","-960,000","6,362,000","3,747,000","742,000","1,971,000","5,104,000","1,741,000","-47,991,000","19,978,000","8,794,000","11,706,000","-17,672,000","4,510,000","14,148,000","10,548,000","2,284,000","2,671,000","2,480,000","2,478,000"
			DeferredIncomeTax,"1,946,000","-519,000","-6,533,000","3,423,000","5,575,000","2,237,000","5,716,000","1,389,000","-698,000","11,204,000","-707,000","-960,000","6,362,000","3,747,000","742,000","1,971,000","5,104,000","1,741,000","-47,991,000","19,978,000","8,794,000","11,706,000","-17,672,000","4,510,000","14,148,000","10,548,000","2,284,000","2,671,000","2,480,000","2,478,000"
		StockBasedCompensation,"12,310,000","3,374,000","2,693,000","2,499,000","3,744,000","2,363,000","1,399,000","603,000","1,702,000","1,198,000","774,000","2,001,000","2,812,000","2,762,000","2,625,000","2,626,000","2,599,000","2,281,000","2,056,000","2,067,000","1,935,000","1,684,000","1,327,000",,,,,,,
		OtherNonCashItems,"691,000","155,000","253,000","142,000","141,000","141,000","141,000","141,000","141,000","130,000","-1,496,000","106,000","12,730,000","107,000","106,000","107,000","109,000","1,480,000","148,000","148,000","148,000","148,000","148,000",,,,,,,
		ChangeInWorkingCapital,"-46,673,000","-33,972,000","-3,825,000","9,748,000","-18,624,000","8,030,000","-2,583,000","18,500,000","-18,885,000","-15,856,000","8,417,000","6,817,000","-27,406,000","956,000","6,656,000","27,114,000","-17,464,000","14,119,000","-3,640,000","-18,398,000","-19,375,000","-21,455,000","77,536,000","-7,292,000","-1,414,000","-44,104,000","4,759,000","-7,727,000","-24,806,000","17,903,000"
			ChangeInReceivables,"-57,662,000","-28,402,000","-7,833,000","-5,549,000","-15,878,000","-13,170,000","-24,917,000","-26,019,000","38,104,000","-16,400,000","2,540,000","18,393,000","-10,275,000","43,018,000","-11,166,000","2,965,000","10,821,000","33,092,000","-43,495,000","-12,880,000","28,350,000","-36,295,000","16,169,000","-5,344,000","3,260,000","-18,033,000","-1,776,000","28,834,000","-25,258,000","36,599,000"
				ChangesInAccountReceivables,,,"-7,223,000","-5,575,000","-15,855,000","-25,119,000","-26,435,000","-22,385,000","38,576,000","-8,746,000",,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-9,648,000","-1,889,000","-6,658,000","-2,807,000","1,706,000","38,986,000","-6,212,000","9,851,000","-25,658,000","13,644,000","-8,828,000","-24,245,000","922,000","-3,416,000","-22,156,000","7,103,000","2,506,000","4,573,000","-28,734,000","31,013,000","-19,450,000","16,941,000","7,672,000","-2,346,000","3,939,000","11,988,000","-11,518,000","-20,936,000","18,500,000","18,975,000"
			ChangeInPayablesAndAccruedExpense,"51,102,000","-1,814,000","6,582,000","22,069,000","24,265,000","-12,869,000","14,718,000","33,125,000","-28,448,000","-6,840,000","-7,580,000","15,043,000","5,549,000","-37,906,000","16,547,000","16,612,000","-11,707,000","-25,283,000","49,431,000","-22,292,000","-11,588,000","2,153,000","34,064,000","910,000","13,425,000","-24,186,000","-493,000","-9,792,000","6,920,000","-34,824,000"
				ChangeInPayable,"49,078,000","9,904,000","-1,654,000","20,226,000","20,602,000","-13,781,000","8,602,000","31,285,000","-31,472,000","-9,752,000","-7,489,000","17,742,000","88,000","-30,674,000","12,955,000","19,510,000","-14,533,000","-15,652,000","42,048,000","-24,753,000","-14,184,000","4,976,000","24,093,000","3,698,000","13,239,000","-17,098,000","-4,176,000","-8,682,000","934,000","-26,765,000"
					ChangeInTaxPayable,,"17,933,000",,,,,,,,,,,,,"2,211,000","-3,257,000","2,441,000","816,000","-17,000","-5,017,000","-203,000","5,152,000",,,,,,,,
						ChangeInIncomeTaxPayable,,"17,933,000",,,,,,,,,,,,,"2,211,000","-3,257,000","2,441,000","816,000","-17,000","-5,017,000","-203,000","5,152,000",,,,,,,,
					ChangeInAccountPayable,"31,145,000","-8,029,000","-1,654,000","20,226,000","20,602,000","-13,781,000","8,602,000","31,285,000","-31,472,000","-9,752,000","-7,489,000","17,742,000","88,000","-30,674,000","10,744,000","22,767,000","-16,974,000","-16,468,000","42,065,000","-19,736,000","-13,981,000","-176,000","24,093,000","3,698,000","13,239,000","-17,098,000","-4,176,000","-8,682,000","934,000","-26,765,000"
				ChangeInAccruedExpense,"2,024,000","-11,718,000","8,236,000","1,843,000","3,663,000","912,000","6,116,000","1,840,000","3,024,000","2,912,000","-91,000","-2,699,000","5,461,000","-7,232,000","3,592,000","-2,898,000","2,826,000","-9,631,000","7,383,000","2,461,000","2,596,000","-2,823,000","9,971,000","-2,788,000","186,000","-7,088,000","3,683,000","-1,110,000","5,986,000","-8,059,000"
			ChangeInOtherWorkingCapital,"-30,465,000","-1,867,000","4,084,000","-3,965,000","-28,717,000","-4,917,000","13,828,000","1,543,000","-2,883,000","-6,260,000","22,285,000","-2,374,000","-23,602,000","-740,000","23,431,000","434,000","-19,084,000","1,737,000","19,158,000","-14,239,000","-16,687,000","-4,254,000","19,631,000","-512,000","-22,038,000","-13,873,000","18,546,000","-5,833,000","-24,968,000","-2,847,000"
InvestingCashFlow,"-163,535,000","-119,904,000","-19,593,000","-13,486,000","-10,552,000","-23,931,000","-15,642,000","-16,334,000","-17,642,000","-34,485,000","-44,536,000","-36,103,000","-32,387,000","-40,099,000","-37,885,000","-19,629,000","-22,962,000","-31,715,000","-20,654,000","-20,746,000","-18,512,000","-33,335,000","-29,061,000","-17,700,000","-14,791,000","-24,829,000","-29,769,000","-22,863,000","-18,713,000","-26,885,000"
	CashFlowFromContinuingInvestingActivities,"-163,535,000","-119,904,000","-19,593,000","-13,486,000","-10,552,000","-23,931,000","-15,642,000","-16,334,000","-17,642,000","-34,485,000","-44,536,000","-36,103,000","-32,387,000","-40,099,000","-37,885,000","-19,629,000","-22,962,000","-31,715,000","-20,654,000","-20,746,000","-18,512,000","-33,335,000","-29,061,000","-17,700,000","-14,791,000","-24,829,000","-29,769,000","-22,863,000","-18,713,000","-26,885,000"
		CapitalExpenditureReported,"-63,653,000","-21,019,000","-19,340,000","-12,993,000","-10,301,000","-14,177,000","-15,355,000","-15,961,000","-17,502,000","-34,100,000","-43,936,000","-35,185,000","-31,689,000","-39,512,000","-36,565,000","-19,227,000","-22,710,000","-30,713,000","-19,232,000","-19,421,000","-14,571,000","-33,214,000","-27,150,000","-17,567,000","-14,666,000","-24,626,000","-29,246,000","-22,646,000","-18,526,000","-26,726,000"
		NetPPEPurchaseAndSale,,,,,,,"-15,355,000","-15,961,000","-17,502,000","-34,100,000","-43,936,000","-35,185,000","-31,689,000","-39,512,000","-36,565,000","-19,227,000","-22,710,000","-30,713,000","-19,232,000","-19,421,000","-14,571,000","-33,214,000","-27,150,000","-17,567,000","-14,666,000","-24,626,000","-29,246,000","-22,646,000","-18,526,000","-26,726,000"
			PurchaseOfPPE,,,,,,,"-15,355,000","-15,961,000","-17,502,000","-34,100,000","-43,936,000","-35,185,000","-31,689,000","-39,512,000","-36,565,000","-19,227,000","-22,710,000","-30,713,000","-19,232,000","-19,421,000","-14,571,000","-33,214,000","-27,150,000","-17,567,000","-14,666,000","-24,626,000","-29,246,000","-22,646,000","-18,526,000","-26,726,000"
		NetBusinessPurchaseAndSale,"-98,589,000","-98,589,000","0","0","0","-9,523,000",,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfBusiness,"-98,589,000","-98,589,000","0","0","0","-9,523,000",,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,"-1,293,000","-296,000","-253,000","-493,000","-251,000","-231,000","-287,000","-373,000","-140,000","-385,000","-600,000","-918,000","-698,000","-587,000","-1,320,000","-402,000","-252,000","-1,002,000","-1,422,000","-1,325,000","-3,941,000","-121,000","-1,911,000","-133,000","-125,000","-203,000","-523,000","-217,000","-187,000","-159,000"
FinancingCashFlow,"-42,204,000","74,948,000","-5,872,000","-60,014,000","-51,266,000","-29,641,000","-38,199,000","-75,176,000","50,717,000","38,470,000","21,689,000","-4,079,000","16,354,000","-3,982,000","-18,163,000","-27,393,000","-22,830,000","-38,432,000","-36,000","-21,000","-28,000","-42,000","-41,977,000","31,050,000","-23,020,000","20,787,000","-1,919,000","-558,000","4,977,000","-5,806,000"
	CashFlowFromContinuingFinancingActivities,"-42,204,000","74,948,000","-5,872,000","-60,014,000","-51,266,000","-29,641,000","-38,199,000","-75,176,000","50,717,000","38,470,000","21,689,000","-4,079,000","16,354,000","-3,982,000","-18,163,000","-27,393,000","-22,830,000","-38,432,000","-36,000","-21,000","-28,000","-42,000","-41,977,000","31,050,000","-23,020,000","20,787,000","-1,919,000","-558,000","4,977,000","-5,806,000"
		NetIssuancePaymentsOfDebt,"-26,773,000","84,763,000","-201,000","-60,170,000","-51,165,000","-29,199,000","-38,176,000","-75,176,000","50,824,000","39,818,000","30,817,000","8,721,000","32,768,000","19,855,000","-83,000","-10,063,000","-20,087,000","-36,700,000","-36,000","-21,000","-28,000","-42,000","-43,540,000",,,,,,,
			NetLongTermDebtIssuance,"-773,000","-237,000","-201,000","-170,000","-165,000","-199,000","-176,000","-176,000","-176,000","-182,000","-183,000","-2,279,000","-2,232,000","-145,000","-83,000","-63,000","-87,000","-266,700,000","-36,000","-21,000","-167,528,000","167,458,000","-3,540,000",,,,,,,
				LongTermDebtIssuance,,,,,,,"95,500,000","49,000,000","86,000,000","133,500,000","102,500,000","106,500,000","124,750,000","85,500,000","60,500,000","23,500,000","15,000,000","246,000,000","0","32,500,000","108,500,000","167,500,000","0",,,,,,,
				LongTermDebtPayments,"-773,000","-237,000","-201,000","-170,000","-165,000","-199,000","-176,000","-176,000","-176,000","-182,000","-183,000","-2,279,000","-2,232,000","-145,000","-83,000","-63,000","-87,000","-266,700,000","-36,000","-21,000","-28,000","-42,000","-61,604,000",,,,,,,
			NetShortTermDebtIssuance,"-26,000,000","85,000,000","0","-60,000,000","-51,000,000","-29,000,000","-38,000,000","-75,000,000","51,000,000","40,000,000","31,000,000","11,000,000","35,000,000","20,000,000","0","-10,000,000","-20,000,000","230,000,000","0","0","167,500,000","-167,500,000","-40,000,000",,,,,,,
				ShortTermDebtIssuance,"270,500,000","148,500,000","42,500,000","29,000,000","50,500,000","54,000,000","95,500,000","49,000,000","86,000,000","133,500,000","102,500,000","106,500,000","124,750,000","85,500,000","60,500,000","23,500,000","15,000,000","246,000,000","0","32,500,000",,,"18,000,000",,,,,,,
				ShortTermDebtPayments,"-296,500,000","-63,500,000","-42,500,000","-89,000,000","-101,500,000","-83,000,000","-133,500,000","-124,000,000","-35,000,000","-93,500,000","-71,500,000","-95,500,000","-89,750,000","-65,500,000","-60,500,000","-33,500,000","-35,000,000","-16,000,000","0","-32,500,000","-108,500,000","-167,500,000","-58,000,000",,,,,,,
		NetCommonStockIssuance,"-5,954,000","-6,298,000","289,000","156,000","-101,000","-442,000","-23,000","0","-107,000","-923,000","-9,128,000","-12,800,000","-16,414,000","-23,837,000","-18,081,000","-17,330,000","-2,743,000","-370,000",,,,,,,,,,,,
			CommonStockIssuance,"1,267,000","714,000","352,000","156,000","45,000","1,000","0","0","0","2,000","1,000","0","0","16,000",,,,,,,,,,,,,,,,
			CommonStockPayments,"-7,221,000","-7,012,000","-63,000","0","-146,000","-443,000","-23,000","0","-107,000","-925,000","-9,129,000","-12,800,000","-16,414,000","-23,853,000","-18,081,000","-17,330,000","-2,743,000","-370,000",,,,,,,,,,,,
		CashDividendsPaid,"-7,035,000","-3,517,000","-3,518,000",,,,,,,,,,,,,,,,,,,,"0",,,,,,,
			CommonStockDividendPaid,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,
		NetOtherFinancingCharges,,,"-2,442,000",,,,"0","0","0","-425,000",,,,,"1,000","0","0","-1,362,000",,,,,"1,563,000","-9,603,000","-23,020,000","20,787,000","-1,919,000","-558,000","4,977,000","-5,806,000"
EndCashPosition,"19,306,000","19,306,000","15,100,000","7,239,000","4,251,000","14,124,000","10,606,000","16,686,000","72,663,000","30,754,000","7,050,000","10,048,000","17,057,000","7,803,000","9,808,000","20,206,000","16,714,000","29,352,000","55,432,000","39,986,000","23,074,000","12,028,000","14,199,000",,,,,,,
	ChangesInCash,"5,182,000","4,206,000","7,861,000","2,988,000","-9,873,000","3,518,000","-6,080,000","-55,977,000","41,909,000","23,704,000","-2,998,000","-7,009,000","9,254,000","-2,005,000","-10,398,000","3,492,000","-12,638,000","-26,080,000","15,446,000","16,912,000","11,046,000","-2,171,000","-23,765,000",,,,,,,
