name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
TotalAssets,"1,056,880,000","1,020,520,000","1,006,591,000","988,546,000","980,211,000","963,217,000","915,607,000","884,234,000","849,379,000","839,882,000","793,605,000","757,569,000","756,621,000","728,222,000","652,472,000","651,221,000","646,188,000","646,574,000","653,554,000","653,398,000","632,667,000","618,982,000","650,312,000","695,256,000","340,528,000","342,723,000","344,212,000","348,753,000","341,519,000","344,243,000","344,531,000","337,128,000","332,178,000","340,708,000","372,940,000","372,278,000","379,027,000","395,682,000","362,831,000","378,354,000","376,189,000","383,071,000","423,948,000","431,594,000","438,941,000","466,054,000","499,751,000","603,444,000","623,732,000","655,968,000","668,571,000","674,826,000","742,821,000","785,710,000","801,438,000","814,189,000","829,189,000","855,322,000","824,784,000","786,792,000","744,322,000","698,329,000","658,726,000","620,794,000","584,363,000","381,361,000","349,509,000","322,667,000","309,765,000","302,566,000","282,440,000","266,115,000","252,821,000","236,111,000","170,254,000","162,648,000","74,358,000"
	CurrentAssets,"556,148,000","524,039,000","506,501,000","497,491,000","498,105,000","487,074,000","456,194,000","455,414,000","426,255,000","419,043,000","389,787,000","347,646,000","338,385,000","337,820,000","329,671,000","324,323,000","311,795,000","305,854,000","306,735,000","300,731,000","274,201,000","254,709,000","260,077,000","284,438,000","258,336,000","258,018,000","256,051,000","256,614,000","245,464,000","244,274,000","239,394,000","224,152,000","213,304,000","211,651,000","237,869,000","231,579,000","230,804,000","239,172,000","320,204,000","333,913,000","331,345,000","336,975,000","377,375,000","383,745,000","391,815,000","416,291,000","455,411,000","495,534,000","515,478,000","546,611,000","565,366,000","570,185,000","608,473,000","642,963,000","656,931,000","662,572,000","679,228,000","702,340,000","685,841,000","663,665,000","631,167,000","596,381,000","561,814,000","522,695,000","490,996,000","292,544,000","268,742,000","251,354,000","242,553,000","240,116,000","231,532,000","223,717,000","222,150,000","212,312,000","129,782,000","142,151,000","56,632,000"
		CashCashEquivalentsAndShortTermInvestments,"296,356,000","276,065,000","264,679,000","256,235,000","267,709,000","255,035,000","241,468,000","261,103,000","239,366,000","220,872,000","199,971,000","176,881,000","159,845,000","149,003,000","142,099,000","142,899,000","142,069,000","140,172,000","134,892,000","129,973,000","121,934,000","108,905,000","107,413,000","118,333,000","187,183,000","187,589,000","183,839,000","178,756,000","171,653,000","163,837,000","154,367,000","149,041,000","143,997,000","151,091,000","156,338,000","154,522,000","153,564,000","165,788,000","276,163,000","277,724,000","280,320,000","296,691,000","316,032,000","324,227,000","333,232,000","347,235,000","371,470,000","397,761,000","432,828,000","449,235,000","462,607,000","486,818,000","518,655,000","522,894,000","535,453,000","542,735,000","555,717,000","570,046,000","537,193,000","526,198,000","505,564,000","492,394,000","457,493,000","430,644,000","400,122,000","211,608,000","201,582,000","193,281,000","189,475,000","191,483,000","181,220,000","174,664,000","181,752,000","179,270,000","101,084,000","119,469,000","34,846,000"
			CashAndCashEquivalents,"167,182,000","151,010,000","153,781,000","160,273,000","173,616,000","187,225,000","185,368,000","199,926,000","169,607,000","144,545,000","122,946,000","124,810,000","105,759,000","98,472,000","91,990,000","95,624,000","93,699,000","91,184,000","103,083,000","107,817,000","114,437,000","101,408,000","99,908,000","100,225,000","151,913,000","146,264,000","142,185,000","137,088,000","125,993,000","113,940,000","89,264,000","69,859,000","49,199,000","59,196,000","59,470,000","57,160,000","77,381,000","72,243,000","162,062,000","144,823,000","135,536,000","139,049,000","140,933,000","130,085,000","116,142,000","121,207,000","118,554,000","89,076,000","92,978,000","122,043,000","149,920,000","183,106,000","190,855,000","337,926,000","427,614,000","427,176,000","400,634,000","315,232,000","283,391,000","286,610,000","277,782,000","284,131,000","276,365,000","270,338,000","223,576,000","31,217,000","23,690,000","18,887,000","23,001,000","34,836,000","66,226,000","73,310,000","99,232,000","116,305,000","95,561,000","115,614,000","30,509,000"
			OtherShortTermInvestments,"129,174,000","125,055,000","110,898,000","95,962,000","94,093,000","67,810,000","56,100,000","61,177,000","69,759,000","76,327,000","77,025,000","52,071,000","54,086,000","50,531,000","50,109,000","47,275,000","48,370,000","48,988,000","31,809,000","22,156,000","7,497,000","7,497,000","7,505,000","18,108,000","35,270,000","41,325,000","41,654,000","41,668,000","45,660,000","49,897,000","65,103,000","79,182,000","94,798,000","91,895,000","96,868,000","97,362,000","76,183,000","93,545,000","114,101,000","132,901,000","144,784,000","157,642,000","175,099,000","194,142,000","217,090,000","226,028,000","252,916,000","308,685,000","339,850,000","327,192,000","312,687,000","303,712,000","327,800,000","184,968,000","107,839,000","115,559,000","155,083,000","254,814,000","253,802,000","239,588,000","227,782,000","208,263,000","181,128,000","160,306,000","176,546,000","180,391,000","177,892,000","174,394,000","166,474,000","156,647,000","114,994,000","101,354,000","82,520,000","62,965,000","5,523,000","3,855,000","4,337,000"
		Receivables,"113,505,000","115,541,000","105,807,000","108,265,000","103,500,000","107,603,000","96,946,000","86,616,000","90,100,000","97,868,000","85,228,000","71,813,000","82,753,000","96,593,000","90,189,000","86,107,000","80,831,000","83,757,000","89,787,000","92,802,000","80,544,000","71,616,000","78,921,000","87,654,000","35,743,000","36,725,000","36,682,000","43,979,000","41,055,000","45,934,000","48,558,000","42,744,000","37,839,000","30,971,000","47,112,000","40,532,000","38,867,000","34,586,000","16,894,000","27,729,000","22,108,000","13,572,000","29,142,000","28,017,000","23,648,000","28,598,000","36,344,000","44,530,000","34,837,000","56,186,000","66,363,000","49,005,000","35,227,000","63,540,000","67,273,000","63,786,000","66,421,000","69,486,000","86,191,000","78,575,000","73,280,000","54,571,000","54,097,000","44,884,000","49,944,000","43,967,000","35,468,000","33,346,000","28,842,000","25,054,000","33,642,000","34,168,000","26,375,000","19,698,000","15,941,000","12,214,000","10,309,000"
			AccountsReceivable,"113,505,000","115,541,000","105,807,000","108,265,000","103,500,000","107,603,000","96,946,000","86,616,000","90,100,000","97,868,000","84,750,000","71,289,000","81,492,000","95,333,000","88,869,000","84,779,000","78,524,000","81,515,000","87,950,000","91,710,000","79,439,000","70,225,000","77,530,000","86,137,000","35,743,000","36,725,000","36,682,000","43,979,000","41,055,000","45,152,000","47,776,000","41,962,000","37,057,000","30,189,000","46,320,000","38,964,000","33,453,000","28,919,000","16,891,000","27,726,000","21,203,000","12,662,000","29,142,000","28,017,000","23,648,000","28,598,000","35,927,000","44,105,000","34,519,000","29,412,000","48,233,000","34,214,000","24,899,000","34,127,000","40,094,000","45,555,000","57,214,000","69,486,000","86,191,000","78,575,000","73,280,000","54,571,000","54,097,000","44,884,000","49,944,000","43,967,000","35,468,000","33,346,000","28,842,000","25,054,000","33,642,000","34,168,000","26,375,000","19,698,000","15,941,000","12,214,000","10,309,000"
				GrossAccountsReceivable,"113,699,000","115,736,000","106,021,000","108,482,000","103,732,000","107,851,000","97,168,000","86,842,000","90,322,000","98,090,000","84,944,000","71,478,000","81,677,000","95,518,000","89,069,000","84,979,000","78,724,000","81,715,000","88,152,000","92,009,000",,"70,523,000","77,837,000","86,387,000","35,993,000","37,009,000","36,937,000","44,234,000","41,308,000","45,418,000","48,042,000","42,228,000","37,327,000","30,454,000","46,591,000","39,235,000","33,740,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-194,000","-195,000","-214,000","-217,000","-232,000","-248,000","-222,000","-226,000","-222,000","-222,000","-194,000","-189,000","-185,000","-185,000","-200,000","-200,000","-200,000","-200,000","-202,000","-299,000",,"-298,000","-307,000","-250,000","-250,000","-284,000","-255,000","-255,000","-253,000","-266,000","-266,000","-266,000","-270,000","-265,000","-271,000","-271,000","-287,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,"478,000","524,000","1,261,000","1,260,000","1,320,000","1,328,000","2,307,000","2,242,000","1,837,000","1,092,000","1,105,000","1,391,000","1,391,000","1,517,000",,"0","0","0","0","782,000","782,000","782,000","782,000","782,000","792,000","1,568,000","5,414,000","5,667,000","3,000","3,000","905,000","910,000",,,,"0","417,000","425,000","318,000","26,774,000","18,130,000","14,791,000","10,328,000","29,413,000",,,,,,,,,,,,,,,,,,,,,,,
