name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989
OperatingCashFlow,"392,800,000","-55,500,000","171,500,000","120,300,000","156,500,000","50,200,000","101,400,000","131,500,000","112,100,000","-35,500,000","222,900,000","118,500,000","152,900,000","-100,400,000","191,400,000","91,000,000","57,200,000","74,200,000","143,300,000","103,800,000","66,900,000","3,500,000","149,700,000","116,600,000","69,800,000","-18,000,000","113,600,000","69,700,000","57,600,000","-11,600,000","150,517,000","68,160,000","64,184,000","-18,910,000","148,433,000","80,454,000","30,948,000","-20,403,000","155,503,000","63,151,000","58,909,000","-42,807,000","84,818,000","49,791,000","31,369,000","-16,166,000","74,233,000","-4,601,000","47,086,000","16,818,000","63,289,000","79,986,000","30,355,000","15,384,000","60,928,000","40,967,000","45,368,000","44,129,000","86,515,000","75,561,000","33,868,000","36,889,000","78,779,000","35,654,000","50,280,000","16,982,000","77,375,000","67,200,000","42,815,000","-5,845,000","46,591,000","34,009,000","32,466,000","-2,102,000","71,295,000","37,855,000","30,957,000","22,621,000","59,252,000","53,089,000","58,023,000","27,077,000","53,287,000","62,854,000","52,262,000","29,159,000","57,514,000","21,681,000","45,395,000","26,586,000","143,600,000","61,900,000","30,300,000","50,000,000","58,600,000","55,600,000","36,000,000","41,700,000","42,000,000","49,000,000","27,400,000","31,400,000","29,800,000","39,700,000","31,900,000","20,800,000","43,200,000","32,100,000","19,500,000","11,800,000","61,300,000","32,000,000","12,000,000","12,000,000","30,000,000","20,300,000","9,300,000","11,400,000","35,600,000","11,500,000","11,400,000","5,600,000","25,400,000","18,900,000","19,000,000","17,700,000","38,200,000","22,300,000","22,100,000","3,900,000","59,600,000"
	CashFlowFromContinuingOperatingActivities,"369,800,000","-49,300,000","155,000,000","114,200,000","147,300,000","50,200,000","101,400,000","131,500,000","112,100,000","-35,500,000","222,900,000","118,500,000","152,900,000","-100,400,000","191,400,000","91,000,000","57,200,000","74,200,000","143,300,000","103,800,000","66,900,000","3,500,000","149,700,000","116,600,000","69,800,000","-18,000,000","113,600,000","69,700,000","57,600,000","-11,600,000","150,517,000","68,160,000","64,184,000","-18,910,000","148,433,000","80,454,000","30,948,000","-20,403,000","155,503,000","63,151,000","58,909,000","-42,807,000","84,818,000","49,791,000","31,369,000","-16,166,000","74,233,000","-4,601,000","47,086,000","16,818,000","63,289,000","79,986,000","30,355,000","15,384,000","60,928,000","40,967,000","45,368,000","44,129,000","86,515,000","75,561,000","33,868,000","36,889,000","78,779,000","35,654,000","50,280,000","16,982,000","77,375,000","67,200,000","42,815,000","-5,845,000","46,591,000","34,009,000","32,466,000","-2,102,000","71,295,000","37,855,000","30,957,000","22,621,000","59,252,000","53,089,000","58,023,000","27,077,000","53,287,000","62,854,000","52,262,000","29,159,000","57,514,000","21,681,000","45,395,000","26,586,000","54,700,000","75,700,000","30,300,000","50,000,000","58,600,000","55,600,000","36,000,000","41,700,000","42,000,000","49,000,000","27,400,000","31,400,000","29,800,000","39,700,000","31,900,000","20,800,000","43,200,000","32,100,000","19,500,000","11,800,000","61,300,000","32,000,000","12,000,000","12,000,000","30,000,000","20,300,000","9,300,000","11,400,000","35,600,000","11,500,000","11,400,000","5,600,000","25,400,000","18,900,000","19,000,000","17,700,000","38,200,000","22,300,000","22,100,000","3,900,000","59,600,000"
		NetIncomeFromContinuingOperations,"385,600,000","94,700,000","68,800,000","111,400,000","105,700,000","108,400,000","46,800,000","56,600,000","14,800,000","62,800,000","-112,600,000","72,500,000","91,000,000","82,400,000","89,200,000","97,000,000","80,700,000","68,700,000","-28,700,000","68,200,000","69,200,000","63,100,000","-64,000,000","63,500,000","68,300,000","55,000,000","65,200,000","56,900,000","55,700,000","51,100,000","56,212,000","28,079,000","59,697,000","48,684,000","49,706,000","57,131,000","54,874,000","57,791,000","45,143,000","57,307,000","62,747,000","51,796,000","-125,006,000","52,406,000","50,537,000","48,378,000","39,388,000","41,507,000","40,091,000","33,184,000","47,693,000","35,153,000","27,923,000","23,311,000","-8,311,000","36,082,000","59,009,000","48,378,000","45,227,000","-196,950,000","45,736,000","43,645,000","37,982,000","46,043,000","44,463,000","37,399,000","35,323,000","40,042,000","35,674,000","24,998,000","46,371,000","-205,206,000","31,237,000","22,177,000","33,665,000","28,134,000","26,008,000","16,496,000","-51,209,000","20,476,000","-1,512,000","20,797,000","18,009,000","17,869,000","32,463,000","20,279,000","26,835,000","21,407,000","47,825,000","27,662,000","19,200,000","22,400,000","39,300,000","33,700,000","35,200,000","36,700,000","36,600,000","29,900,000","29,500,000","31,400,000","29,300,000","22,600,000","24,900,000","26,900,000","22,100,000","18,200,000","20,900,000","22,000,000","20,100,000","13,300,000","16,800,000","16,000,000","15,700,000","7,400,000","9,600,000","12,800,000","15,700,000","10,800,000","14,300,000","10,500,000","-9,500,000","9,000,000","9,800,000","13,100,000","12,800,000","9,300,000","16,000,000","17,100,000","16,100,000","13,500,000","13,600,000"
		OperatingGainsLosses,"-14,700,000","-2,700,000","-8,000,000","0","-5,800,000","-12,700,000","-2,600,000","-1,800,000","-900,000","-1,800,000","0","-1,100,000","0","1,200,000","-1,700,000","-3,900,000","-3,800,000","-3,900,000","-14,300,000","-2,100,000","-2,100,000","-2,100,000","-1,800,000","-2,500,000","-2,400,000","-2,400,000","-1,900,000","-6,100,000","-2,000,000","-1,600,000","-6,827,000","-2,925,000","-2,942,000","-2,908,000","-1,487,000","1,180,000","1,416,000","943,000","-10,306,000","1,769,000","-24,716,000","3,808,000","17,890,000","-59,233,000","12,725,000","-16,983,000","15,138,000","-17,182,000",,"-8,970,000",,"-22,253,000","-15,191,000","2,656,000","43,116,000","-16,173,000","-4,423,000","890,000","350,982,000","-10,933,000","-10,299,000","8,831,000","-12,904,000","-30,808,000","-16,183,000","2,321,000","-36,902,000","-1,894,000","-1,384,000","-1,198,000","-39,613,000","225,178,000","-3,510,000","-4,348,000","-12,664,000",,,"-371,000","113,375,000","-1,007,000",,,,,,,"-2,065,000","0",,,"9,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,500,000","-900,000",,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,"0","0","0","0","0","0","0","1,200,000","1,700,000",,,,"-1,000,000",,,,,,,,"0",,,,"-4,111,000",,,,"-2,727,000","0","0",,"0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"-5,700,000","0","0","0","-5,800,000","-12,700,000",,,,,,,,,"0",,,,"-11,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,"0","-1,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"-9,000,000","-2,700,000","-2,000,000","-1,800,000","-2,500,000","-1,700,000","-2,600,000","-1,800,000","-900,000","-1,800,000","-300,000","3,600,000","-2,000,000","-2,000,000","-3,400,000","-3,900,000","-3,800,000","-3,900,000","-2,200,000","-2,100,000","-2,100,000","-2,100,000","-1,800,000","-2,500,000","-2,400,000","-2,400,000","-1,900,000","-6,100,000","-2,000,000","-1,600,000","-2,716,000","-2,925,000","-2,942,000","-2,908,000","1,240,000","1,180,000","1,416,000","943,000","9,784,000","3,154,000","3,344,000","3,808,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"117,500,000","28,600,000","29,700,000","29,000,000","29,200,000","31,600,000","32,200,000","32,400,000","33,000,000","29,900,000","29,300,000","27,900,000","28,600,000","27,700,000","35,900,000","27,800,000","28,400,000","27,900,000","18,700,000","18,500,000","18,100,000","17,400,000","16,600,000","16,700,000","17,600,000","16,500,000","17,100,000","16,000,000","17,400,000","16,500,000","17,812,000","18,021,000","18,158,000","21,775,000","16,678,000","12,435,000","13,014,000","12,710,000","14,141,000","13,174,000","15,274,000","14,674,000","15,735,000","15,581,000","15,853,000","15,774,000","15,245,000","14,751,000","15,408,000","14,437,000","14,347,000","14,025,000","14,779,000","15,053,000","13,197,000","14,270,000","14,712,000","14,983,000","16,570,000","13,672,000","15,492,000","15,576,000","15,229,000","12,259,000","11,532,000","15,265,000","12,754,000","13,245,000","14,419,000","15,297,000","13,732,000","13,355,000","14,831,000","13,798,000","15,328,000","13,485,000","12,848,000","12,364,000","12,784,000","12,632,000","12,372,000","12,002,000","22,827,000","22,237,000","14,186,000","15,360,000","14,247,000","14,296,000","13,459,000","13,279,000","15,000,000","12,000,000","18,000,000","16,300,000","17,200,000","15,800,000","14,200,000","14,300,000","14,000,000","14,200,000","13,800,000","13,400,000","13,100,000","12,000,000","12,300,000","12,000,000","12,500,000","12,500,000","11,900,000","11,900,000","10,900,000","13,300,000","12,200,000","8,300,000","7,600,000","7,300,000","7,200,000","7,300,000","6,800,000","7,000,000","7,400,000","7,300,000","6,700,000","7,200,000","7,300,000","7,200,000","6,800,000","7,100,000","8,900,000","7,300,000","4,900,000"
			DepreciationAndAmortization,"117,500,000","28,600,000","29,700,000","29,000,000","29,200,000","31,600,000","32,200,000","32,400,000","33,000,000","29,900,000","29,300,000","27,900,000","28,600,000","27,700,000","35,900,000","27,800,000","28,400,000","27,900,000","18,700,000","18,500,000","18,100,000","17,400,000","16,600,000","16,700,000","17,600,000","16,500,000","17,100,000","16,000,000","17,400,000","16,500,000","17,812,000","18,021,000","18,158,000","21,775,000","16,678,000","12,435,000","13,014,000","12,710,000","14,141,000","13,174,000","15,274,000","14,674,000","15,735,000","15,581,000","15,853,000","15,774,000","15,245,000","14,751,000","15,408,000","14,437,000","14,347,000","14,025,000","14,779,000","15,053,000","13,197,000","14,270,000","14,712,000","14,983,000","16,570,000","13,672,000","15,492,000","15,576,000","15,229,000","12,259,000","11,532,000","15,265,000","12,754,000","13,245,000","14,419,000","15,297,000","13,732,000","13,355,000","14,831,000","13,798,000","15,328,000","13,485,000","12,848,000","12,364,000","12,784,000","12,632,000","12,372,000","12,002,000","22,827,000","22,237,000","14,186,000","15,360,000","14,247,000","14,296,000","13,459,000","13,279,000","15,000,000","12,000,000","18,000,000","16,300,000","17,200,000","15,800,000","14,200,000","14,300,000","14,000,000","14,200,000","13,800,000","13,400,000","13,100,000","12,000,000","12,300,000","12,000,000","12,500,000","12,500,000","11,900,000","11,900,000","10,900,000","13,300,000","12,200,000","8,300,000","7,600,000","7,300,000","7,200,000","7,300,000","6,800,000","7,000,000","7,400,000","7,300,000","6,700,000","7,200,000","7,300,000","7,200,000","6,800,000","7,100,000","8,900,000","7,300,000","4,900,000"
