name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990
TotalAssets,"617,548,000","683,739,000","638,305,000","618,871,000","577,022,000","580,096,000","534,666,000","513,187,000","483,663,000","563,411,000","544,491,000","520,641,000","489,220,000","468,936,000","480,893,000","455,693,000","440,459,000","439,589,000","435,640,000","409,675,000","398,162,000","403,744,000","385,415,000","388,355,000","377,405,000","387,507,000","368,981,000","368,074,000","357,243,000","365,299,000","352,056,000","351,120,000","341,994,000","344,166,000","324,477,000","314,329,000","294,975,000","315,417,000","293,574,000","276,616,000","267,268,000","268,788,000","247,766,000","256,825,000","252,812,000","258,892,000","235,350,000","224,585,000","206,278,000","206,481,000","195,934,000","193,715,000","178,727,000","183,090,000","184,852,000","189,464,000","184,139,000","182,391,000","174,106,000","170,677,000","166,847,000","161,216,000","158,743,000","165,361,000","168,672,000","164,241,000","161,237,000","156,952,000","147,041,000","144,081,000","138,653,000","131,224,000","123,009,000","121,842,000","115,605,000","110,486,000","107,588,000","107,216,000","97,896,000","96,921,000","90,365,000","91,034,000","87,490,000","85,581,000","83,436,000","85,626,000","83,453,000","85,711,000","81,165,000","80,452,000","85,500,000","81,200,000","82,900,000","87,000,000","87,000,000","88,100,000","85,700,000","88,300,000","85,700,000","85,500,000","78,400,000","80,600,000","80,300,000","79,500,000","77,300,000","77,700,000","77,400,000","77,400,000","75,500,000","75,000,000","77,100,000","78,300,000","79,500,000","86,900,000","89,600,000","89,200,000","86,600,000","86,200,000","86,400,000","84,900,000","84,300,000","85,300,000","82,400,000","83,300,000","80,200,000","79,300,000","74,100,000","58,300,000"
	CurrentAssets,"376,691,000","452,762,000","417,560,000","397,809,000","353,555,000","366,832,000","328,649,000","314,270,000","293,396,000","364,044,000","351,532,000","334,661,000","304,610,000","326,612,000","336,504,000","319,023,000","305,461,000","315,509,000","301,086,000","278,723,000","263,617,000","274,044,000","257,306,000","272,602,000","261,652,000","272,786,000","269,458,000","269,121,000","256,825,000","266,500,000","254,483,000","255,218,000","249,641,000","251,684,000","235,027,000","228,123,000","206,645,000","235,444,000","215,418,000","202,169,000","190,910,000","198,578,000","178,804,000","186,814,000","184,288,000","194,594,000","172,416,000","163,663,000","145,185,000","148,330,000","139,003,000","138,841,000","124,145,000","130,308,000","130,595,000","136,467,000","133,187,000","132,757,000","125,230,000","122,212,000","118,620,000","112,006,000","111,214,000","119,039,000","123,803,000","120,165,000","116,495,000","113,245,000","104,327,000","103,460,000","98,766,000","91,562,000","83,520,000","81,749,000","75,232,000","69,962,000","66,779,000","66,262,000","57,176,000","55,715,000","50,840,000","51,058,000","46,844,000","44,184,000","41,681,000","43,436,000","42,883,000","46,035,000","41,846,000","42,228,000","46,600,000","43,100,000","41,100,000","45,100,000","45,300,000","46,800,000","43,800,000","47,200,000","45,200,000","45,800,000","46,600,000","49,400,000","47,500,000","48,600,000","46,300,000","47,000,000","46,000,000","45,400,000","43,200,000","42,500,000","44,100,000","44,500,000","45,000,000","51,700,000","53,600,000","53,100,000","49,900,000","48,800,000","48,100,000","47,200,000","46,700,000","47,700,000","44,900,000","46,500,000","43,800,000","43,500,000","39,400,000","24,100,000"
		CashCashEquivalentsAndShortTermInvestments,"215,050,000","297,687,000","254,783,000","239,953,000","214,520,000","242,526,000","207,718,000","190,152,000","152,043,000","231,601,000","209,968,000","194,474,000","171,760,000","208,554,000","202,350,000","193,307,000","178,637,000","196,398,000","165,591,000","161,996,000","154,903,000","173,722,000","150,418,000","162,061,000","155,047,000","171,593,000","151,294,000","149,862,000","145,026,000","154,403,000","141,623,000","144,542,000","137,452,000","156,119,000","135,043,000","123,061,000","111,042,000","134,149,000","109,739,000","109,028,000","103,677,000","109,699,000","90,648,000","95,022,000","92,253,000","106,549,000","92,071,000","76,404,000","72,612,000","75,385,000","57,270,000","52,062,000","44,687,000","57,370,000","52,076,000","60,199,000","60,958,000","63,734,000","52,546,000","52,201,000","55,595,000","58,082,000","53,994,000","61,889,000","70,663,000","68,898,000","64,869,000","60,985,000","55,002,000","60,046,000","42,658,000","39,643,000","38,656,000","41,758,000","28,185,000","26,050,000","21,404,000","22,480,000","13,520,000","11,671,000","7,055,000","7,815,000","41,654,000","189,000","959,000","6,379,000",,"485,000",,,,,,"6,100,000","1,900,000","5,800,000","3,300,000","8,400,000","5,400,000","5,200,000","4,700,000","4,500,000","3,000,000","2,700,000","7,800,000","7,400,000","6,900,000","4,400,000","2,900,000","3,000,000","4,300,000","4,600,000","5,100,000","7,000,000","4,800,000","2,900,000","100,000","1,400,000","2,700,000","2,600,000","300,000","1,600,000","1,700,000","5,400,000","14,800,000","14,800,000","12,800,000","900,000"
			CashAndCashEquivalents,"215,050,000","297,687,000","229,785,000","239,953,000","184,521,000","197,525,000","187,632,000","155,932,000","105,594,000","176,436,000","132,843,000","104,452,000","79,080,000","127,059,000","120,977,000","117,773,000","103,152,000","124,794,000","89,809,000","90,233,000","87,086,000","114,967,000","98,425,000","113,543,000","98,535,000","125,751,000","124,457,000","131,927,000","123,658,000","129,490,000","115,614,000","112,895,000","105,621,000","122,948,000","121,747,000","116,644,000","101,501,000","113,268,000","87,653,000","84,441,000","78,520,000","84,439,000","65,245,000","69,453,000","89,914,000","106,549,000","92,071,000","74,071,000","68,367,000","67,895,000","48,513,000","39,109,000","22,400,000","32,598,000","18,659,000","7,206,000","11,972,000","10,700,000","8,689,000","6,243,000","5,748,000","5,238,000","6,722,000","5,229,000","10,196,000","13,216,000","8,367,000","6,884,000","2,990,000","6,980,000","11,224,000","8,662,000","6,416,000","19,490,000","17,228,000","26,050,000","21,404,000","22,480,000","13,520,000","11,671,000","7,055,000","7,815,000","41,654,000","189,000","959,000","6,379,000",,"485,000",,,,,,"6,100,000","1,900,000","5,800,000","3,300,000","8,400,000","5,400,000","5,200,000","4,700,000","4,500,000","3,000,000","2,700,000","7,800,000","7,400,000","6,900,000","4,400,000","2,900,000","3,000,000","4,300,000","4,600,000","5,100,000","7,000,000","4,800,000","2,900,000","100,000","1,400,000","2,700,000","2,600,000","300,000","1,600,000","1,700,000","5,400,000","14,800,000","14,800,000","12,800,000","900,000"
				CashFinancial,"163,468,000","196,106,000","153,206,000","138,381,000","112,952,000","146,083,000","111,342,000","92,908,000","100,836,000","135,225,000","110,052,000","95,230,000","73,310,000","120,846,000","120,372,000","111,506,000","97,081,000","115,052,000","84,544,000","80,974,000","73,948,000","93,049,000","69,524,000","81,332,000","86,507,000","115,221,000","120,849,000","123,418,000","74,718,000","84,012,000","71,368,000","74,174,000","67,274,000","85,849,000","64,809,000",,,"64,134,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"51,582,000","101,581,000","76,579,000","101,572,000","71,569,000","51,442,000","76,290,000","63,024,000","4,758,000","41,211,000","22,791,000","9,222,000","5,770,000","6,213,000","605,000","6,267,000","6,071,000","9,742,000","5,265,000","9,259,000","13,138,000","21,918,000","28,901,000","32,211,000","12,028,000","10,530,000","3,608,000","8,509,000","48,940,000","45,478,000","44,246,000","38,721,000","38,347,000","37,099,000","56,938,000",,,"49,134,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,"0","24,998,000","0","29,999,000","45,001,000","20,086,000","34,220,000","46,449,000","55,165,000","77,125,000","90,022,000","92,680,000","81,495,000","81,373,000","75,534,000","75,485,000","71,604,000","75,782,000","71,763,000","67,817,000","58,755,000","51,993,000","48,518,000","56,512,000","45,842,000","26,837,000","17,935,000","21,368,000","24,913,000","26,009,000","31,647,000","31,831,000","33,171,000","13,296,000","6,417,000","9,541,000","20,881,000","22,086,000","24,587,000","25,157,000","25,260,000","25,403,000","25,569,000","2,339,000","0","0","2,333,000","4,245,000","7,490,000","8,757,000","12,953,000","22,287,000","24,772,000","33,417,000","52,993,000","48,986,000","53,034,000","43,857,000","45,958,000","49,847,000","52,844,000","47,272,000","56,660,000","60,467,000","55,682,000","56,502,000","54,101,000","52,012,000","53,066,000","31,434,000","30,981,000","32,240,000","22,268,000","10,957,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"147,508,000","139,861,000","144,039,000","142,743,000","124,211,000","111,565,000","109,964,000","109,341,000","127,212,000","120,138,000","128,333,000","129,735,000","118,864,000","105,814,000","122,911,000","116,532,000","117,239,000","110,100,000","124,803,000","107,444,000","96,346,000","87,409,000","94,292,000","92,309,000","94,912,000","88,577,000","94,168,000","93,543,000","88,076,000","86,368,000","89,089,000","85,795,000","84,946,000","76,980,000","82,177,000","86,446,000","80,552,000","85,361,000","88,355,000","78,862,000","74,101,000","73,065,000","72,571,000","76,737,000","80,289,000","72,034,000","71,015,000","71,618,000","63,568,000","62,662,000","68,669,000","73,405,000","68,760,000","62,208,000","68,132,000","65,338,000","63,468,000","59,819,000","62,824,000","61,492,000","56,638,000","48,208,000","51,381,000","51,427,000","48,037,000","46,211,000","45,132,000","47,093,000","44,070,000","38,586,000","49,974,000","47,627,000","41,204,000","35,844,000","42,894,000","40,243,000","39,384,000","38,404,000","39,802,000","39,451,000","38,048,000","38,607,000","3,282,000","38,654,000","35,103,000","32,257,000","37,188,000","40,890,000","37,294,000","38,494,000","41,900,000","38,300,000","36,100,000","33,900,000","35,200,000","33,000,000","31,300,000","27,300,000","29,000,000","28,300,000","24,700,000","19,700,000","19,900,000","21,500,000","17,800,000","18,900,000","19,200,000","20,900,000","21,100,000","22,100,000","21,900,000","21,800,000","23,000,000","27,600,000","32,000,000","31,900,000","31,100,000","28,700,000","43,900,000","42,500,000","27,900,000","27,400,000","25,500,000","24,200,000","27,000,000","26,400,000","24,900,000","21,900,000"
			AccountsReceivable,"95,881,000","102,028,000","102,812,000","97,277,000","78,805,000","80,298,000","75,520,000","73,242,000","92,953,000","85,579,000","90,980,000","87,398,000","78,814,000","73,905,000","83,939,000","77,953,000","76,121,000","78,139,000","90,263,000","72,915,000","62,655,000","60,510,000","63,676,000","64,670,000","63,451,000","62,360,000","61,722,000","63,641,000","58,799,000","63,331,000","59,240,000","57,500,000","55,774,000","52,674,000","52,733,000","59,878,000","52,063,000","54,653,000","49,212,000","78,862,000","74,101,000","73,065,000","72,571,000","76,737,000","80,289,000","72,034,000","71,015,000","71,618,000","63,568,000","62,662,000","68,669,000","73,405,000","68,760,000","62,208,000","68,132,000","65,338,000","63,468,000","59,819,000","62,824,000","61,492,000","56,638,000","48,208,000","51,381,000","51,427,000","48,037,000","46,211,000","45,132,000","47,093,000","44,070,000","38,586,000","49,974,000","47,627,000","41,204,000","35,844,000","42,894,000","40,243,000","39,384,000","38,404,000","39,802,000","39,451,000","38,048,000","38,607,000","3,282,000","38,654,000","35,103,000","32,257,000","37,188,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,880,000","81,379,000","76,538,000","75,404,000","74,813,000","78,873,000","82,588,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
