name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993
OperatingCashFlow,"800,039,000","254,136,000","171,483,000","119,743,000","254,677,000","212,390,000","204,743,000","116,939,000","232,878,000","223,243,000","167,749,000","123,928,000","229,720,000","236,463,000","104,372,000","96,062,000","230,775,000","191,958,000","94,808,000","133,121,000","199,240,000","207,243,000","144,647,000","129,024,000","147,192,000","198,690,000","114,073,000","140,944,000","205,134,000","318,423,000","189,079,000","183,821,000","222,333,000","326,542,000","176,694,000","151,339,000","220,378,000","220,895,000","145,960,000","119,797,000","202,093,000","259,669,000","79,228,000","141,004,000","193,060,000","255,751,000","87,471,000","39,802,000","140,562,000","210,998,000","68,333,000","97,611,000","176,065,000","235,612,000","100,144,000","67,709,000","108,199,000","231,523,000","75,345,000","-10,355,000","129,879,000","231,642,000","43,031,000","61,486,000","166,724,000","222,621,000","20,569,000","-25,565,000","85,933,000","198,824,000","58,154,000","36,065,000","121,491,000","186,074,000","100,670,000","9,008,000","77,746,000","190,039,000","50,044,000","40,553,000","138,732,000","117,590,000","48,675,000","77,005,000","153,577,000","155,679,000","27,883,000","-22,765,000","76,041,000","171,470,000","13,500,000","19,800,000","117,000,000","121,700,000","13,400,000","10,400,000","119,900,000","105,600,000","17,100,000","23,800,000","125,200,000","137,100,000","8,600,000","-10,200,000","78,700,000","109,400,000","-9,400,000","-13,400,000","59,400,000","117,300,000","10,200,000","5,100,000","93,500,000","99,000,000","1,600,000"
	CashFlowFromContinuingOperatingActivities,"800,039,000","254,136,000","171,483,000","119,743,000","254,677,000","212,390,000","204,743,000","116,939,000","232,878,000","223,243,000","167,749,000","123,928,000","229,720,000","236,463,000","104,372,000","96,062,000","230,775,000","191,958,000","94,808,000","133,121,000","199,240,000","207,243,000","144,647,000","129,024,000","147,192,000","198,690,000","114,073,000","140,944,000","205,134,000","318,423,000","189,079,000","183,821,000","222,333,000","326,542,000","176,694,000","151,339,000","220,378,000","220,895,000","145,960,000","119,797,000","202,093,000","259,669,000","79,228,000","141,004,000","193,060,000","255,751,000","87,471,000","39,802,000","140,562,000","210,998,000","68,333,000","97,611,000","176,065,000","235,612,000","100,144,000","67,709,000","108,199,000","231,523,000","75,345,000","149,518,000","129,879,000","231,642,000","43,031,000","61,486,000","166,724,000","222,621,000","20,569,000","-25,565,000","85,933,000","198,824,000","58,154,000","36,065,000","121,491,000","186,074,000","100,670,000","9,008,000","77,746,000","190,039,000","50,044,000","40,553,000","138,732,000","117,590,000","48,675,000","77,005,000","153,577,000","155,679,000","27,883,000","-22,765,000","76,041,000","171,470,000","13,500,000","19,800,000","117,000,000","121,700,000","13,400,000","10,400,000","119,900,000","105,600,000","17,100,000","23,800,000","125,200,000","137,100,000","8,600,000","-10,200,000","78,700,000","109,400,000","-9,400,000","-13,400,000","59,400,000","117,300,000","10,200,000","5,100,000","93,500,000","99,000,000","1,600,000"
		NetIncomeFromContinuingOperations,"473,157,000","167,328,000","132,392,000","86,962,000","86,475,000","112,436,000","77,774,000","-145,545,000","41,250,000","-106,068,000","86,591,000","47,281,000","63,753,000","90,596,000","102,660,000","37,994,000","63,026,000","91,847,000","198,654,000","45,576,000","59,715,000","89,283,000","88,908,000","37,552,000","8,286,000","-147,687,000","-189,109,000","-187,703,000","-293,133,000","16,669,000","84,740,000","57,430,000","64,520,000","95,211,000","82,252,000","47,842,000","58,495,000","85,720,000","67,944,000",,,,,,,"115,611,000","58,543,000","28,067,000","42,585,000","80,428,000","64,499,000","26,998,000",,,"-42,678,000","43,265,000","59,855,000","95,004,000","70,604,000","157,690,000","46,798,000","78,447,000","54,520,000","1,968,000","110,000","78,594,000","57,419,000","49,212,000","19,156,000","70,682,000","50,438,000","7,754,000","32,563,000","77,055,000","49,214,000","58,145,000","2,220,000","72,283,000","46,296,000","4,875,000","17,677,000","61,923,000","33,207,000","-99,379,000","36,619,000","75,275,000","52,984,000","-3,180,000","14,468,000","71,019,000","44,900,000","4,400,000","11,900,000","61,100,000","37,600,000","-3,100,000","19,100,000","-20,500,000","36,800,000","100,000","18,900,000","57,100,000","38,600,000","-700,000","17,300,000","55,700,000","32,400,000","200,000","7,800,000","42,000,000","25,900,000","1,000,000","9,800,000","43,800,000","27,800,000"
		OperatingGainsLosses,"-18,533,000",,,"0","0","0","-51,066,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,000","77,000","-47,080,000","1,100,000","-792,000","-324,000","-371,000","1,599,000","-646,000","-628,000","-6,852,000","7,660,000","6,615,000","414,000","-5,541,000","5,347,000","9,797,000","378,000","-2,852,000","5,710,000","9,937,000","6,605,000","-9,253,000","-1,393,000","-7,748,000","-3,317,000","-7,836,000","4,336,000","8,162,000","2,458,000","-5,674,000","3,414,000","-91,636,000","25,768,000","18,818,000","1,178,000","3,767,000","18,910,000","1,730,000","1,693,000","180,045,000","-1,563,000","2,752,000","889,000","-1,433,000","6,128,000","729,000","500,000","-900,000","-400,000","1,600,000","1,300,000","-800,000","200,000","131,400,000","400,000",,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0",,,"1,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"0","0","0","0","0","0","-51,066,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,000","50,956,000",,,"-792,000","-324,000","-371,000","1,599,000","-646,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"347,664,000","91,245,000","88,578,000","83,671,000","84,170,000","84,342,000","83,120,000","80,096,000","73,232,000","77,912,000","74,918,000","74,670,000","71,072,000","65,663,000","64,255,000","63,159,000","60,817,000","61,155,000","55,830,000","55,383,000","55,618,000","56,998,000","56,196,000","56,117,000","58,802,000","63,947,000","70,551,000","70,860,000","79,865,000","82,686,000","102,747,000","103,905,000","96,787,000","89,975,000","93,114,000","86,257,000","88,142,000","80,030,000","72,331,000","71,605,000","74,227,000","63,151,000","62,547,000","55,910,000","57,293,000","60,011,000","53,313,000","49,376,000","50,587,000","46,891,000","44,955,000","45,695,000","43,659,000","41,714,000","42,342,000","41,286,000","42,804,000","42,412,000","44,121,000","44,817,000","41,100,000","42,061,000","42,825,000","45,348,000","46,943,000","44,278,000","43,046,000","47,330,000","49,529,000","49,345,000","46,940,000","47,770,000","47,352,000","47,958,000","46,458,000","53,058,000","47,259,000","49,261,000","45,648,000","48,692,000","44,817,000","43,114,000","44,045,000","51,221,000","42,592,000","41,965,000","39,136,000","39,485,000","35,083,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"138,797,000","50,090,000","44,122,000","16,716,000","27,869,000","34,817,000","26,591,000","-62,019,000","11,449,000","53,517,000","51,366,000","11,142,000","20,655,000","26,293,000","64,175,000","25,384,000","18,922,000","32,217,000","-94,676,000","12,902,000","41,292,000","18,929,000","44,852,000","22,454,000","14,664,000","-143,899,000","-140,013,000","-159,471,000","-208,467,000","-22,856,000","33,207,000","23,020,000","47,456,000","41,846,000","30,093,000","26,880,000","38,450,000","61,557,000","41,000,000","39,202,000","23,252,000","42,298,000","39,398,000","23,925,000","33,816,000","69,910,000","36,600,000","70,866,000","22,017,000","20,704,000","21,092,000","82,973,000","-4,637,000","-11,231,000","-69,626,000","44,893,000","14,786,000","7,521,000","5,296,000","25,740,000","5,304,000","10,605,000","11,198,000","12,200,000","-15,995,000","-18,088,000","16,653,000","38,394,000","5,976,000","-2,118,000","-1,864,000","49,322,000","4,642,000","-8,907,000","-4,728,000","73,991,000","9,386,000","-8,017,000","3,009,000","31,633,000","-9,983,000","35,726,000","4,637,000","-64,225,000","-4,798,000","715,000","12,459,000","27,301,000","4,443,000","-3,886,000","14,000,000","1,100,000","-5,900,000","6,400,000","12,400,000","18,600,000","4,100,000","-49,800,000","900,000","-100,000","1,000,000","-2,600,000","5,500,000","-5,400,000","8,100,000","-2,200,000","3,400,000","100,000","5,000,000","800,000","2,600,000","5,600,000","-2,700,000","-5,700,000","7,700,000"
			DeferredIncomeTax,"138,797,000","50,090,000","44,122,000","16,716,000","27,869,000","34,817,000","26,591,000","-62,019,000","11,449,000","53,517,000","51,366,000","11,142,000","20,655,000","26,293,000","64,175,000","25,384,000","18,922,000","32,217,000","-94,676,000","12,902,000","41,292,000","18,929,000","44,852,000","22,454,000","14,664,000","-143,899,000","-140,013,000","-159,471,000","-208,467,000","-22,856,000","33,207,000","23,020,000","47,456,000","41,846,000","30,093,000","26,880,000","38,450,000","61,557,000","41,000,000","39,202,000","23,252,000","42,298,000","39,398,000","23,925,000","33,816,000","69,910,000","36,600,000","70,866,000","22,017,000","20,704,000","21,092,000","82,973,000","-4,637,000","-11,231,000","-69,626,000","44,893,000","14,786,000","7,521,000","5,296,000","25,740,000","5,304,000","10,605,000","11,198,000","12,200,000","-15,995,000","-18,088,000","16,653,000","38,394,000","5,976,000","-2,118,000","-1,864,000","49,322,000","4,642,000","-8,907,000","-4,728,000","73,991,000","9,386,000","-8,017,000","3,009,000","31,633,000","-9,983,000","35,726,000","4,637,000","-64,225,000","-4,798,000","715,000","12,459,000","27,301,000","4,443,000","-3,886,000","14,000,000","1,100,000","-5,900,000","6,400,000","12,400,000","18,600,000","4,100,000","-49,800,000","900,000","-100,000","1,000,000","-2,600,000","5,500,000","-5,400,000","8,100,000","-2,200,000","3,400,000","100,000","5,000,000","800,000","2,600,000","5,600,000","-2,700,000","-5,700,000","7,700,000"
