name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalAssets,"397,073,000","426,290,000","438,563,000","439,483,000","459,566,000","242,382,000","221,578,000","211,999,000","229,158,000","247,435,000","260,079,000","178,610,000","190,291,000","189,305,000"
	CurrentAssets,"389,494,000","418,334,000","435,404,000","436,846,000","456,851,000","239,435,000","218,401,000","208,610,000","225,553,000","243,573,000","257,036,000","172,786,000","187,728,000","187,123,000"
		CashCashEquivalentsAndShortTermInvestments,"380,652,000","408,135,000","427,576,000","431,618,000","448,324,000","228,264,000","213,146,000","202,538,000","219,012,000","237,016,000","251,746,000","170,405,000","186,070,000","185,901,000"
			CashAndCashEquivalents,"119,842,000","171,434,000","184,159,000","399,404,000","395,985,000","102,047,000","98,080,000","133,121,000","107,035,000","101,559,000","159,807,000","44,199,000","42,419,000","185,901,000"
			OtherShortTermInvestments,"260,810,000","236,701,000","243,417,000","32,214,000","52,339,000","126,217,000","115,066,000","69,417,000","111,977,000","135,457,000","91,939,000","126,206,000","143,651,000","0"
		Receivables,"2,039,000","2,307,000","2,618,000","1,314,000","2,759,000","7,314,000","1,635,000","3,531,000","3,685,000","3,467,000","2,364,000","945,000","378,000","0"
			AccountsReceivable,"2,039,000","2,307,000","2,618,000","1,314,000","2,759,000","7,314,000","1,635,000","3,531,000","3,685,000","3,467,000","2,364,000","945,000","378,000","0"
		PrepaidAssets,"6,803,000","7,892,000","5,210,000","3,914,000","5,768,000","3,857,000","3,620,000","2,541,000","2,856,000","3,090,000","2,926,000","1,436,000","1,280,000","1,222,000"
		OtherCurrentAssets,,,,,,,,,,,,"2,381,000",,
	TotalNonCurrentAssets,"7,579,000","7,956,000","3,159,000","2,637,000","2,715,000","2,947,000","3,177,000","3,389,000","3,605,000","3,862,000","3,043,000","5,824,000","2,563,000","2,182,000"
		NetPPE,"6,858,000","7,389,000","2,584,000","2,331,000","2,393,000","2,606,000","2,816,000","3,024,000","3,222,000","3,446,000","2,716,000","2,534,000","2,233,000","1,843,000"
			GrossPPE,"6,858,000","11,566,000","2,584,000","2,331,000","2,393,000","5,759,000","2,816,000","3,024,000","3,222,000","5,474,000","2,716,000","2,534,000","3,609,000","3,053,000"
				Properties,,"0",,,,"0",,,,"0",,,"0","0"
				MachineryFurnitureEquipment,,"546,000",,,,"355,000",,,,"280,000",,,"163,000","163,000"
				OtherProperties,"6,858,000","10,414,000","2,584,000","2,331,000","2,393,000","4,808,000","2,816,000","3,024,000","3,222,000","4,194,000","2,716,000","2,534,000","2,971,000","2,415,000"
				ConstructionInProgress,,,,,,"0",,,,"465,000",,,,
				Leases,,"606,000",,,,"596,000",,,,"535,000",,,"475,000","475,000"
			AccumulatedDepreciation,,"-4,177,000",,,,"-3,153,000",,,,"-2,028,000",,,"-1,376,000","-1,210,000"
		OtherNonCurrentAssets,"721,000","567,000","575,000","306,000","322,000","341,000","361,000","365,000","383,000","416,000","327,000","3,290,000","330,000","339,000"
TotalLiabilitiesNetMinorityInterest,"83,705,000","89,591,000","88,398,000","91,574,000","90,674,000","97,185,000","91,274,000","97,082,000","101,023,000","106,517,000","100,731,000","244,588,000","107,685,000","241,857,000"
	CurrentLiabilities,"43,792,000","38,264,000","41,764,000","34,912,000","34,070,000","39,438,000","35,578,000","45,284,000","36,841,000","35,350,000","26,479,000","43,530,000","40,693,000","34,903,000"
		PayablesAndAccruedExpenses,"12,148,000","16,425,000","11,593,000","12,947,000","9,474,000","14,005,000","10,477,000","12,167,000","10,238,000","11,806,000","8,336,000","8,123,000","6,350,000","4,984,000"
			Payables,"3,496,000","4,798,000","3,176,000","5,254,000","2,274,000","3,845,000","3,020,000","3,878,000","4,623,000","5,167,000","3,285,000","2,906,000","2,887,000","1,745,000"
				AccountsPayable,"3,496,000","4,798,000","3,176,000","5,254,000","2,274,000","3,845,000","3,020,000","3,878,000","4,623,000","5,167,000","3,285,000","2,906,000","2,887,000","1,745,000"
			CurrentAccruedExpenses,"8,652,000","11,627,000","8,417,000","7,693,000","7,200,000","10,160,000","7,457,000","8,289,000","5,615,000","6,639,000","5,051,000","5,217,000","3,463,000","3,239,000"
		CurrentDebtAndCapitalLeaseObligation,"1,336,000","1,211,000",,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"1,336,000","1,211,000",,,,,,,,,,,,
		CurrentDeferredLiabilities,"30,308,000","20,628,000","30,171,000","21,965,000","24,597,000","25,433,000","25,101,000","33,117,000","26,603,000","23,544,000","18,143,000","35,407,000","34,343,000","29,919,000"
			CurrentDeferredRevenue,"30,308,000","20,628,000","30,148,000","21,799,000","24,422,000","25,266,000","24,950,000","32,996,000","26,497,000","23,450,000","18,063,000","35,334,000","34,277,000","29,862,000"
		OtherCurrentLiabilities,,,,,"-1,000",,,,,,,"43,530,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"39,913,000","51,327,000","46,634,000","56,662,000","56,604,000","57,747,000","55,696,000","51,798,000","64,182,000","71,167,000","74,252,000","201,058,000","66,992,000","206,954,000"
		LongTermDebtAndCapitalLeaseObligation,"3,478,000","3,838,000",,,,,,,,,,,,
			LongTermCapitalLeaseObligation,"3,478,000","3,838,000",,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"36,435,000","47,489,000","46,634,000","56,662,000","56,604,000","57,747,000","55,696,000","51,798,000","64,182,000","71,167,000","74,252,000","61,211,000","66,962,000","67,087,000"
			NonCurrentDeferredRevenue,"36,435,000","47,489,000","46,495,000","56,662,000","56,574,000","57,672,000","55,576,000","51,652,000","64,002,000","70,954,000","74,010,000","60,945,000","66,675,000","66,781,000"
		TradeandOtherPayablesNonCurrent,,,,,,,,,,,,,"0","0"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,"0","0","0","139,809,000","0","139,809,000"
