name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalRevenue,"2,713,653,000","713,445,000","693,142,000","668,530,000","638,536,000","627,253,000","629,029,000","599,255,000","584,699,000","589,613,000","311,152,000","600,507,000","575,651,000","549,214,000","537,775,000","514,364,000","496,386,000","492,134,000","487,705,000","471,594,000","448,279,000","441,739,000","433,048,000","428,065,000","410,517,000","383,234,000","373,155,000","351,086,000","311,056,000","306,529,000","276,869,000","260,841,000","250,043,000","239,653,000","237,008,000","229,261,000","220,086,000","218,201,000","211,101,000","207,150,000","204,308,000","202,160,000","192,662,000","196,346,000","186,326,000","182,943,000","172,757,000","164,653,000","157,948,000","154,174,000","146,615,000","132,924,000","132,178,000","130,285,000","123,947,000","116,328,000","115,318,000","113,779,000","108,979,000","104,092,000","100,269,000","97,978,000","89,643,000","89,644,000","89,644,000","89,644,000","75,212,000","75,213,000","75,213,000","75,213,000"
	OperatingRevenue,"2,713,653,000","713,445,000","693,142,000","668,530,000","638,536,000","627,253,000","629,029,000","599,255,000","584,699,000","589,613,000","311,152,000","600,507,000","575,651,000","549,214,000","537,775,000","514,364,000","496,386,000","492,134,000","487,705,000","471,594,000","448,279,000","441,739,000","433,048,000","428,065,000","410,517,000","383,234,000","373,155,000","351,086,000","311,056,000","306,529,000","276,869,000","260,841,000","250,043,000","239,653,000","237,008,000","229,261,000","220,086,000","218,201,000","211,101,000","207,150,000","204,308,000","202,160,000","192,662,000","196,346,000","186,326,000","182,943,000","172,757,000","164,653,000","157,948,000","154,174,000","146,615,000","132,924,000","132,178,000","130,285,000","123,947,000","116,328,000","115,318,000","113,779,000","108,979,000","104,092,000","100,269,000","97,978,000","89,643,000","89,644,000","89,644,000","89,644,000","75,212,000","75,213,000","75,213,000","75,213,000"
CostOfRevenue,"2,235,011,000","591,403,000","570,900,000","549,729,000","522,979,000","515,642,000","526,431,000","497,612,000","484,233,000","486,851,000","270,036,000","515,533,000","494,060,000","465,788,000","462,913,000","448,574,000","430,604,000","424,093,000","427,379,000","415,326,000","399,531,000","387,386,000","389,504,000","382,313,000","361,279,000","333,299,000","323,646,000","305,045,000","267,358,000","260,422,000","239,617,000","227,913,000","210,340,000","193,287,000","191,400,000","189,576,000","179,251,000","179,375,000","175,021,000","168,251,000","165,967,000","164,150,000","159,632,000","159,056,000","149,070,000","146,771,000","139,873,000","135,091,000","129,424,000","126,758,000","121,136,000","110,971,000","109,014,000","107,900,000","102,081,000","97,579,000","96,581,000","95,433,000","92,001,000","90,353,000","84,332,000","85,002,000",,,,,,,,
GrossProfit,"478,642,000","122,042,000","122,242,000","118,801,000","115,557,000","111,611,000","102,598,000","101,643,000","100,466,000","102,762,000","41,116,000","84,974,000","81,591,000","83,426,000","74,862,000","65,790,000","65,782,000","68,041,000","60,326,000","56,268,000","48,748,000","54,353,000","43,544,000","45,752,000","49,238,000","49,935,000","49,509,000","46,041,000","43,698,000","46,107,000","37,252,000","32,928,000","39,703,000","46,366,000","45,608,000","39,685,000","40,835,000","38,826,000","36,080,000","38,899,000","38,341,000","38,010,000","33,030,000","37,290,000","37,256,000","36,172,000","32,884,000","29,562,000","28,524,000","27,416,000","25,479,000","21,953,000","23,164,000","22,385,000","21,866,000","18,749,000","18,737,000","18,346,000","16,978,000","13,739,000","15,937,000","12,976,000",,,,,,,,
OperatingExpense,"212,746,000","52,932,000","56,628,000","52,483,000","50,703,000","47,932,000","46,739,000","46,574,000","45,032,000","45,969,000","26,531,000","46,029,000","43,745,000","45,622,000","40,415,000","36,503,000","34,007,000","36,726,000","34,593,000","30,709,000","28,003,000","31,784,000","24,515,000","28,217,000","29,429,000","25,685,000","25,172,000","24,453,000","21,714,000","20,933,000","17,612,000","17,633,000","26,061,000","22,019,000","20,493,000","19,396,000","17,543,000","16,580,000","15,205,000","15,278,000","15,179,000","14,621,000","14,080,000","13,374,000","13,138,000","12,460,000","11,600,000","10,973,000","10,430,000","9,729,000","9,369,000","8,122,000","8,626,000","7,926,000","7,902,000","6,915,000","7,144,000","7,082,000","6,269,000","5,813,000","5,552,000","5,278,000",,,,,,,,
	SellingGeneralAndAdministration,"155,744,000","38,256,000","42,026,000","38,554,000","36,908,000","34,273,000","33,250,000","32,817,000","31,427,000","32,249,000","15,578,000","31,710,000","30,561,000","33,024,000","28,216,000","24,601,000","22,386,000","25,104,000","22,833,000","19,261,000","17,253,000","21,270,000","14,814,000","17,306,000","19,657,000","17,387,000","17,246,000","17,165,000","15,335,000","14,416,000","12,525,000","12,956,000","18,257,000","13,157,000","11,782,000","10,601,000","8,872,000","8,848,000","7,886,000","8,099,000","8,137,000","7,697,000","7,578,000","7,195,000","7,592,000","7,401,000","7,205,000","6,713,000","6,407,000","5,774,000","5,506,000","4,883,000","5,417,000","4,961,000","5,389,000","4,565,000","4,971,000","5,092,000","4,307,000","3,995,000","3,898,000","3,746,000",,,,,,,,
		GeneralAndAdministrativeExpense,"155,744,000","38,256,000","42,026,000","38,554,000","36,908,000","34,273,000","33,250,000","32,817,000","31,427,000","32,249,000","15,578,000","31,710,000","30,561,000","33,024,000","28,216,000","24,601,000","22,386,000","25,104,000","22,833,000","19,261,000","17,253,000","21,270,000","14,814,000","17,306,000","19,657,000","17,387,000","17,246,000","17,165,000","15,335,000","14,416,000","12,525,000","12,956,000","18,257,000","13,157,000","11,782,000","10,601,000","8,872,000","8,848,000","7,886,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"155,744,000","38,256,000","42,026,000","38,554,000","36,908,000","34,273,000","33,250,000","32,817,000","31,427,000","32,249,000","15,578,000","31,710,000","30,561,000","33,024,000","28,216,000","24,601,000","22,386,000","25,104,000","22,833,000","19,261,000","17,253,000","21,270,000","14,814,000","17,306,000","19,657,000","17,387,000","17,246,000","17,165,000","15,335,000","14,416,000","12,525,000","12,956,000","18,257,000","13,157,000","11,782,000","10,601,000","8,872,000","8,848,000","7,886,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"57,002,000","14,676,000","14,602,000","13,929,000","13,795,000","13,659,000","13,489,000","13,757,000","13,605,000","13,720,000","10,953,000","14,319,000","13,184,000","12,598,000","12,199,000","11,902,000","11,621,000","11,622,000","11,760,000","11,448,000","10,750,000","10,514,000","9,701,000","10,911,000","9,772,000","8,298,000","7,926,000","7,288,000","6,379,000","6,517,000","5,087,000","4,677,000","7,804,000","8,862,000","8,711,000","8,795,000","8,671,000","7,732,000","7,319,000","7,179,000","7,042,000","6,924,000","6,502,000","6,179,000","5,546,000","5,059,000","4,395,000","4,260,000","4,023,000","3,955,000","3,863,000","3,239,000","3,209,000","2,965,000","2,513,000","2,350,000","2,173,000","1,990,000","1,962,000","1,818,000","1,654,000","1,532,000",,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"57,002,000","14,676,000","14,602,000","13,929,000","13,795,000","13,659,000","13,489,000","13,757,000","13,605,000","13,720,000","10,953,000","14,319,000","13,184,000","12,598,000","12,199,000","11,902,000","11,621,000","11,622,000","11,760,000","11,448,000","10,750,000","10,514,000","9,701,000","10,911,000","9,772,000","8,298,000","7,926,000","7,288,000","6,379,000","6,517,000","5,087,000","4,677,000","7,804,000","8,862,000","8,711,000","8,795,000","8,671,000","7,732,000","7,319,000","7,179,000","7,042,000","6,924,000","6,502,000","6,179,000","5,546,000","5,059,000","4,395,000","4,260,000","4,023,000","3,955,000","3,863,000","3,239,000","3,209,000","2,965,000","2,513,000","2,350,000","2,173,000","1,990,000","1,962,000","1,818,000","1,654,000","1,532,000",,,,,,,,
