name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019
TotalAssets,"2,043,230,000","1,918,276,000","1,894,683,000","1,601,247,000","1,351,768,000","1,270,691,000","649,544,000","577,796,000"
	CurrentAssets,"619,135,000","740,039,000","687,478,000","644,491,000","425,543,000","331,598,000","145,553,000","60,552,000"
		CashCashEquivalentsAndShortTermInvestments,"431,469,000","551,272,000","547,898,000","374,710,000","247,675,000","236,184,000","36,314,000","24,700,000"
			CashAndCashEquivalents,"431,469,000","551,272,000","547,898,000","374,710,000","247,675,000","236,184,000","36,314,000","24,700,000"
				CashFinancial,"431,469,000","551,272,000","547,898,000","374,710,000","247,675,000","236,184,000","36,314,000","24,700,000"
		Receivables,"120,355,000","117,512,000","65,939,000","83,534,000","121,821,000","51,018,000","73,301,000","18,030,000"
			AccountsReceivable,"120,355,000","117,512,000","65,939,000","83,534,000","121,821,000","51,018,000","73,301,000","18,030,000"
		Inventory,"51,409,000","51,557,000","56,246,000","47,781,000","47,129,000","33,301,000","26,586,000","14,202,000"
			RawMaterials,"20,054,000","19,726,000","19,344,000","18,497,000","20,190,000","11,112,000","9,392,000","5,037,000"
			WorkInProcess,"20,548,000","21,382,000","25,430,000","22,999,000","19,897,000","18,333,000","13,676,000","6,083,000"
			FinishedGoods,"10,807,000","10,449,000","11,472,000","6,285,000","7,042,000","3,856,000","3,518,000","3,082,000"
		PrepaidAssets,"15,902,000","19,698,000","17,395,000","13,432,000","8,918,000","11,095,000","9,352,000","3,620,000"
		AssetsHeldForSaleCurrent,,,,"125,034,000",,,,
	TotalNonCurrentAssets,"1,424,095,000","1,178,237,000","1,207,205,000","956,756,000","926,225,000","939,093,000","503,992,000","517,244,000"
		NetPPE,"47,702,000","46,332,000","108,322,000","104,751,000","105,133,000","101,305,000","96,089,000","94,311,000"
			GrossPPE,,"58,864,000",,,,"111,952,000",,"102,410,000"
				Properties,,"0",,,,"0",,"0"
				LandAndImprovements,,"0",,,,"818,000",,"8,516,000"
				BuildingsAndImprovements,,"0",,,,"63,331,000",,"68,887,000"
				MachineryFurnitureEquipment,,"33,778,000",,,,"25,789,000",,"14,629,000"
				ConstructionInProgress,,"6,924,000",,,,"20,377,000",,"7,388,000"
				Leases,,"18,162,000",,,,"1,637,000",,"2,990,000"
			AccumulatedDepreciation,,"-12,532,000",,,,"-10,647,000",,"-8,099,000"
		GoodwillAndOtherIntangibleAssets,"518,940,000","270,337,000","273,991,000","277,882,000","396,891,000","401,931,000","407,096,000","422,128,000"
			Goodwill,"283,535,000","152,766,000","152,766,000","152,766,000","224,275,000","224,275,000","224,275,000","224,275,000"
			OtherIntangibleAssets,"235,405,000","117,571,000","121,225,000","125,116,000","172,616,000","177,656,000","182,821,000","197,853,000"
		NonCurrentDeferredAssets,"793,210,000","808,117,000","820,786,000","570,097,000","419,901,000","431,699,000",,
			NonCurrentDeferredTaxesAssets,"793,210,000","808,117,000","820,786,000","570,097,000","419,901,000","431,699,000",,
		OtherNonCurrentAssets,"64,243,000","53,451,000","4,106,000","4,026,000","4,300,000","4,158,000","807,000","805,000"
TotalLiabilitiesNetMinorityInterest,"1,388,928,000","1,372,915,000","1,441,067,000","1,268,106,000","1,142,012,000","1,115,945,000","702,118,000","433,169,000"
	CurrentLiabilities,"86,675,000","93,777,000","114,352,000","164,773,000","165,252,000","130,778,000","280,451,000","29,562,000"
		PayablesAndAccruedExpenses,"77,542,000","73,844,000","41,637,000","37,796,000","40,077,000","46,717,000","40,361,000","25,993,000"
			Payables,"45,131,000","44,390,000","10,215,000","16,829,000","11,104,000","11,067,000","11,033,000","12,508,000"
				AccountsPayable,"10,384,000","8,154,000","8,917,000","11,704,000","9,806,000","8,171,000","7,796,000","7,478,000"
				TotalTaxPayable,,"1,398,000",,"3,827,000",,"2,896,000","3,237,000","3,030,000"
				OtherPayable,"34,747,000","34,838,000","1,298,000","1,298,000","1,298,000",,,"2,000,000"
			CurrentAccruedExpenses,"32,411,000","29,454,000","31,422,000","20,967,000","28,973,000","35,650,000","29,328,000","13,485,000"
				InterestPayable,,,,,,,"1,875,000","475,000"
		CurrentDebtAndCapitalLeaseObligation,"5,440,000","9,722,000","6,000,000","6,000,000","6,000,000","6,000,000","2,500,000","2,500,000"
			CurrentDebt,"5,440,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","2,500,000","2,500,000"
				OtherCurrentBorrowings,"5,440,000","6,000,000","6,000,000","6,000,000",,"6,000,000","2,500,000","2,500,000"
			CurrentCapitalLeaseObligation,,"3,722,000",,,,,,
		CurrentDeferredLiabilities,"3,693,000","10,211,000","66,715,000","109,490,000","119,175,000","78,061,000","61,792,000","841,000"
			CurrentDeferredRevenue,"3,693,000","10,211,000","66,715,000","109,490,000","119,175,000","78,061,000","60,674,000","841,000"
		OtherCurrentLiabilities,,,,"11,487,000",,,"175,798,000","228,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,302,253,000","1,279,138,000","1,326,715,000","1,103,333,000","976,760,000","985,167,000","421,667,000","403,607,000"
		LongTermDebtAndCapitalLeaseObligation,"524,499,000","524,591,000","580,908,000","582,209,000","583,517,000","584,781,000","405,644,000","387,702,000"
			LongTermDebt,"524,499,000","524,591,000","525,584,000","526,583,000","527,593,000","528,614,000","349,204,000","334,783,000"
			LongTermCapitalLeaseObligation,,"0","55,324,000","55,626,000","55,924,000","56,167,000","56,440,000","52,919,000"
		NonCurrentDeferredLiabilities,,"0","0","0","8,571,000","8,609,000","13,422,000","14,697,000"
			NonCurrentDeferredTaxesLiabilities,,"0","0","0","8,571,000","8,609,000","13,422,000","14,697,000"
		TradeandOtherPayablesNonCurrent,"0","0","0","0","0","0",,
		DuetoRelatedPartiesNonCurrent,"711,232,000","713,481,000","744,254,000","520,067,000","382,362,000","389,546,000",,
		OtherNonCurrentLiabilities,"66,522,000","41,066,000","1,553,000","1,057,000","2,310,000","2,231,000","2,601,000","1,208,000"
TotalEquityGrossMinorityInterest,"654,302,000","545,361,000","453,616,000","333,141,000","209,756,000","154,746,000","-52,574,000","144,627,000"
	StockholdersEquity,"382,559,000","315,499,000","302,637,000","193,921,000","112,611,000","88,511,000","-52,574,000","141,396,000"
		CapitalStock,"2,552,000","2,552,000","2,576,000","2,576,000","2,576,000","2,576,000","0","183,910,000"
			CommonStock,"2,552,000","2,552,000","2,576,000","2,576,000","2,576,000","2,576,000","0","183,910,000"
		AdditionalPaidInCapital,"128,584,000","128,386,000","172,611,000","118,208,000","85,976,000","85,125,000",,
		RetainedEarnings,"251,423,000","184,561,000","127,450,000","73,176,000","24,101,000","854,000","-52,410,000","-42,381,000"
		GainsLossesNotAffectingRetainedEarnings,,"0","0","-39,000","-42,000","-44,000","-164,000","-133,000"
	MinorityInterest,"271,743,000","229,862,000","150,979,000","139,220,000","97,145,000","66,235,000","0","3,231,000"
TotalCapitalization,"907,058,000","840,090,000","828,221,000","720,504,000","640,204,000","617,125,000","296,630,000","476,179,000"
CommonStockEquity,"382,559,000","315,499,000","302,637,000","193,921,000","112,611,000","88,511,000","-52,574,000","141,396,000"
CapitalLeaseObligations,,"3,722,000","55,324,000","55,626,000","55,924,000","56,167,000","56,440,000","52,919,000"
NetTangibleAssets,"-136,381,000","45,162,000","28,646,000","-83,961,000","-284,280,000","-313,420,000","-459,670,000","-280,732,000"
WorkingCapital,"532,460,000","646,262,000","573,126,000","479,718,000","260,291,000","200,820,000","-134,898,000","30,990,000"
InvestedCapital,"912,498,000","846,090,000","834,221,000","726,504,000","646,204,000","623,125,000","299,130,000","478,679,000"
TangibleBookValue,"-136,381,000","45,162,000","28,646,000","-83,961,000","-284,280,000","-313,420,000","-459,670,000","-280,732,000"
TotalDebt,"529,939,000","534,313,000","586,908,000","588,209,000","589,517,000","590,781,000","408,144,000","390,202,000"
NetDebt,"98,470,000",,,"157,873,000","285,918,000","298,430,000","315,390,000","312,583,000"
ShareIssued,"131,490,000","131,488,000","131,420,000","114,351,371","96,646,515","96,646,515","88,965,664","88,965,664"
OrdinarySharesNumber,"131,490,000","131,488,000","131,420,000","114,351,371","96,646,515","96,646,515","88,965,664","88,965,664"
