name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999
OperatingCashFlow,"158,705,000","-10,454,000","31,908,000","87,121,000","50,130,000","-11,878,000","8,516,000","79,906,000","39,102,000","8,416,000","30,702,000","71,887,000","72,570,000","7,224,000","40,953,000","86,052,000","95,128,000","73,459,000","37,469,000","86,690,000","55,776,000","42,339,000","25,127,000","47,551,000","3,033,000","43,333,000","1,947,000","26,574,000","33,727,000","-7,433,000","10,328,000","75,792,000","64,649,000","80,850,000","22,079,000","123,424,000","62,850,000","115,163,000","48,226,000","120,887,000","69,524,000","110,754,000","26,941,000","119,965,000","70,927,000","184,056,000","46,589,000","90,497,000","80,135,000","64,263,000","23,272,000","80,025,000","52,780,000","109,429,000","7,042,000","56,173,000","72,062,000","105,889,000","53,269,000","68,838,000","94,144,000","102,294,000","31,745,000","65,298,000","67,669,000","101,066,000","41,008,000","74,361,000","73,351,000","108,076,000","37,460,000","74,484,000","61,013,000","85,174,000","22,943,000","71,568,000","37,117,000","101,471,000","-1,461,000","53,369,000","39,876,000","73,154,000","1,330,000","27,365,000","37,334,000","55,535,000","14,269,000","23,489,000","24,949,000","6,959,000","-130,129,000","148,106,000"
	CashFlowFromContinuingOperatingActivities,"158,705,000","-10,454,000","31,908,000","87,121,000","50,130,000","-11,878,000","8,516,000","79,906,000","39,102,000","8,416,000","30,702,000","71,887,000","72,570,000","7,224,000","40,953,000","86,052,000","95,128,000","73,459,000","37,469,000","86,690,000","55,776,000","42,339,000","25,127,000","47,551,000","3,033,000","43,333,000","1,947,000","26,574,000","33,727,000","-7,433,000","10,328,000","75,792,000","64,649,000","80,850,000","22,079,000","123,424,000","62,850,000","115,163,000","48,226,000","120,887,000","69,524,000","110,754,000","26,941,000","119,965,000","70,927,000","184,056,000","46,589,000","90,497,000","80,135,000","64,263,000","23,272,000","80,025,000","52,780,000","109,429,000","7,042,000","56,173,000","72,062,000","105,889,000","53,269,000","68,838,000","94,144,000","102,294,000","31,745,000","65,298,000","67,669,000","101,066,000","41,008,000","74,361,000","73,351,000","108,076,000","37,460,000","68,791,000","61,013,000","85,174,000","22,943,000","71,568,000","37,117,000","101,471,000","-1,461,000","53,369,000","39,876,000","73,154,000","1,330,000","27,365,000","37,334,000","55,535,000","14,269,000","23,489,000","24,949,000","6,959,000","-130,129,000","148,106,000"
		NetIncomeFromContinuingOperations,"76,876,000","-8,243,000","29,929,000","46,330,000","8,860,000","-18,227,000","12,603,000","54,513,000","13,982,000","-6,057,000","29,428,000","47,027,000","53,718,000","-10,726,000","43,726,000","70,100,000","70,683,000","39,059,000","62,908,000","44,667,000","45,163,000","10,579,000","13,192,000","34,621,000","30,480,000","-10,800,000","-11,309,000","21,792,000","27,780,000","-5,484,000","-14,823,000","37,793,000","54,092,000","21,531,000","30,798,000","60,258,000","64,916,000","48,753,000","57,995,000",,,,,,,,,,,,,,,,"47,656,000","52,670,000","46,638,000","57,367,000","39,820,000","49,511,000","58,023,000","53,826,000","44,296,000","50,615,000","57,917,000","56,997,000","38,850,000","49,452,000","34,472,000","51,628,000","43,209,000","50,232,000","52,886,000","36,757,000","38,104,000","11,482,000","53,774,000","40,581,000","28,358,000","37,086,000","40,966,000","37,284,000","81,753,000",,,"23,238,000","9,092,000","11,969,000",,,"2,239,000","17,095,000"
		OperatingGainsLosses,"32,091,000","623,000","1,374,000","597,000","29,497,000","-372,000","-128,000","-369,000","300,000","916,000","-558,000","1,266,000","354,000","173,000","556,000","612,000","1,235,000","-367,000","10,853,000","-30,000","-2,224,000","572,000","1,048,000","-223,000","610,000","-165,000","-2,010,000","706,000","-5,082,000","-4,755,000","403,000","1,605,000","938,000","209,000","-151,000","-263,000","22,795,000","1,380,000","-706,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"1,739,000","623,000","191,000","597,000","328,000","-372,000","-128,000","-369,000","300,000","916,000","-558,000","1,266,000","354,000","173,000","556,000","612,000","1,235,000","-367,000","44,000","8,000","-422,000","572,000","1,048,000","-223,000","610,000","-165,000","292,000","277,000","362,000","595,000","353,000","1,499,000","923,000","209,000","-178,000","-280,000","-263,000","1,380,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"46,129,000","10,759,000","11,328,000","11,129,000","12,913,000","13,180,000","13,275,000","12,419,000","12,772,000","12,211,000","11,474,000","10,850,000","11,288,000","11,405,000","11,467,000","10,820,000","10,620,000","11,154,000","12,549,000","12,777,000","12,692,000","12,862,000","13,488,000","13,368,000","12,908,000","12,869,000","12,426,000","12,454,000","14,358,000","13,933,000","12,946,000","12,683,000","12,151,000","11,454,000","11,789,000","11,588,000","11,041,000","10,486,000","9,959,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,448,000","2,846,000","2,921,000",,,"2,442,000","2,301,000"
			DepreciationAndAmortization,"46,129,000","10,759,000","11,328,000","11,129,000","12,913,000","13,180,000","13,275,000","12,419,000","12,772,000","12,211,000","11,474,000","10,850,000","11,288,000","11,405,000","11,467,000","10,820,000","10,620,000","11,154,000","12,549,000","12,777,000","12,692,000","12,862,000","13,488,000","13,368,000","12,908,000","12,869,000","12,426,000","12,454,000","14,358,000","13,933,000","12,946,000","12,683,000","12,151,000","11,454,000","11,789,000","11,588,000","11,041,000","10,486,000","9,959,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,448,000","2,846,000","2,921,000",,,"2,442,000","2,301,000"
		DeferredTax,"-20,897,000","-6,693,000","-4,777,000","-7,977,000","-1,450,000","-1,361,000","-6,742,000","-1,907,000","-7,415,000","14,624,000","-3,793,000","-3,337,000","-1,861,000","-433,000","-14,995,000","570,000","1,209,000","-457,000","-54,609,000","-3,938,000","5,936,000","4,395,000","1,922,000","8,387,000","487,000","297,000","2,209,000","1,252,000","4,894,000","3,743,000","-3,726,000","5,999,000","9,052,000","10,857,000","13,864,000","7,642,000","7,155,000","6,719,000","4,144,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","663,000","-1,068,000",,,"-894,000","382,000"
			DeferredIncomeTax,"-20,897,000","-6,693,000","-4,777,000","-7,977,000","-1,450,000","-1,361,000","-6,742,000","-1,907,000","-7,415,000","14,624,000","-3,793,000","-3,337,000","-1,861,000","-433,000","-14,995,000","570,000","1,209,000","-457,000","-54,609,000","-3,938,000","5,936,000","4,395,000","1,922,000","8,387,000","487,000","297,000","2,209,000","1,252,000","4,894,000","3,743,000","-3,726,000","5,999,000","9,052,000","10,857,000","13,864,000","7,642,000","7,155,000","6,719,000","4,144,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","663,000","-1,068,000",,,"-894,000","382,000"
